uid,source,year_period,seniority_3level,company_name_canonical,is_aggregator,text_source
arshkon_3887936916,kaggle_arshkon,2024,unknown,Understanding Recruitment,False,llm
arshkon_3902317975,kaggle_arshkon,2024,unknown,Thermo Fisher Scientific,False,llm
arshkon_3884823184,kaggle_arshkon,2024,unknown,"V-Soft Consulting Group, Inc.",False,llm
arshkon_3904393548,kaggle_arshkon,2024,unknown,Equus Workforce Solutions,False,llm
arshkon_3888940734,kaggle_arshkon,2024,senior,Workiva,False,llm
arshkon_3901389571,kaggle_arshkon,2024,unknown,ConsultNet Technology Services and Solutions,False,llm
arshkon_3905337487,kaggle_arshkon,2024,senior,Radley James,False,llm
arshkon_3891075843,kaggle_arshkon,2024,unknown,AtekIT,False,llm
arshkon_3903447153,kaggle_arshkon,2024,unknown,McGriff,False,llm
arshkon_3905338566,kaggle_arshkon,2024,unknown,Navy Federal Credit Union,False,llm
arshkon_3885845749,kaggle_arshkon,2024,unknown,Global Payments Inc.,False,llm
arshkon_3904944471,kaggle_arshkon,2024,unknown,ClearanceJobs,True,llm
arshkon_3884940548,kaggle_arshkon,2024,senior,BAMM Staffing,False,llm
arshkon_3887720515,kaggle_arshkon,2024,unknown,Reperio Human Capital,False,llm
arshkon_3902755795,kaggle_arshkon,2024,senior,Raymond James,False,llm
arshkon_3906257561,kaggle_arshkon,2024,unknown,Qualcomm,False,llm
arshkon_3904710272,kaggle_arshkon,2024,unknown,CACI International Inc,False,llm
arshkon_3891070591,kaggle_arshkon,2024,unknown,TechMatrix Inc,False,llm
arshkon_3905391006,kaggle_arshkon,2024,unknown,TikTok,False,llm
arshkon_3889731701,kaggle_arshkon,2024,senior,Codeliq,False,llm
arshkon_3903434376,kaggle_arshkon,2024,senior,Your Corporate Life,False,llm
arshkon_3887844165,kaggle_arshkon,2024,unknown,Modine Manufacturing Company,False,llm
arshkon_3898179094,kaggle_arshkon,2024,unknown,Experis,True,llm
arshkon_3905870033,kaggle_arshkon,2024,senior,AT&T,False,llm
arshkon_3888936531,kaggle_arshkon,2024,unknown,Actalent,True,llm
arshkon_3888032523,kaggle_arshkon,2024,unknown,Actalent,True,llm
arshkon_3902750199,kaggle_arshkon,2024,unknown,Collabera,True,llm
arshkon_3886892330,kaggle_arshkon,2024,senior,AgileEngine,False,llm
arshkon_3901936889,kaggle_arshkon,2024,senior,Nous Infosystems,False,llm
arshkon_3902838586,kaggle_arshkon,2024,unknown,Deloitte,False,llm
arshkon_3904996263,kaggle_arshkon,2024,unknown,Backblaze,False,llm
arshkon_3889782006,kaggle_arshkon,2024,unknown,The Judge Group,False,llm
arshkon_3885812237,kaggle_arshkon,2024,junior,Tesla,False,llm
arshkon_3901690160,kaggle_arshkon,2024,senior,NBC Sports Next,False,llm
arshkon_3904706905,kaggle_arshkon,2024,unknown,Orion Innovation,False,llm
arshkon_3902847142,kaggle_arshkon,2024,senior,Hitachi Digital Services,False,llm
arshkon_3904431300,kaggle_arshkon,2024,senior,"Global Technical Talent, an Inc. 5000 Company",False,llm
arshkon_3891073452,kaggle_arshkon,2024,unknown,National Association of Insurance Commissioners (NAIC),False,llm
arshkon_3895521599,kaggle_arshkon,2024,unknown,Anduril Industries,False,llm
arshkon_3902757160,kaggle_arshkon,2024,senior,Parsons Corporation,False,llm
arshkon_3902357961,kaggle_arshkon,2024,unknown,"TSR Consulting Services, Inc.",False,llm
arshkon_3903875936,kaggle_arshkon,2024,unknown,Fidelity Investments,False,llm
arshkon_3898177817,kaggle_arshkon,2024,unknown,"Hire IT People, Inc",False,llm
arshkon_3895560805,kaggle_arshkon,2024,junior,Cotiviti,False,llm
arshkon_3900952027,kaggle_arshkon,2024,senior,MHK,False,llm
arshkon_3902358941,kaggle_arshkon,2024,senior,Panacea Direct Inc,False,llm
arshkon_3902392634,kaggle_arshkon,2024,unknown,RiseIT™ Solutions,False,llm
arshkon_3904945661,kaggle_arshkon,2024,unknown,Progress Solutions,False,llm
arshkon_3888940009,kaggle_arshkon,2024,unknown,Actalent,True,llm
arshkon_3903879653,kaggle_arshkon,2024,senior,Fidelity Investments,False,llm
arshkon_3901368615,kaggle_arshkon,2024,unknown,VDart,False,llm
arshkon_3893511187,kaggle_arshkon,2024,unknown,HYPR | The Identity Assurance Company,False,llm
arshkon_3900966085,kaggle_arshkon,2024,unknown,Crystal Equation Corporation,False,llm
arshkon_3901947011,kaggle_arshkon,2024,unknown,Robert Half,True,llm
arshkon_3901353772,kaggle_arshkon,2024,unknown,ANCHOR Recruiting Group,False,llm
arshkon_3906235346,kaggle_arshkon,2024,junior,ECS,False,llm
arshkon_3902842422,kaggle_arshkon,2024,unknown,Experis,True,llm
arshkon_3902354924,kaggle_arshkon,2024,unknown,Saransh Inc,False,llm
arshkon_3903434413,kaggle_arshkon,2024,unknown,ApTask,False,llm
arshkon_3895561419,kaggle_arshkon,2024,senior,UST,False,llm
arshkon_3906255392,kaggle_arshkon,2024,senior,"IDR, Inc.",False,llm
arshkon_3903830118,kaggle_arshkon,2024,unknown,FanDuel,False,llm
arshkon_3884838249,kaggle_arshkon,2024,unknown,"TalentBurst, an Inc 5000 company",False,llm
arshkon_3887573499,kaggle_arshkon,2024,senior,Fidelity Investments,False,llm
arshkon_3901341760,kaggle_arshkon,2024,senior,Reliable Software,False,llm
arshkon_3906230067,kaggle_arshkon,2024,senior,BigRio,False,llm
arshkon_3901491234,kaggle_arshkon,2024,unknown,Talent Groups,False,llm
arshkon_3903472527,kaggle_arshkon,2024,junior,Hyster-Yale Group,False,llm
arshkon_3904952009,kaggle_arshkon,2024,senior,DVG Tech Solutions LLC,True,llm
arshkon_3902840888,kaggle_arshkon,2024,unknown,Red Oak Technologies,False,llm
arshkon_3894564217,kaggle_arshkon,2024,senior,Bristol Myers Squibb,False,llm
arshkon_3898161950,kaggle_arshkon,2024,unknown,Centraprise,False,llm
arshkon_3887880255,kaggle_arshkon,2024,senior,Forward Progress Staffing,False,llm
arshkon_3904599802,kaggle_arshkon,2024,junior,SMS group USA,False,llm
arshkon_3903444596,kaggle_arshkon,2024,unknown,McGriff,False,llm
arshkon_3888959259,kaggle_arshkon,2024,unknown,BCforward,False,llm
arshkon_3902828827,kaggle_arshkon,2024,senior,Altea Healthcare,False,llm
arshkon_3901938473,kaggle_arshkon,2024,senior,"Method360, Inc.",False,llm
arshkon_3894996709,kaggle_arshkon,2024,unknown,Get Connected by Galaxy Digital,False,llm
arshkon_3899517789,kaggle_arshkon,2024,senior,Zoetis,False,llm
arshkon_3905229532,kaggle_arshkon,2024,unknown,"American Unit, Inc",False,llm
arshkon_3902358750,kaggle_arshkon,2024,senior,"KMC Systems, Inc.",False,llm
arshkon_3903494557,kaggle_arshkon,2024,senior,SRA Staffing - SRA Group,False,llm
arshkon_3904951318,kaggle_arshkon,2024,unknown,Artech Information Systems,True,llm
arshkon_3886488194,kaggle_arshkon,2024,unknown,Planet Technology,False,llm
arshkon_3904095612,kaggle_arshkon,2024,unknown,"Equity Advisor Solutions, LLC.",False,llm
arshkon_3902829887,kaggle_arshkon,2024,unknown,Insight Global,True,llm
arshkon_3904386397,kaggle_arshkon,2024,senior,Square,False,llm
arshkon_3894216813,kaggle_arshkon,2024,junior,Akkodis,False,llm
arshkon_3903800876,kaggle_arshkon,2024,senior,Capital One,False,llm
arshkon_3904393195,kaggle_arshkon,2024,unknown,Ford Motor Company,False,llm
arshkon_3904956273,kaggle_arshkon,2024,senior,GEICO,False,llm
arshkon_3906253900,kaggle_arshkon,2024,senior,Huntress,False,llm
arshkon_3904380985,kaggle_arshkon,2024,senior,IntePros,False,llm
arshkon_3904391467,kaggle_arshkon,2024,unknown,Ford Motor Company,False,llm
arshkon_3904721815,kaggle_arshkon,2024,senior,Google,False,llm
arshkon_3902753972,kaggle_arshkon,2024,senior,Abnormal Security,False,llm
arshkon_3899527239,kaggle_arshkon,2024,senior,Capgemini Engineering,False,llm
arshkon_3902818173,kaggle_arshkon,2024,junior,4A IT Services LLC,False,llm
arshkon_3905669668,kaggle_arshkon,2024,senior,Adyen,False,llm
arshkon_3889482028,kaggle_arshkon,2024,unknown,Meta,False,llm
arshkon_3888996307,kaggle_arshkon,2024,senior,TikTok,False,llm
arshkon_3905360656,kaggle_arshkon,2024,junior,"iHerb, LLC",False,llm
arshkon_3906092467,kaggle_arshkon,2024,senior,Commit: AI Career Agents for Developers,False,llm
arshkon_3894291759,kaggle_arshkon,2024,unknown,VT Group (VTG),False,llm
arshkon_3904385587,kaggle_arshkon,2024,junior,SigmaNEST,False,llm
arshkon_3902866103,kaggle_arshkon,2024,senior,"ALTA IT Services, LLC",False,llm
arshkon_3891267064,kaggle_arshkon,2024,senior,Perficient,False,llm
arshkon_3904414222,kaggle_arshkon,2024,senior,Uber,False,llm
arshkon_3902355252,kaggle_arshkon,2024,unknown,Clear Engineering Recruitment,False,llm
arshkon_3902842413,kaggle_arshkon,2024,unknown,Experis,True,llm
arshkon_3884429660,kaggle_arshkon,2024,junior,"Computer Data Concepts, Inc",False,llm
arshkon_3891071414,kaggle_arshkon,2024,senior,Not applicable1,False,llm
arshkon_3884993215,kaggle_arshkon,2024,senior,Ring,False,llm
arshkon_3899534134,kaggle_arshkon,2024,unknown,"Miracle Software Systems, Inc",False,llm
arshkon_3904391473,kaggle_arshkon,2024,unknown,Ford Motor Company,False,llm
arshkon_3885869218,kaggle_arshkon,2024,junior,Anarchy Labs,False,llm
arshkon_3887485935,kaggle_arshkon,2024,unknown,Net2Source Inc.,True,llm
arshkon_3889104208,kaggle_arshkon,2024,senior,Allied OneSource,False,llm
arshkon_3905246835,kaggle_arshkon,2024,senior,Crypto Recruiters,False,llm
arshkon_3887571671,kaggle_arshkon,2024,unknown,ManpowerGroup,True,llm
arshkon_3901946202,kaggle_arshkon,2024,unknown,Apetan Consulting LLC,False,llm
arshkon_3903844060,kaggle_arshkon,2024,unknown,Blackhawk Network,False,llm
arshkon_3898156708,kaggle_arshkon,2024,unknown,ProviderTrust,False,llm
arshkon_3891066995,kaggle_arshkon,2024,unknown,World Wide Technology,False,llm
arshkon_3894286585,kaggle_arshkon,2024,unknown,Diversified Communications HQ,False,llm
arshkon_3904704656,kaggle_arshkon,2024,senior,Fidelity Investments,False,llm
arshkon_3903882004,kaggle_arshkon,2024,unknown,Strava,False,llm
arshkon_3906253133,kaggle_arshkon,2024,senior,Cognizant,True,llm
arshkon_3884811061,kaggle_arshkon,2024,junior,LemaTech LLC,False,llm
arshkon_3905859238,kaggle_arshkon,2024,unknown,BizCoder AI,False,llm
arshkon_3886882382,kaggle_arshkon,2024,unknown,Patton Labs Inc,False,llm
arshkon_3899527307,kaggle_arshkon,2024,senior,Precision Technologies,False,llm
arshkon_3903845232,kaggle_arshkon,2024,senior,CIBC US,False,llm
arshkon_3905658808,kaggle_arshkon,2024,senior,FedEx Dataworks,False,llm
arshkon_3904086753,kaggle_arshkon,2024,senior,Mphasis,False,llm
arshkon_3889453321,kaggle_arshkon,2024,unknown,Techfellow Limited,False,llm
arshkon_3895587299,kaggle_arshkon,2024,unknown,TikTok,False,llm
arshkon_3887577327,kaggle_arshkon,2024,senior,Adobe,False,llm
arshkon_3902818982,kaggle_arshkon,2024,unknown,Amplify Recruiting,False,llm
arshkon_3903872770,kaggle_arshkon,2024,unknown,Honeywell,False,llm
arshkon_3905858707,kaggle_arshkon,2024,senior,NAM Info Inc,False,llm
arshkon_3901978621,kaggle_arshkon,2024,unknown,BLUE ORIGIN,False,llm
arshkon_3904420774,kaggle_arshkon,2024,unknown,Intuitive,False,llm
arshkon_3904917868,kaggle_arshkon,2024,senior,gridX,False,llm
arshkon_3906231733,kaggle_arshkon,2024,unknown,Procore Technologies,False,llm
arshkon_3904396080,kaggle_arshkon,2024,senior,Arrow Search Partners,False,llm
arshkon_3901347368,kaggle_arshkon,2024,unknown,Mamsys World,False,llm
arshkon_3901982625,kaggle_arshkon,2024,unknown,"LanceSoft, Inc.",False,llm
arshkon_3902349928,kaggle_arshkon,2024,unknown,"Tanisha Systems, Inc",False,llm
arshkon_3901979256,kaggle_arshkon,2024,senior,Irvine Technology Corporation,False,llm
arshkon_3900942592,kaggle_arshkon,2024,senior,MITRE,False,llm
arshkon_3901354122,kaggle_arshkon,2024,unknown,VDart,False,llm
arshkon_3901379205,kaggle_arshkon,2024,senior,Real Staffing,False,llm
arshkon_3894866836,kaggle_arshkon,2024,senior,Electrify America,False,llm
arshkon_3898173095,kaggle_arshkon,2024,unknown,"Veridian Tech Solutions, Inc.",False,llm
arshkon_3902829888,kaggle_arshkon,2024,senior,Atika Technologies & BPM,False,llm
arshkon_3901605898,kaggle_arshkon,2024,senior,Patent Bots®,False,llm
arshkon_3905361570,kaggle_arshkon,2024,junior,"iHerb, LLC",False,llm
arshkon_3901342950,kaggle_arshkon,2024,senior,Hirexa Solutions,False,llm
arshkon_3889108423,kaggle_arshkon,2024,senior,Aeva,False,llm
arshkon_3889289967,kaggle_arshkon,2024,unknown,Edison Smart®,False,llm
arshkon_3901941901,kaggle_arshkon,2024,unknown,Preferred Strategies,False,llm
arshkon_3887939358,kaggle_arshkon,2024,unknown,Principal Financial Group,False,llm
arshkon_3894891512,kaggle_arshkon,2024,unknown,Earth Robotics,False,llm
arshkon_3901938333,kaggle_arshkon,2024,unknown,DataAnnotation,True,llm
arshkon_3904941154,kaggle_arshkon,2024,senior,Center for Internet Security,False,llm
arshkon_2234533717,kaggle_arshkon,2024,unknown,Ideando Inc,False,llm
arshkon_3884806442,kaggle_arshkon,2024,senior,Logisoft Technologies Inc,False,llm
arshkon_3901939770,kaggle_arshkon,2024,unknown,Mutual of Omaha,False,llm
arshkon_3884438638,kaggle_arshkon,2024,unknown,Scion Staffing,False,llm
arshkon_3895484995,kaggle_arshkon,2024,senior,KLDiscovery,False,llm
arshkon_3902350522,kaggle_arshkon,2024,unknown,Asta Crs Inc,False,llm
arshkon_3904413093,kaggle_arshkon,2024,senior,Foundation Model Startup,False,llm
arshkon_3905350381,kaggle_arshkon,2024,unknown,Table4,False,llm
arshkon_3905295518,kaggle_arshkon,2024,senior,Boeing,False,llm
arshkon_3901950257,kaggle_arshkon,2024,senior,Walmart Global Tech,False,llm
arshkon_3904951506,kaggle_arshkon,2024,unknown,"Reveille Technologies,Inc",True,llm
arshkon_3904723778,kaggle_arshkon,2024,unknown,Toyon Research Corporation,False,llm
arshkon_3906097323,kaggle_arshkon,2024,senior,Dayforce,False,llm
arshkon_3886213400,kaggle_arshkon,2024,junior,Rexus Group,False,llm
arshkon_3904951428,kaggle_arshkon,2024,senior,ICE,False,llm
arshkon_3902358974,kaggle_arshkon,2024,senior,Microsoft,False,llm
arshkon_3905838996,kaggle_arshkon,2024,unknown,"Search Masters, Inc.",False,llm
arshkon_3894541964,kaggle_arshkon,2024,senior,Capital One,False,llm
arshkon_3891299933,kaggle_arshkon,2024,unknown,Star Software System LLC,False,llm
arshkon_3884432812,kaggle_arshkon,2024,unknown,Ehub Global Inc,False,llm
arshkon_3898177281,kaggle_arshkon,2024,senior,Cypress HCM,False,llm
arshkon_3902758923,kaggle_arshkon,2024,unknown,Amazon,False,llm
arshkon_3906247995,kaggle_arshkon,2024,unknown,Northrop Grumman,False,llm
arshkon_3905635247,kaggle_arshkon,2024,senior,Uber,False,llm
arshkon_3902362848,kaggle_arshkon,2024,unknown,Microsoft,False,llm
arshkon_3904954307,kaggle_arshkon,2024,senior,ICE,False,llm
arshkon_3905329420,kaggle_arshkon,2024,senior,Veritas Search Group,False,llm
arshkon_3894417070,kaggle_arshkon,2024,senior,Wipro,True,llm
arshkon_3901978299,kaggle_arshkon,2024,senior,Walmart Global Tech,False,llm
arshkon_3902921166,kaggle_arshkon,2024,unknown,Infojini Inc,False,llm
arshkon_3902838650,kaggle_arshkon,2024,senior,Experis,True,llm
arshkon_3902349967,kaggle_arshkon,2024,unknown,Dexian,False,llm
arshkon_3903424873,kaggle_arshkon,2024,unknown,"Edgewater Federal Solutions, Inc.",False,llm
arshkon_3902919519,kaggle_arshkon,2024,senior,HTC Global Services,False,llm
arshkon_3902754770,kaggle_arshkon,2024,senior,Genesys,False,llm
arshkon_3901697720,kaggle_arshkon,2024,senior,Fanatics,False,llm
arshkon_3905335898,kaggle_arshkon,2024,unknown,Stifel Financial Corp.,False,llm
arshkon_3894551665,kaggle_arshkon,2024,unknown,Costco Wholesale,False,llm
arshkon_3902730467,kaggle_arshkon,2024,unknown,Wipro,True,llm
arshkon_3902843663,kaggle_arshkon,2024,unknown,Piper Companies,False,llm
arshkon_3901979117,kaggle_arshkon,2024,unknown,Umanist Staffing,False,llm
arshkon_3905307688,kaggle_arshkon,2024,senior,Northrop Grumman,False,llm
arshkon_3902829688,kaggle_arshkon,2024,senior,Sonata Software North America,False,llm
arshkon_3895550201,kaggle_arshkon,2024,senior,Red River,False,llm
arshkon_3904092074,kaggle_arshkon,2024,senior,Cloudinity Inc,False,llm
arshkon_3894612730,kaggle_arshkon,2024,unknown,Booz Allen Hamilton,False,llm
arshkon_3904938270,kaggle_arshkon,2024,unknown,AT&T,False,llm
arshkon_3901676244,kaggle_arshkon,2024,senior,Alldus,False,llm
arshkon_3901669631,kaggle_arshkon,2024,unknown,Crown Equipment Corporation,False,llm
arshkon_3901965276,kaggle_arshkon,2024,senior,Atlassian,False,llm
arshkon_3905305750,kaggle_arshkon,2024,unknown,Premier America Credit Union,False,llm
arshkon_3903458367,kaggle_arshkon,2024,junior,"Tucker-Rose Associates, LLC",False,llm
arshkon_3904097558,kaggle_arshkon,2024,unknown,Akkodis,False,llm
arshkon_3905862466,kaggle_arshkon,2024,senior,"firstPRO, Inc",False,llm
arshkon_3902355244,kaggle_arshkon,2024,unknown,"Zillion Technologies, Inc.",False,llm
arshkon_3902360353,kaggle_arshkon,2024,senior,Storm2,False,llm
arshkon_3904408473,kaggle_arshkon,2024,unknown,Huntress Talent,False,llm
