term,count_a,count_b,log_odds,z_score,winner,feature_type,comparison,corpus_a,corpus_b,category,winner_corpus
aip,15,13,1.9430290211641985,5.303226046585201,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
debugging,130,557,0.480954844637556,5.3020261854535775,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
pwc,0,320,-1.593194930093408,-5.2065504155204145,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
modify,33,76,1.0347944145406176,5.190744159765963,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
eager,34,80,1.0152120801957523,5.1889966201927,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
topics,24,44,1.2444733793766964,5.100345429729015,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
gain,40,108,0.8901500376901472,5.054704390379262,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
undergraduate,14,13,1.8784888026896747,5.042933119775345,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
kubernetes,81,1166,-0.4700570762369116,-4.985030771097899,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,senior_2026
pays,12,8,2.187785621398353,4.968621490250433,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
tenure,26,54,1.1294584530201748,4.934526192709663,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
cumulative,12,2,3.424112643731956,4.927528356548314,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
tiktok's,12,2,3.424112643731956,4.927528356548314,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
recent,35,90,0.9343282383629719,4.921506854434047,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
architectures,58,923,-0.5362860654560704,-4.908993761207412,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,sys_design,senior_2026
assessments,40,112,0.8572594635640733,4.898008581262815,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
prototyping,36,96,0.9013428455934438,4.845326672560514,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
participate,179,877,0.36577745321882293,4.829225063523879,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
discounts,34,88,0.9283951762729279,4.82531963227931,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
interacting,24,49,1.1451751686799048,4.791496695754969,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
celebrating,12,10,1.979627086474263,4.782688279642445,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
evaluate,95,394,0.5089218724897355,4.772078979174362,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
multilinguality,25,0,5.210546900740519,4.759479788638595,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
multimodality,25,0,5.210546900740519,4.759479788638595,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
weu,25,0,5.210546900740519,4.759479788638595,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
gcp,57,886,-0.5208143663843927,-4.703823531652655,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,senior_2026
enrollment,11,8,2.106701810095579,4.695084353691526,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,ai_tool,junior_2026
actively,62,223,0.6336312756094431,4.69459555249833,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
honesty,12,11,1.8905162000350018,4.683152970346441,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
notion's,10,5,2.45422948430452,4.668761190888398,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
starlink,10,2,3.271022063446214,4.5789862538649855,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
occasionally,31,81,0.9197371976948432,4.572025924484294,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
eagerness,14,18,1.5742070937789325,4.571941929629207,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
obtain,64,240,0.5968335699449963,4.522249227493396,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
git,113,510,0.4357454356194639,4.514279299995604,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,junior_2026
submitting,16,25,1.392556138980976,4.511311875393669,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
following,214,1121,0.3090719402806714,4.507112478692365,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
orchestration,51,799,-0.5258457856614838,-4.499437017427276,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
actalentservices,15,22,1.4514313751124623,4.492007627597117,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
arrests,9,3,2.823422126512618,4.468964491101937,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
minimal,48,162,0.689904687714697,4.452316218681406,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
preparing,15,23,1.41005991766533,4.405476406037132,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
expressing,10,8,2.0177248498208975,4.401421239009948,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
ordinances,9,5,2.356935731338414,4.393096436763839,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
sof,11,11,1.8091019241002755,4.386598838011725,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
willingness,45,150,0.7009219228581731,4.371071457877504,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
highest,15,397,-0.8366360847014791,-4.36909009933401,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
databases,164,826,0.3420796166855302,4.341096885398297,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,junior_2026
referrals,32,91,0.8431455903319156,4.320021519683853,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
governance,46,726,-0.5305591402286796,-4.317878399383163,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
brainstorming,9,6,2.1877210561555387,4.302825444964091,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
inspiring,13,18,1.5050390151099649,4.2823433228090275,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
graduation,11,12,1.727708139229314,4.279847749505497,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
disclosure,25,62,0.9670989743246885,4.278262908425069,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
classification,33,97,0.8133560756254301,4.255412820018237,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
date,98,441,0.4381437122944254,4.225236083500439,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
initiated,8,3,2.7171418037184782,4.21652546852379,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
associate's,9,7,2.0440110612492237,4.19765831254461,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
vary,65,259,0.5435606033652753,4.190021164255088,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
hyderabad,16,29,1.2548997711088914,4.189870952031542,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
dates,13,19,1.4546551318501866,4.187963984019209,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
learns,13,19,1.4546551318501866,4.187963984019209,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
equipping,8,4,2.4541854113154766,4.175791967305868,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
jurisdictions,11,13,1.6528659778282133,4.173237792283056,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
updated,24,60,0.959771157126978,4.165913639071361,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
authentically,8,2,3.078476275480215,4.165060853509519,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
opens,14,23,1.3459307054888594,4.121279430514042,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
numpy,19,41,1.0942023055106187,4.1157228381768,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,junior_2026
contacted,22,53,0.9934890216915475,4.101872567309068,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
hdhp,13,20,1.4069166906897905,4.0950156069035,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
iiba,13,20,1.4069166906897905,4.0950156069035,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
supportlinc,13,20,1.4069166906897905,4.0950156069035,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
strengths,3,229,-1.2618427290757932,-4.091364380950547,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
exactly,8,5,2.247709386744443,4.090741900897081,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
personality,8,5,2.247709386744443,4.090741900897081,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
requires,121,585,0.3766626558721722,4.080406842524993,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
error,38,125,0.7126304847037659,4.075151984318724,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
eoe,10,11,1.7199263295020302,4.070443233780506,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
violation,9,1,3.7476163734419607,4.063480945054342,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
pandas,24,62,0.9299608291892376,4.059586487264965,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,junior_2026
reasonable,35,112,0.7372045507455232,4.027867792672765,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
complexity,15,363,-0.7880872690028884,-4.02548374672569,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
lowest,2,210,-1.3418359609498145,-4.009521086233605,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
websites,18,39,1.0904624697419045,3.995242073052486,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
typically,44,157,0.6404667138895555,3.9924686030363876,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
chennai,15,28,1.227657722350628,3.9917397342245073,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
compromise,9,9,1.8090609436893281,3.9677380606871036,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
intellectually,11,15,1.519238211584625,3.9629731332392204,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
delivering,78,998,-0.38876691010282816,-3.9568086773243283,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
contacting,7,3,2.5956067513115393,3.9349295362286476,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
fearlessly,7,3,2.5956067513115393,3.9349295362286476,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
creatively,13,22,1.3183970581208477,3.913725807582678,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
thorough,9,283,-0.9240735141080014,-3.910162265822352,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
predefined,8,1,3.6562488049004056,3.8899180854873947,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
spacecraft,29,88,0.7846863741393797,3.8688601830079676,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
accessed,8,7,1.9339358469287653,3.864515163280929,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
gdit,11,16,1.4590838835814903,3.860105047829621,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
completed,19,45,1.0089787859122268,3.859701744296851,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
sre,4,219,-1.1565093556518518,-3.8560975426356454,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
broaden,9,10,1.7105069448029422,3.8497111955224015,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
notify,10,13,1.5638127245748343,3.8480870266528298,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
singapore,10,13,1.5638127245748343,3.8480870266528298,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
pune,15,30,1.1640049012878846,3.8353228443261114,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
reliably,29,89,0.7745492373904961,3.825970411062795,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
seminars,13,23,1.2772070092107786,3.8254701826928006,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
helped,22,58,0.911488703183136,3.822909743096149,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
iterating,16,34,1.1082554530089572,3.8145085235497396,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
algorithms,111,543,0.3665188656400531,3.8096958656937394,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
clearlyrated's,12,20,1.3325404874539917,3.788741494310273,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
wanted,7,5,2.123415887272124,3.7560851138642057,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
comments,8,8,1.8090404543603338,3.7407769499224526,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
hw,13,24,1.2378338404640097,3.7388304923788556,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
tware,9,11,1.6214107877652602,3.7320971851315914,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
bachelor's,260,1500,0.2279848968506748,3.718544091238649,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,credential,junior_2026
undertaking,7,1,3.5499572278906903,3.69866792075594,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
motivated,67,292,0.4655309122971696,3.6938915415684024,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
evidenced,15,0,5.210311005844425,3.686510286217283,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
performed,31,102,0.7123065292014603,3.679200238636157,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
desired,64,276,0.4746411567444886,3.6749618926620315,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
happen,16,36,1.055833241139009,3.6723674979690104,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
settings,17,40,1.0149347589366018,3.6681724045094057,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
citizenship,48,189,0.553783921956768,3.661610545166723,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
accepting,11,18,1.3495516433004688,3.6599736411406742,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
describes,6,2,2.8233544727767246,3.6488067938968687,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
tableau,25,75,0.794891525083651,3.6320208562218705,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
compilers,10,15,1.4304151332177462,3.6320201757796946,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
representative,20,53,0.9067799534946257,3.629381245512517,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
refer,28,89,0.7431142741349221,3.6275583183322975,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
payrate,6,3,2.4541413406339636,3.6162769846659444,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
revoke,6,3,2.4541413406339636,3.6162769846659444,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
westinghouse's,6,3,2.4541413406339636,3.6162769846659444,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
datasets,74,336,0.4301732927896902,3.6097260659545007,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
manipulation,20,54,0.8898452089891853,3.5729917739129595,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
implementing,76,931,-0.35801810443380244,-3.568318190196447,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
rameez,14,0,5.210287419448676,3.5614911732745926,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
reasonably,6,217,-0.9896696696752905,-3.5551481457917395,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
arrangement,10,16,1.3704032193895674,3.5271610339274617,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
length,20,55,0.8732428032605686,3.517271641121014,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
flourishes,6,4,2.18765649613435,3.5131385877640757,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
smoothly,9,13,1.465536776918201,3.5017649576464853,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
cohort,7,7,1.8090199656156205,3.4991367959310846,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
mock,7,7,1.8090199656156205,3.4991367959310846,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
message,38,142,0.5996170143482047,3.4989533651280853,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
craving,6,1,3.4239742374880624,3.484147876780149,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
september,6,1,3.4239742374880624,3.484147876780149,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
warrant,6,1,3.4239742374880624,3.484147876780149,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
kafka,23,399,-0.5908372103165078,-3.46672196567549,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,tech_stack,senior_2026
latency,23,399,-0.5908372103165078,-3.46672196567549,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,sys_design,senior_2026
specifications,61,269,0.4552746041437645,3.453172732782604,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
bytedance's,13,0,5.210263833615338,3.431923232392292,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
assignment,12,24,1.1639527064544684,3.430263215812663,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
facilitating,10,17,1.3141367520890785,3.4246172396589034,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
gaining,10,17,1.3141367520890785,3.4246172396589034,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
retrieval,18,341,-0.6454899437500536,-3.4141282458374524,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
refine,37,140,0.588616279147586,3.395886322968264,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
accessing,9,14,1.3965660975056782,3.390059995714246,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
radios,9,14,1.3965660975056782,3.390059995714246,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
conversational,3,168,-1.1642936003834823,-3.3873144557971666,B,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,senior_2026
compensate,6,5,1.9795010549570016,3.38165601046139,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
seeing,11,21,1.206832730074785,3.375023685558195,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
twitter,8,11,1.5114405682008396,3.3684600873687183,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
weapon,7,8,1.6841245730289476,3.3653261868329785,A,unigram,T10_04_junior_2026_vs_senior_2026,junior_2026,senior_2026,noise,junior_2026
