term,count_a,count_b,log_odds,z_score,winner,feature_type,comparison,corpus_a,corpus_b,category,winner_corpus
ethernet,21,20,1.179361168793128,3.9583320633022003,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
submitting,17,13,1.3786704818728994,3.929929869673664,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
microservices,64,407,-0.46004417541561526,-3.9220424887066723,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,sys_design,senior_2024
reasonably,18,15,1.300692516388045,3.904114405249231,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
jbpco,18,0,4.183720230940461,3.8696813944856427,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
rewarding,34,48,0.822014024079853,3.855378788148539,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
bachelors,48,81,0.6612043486519577,3.829371557013203,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,credential,junior_2024
nodejs,54,355,-0.4851276490684908,-3.821914302939885,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,tech_stack,senior_2024
requisition,30,40,0.8737363846887849,3.800258440738458,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
necessary,84,175,0.47311090595272276,3.7827378809759904,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
lieu,27,34,0.9255416781151418,3.769321354538346,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
traded,15,11,1.416602020907865,3.7499178954683274,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
exempt,38,275,-0.5567242703588668,-3.744558721615127,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
problems,240,1149,-0.23812016145934845,-3.7391036124164434,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
interpersonal,90,193,0.4474870937284283,3.7243963981503256,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
restful,37,269,-0.5601104387873255,-3.7206095302805813,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
engineerlocation,5,101,-1.2018994680219492,-3.679219438958737,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
hpws,16,0,4.183681743283254,3.648337043993568,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
close,49,87,0.6155644849182478,3.640226458023735,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
jurisdictions,10,3,2.2062126285817243,3.6363053287435845,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
guides,36,56,0.7343965814411977,3.620317993174148,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
continues,27,36,0.8737000605165841,3.6050918289308993,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
coursework,12,7,1.623011760497139,3.6013930257057662,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
wrangling,12,7,1.623011760497139,3.6013930257057662,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
discretionary,20,178,-0.7051406024682114,-3.5790562370248784,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
powerpoint,22,26,0.983111157639982,3.560842358241631,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
one's,13,140,-0.8343250040606547,-3.5485935082840667,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
maintainable,22,186,-0.6690432586069699,-3.5261559866628307,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
mbse,27,37,0.8488749339278101,3.5243929865188606,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
golang,13,139,-0.8296002716825832,-3.523214319830975,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
driver's,11,6,1.6831803353099222,3.5060253351079393,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
theories,9,2,2.4559927484129798,3.4828405012397767,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
vaccinated,9,2,2.4559927484129798,3.4828405012397767,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
breakthroughs,12,8,1.5027552506115622,3.4647982801098864,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
regarding,37,61,0.6820406157764776,3.4510845195511974,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
shifts,13,10,1.3732604367038288,3.428623844134862,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
specifications,132,323,0.33124627676035345,3.4239707607301066,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
preliminary,9,3,2.116133760798748,3.4230417314802213,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
roster,9,3,2.116133760798748,3.4230417314802213,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
telephony,9,3,2.116133760798748,3.4230417314802213,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
tih,10,5,1.7608293475331784,3.4072974164108514,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
remains,14,12,1.2750430256421943,3.400372596267883,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
formulation,9,1,2.981911686313868,3.3917713011227155,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
reflected,51,97,0.5539984669594205,3.3895113954676774,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
bonus,52,323,-0.44187995750612785,-3.381373116133801,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
conducted,15,14,1.1976484230517013,3.379831295686393,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
applies,27,39,0.80123014287404,3.3658102398538143,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
gdit,11,7,1.5447101163183294,3.3651784091442596,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
performed,38,65,0.6489230825023382,3.353406007895707,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
publicly,12,9,1.396196295403442,3.32613459791796,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
gain,36,61,0.6573905426455289,3.300039668437278,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
nurture,13,11,1.2867510488431595,3.295563282301866,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
ensures,40,71,0.6157344991979086,3.2896870146036274,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
preventative,10,6,1.5976671170577514,3.2628786176747924,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
clicking,20,25,0.9321520353429076,3.2617046564651035,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
fosters,17,19,1.0337825657240876,3.2479232387501433,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
eagerness,11,8,1.4240561138384926,3.220770676743555,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
undergraduate,11,8,1.4240561138384926,3.220770676743555,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
rdbms,19,158,-0.6572037586713035,-3.2086903857461646,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
varies,14,132,-0.7449328084128544,-3.199791687087146,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
governance,27,197,-0.5625497580974805,-3.1942598897927534,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
satisfaction,46,88,0.5487632234909654,3.1923855864688186,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
tibco,8,3,2.014209822070704,3.189244500376675,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
documenting,42,78,0.5752347906775697,3.178473582722637,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
passionate,79,432,-0.34314438956492666,-3.164122661096324,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
coded,13,12,1.2076675150457952,3.1638083997360043,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
decomposition,13,12,1.2076675150457952,3.1638083997360043,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
cogent's,12,0,4.183604772550005,3.159494432704176,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
niantic's,12,0,4.183604772550005,3.159494432704176,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
itsm,9,5,1.666720226316027,3.1573824050101806,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
you'd,16,18,1.0278084244913437,3.1376870012304003,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
sets,66,143,0.4381612413550764,3.1291682437845894,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
schedules,36,64,0.6142934121818318,3.1145697435138673,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
cbrn,10,7,1.4586303745661393,3.112315353499236,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
noc,10,7,1.4586303745661393,3.112315353499236,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
entities,14,128,-0.7237029408674394,-3.089630190134594,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
currently,79,181,0.38885146194698716,3.0710325042524014,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
assure,19,25,0.8856096139562206,3.0562109833503897,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
liable,11,111,-0.7909674469930463,-3.0532186077197454,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
chantilly,7,2,2.2474806647622287,3.050665618988221,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
december,7,2,2.2474806647622287,3.050665618988221,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
gantt,7,2,2.2474806647622287,3.050665618988221,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
influences,7,2,2.2474806647622287,3.050665618988221,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
itar,12,11,1.2139893782902043,3.0501371383006917,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
ansi,8,4,1.7607962204461316,3.047522121903001,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
bucket,8,4,1.7607962204461316,3.047522121903001,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
solutionswork,8,4,1.7607962204461316,3.047522121903001,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
agreed,9,100,-0.8546306234502872,-3.0444310649327417,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
detailexcellent,7,1,2.8008403750363513,3.0373256056630313,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
netscout,7,1,2.8008403750363513,3.0373256056630313,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
quantico,7,1,2.8008403750363513,3.0373256056630313,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
aem,1,56,-1.5955246812042967,-3.028392903029786,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
copssc,11,110,-0.7848748039188154,-3.0241053627960475,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
resolves,15,17,1.021086974390709,3.023537483014752,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
recognized,47,94,0.5091243178529972,3.020511850931722,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
produced,0,52,-1.9142654891528554,-3.009401709361415,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
virginiasenior,0,52,-1.9142654891528554,-3.009401709361415,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
opened,9,6,1.5027082355902195,3.0005094530462935,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
significantly,1,55,-1.5905733489238356,-2.998894288417157,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
airflow,8,93,-0.883802869930685,-2.997080287503397,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,tech_stack,senior_2024
anduril's,10,8,1.3376353734577897,2.9602311353354267,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
residency,10,8,1.3376353734577897,2.9602311353354267,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
served,10,8,1.3376353734577897,2.9602311353354267,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
stationary,10,8,1.3376353734577897,2.9602311353354267,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
thanks,1,53,-1.580191038256915,-2.9389597989844125,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
assessments,30,52,0.6369483749701557,2.932666610022975,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
obtained,7,3,1.8972841411951986,2.930140588123761,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
proofs,7,3,1.8972841411951986,2.930140588123761,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
dependent,34,62,0.5915069075246269,2.929766008007578,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
performs,47,96,0.4903842728595986,2.921470593771351,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
increased,0,49,-1.9142494195612674,-2.9212779844144356,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
mentorship,21,157,-0.580334007691909,-2.919335367702272,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
improves,14,16,1.0134680821958195,2.905034795663359,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
salaries,26,180,-0.5235556130573977,-2.889161518711132,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
counts,8,5,1.5608982361018153,2.88499403883781,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
coldfusion,10,0,4.183566289473726,2.884184087965944,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
semester,10,0,4.183566289473726,2.884184087965944,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
analyzes,26,43,0.679094093420507,2.8823683400770985,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
profitable,2,56,-1.3545407197699104,-2.877506498671617,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
skillsstrong,23,36,0.7286707281885896,2.875002243423809,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
presentations,28,48,0.6468502842637704,2.8706657081890463,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
moderate,18,25,0.8366132749966386,2.844636405813417,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
determining,27,46,0.6524023452095493,2.839464183339922,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
played,6,1,2.684043582472773,2.8306517721316546,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
ticker,6,1,2.684043582472773,2.8306517721316546,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
developerlocation,3,60,-1.196647227353579,-2.829942161039158,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
determine,54,117,0.43806941717002523,2.8298460068230002,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
acknowledge,10,9,1.2306425516333697,2.8092538411335823,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
furnish,10,9,1.2306425516333697,2.8092538411335823,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
std,10,9,1.2306425516333697,2.8092538411335823,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
outages,20,30,0.7670438649362206,2.7962751684023295,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
capabilities,196,547,0.21664529094427287,2.795847499485005,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
contained,6,2,2.116081394625896,2.7948327070532115,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
isolate,6,2,2.116081394625896,2.7948327070532115,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
printer,6,2,2.116081394625896,2.7948327070532115,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
spouse,6,2,2.116081394625896,2.7948327070532115,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
symbol,6,2,2.116081394625896,2.7948327070532115,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
knowing,11,11,1.1348461821870135,2.790799792851645,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
deployment,179,825,-0.2068473150136052,-2.7865839224800553,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,tech_stack,senior_2024
earned,13,15,1.0047584524398943,2.7816516725372225,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
transform,66,152,0.38419302205930705,2.776113310369481,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
deeply,6,75,-0.9296344717184368,-2.773724768436589,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
specifically,14,117,-0.6606073042361595,-2.771231639686186,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
conducting,42,86,0.48813960858666317,2.7504056859175394,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
gtri,9,0,4.183547048508121,2.736164688590313,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
hardness,9,0,4.183547048508121,2.736164688590313,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
usafsam,9,0,4.183547048508121,2.736164688590313,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
threats,26,45,0.6382374415387755,2.7348486016381472,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
firmware,22,155,-0.5365433052370383,-2.7323479629030833,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
rhel,17,24,0.8218153472298173,2.725505584251963,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
equipped,8,6,1.3961353944150368,2.7156590668176763,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
teleworking,8,6,1.3961353944150368,2.7156590668176763,A,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,junior_2024
skillsa,0,42,-1.9142119251991154,-2.7045249004853447,B,unigram,T10_03_junior_2024_vs_senior_2024,junior_2024,senior_2024,noise,senior_2024
