tech1,tech2,phi_2024,phi_2026,phi_delta
aws,kubernetes,0.31573426723480225,0.3105955719947815,-0.005138695240020752
angular,vue,0.2691275179386139,0.30875569581985474,0.039628177881240845
aws,docker,0.31971001625061035,0.3079269826412201,-0.011783033609390259
rag,fine_tuning,0.2171207070350647,0.3072035014629364,0.0900827944278717
openai,llm_token,0.1752556413412094,0.3066932260990143,0.13143758475780487
angular,css,0.32657870650291443,0.30659788846969604,-0.019980818033218384
cicd,jenkins,0.32354944944381714,0.3026878833770752,-0.020861566066741943
rag,openai,0.09771279990673065,0.30134883522987366,0.203636035323143
jenkins,gitlab,0.20836636424064636,0.300116628408432,0.09175026416778564
react,css,0.3164612054824829,0.29984909296035767,-0.016612112522125244
terraform,cicd,0.24331890046596527,0.29847216606140137,0.055153265595436096
kubernetes,cicd,0.24094559252262115,0.2984637916088104,0.05751819908618927
langchain,mcp,-0.0010445588268339634,0.29836636781692505,0.29941093921661377
django,fastapi,0.11868133395910263,0.29827573895454407,0.17959439754486084
react,nextjs,0.20042920112609863,0.29817256331443787,0.09774336218833923
react,angular,0.3551422953605652,0.2979642152786255,-0.0571780800819397
angular,html,0.32504338026046753,0.2972935438156128,-0.027749836444854736
cicd,github_actions,0.12018454819917679,0.29645243287086487,0.17626789212226868
rag,mcp,-0.0009639995987527072,0.2951151430606842,0.2960791289806366
azure,devops,0.2517886757850647,0.29178276658058167,0.03999409079551697
kafka,spark,0.3337867558002472,0.2894793450832367,-0.0443074107170105
bash,terraform,0.25610360503196716,0.28832972049713135,0.032226115465164185
llm_token,fine_tuning,0.29904550313949585,0.28750112652778625,-0.011544376611709595
snowflake,databricks,0.17093023657798767,0.2872339189052582,0.11630368232727051
selenium,junit,0.20043325424194336,0.28616881370544434,0.08573555946350098
jenkins,github_actions,0.07227235287427902,0.282653272151947,0.2103809118270874
mysql,mongodb,0.29861217737197876,0.2807627022266388,-0.017849475145339966
react,vue,0.2709386348724365,0.2804563343524933,0.009517699480056763
docker,devops,0.21367961168289185,0.2800491750240326,0.06636956334114075
langgraph,llm_token,0.0,0.2781772315502167,0.2781772315502167
kubernetes,devops,0.22912965714931488,0.2773883640766144,0.0482587069272995
angular,spring,0.23640500009059906,0.2751469016075134,0.03874190151691437
javascript,nextjs,0.13281825184822083,0.27477017045021057,0.14195191860198975
java,microservices,0.28668341040611267,0.27442046999931335,-0.012262940406799316
spring,junit,0.2937587797641754,0.2739368677139282,-0.019821912050247192
aws,cicd,0.1931277960538864,0.27306073904037476,0.07993294298648834
kubernetes,helm,0.24107521772384644,0.2716061472892761,0.030530929565429688
typescript,nodejs,0.1970648616552353,0.27091944217681885,0.07385458052158356
javascript,angular,0.3659888505935669,0.27068936824798584,-0.09529948234558105
kubernetes,microservices,0.24632011353969574,0.26955097913742065,0.023230865597724915
langgraph,agent_framework,0.0,0.26816248893737793,0.26816248893737793
langchain,agent_framework,0.0,0.2675377428531647,0.2675377428531647
terraform,github_actions,0.11667916178703308,0.264987975358963,0.14830881357192993
docker,microservices,0.2265133410692215,0.2649621367454529,0.038448795676231384
mcp,llm_token,-0.0030421295668929815,0.2619868218898773,0.2650289535522461
docker,jenkins,0.260079562664032,0.2608168125152588,0.0007372498512268066
jenkins,devops,0.27556112408638,0.2601558566093445,-0.015405267477035522
react,redux,0.2872418463230133,0.25930100679397583,-0.027940839529037476
docker,terraform,0.249038428068161,0.25811976194381714,0.009081333875656128
react,html,0.2898133099079132,0.2553209066390991,-0.03449240326881409
spring,kafka,0.23721106350421906,0.2529941201210022,0.015783056616783142
postgresql,redis,0.18745452165603638,0.2521830201148987,0.0647284984588623
kafka,cassandra,0.30495697259902954,0.2492678463459015,-0.05568912625312805
gcp,kubernetes,0.2630670964717865,0.2486165314912796,-0.014450564980506897
javascript,vue,0.22855821251869202,0.2480628490447998,0.019504636526107788
spring,oracle,0.20760555565357208,0.24712520837783813,0.03951965272426605
azure,cicd,0.15474534034729004,0.24593594670295715,0.09119060635566711
cicd,gitlab,0.2231520712375641,0.24499261379241943,0.021840542554855347
terraform,sre,0.18245023488998413,0.24027355015277863,0.057823315262794495
ansible,jenkins,0.2977326214313507,0.23919376730918884,-0.058538854122161865
pytorch,llm_token,0.19671665132045746,0.23845168948173523,0.04173503816127777
argocd,helm,0.22144316136837006,0.23790991306304932,0.01646675169467926
kubernetes,ansible,0.29833531379699707,0.2373502105474472,-0.060985103249549866
sql,oracle,0.25587326288223267,0.23711970448493958,-0.01875355839729309
jquery,html,0.3276881277561188,0.23711764812469482,-0.09057047963142395
terraform,helm,0.17261625826358795,0.23414885997772217,0.061532601714134216
rag,agent_framework,0.0,0.23294048011302948,0.23294048011302948
github_actions,devops,0.11755872517824173,0.23285318911075592,0.11529446393251419
angular,dotnet,0.21335670351982117,0.2327096164226532,0.01935291290283203
postgresql,mongodb,0.2335522174835205,0.23049980401992798,-0.0030524134635925293
sql,snowflake,0.1708562970161438,0.22927695512771606,0.058420658111572266
typescript,css,0.22012880444526672,0.22892068326473236,0.008791878819465637
claude,anthropic,0.2355627715587616,0.22852282226085663,-0.007039949297904968
bash,devops,0.17563867568969727,0.2272697240114212,0.05163104832172394
mongodb,cassandra,0.3110813498497009,0.2258472442626953,-0.08523410558700562
pytorch,fine_tuning,0.1123102679848671,0.22561989724636078,0.11330962926149368
kafka,microservices,0.23573268949985504,0.22554044425487518,-0.010192245244979858
ansible,devops,0.24762573838233948,0.22488610446453094,-0.022739633917808533
jquery,css,0.313648521900177,0.2244359403848648,-0.0892125815153122
rust,cpp,0.15210527181625366,0.22354017198085785,0.07143490016460419
spark,snowflake,0.26914021372795105,0.2232431024312973,-0.04589711129665375
aws,devops,0.18355883657932281,0.22140471637248993,0.037845879793167114
docker,gitlab,0.19301193952560425,0.22091102600097656,0.027899086475372314
cicd,microservices,0.15010836720466614,0.220807284116745,0.07069891691207886
azure,kubernetes,0.2311679571866989,0.22059111297130585,-0.010576844215393066
llm_token,agent_framework,0.0,0.22043880820274353,0.22043880820274353
langgraph,openai,0.0,0.21962860226631165,0.21962860226631165
kubernetes,jenkins,0.20856979489326477,0.21911992132663727,0.010550126433372498
azure,docker,0.20065973699092865,0.21851354837417603,0.017853811383247375
jenkins,junit,0.2303764671087265,0.21816937625408173,-0.012207090854644775
terraform,gitlab,0.17100763320922852,0.21764691174030304,0.046639278531074524
gcp,docker,0.21755334734916687,0.21669495105743408,-0.0008583962917327881
claude,gemini,-0.00010735136311268434,0.21560299396514893,0.2157103419303894
typescript,nextjs,0.11375730484724045,0.21548454463481903,0.10172723978757858
redis,kafka,0.19072768092155457,0.21542802453041077,0.0247003436088562
kubernetes,kafka,0.19405651092529297,0.21344006061553955,0.019383549690246582
sql,dotnet,0.31922274827957153,0.21200145781040192,-0.10722129046916962
kubernetes,gitlab,0.1690594106912613,0.20986402034759521,0.04080460965633392
aws,microservices,0.22045806050300598,0.20891278982162476,-0.011545270681381226
openai,gemini,-0.0003923099720850587,0.2079131156206131,0.20830541849136353
sql,azure,0.2512326240539551,0.20778478682041168,-0.043447837233543396
java,kafka,0.24467460811138153,0.20750977098941803,-0.0371648371219635
ansible,gitlab,0.20486465096473694,0.20734786987304688,0.0024832189083099365
sql,spark,0.17309583723545074,0.20731505751609802,0.03421922028064728
java,agile,0.251880019903183,0.20723339915275574,-0.044646620750427246
bash,gitlab,0.1711837649345398,0.20628535747528076,0.03510159254074097
python,bash,0.24920654296875,0.2062670886516571,-0.042939454317092896
go,rust,0.1751818060874939,0.20503956079483032,0.029857754707336426
terraform,jenkins,0.22441482543945312,0.20492716133594513,-0.019487664103507996
cicd,agile,0.15361380577087402,0.20204035937786102,0.048426553606987
aws,dynamodb,0.18378548324108124,0.20075209438800812,0.01696661114692688
java,junit,0.202510267496109,0.20037351548671722,-0.0021367520093917847
spring,jenkins,0.2030317336320877,0.19992820918560028,-0.0031035244464874268
openai,mcp,-0.001271759276278317,0.19984003901481628,0.2011117935180664
anthropic,llm_token,0.1617889702320099,0.1988554447889328,0.03706647455692291
react,postgresql,0.16266083717346191,0.19855910539627075,0.03589826822280884
css,jest,0.10926544666290283,0.1981353908777237,0.08886994421482086
spring,mongodb,0.1203635036945343,0.19793400168418884,0.07757049798965454
css,redux,0.1568833440542221,0.19692067801952362,0.040037333965301514
go,kubernetes,0.2712336778640747,0.196638822555542,-0.07459485530853271
mongodb,kafka,0.2071646749973297,0.1959635317325592,-0.011201143264770508
sql,databricks,0.13062863051891327,0.19594070315361023,0.06531207263469696
terraform,argocd,0.1257597804069519,0.19445112347602844,0.06869134306907654
gitlab,devops,0.12433070689439774,0.19393178820610046,0.06960108131170273
dbt,bigquery,0.08327905088663101,0.19370919466018677,0.11043014377355576
angular,agile,0.15710750222206116,0.19319865107536316,0.036091148853302
python,llm_token,0.07635388523340225,0.19170145690441132,0.11534757167100906
tensorflow,fine_tuning,0.10339327156543732,0.19060221314430237,0.08720894157886505
docker,github_actions,0.04753996059298515,0.18946370482444763,0.14192374050617218
spring,agile,0.1328536868095398,0.18942244350910187,0.05656875669956207
tensorflow,llm_token,0.1688389927148819,0.1893843412399292,0.020545348525047302
docker,ansible,0.25539255142211914,0.18937349319458008,-0.06601905822753906
bash,kubernetes,0.1766117960214615,0.1886112093925476,0.01199941337108612
typescript,html,0.2047051042318344,0.18859457969665527,-0.016110524535179138
agile,microservices,0.18041567504405975,0.1884383112192154,0.00802263617515564
bash,docker,0.1784546673297882,0.18838061392307281,0.009925946593284607
docker,postgresql,0.15798859298229218,0.1883435845375061,0.030354991555213928
nextjs,nodejs,0.12060484290122986,0.1879885345697403,0.06738369166851044
snowflake,bigquery,0.12581197917461395,0.18736067414283752,0.06154869496822357
devops,sre,0.12282436341047287,0.18604275584220886,0.06321839243173599
cpp,csharp,0.10104385018348694,0.18603405356407166,0.08499020338058472
javascript,redux,0.17151415348052979,0.18505050241947174,0.013536348938941956
angular,microservices,0.17844875156879425,0.1845366656780243,0.0060879141092300415
bash,jenkins,0.17402498424053192,0.18445977568626404,0.010434791445732117
java,angular,0.17663146555423737,0.1842404007911682,0.007608935236930847
react,jest,0.17468206584453583,0.18419122695922852,0.009509161114692688
java,javascript,0.24975445866584778,0.18400312960147858,-0.0657513290643692
kubernetes,sre,0.15078270435333252,0.18387407064437866,0.03309136629104614
gcp,bigquery,0.15538129210472107,0.18354792892932892,0.02816663682460785
javascript,csharp,0.15551581978797913,0.18306370079517365,0.02754788100719452
jest,playwright,0.09898532181978226,0.18279196321964264,0.08380664139986038
aws,postgresql,0.1698332279920578,0.18227261304855347,0.012439385056495667
gemini,anthropic,-0.00015182772767730057,0.181709885597229,0.18186171352863312
vue,css,0.1781299114227295,0.18099573254585266,0.002865821123123169
mongodb,microservices,0.1712213009595871,0.18074080348014832,0.009519502520561218
langchain,fine_tuning,0.16324670612812042,0.17944395542144775,0.01619724929332733
kubernetes,argocd,0.11290423572063446,0.17940057814121246,0.066496342420578
rag,anthropic,0.16984444856643677,0.1788259893655777,0.00898154079914093
claude,llm_token,0.11439456790685654,0.17876982688903809,0.06437525898218155
jenkins,agile,0.1651402860879898,0.17863298952579498,0.013492703437805176
python,aws,0.25709646940231323,0.17854629456996918,-0.07855017483234406
redis,elasticsearch,0.18579114973545074,0.17775684595108032,-0.008034303784370422
azure,databricks,0.13939084112644196,0.1768428087234497,0.03745196759700775
gcp,terraform,0.12829285860061646,0.17625802755355835,0.047965168952941895
openai,claude,0.18226592242717743,0.1749820113182068,-0.007283911108970642
kubernetes,github_actions,0.1455848067998886,0.1741005778312683,0.0285157710313797
jenkins,selenium,0.14434054493904114,0.17369972169399261,0.029359176754951477
java,scala,0.2433670610189438,0.17346325516700745,-0.06990380585193634
python,pytorch,0.13470648229122162,0.17284207046031952,0.0381355881690979
mongodb,redis,0.16325120627880096,0.1726999580860138,0.00944875180721283
langchain,anthropic,0.15669037401676178,0.17229388654232025,0.015603512525558472
tensorflow,pandas,0.14296124875545502,0.1720980405807495,0.029136791825294495
github_actions,gitlab,0.051296744495630264,0.17136380076408386,0.1200670599937439
azure,microservices,0.17747896909713745,0.1709008365869522,-0.006578132510185242
scala,kafka,0.2147350311279297,0.16963984072208405,-0.04509519040584564
azure,terraform,0.17251214385032654,0.16959016025066376,-0.0029219835996627808
html,redux,0.1355563998222351,0.16903559863567352,0.033479198813438416
sql,dbt,0.07857272773981094,0.16874317824840546,0.09017045050859451
java,oracle,0.16006581485271454,0.168588787317276,0.008522972464561462
aws,jenkins,0.16591687500476837,0.16851192712783813,0.002595052123069763
postgresql,kafka,0.13460050523281097,0.16828420758247375,0.03368370234966278
pytorch,pandas,0.08800708502531052,0.16826105117797852,0.080253966152668
angular,nodejs,0.2048693746328354,0.1678806096315384,-0.036988765001297
python,cpp,0.21749016642570496,0.16739988327026367,-0.050090283155441284
fastapi,langchain,0.025365641340613365,0.16682037711143494,0.14145474135875702
html,jest,0.08828053623437881,0.16664019227027893,0.07835965603590012
ansible,helm,0.09965017437934875,0.16628149151802063,0.06663131713867188
javascript,jquery,0.2582556903362274,0.1659553050994873,-0.09230038523674011
pytorch,numpy,0.12761573493480682,0.16541814804077148,0.03780241310596466
mcp,agent_framework,0.0,0.1654130071401596,0.1654130071401596
scala,databricks,0.13313084840774536,0.16541270911693573,0.03228186070919037
sql,agile,0.18421730399131775,0.1651444286108017,-0.019072875380516052
sql,kafka,0.13104194402694702,0.16499780118465424,0.033955857157707214
dotnet,azure,0.1375403255224228,0.16496224701404572,0.027421921491622925
javascript,jest,0.1375376284122467,0.1642736941576004,0.0267360657453537
html,agile,0.15294894576072693,0.16399206221103668,0.011043116450309753
agile,devops,0.17078803479671478,0.16381210088729858,-0.006975933909416199
python,spark,0.23209403455257416,0.1630757451057434,-0.06901828944683075
github_actions,argocd,0.04990394786000252,0.16265524923801422,0.112751305103302
python,go,0.25723668932914734,0.16263657808303833,-0.09460011124610901
rag,gemini,-0.00029737281147390604,0.16257455945014954,0.16287192702293396
mysql,oracle,0.16671772301197052,0.16243858635425568,-0.004279136657714844
php,mysql,0.2061144858598709,0.16231955587863922,-0.04379492998123169
typescript,postgresql,0.08993842452764511,0.16178631782531738,0.07184789329767227
css,nodejs,0.20585767924785614,0.16059032082557678,-0.04526735842227936
vue,html,0.1644311547279358,0.1600266396999359,-0.004404515027999878
sql,angular,0.14058861136436462,0.15971890091896057,0.019130289554595947
bash,cicd,0.12409336864948273,0.1595313996076584,0.03543803095817566
nodejs,express,0.21471190452575684,0.1587749421596527,-0.055936962366104126
java,jenkins,0.198591411113739,0.1586090326309204,-0.039982378482818604
bash,sre,0.11774285137653351,0.15804903209209442,0.04030618071556091
typescript,jest,0.10387048870325089,0.1579994261264801,0.05412893742322922
ansible,sre,0.17052924633026123,0.1578647494316101,-0.012664496898651123
bash,helm,0.08531219512224197,0.15739679336547852,0.07208459824323654
kubernetes,postgresql,0.13877622783184052,0.15737031400203705,0.018594086170196533
fastapi,postgresql,0.0867026224732399,0.1569063365459442,0.07020371407270432
python,docker,0.21746093034744263,0.15522903203964233,-0.06223189830780029
javascript,postgresql,0.12877212464809418,0.1547878533601761,0.02601572871208191
python,terraform,0.16008542478084564,0.15436317026615143,-0.005722254514694214
tensorflow,numpy,0.16458062827587128,0.15413375198841095,-0.010446876287460327
django,postgresql,0.1573660671710968,0.15407957136631012,-0.003286495804786682
mongodb,oracle,0.10642227530479431,0.1539783775806427,0.04755610227584839
docker,helm,0.17571710050106049,0.15378499031066895,-0.02193211019039154
ansible,cicd,0.1958835870027542,0.1534603089094162,-0.04242327809333801
aws,kafka,0.1766728311777115,0.15343451499938965,-0.02323831617832184
devops,microservices,0.09010349214076996,0.15320369601249695,0.06310020387172699
java,csharp,0.013392412103712559,0.15273748338222504,0.13934506475925446
react,spring,0.15429261326789856,0.1526910960674286,-0.0016015172004699707
gemini,llm_token,-0.0009384307195432484,0.15250712633132935,0.1534455567598343
typescript,angular,0.16147740185260773,0.1523599475622177,-0.009117454290390015
mysql,redis,0.1433635801076889,0.15208467841148376,0.00872109830379486
gcp,cicd,0.10311056673526764,0.1517401486635208,0.048629581928253174
docker,kafka,0.13164471089839935,0.1511172205209732,0.019472509622573853
python,tensorflow,0.1383991688489914,0.15103521943092346,0.012636050581932068
bash,github_actions,0.03966765105724335,0.15089452266693115,0.1112268716096878
nodejs,postgresql,0.11921223998069763,0.15022537112236023,0.031013131141662598
spark,cassandra,0.2264057993888855,0.14861108362674713,-0.07779471576213837
css,agile,0.15226571261882782,0.14855442941188812,-0.0037112832069396973
mysql,cassandra,0.2092830240726471,0.14832797646522522,-0.060955047607421875
python,kubernetes,0.20278188586235046,0.1478344202041626,-0.054947465658187866
javascript,agile,0.2055887132883072,0.14459697902202606,-0.06099173426628113
java,aws,0.23823627829551697,0.14346358180046082,-0.09477269649505615
sql,html,0.19603903591632843,0.14148806035518646,-0.05455097556114197
sql,aws,0.18408440053462982,0.1408548355102539,-0.043229565024375916
html,dotnet,0.17566855251789093,0.14049716293811798,-0.03517138957977295
python,gcp,0.19765488803386688,0.13986244797706604,-0.05779244005680084
csharp,angular,0.15593397617340088,0.13976800441741943,-0.016165971755981445
javascript,dotnet,0.1750023365020752,0.1392998993396759,-0.03570243716239929
html,nodejs,0.18545372784137726,0.1382170170545578,-0.04723671078681946
java,docker,0.19300411641597748,0.13710540533065796,-0.05589871108531952
csharp,sql,0.27650895714759827,0.1367713361978531,-0.13973762094974518
css,dotnet,0.16825267672538757,0.13395044207572937,-0.0343022346496582
python,ansible,0.17047595977783203,0.13297408819198608,-0.03750187158584595
nodejs,aws,0.2114483118057251,0.13264304399490356,-0.07880526781082153
java,kubernetes,0.18708272278308868,0.13163265585899353,-0.055450066924095154
scala,snowflake,0.19537846744060516,0.13076479732990265,-0.06461367011070251
python,azure,0.16094815731048584,0.13070884346961975,-0.03023931384086609
java,sql,0.19778349995613098,0.12930786609649658,-0.0684756338596344
docker,agile,0.16434407234191895,0.12930594384670258,-0.03503812849521637
go,gcp,0.28106051683425903,0.12906309962272644,-0.1519974172115326
javascript,microservices,0.17422252893447876,0.1285509318113327,-0.04567159712314606
angular,jquery,0.20367565751075745,0.1283755600452423,-0.07530009746551514
sql,css,0.17352204024791718,0.12816300988197327,-0.04535903036594391
scala,sql,0.18146097660064697,0.12649358808994293,-0.05496738851070404
kafka,snowflake,0.18890267610549927,0.12592396140098572,-0.06297871470451355
ruby,perl,0.217285618185997,0.12239532917737961,-0.0948902890086174
python,scala,0.2321482002735138,0.121772900223732,-0.1103753000497818
aws,ansible,0.16432861983776093,0.12148479372262955,-0.04284382611513138
jquery,dotnet,0.2004648745059967,0.12097082287073135,-0.07949405163526535
javascript,php,0.1728128343820572,0.11847534775733948,-0.05433748662471771
aws,agile,0.17934182286262512,0.11792361736297607,-0.06141820549964905
aws,spark,0.1852211207151413,0.11772853881120682,-0.06749258190393448
java,go,0.21622875332832336,0.1167602613568306,-0.09946849197149277
aws,snowflake,0.17105713486671448,0.11424317210912704,-0.05681396275758743
scala,cassandra,0.19750487804412842,0.1130882203578949,-0.08441665768623352
shell,cassandra,0.2167789489030838,0.10868458449840546,-0.10809436440467834
azure,agile,0.1731022447347641,0.10778965055942535,-0.06531259417533875
go,docker,0.2251986712217331,0.10755570232868195,-0.11764296889305115
javascript,sql,0.20535291731357574,0.10714662820100784,-0.0982062891125679
javascript,docker,0.17253488302230835,0.10692111402750015,-0.0656137689948082
perl,bash,0.21833167970180511,0.10609713196754456,-0.11223454773426056
php,css,0.19057781994342804,0.10389843583106995,-0.0866793841123581
nodejs,docker,0.1703399121761322,0.09808626770973206,-0.07225364446640015
php,html,0.18601855635643005,0.09795646369457245,-0.0880620926618576
python,java,0.20642411708831787,0.09626906365156174,-0.11015505343675613
go,aws,0.21413065493106842,0.09599120914936066,-0.11813944578170776
scala,aws,0.187662273645401,0.092950738966465,-0.094711534678936
java,html,0.16216504573822021,0.09274035692214966,-0.06942468881607056
ruby,bash,0.1809183806180954,0.08736281841993332,-0.09355556219816208
scala,azure,0.17215019464492798,0.08589586615562439,-0.08625432848930359
javascript,aws,0.16491523385047913,0.08089299499988556,-0.08402223885059357
kubernetes,agile,0.15078701078891754,0.07753393054008484,-0.0732530802488327
snowflake,cassandra,0.21648912131786346,0.07719529420137405,-0.1392938196659088
ruby,ansible,0.1725246012210846,0.07158257812261581,-0.10094202309846878
java,gcp,0.1623024344444275,0.06543430685997009,-0.0968681275844574
perl,ansible,0.16420269012451172,0.06084869056940079,-0.10335399955511093
python,ruby,0.15394535660743713,0.059741731733083725,-0.09420362114906311
go,scala,0.1727626472711563,0.0596797876060009,-0.11308285593986511
shell,snowflake,0.16655395925045013,0.05766303837299347,-0.10889092087745667
scala,shell,0.15788254141807556,0.05752643197774887,-0.10035610944032669
django,rails,0.18194520473480225,0.05595767870545387,-0.12598752975463867
scala,gcp,0.17874643206596375,0.05540138855576515,-0.12334504723548889
javascript,go,0.15698198974132538,0.04713616892695427,-0.10984581708908081
java,nodejs,0.15660852193832397,0.04495660588145256,-0.11165191233158112
python,perl,0.17423602938652039,0.04420476034283638,-0.1300312727689743
go,azure,0.16390341520309448,0.035940609872341156,-0.12796279788017273
cpp,sql,-0.11133264005184174,-0.15864156186580658,-0.047308921813964844
cpp,aws,-0.1379995048046112,-0.1823129951953888,-0.04431349039077759
