term,z_score,count_arshkon_2024,count_scraped_2026,share_arshkon_2024,share_scraped_2026,ratio_a_over_b,category,direction
duties,11.936600291216305,428,706,0.0013698454763093545,0.0006591847024331946,2.0780905128000633,other,arshkon_2024
contract,11.817754225355428,402,651,0.0012866305641971042,0.0006078317865212601,2.1167543269836906,other,arshkon_2024
preferably,11.78927452090017,316,457,0.0010113812395181217,0.00042669604675916415,2.3702615648768024,other,arshkon_2024
test,11.78767016805252,2660,6982,0.008513525623791783,0.00651901925267502,1.3059519068452414,other,arshkon_2024
framework,11.69721074322667,642,1247,0.002054768214464032,0.0011643106571305858,1.764793787534296,other,arshkon_2024
onsite,11.48668461122522,266,360,0.0008513525623791784,0.0003361281768781162,2.532821170442632,other,arshkon_2024
w2,11.411828946362219,121,80,0.00038726939867624277,7.469515041735915e-05,5.184665892127869,other,arshkon_2024
jquery,11.291409196354973,132,102,0.0004224757076468103,9.523631678213292e-05,4.436077768665556,other,arshkon_2024
interpersonal,11.229043284625112,316,480,0.0010113812395181217,0.0004481709025041549,2.256686531559789,soft_skill,arshkon_2024
windows,10.974197180046952,423,743,0.0013538426085954603,0.0006937312095012232,1.951537699404993,tech_stack,arshkon_2024
tx,10.888634391109147,116,83,0.00037126653096234845,7.749621855801013e-05,4.79076963844933,other,arshkon_2024
directory,10.714907613552331,156,160,0.0004992894726735031,0.0001493903008347183,3.3421813188923455,other,arshkon_2024
git,10.424478293414797,677,1427,0.0021667882884612924,0.0013323747455696439,1.62626040133694,other,arshkon_2024
scrum,10.310199339464267,436,810,0.0013954500646515856,0.0007562883979757614,1.8451295410409152,method,arshkon_2024
updated,10.276104642168438,136,133,0.0004352780018179258,0.0001241806875688596,3.5051988383987585,other,arshkon_2024
verbal,10.262945958152764,515,1013,0.001648295374531116,0.0009458273421598102,1.7427021836429573,soft_skill,arshkon_2024
tasks,10.1514367933884,709,1533,0.002269206641830216,0.0014313458198726447,1.5853657518153934,other,arshkon_2024
specifications,10.092010854914998,490,959,0.0015682810359616444,0.0008954081156280928,1.7514706518619818,other,arshkon_2024
effectively,10.057471872348124,818,1838,0.0026180691579931123,0.0017161210808388264,1.5255736831304587,other,arshkon_2024
rdbms,9.934326768675811,138,145,0.0004416791489034835,0.00013538496013146346,3.2623944969559235,other,arshkon_2024
following,9.771081196106367,669,1453,0.0021411837001190613,0.0013566506694552855,1.5782866940822555,other,arshkon_2024
wordpress,9.75118212178682,71,26,0.00022724072153729947,2.4275923885641724e-05,9.36074452234148,other,arshkon_2024
according,9.737642685526362,105,88,0.0003360602219917809,8.216466545909506e-05,4.090082033609514,other,arshkon_2024
devops,9.707326178777686,1318,3295,0.004218355929382546,0.0030765065078149803,1.3711513103148085,tech_stack,arshkon_2024
xml,9.566359491508713,154,186,0.0004928883255879454,0.00017366622472036002,2.838135776726889,other,arshkon_2024
implementing,9.54673679407756,860,1998,0.0027524932467898246,0.0018655113816735448,1.475463121710129,other,arshkon_2024
service,9.503810101037026,994,2381,0.0031813701015221928,0.0022231144142966517,1.431042001735531,other,arshkon_2024
understand,9.192541295633804,745,1706,0.0023844272893702553,0.001592874082650184,1.4969339481016006,other,arshkon_2024
duration,9.109833183915782,169,230,0.0005408969287296284,0.00021474855744990756,2.5187453417739416,other,arshkon_2024
nodejs,8.829740909963801,119,134,0.00038086825159068505,0.0001251143769490766,3.044160558348175,tech_stack,arshkon_2024
laravel,8.796909901246801,62,30,0.0001984355596522897,2.8010681406509682e-05,7.084281769959843,other,arshkon_2024
sr,8.765280981309267,206,323,0.0006593181498124464,0.0003015816698100876,2.186201005610298,other,arshkon_2024
website,8.684258021015928,104,108,0.0003328596484490021,0.00010083845306343486,3.3009198211282427,other,arshkon_2024
manager,8.67606974787758,336,642,0.001075392710373699,0.0005994285820993072,1.7940297518137682,mgmt,arshkon_2024
rest,8.665390042151845,562,1240,0.0017987223310417227,0.0011577748314690669,1.553602895961537,tech_stack,arshkon_2024
best,8.553125507093966,1748,4720,0.005594602552777458,0.00440701387462419,1.2694769546770577,other,arshkon_2024
education,8.541773226137968,104,111,0.0003328596484490021,0.00010363952120408582,3.211705771908561,other,arshkon_2024
mainframe,8.531916799823744,124,151,0.0003968711193045794,0.0001409870964127654,2.8149463986595404,other,arshkon_2024
competent,8.44819273877299,59,31,0.00018883383902395308,2.8944370786726673e-05,6.524026395852717,other,arshkon_2024
up-to-date,8.436521477440209,112,129,0.000358464236791233,0.00012044593004799164,2.9761423789778787,other,arshkon_2024
db,8.397267155198993,142,192,0.00045448144307459894,0.00017926836100166197,2.5352016414674843,other,arshkon_2024
asp.net,8.394827364388368,133,173,0.0004256762811895892,0.00016152826277753918,2.6353052640443573,other,arshkon_2024
projects,8.392609295231965,1308,3415,0.004186350193954757,0.003188549233441019,1.3129325870364346,other,arshkon_2024
minimum,8.376312970546806,777,1863,0.002486845642739179,0.0017394633153442513,1.4296625981140716,other,arshkon_2024
pcf,8.34078915268704,51,16,0.00016322925068172216,1.493903008347183e-05,10.92636200407113,other,arshkon_2024
gc,8.318243875062644,55,26,0.00017603154485283762,2.4275923885641724e-05,7.251280968011006,other,arshkon_2024
applications,8.234719817701519,3004,8661,0.009614522922507713,0.008086683722059345,1.1889327260667604,other,arshkon_2024
aws,8.147892469844297,2101,5860,0.0067244050133783975,0.005471419768071558,1.2290055046806367,tech_stack,arshkon_2024
js,8.0649876707935,130,175,0.0004160745605612526,0.00016339564153797315,2.5464238620132154,other,arshkon_2024
scala,8.04125305596493,221,384,0.0007073267529541294,0.00035853672200332395,1.9728153618461761,tech_stack,arshkon_2024
shell,8.03957927445621,203,341,0.0006497164291841097,0.0003183880786539934,2.0406430791342087,other,arshkon_2024
visualforce,8.016001860408506,51,24,0.00016322925068172216,2.2408545125207747e-05,7.284241336047419,other,arshkon_2024
html5,7.990191180725685,137,192,0.0004384785753607046,0.00017926836100166197,2.4459339780355305,other,arshkon_2024
api,7.945658322622691,958,2426,0.0030661494539821537,0.0022651304364064164,1.3536304155828385,tech_stack,arshkon_2024
ms,7.913967787797867,305,599,0.0009761749305475542,0.0005592799387499766,1.7454138132137589,credential,arshkon_2024
procedures,7.852245300423872,571,1321,0.0018275274929267324,0.001233403671266643,1.4816945461577509,other,arshkon_2024
assure,7.81376911968441,53,31,0.0001696303977672799,2.8944370786726673e-05,5.860566084410068,other,arshkon_2024
node,7.69873741836982,114,150,0.00036486538387679073,0.0001400534070325484,2.605187489598136,tech_stack,arshkon_2024
abreast,7.54541348397155,90,104,0.00028805161885009795,9.71036955425669e-05,2.96643312327723,other,arshkon_2024
usa,7.5373201020124005,54,37,0.00017283097131005876,3.454650706802861e-05,5.00284937547295,other,arshkon_2024
desired,7.458673588865684,345,726,0.0011041978722587087,0.0006778584900375344,1.628950420312014,other,arshkon_2024
cobol,7.4420887432169645,72,71,0.00023044129508007836,6.629194599540624e-05,3.4761582515023317,other,arshkon_2024
pa,7.3890066126579175,51,34,0.00016322925068172216,3.174543892737764e-05,5.141817413680531,other,arshkon_2024
unix,7.288165632363632,197,353,0.0006305129879274366,0.0003295923512165973,1.9130085561757597,other,arshkon_2024
powershell,7.283136443215142,201,363,0.0006433152820985521,0.0003389292450187672,1.898081359320086,other,arshkon_2024
detailed,7.258768842871381,250,487,0.0008001433856947165,0.00045470672816567384,1.7596911066668486,other,arshkon_2024
cicd,7.154972577838155,72,76,0.00023044129508007836,7.096039289649119e-05,3.2474636296929678,tech_stack,arshkon_2024
ny,7.150212505732941,49,34,0.00015682810359616444,3.174543892737764e-05,4.940177515104825,other,arshkon_2024
gender,7.148732278955396,40,18,0.00012802294171115463,1.680640884390581e-05,7.617507279526712,other,arshkon_2024
infrastructure-as-code,-6.15381200465553,56,459,0.0001792321183956165,0.00042856342551959815,0.4182160859348,other,scraped_2026
patterns,-6.203875493477181,45,409,0.00014402580942504898,0.00038187895650874866,0.3771504215413593,other,scraped_2026
outcomes,-6.213664421112952,25,312,8.001433856947165e-05,0.0002913110866277007,0.2746697336367805,org_scope,scraped_2026
domains,-6.265921303168689,81,584,0.00025924645696508814,0.0005452745980467218,0.47544202112799433,other,scraped_2026
flows,-6.276746351234863,83,594,0.00026564760405064586,0.0005546114918488917,0.4789796243944827,other,scraped_2026
performance,-6.33999732848247,129,807,0.0004128739870184737,0.0007534873298351105,0.5479508024492263,sys_design,scraped_2026
trade-offs,-6.343141697050923,32,354,0.00010241835336892372,0.00033052604059681425,0.30986470289600193,other,scraped_2026
guardrails,-6.374514615724214,7,273,2.2404014799452063e-05,0.0002548972007992381,0.08789431476376978,other,scraped_2026
hands,-6.543162115324507,11,281,3.520630897056752e-05,0.00026236671584097405,0.1341874058137268,other,scraped_2026
actions,-6.56560041375848,136,855,0.0004352780018179258,0.0007983044200855259,0.5452531526398069,other,scraped_2026
thrives,-6.604023876053787,14,292,4.480802959890413e-05,0.0002726372990233609,0.16435032829115856,other,scraped_2026
datasets,-6.648396091297142,110,744,0.00035206308970567524,0.0006946648988814401,0.5068099601298015,other,scraped_2026
long-term,-6.648855284477691,98,689,0.0003136562071923289,0.0006433119829695057,0.48756468944430775,other,scraped_2026
solutions,-6.714045284594262,477,2292,0.001526673579905519,0.00214001605945734,0.7133935155106497,other,scraped_2026
maintainability,-6.734770563024563,90,658,0.00028805161885009795,0.0006143676121827791,0.4688587307307476,other,scraped_2026
generative,-6.7402516693462635,102,714,0.0003264585013634443,0.0006666542174749305,0.48969689654100296,ai_domain,scraped_2026
enabling,-6.793082814766242,77,601,0.0002464441627939727,0.0005611473175104107,0.4391790802589029,other,scraped_2026
production-ready,-6.796111897493743,18,320,5.761032377001959e-05,0.0002987806016694366,0.19281815301301994,other,scraped_2026
translate,-6.8212138060069645,277,1484,0.0008865588713497459,0.0013855950402420123,0.6398398129332917,other,scraped_2026
retrieval,-6.846432596221546,47,460,0.0001504269565106067,0.0004294971148998151,0.35023973687389126,ai_domain,scraped_2026
iteration,-6.888429703476463,16,320,5.120917668446186e-05,0.0002987806016694366,0.17139391378935107,method,scraped_2026
practices,-6.964850598087817,284,1527,0.0009089628861491979,0.0014257436835913428,0.6375359727069508,other,scraped_2026
measurable,-6.981480241317214,18,334,5.761032377001959e-05,0.00031185225299247446,0.1847359549825341,other,scraped_2026
ambiguous,-6.98467135267853,33,401,0.00010561892691170258,0.00037440944146701277,0.2820947209500541,other,scraped_2026
experimentation,-7.012709086791512,40,437,0.00012802294171115463,0.00040802225915482435,0.31376460190270217,other,scraped_2026
openai,-7.069298760919463,24,365,7.681376502669278e-05,0.0003407966237792011,0.22539473594216028,ai_tool,scraped_2026
impact,-7.079237545615485,21,353,6.721204439835619e-05,0.0003295923512165973,0.2039247699476698,org_scope,scraped_2026
improve,-7.133362134729352,788,3575,0.0025220519517097466,0.003337939534275737,0.75557149127837,other,scraped_2026
foundational,-7.155466594775059,49,491,0.00015682810359616444,0.0004584414856865418,0.34208968536367423,other,scraped_2026
reliability,-7.155873385929182,65,569,0.0002080372802806263,0.000531269257343467,0.39158539178586355,sys_design,scraped_2026
execution,-7.169230207363509,295,1593,0.0009441691951197654,0.0014873671826856642,0.6347922732938928,other,scraped_2026
mentor,-7.188540304597999,387,1978,0.001238621961055421,0.0018468375940692051,0.6706718365670258,mgmt,scraped_2026
teams,-7.212266848515983,2565,10297,0.008209471137227791,0.00961419954809434,0.853890237680267,other,scraped_2026
similar,-7.232298777138215,536,2589,0.001715507418929472,0.0024173218053817856,0.7096727523452465,other,scraped_2026
cd,-7.2588414312924305,1025,4514,0.003280587881348338,0.00421467386229949,0.7783728915998442,tech_stack,scraped_2026
event-driven,-7.297988783287449,59,550,0.00018883383902395308,0.0005135291591193442,0.36771785140260765,other,scraped_2026
capabilities,-7.310701592206474,567,2723,0.001814725198755617,0.002542436182330862,0.7137741396883001,other,scraped_2026
rust,-7.311343977026931,66,585,0.00021123785382340515,0.0005462082874269388,0.386734984960587,tech_stack,scraped_2026
regulated,-7.313519443743114,51,512,0.00016322925068172216,0.00047804896267109856,0.3414488126272228,other,scraped_2026
langchain,-7.351171750415537,11,356,3.520630897056752e-05,0.00033239341935724825,0.10591758717319445,ai_tool,scraped_2026
deliver,-7.404736589700279,762,3510,0.002438837039597496,0.003277249724561633,0.7441718649999174,other,scraped_2026
comfortable,-7.595658011773763,167,1077,0.0005344957816440706,0.0010055834624936976,0.5315280149084796,other,scraped_2026
gpu,-7.631901149712161,38,472,0.00012162179462559691,0.000440701387462419,0.2759732510167517,other,scraped_2026
layers,-7.662358298034259,47,518,0.0001504269565106067,0.0004836510989524005,0.31102370455982625,other,scraped_2026
clear,-7.82014244186228,176,1137,0.0005633009435290804,0.001061604825306717,0.5306126442731008,other,scraped_2026
ci,-7.88981056901491,1088,4856,0.0034822240145434063,0.004533995630333701,0.7680254456458564,tech_stack,scraped_2026
security,-7.95530725547649,2112,8769,0.006759611322348965,0.00818752217512278,0.8255991468197272,other,scraped_2026
pipelines,-8.095373720962685,78,703,0.00024964473633675154,0.0006563836342925436,0.3803335782523295,tech_stack,scraped_2026
engineering,-8.09613198191541,5192,20146,0.016617377834107872,0.018810106253851468,0.883428174718863,other,scraped_2026
sci,-8.213625882283257,88,761,0.0002816504717645402,0.0007105376183451289,0.39639065475592355,other,scraped_2026
optimize,-8.21683301722775,428,2262,0.0013698454763093545,0.00211200537805083,0.6485994261878183,sys_design,scraped_2026
latency,-8.282521693734772,61,635,0.00019523498610951083,0.0005928927564377883,0.32929224381576105,other,scraped_2026
copilot,-8.391872014056325,9,509,2.8805161885009795e-05,0.0004752478945304476,0.06061081430664674,ai_tool,scraped_2026
genai,-8.422594171769207,27,489,8.641548565502938e-05,0.00045657410692610784,0.1892693526508171,ai_domain,scraped_2026
ts,-8.467288469970038,88,782,0.0002816504717645402,0.0007301450953296857,0.38574589292743966,other,scraped_2026
high-impact,-8.584443380972536,9,541,2.8805161885009795e-05,0.0005051259546973913,0.05702570144562512,other,scraped_2026
polygraph,-8.697439970730077,27,515,8.641548565502938e-05,0.00048085003081174953,0.17971400669174672,other,scraped_2026
mission-critical,-8.749586598900954,48,611,0.00015362753005338555,0.0005704842113125805,0.2692932197017627,org_scope,scraped_2026
ai-powered,-8.904005585278783,21,521,6.721204439835619e-05,0.0004864521670930515,0.13816783837145383,other,scraped_2026
just,-8.944732576320954,49,633,0.00015682810359616444,0.0005910253776773542,0.26534918722521966,other,scraped_2026
ai-driven,-9.042832119801785,25,544,8.001433856947165e-05,0.0005079270228380423,0.1575311707622712,other,scraped_2026
production-grade,-9.055411269423134,15,546,4.800860314168299e-05,0.0005097944015984762,0.09417248010403904,other,scraped_2026
frameworks,-9.160519411275786,1162,5353,0.003719066456709042,0.004998039252301544,0.744105091811044,other,scraped_2026
workloads,-9.260547039976084,71,768,0.00022724072153729947,0.0007170734440066479,0.31690020518343553,other,scraped_2026
high-performance,-9.346194968917843,111,971,0.0003552636632484541,0.0009066123881906967,0.3918583816811116,sys_design,scraped_2026
proven,-9.626432032892705,451,2528,0.0014434586677932685,0.0023603667531885493,0.611539993030042,other,scraped_2026
ship,-9.705039896240727,74,824,0.00023684244216563608,0.0007693600492987993,0.30784343738864023,other,scraped_2026
architectures,-9.727610319472177,379,2230,0.0012130173727131902,0.0020821273178838863,0.5825855903691843,sys_design,scraped_2026
governance,-10.217486298491222,182,1396,0.0005825043847857536,0.0013034303747829173,0.4469010359550414,other,scraped_2026
cloud-native,-10.230303398699514,86,934,0.00027524932467898246,0.0008720658811226681,0.3156290489482696,other,scraped_2026
rag,-10.34231537498517,16,739,5.120917668446186e-05,0.0006899964519803552,0.0742165797193401,ai_domain,scraped_2026
proficiency,-10.349041908600668,729,3795,0.002333218112685793,0.0035433511979234746,0.6584778031748981,other,scraped_2026
large-scale,-10.44188275089849,223,1612,0.0007137279000396871,0.0015051072809097869,0.47420400465291923,other,scraped_2026
real-world,-10.477254267596233,51,794,0.00016322925068172216,0.0007413493678922896,0.22017857942712601,other,scraped_2026
llms,-10.508234224656459,74,904,0.00023684244216563608,0.0008440551997161585,0.28060065531884903,ai_domain,scraped_2026
backend,-11.018353207614592,749,3979,0.0023972295835413705,0.0037151500438834008,0.6452578106470165,other,scraped_2026
collaborate,-11.097127809720481,1099,5432,0.0035174303235139736,0.005071800713338686,0.6935269191991782,soft_skill,scraped_2026
end-to-end,-11.171026916159699,257,1853,0.0008225474004941685,0.0017301264215420814,0.47542618288033694,other,scraped_2026
operate,-11.261916247210458,120,1209,0.00038406882513346394,0.0011288304606823403,0.34023605715007654,other,scraped_2026
real-time,-11.4657757665139,235,1785,0.0007521347825530336,0.0016666355436873261,0.4512892968122969,other,scraped_2026
llm,-11.734341660352326,69,1018,0.00022083957445174175,0.0009504957890608952,0.23234145484214583,ai_domain,scraped_2026
agent,-11.806340175495803,20,973,6.401147085557731e-05,0.0009084797669511307,0.07045998511381338,ai_domain,scraped_2026
demonstrated,-12.436753059871151,320,2303,0.001024183533689237,0.0021502866426397265,0.47630093280583874,other,scraped_2026
u.s,-12.528991573542346,399,2678,0.0012770288435687675,0.002500420160221098,0.5107257027778273,other,scraped_2026
partner,-12.85120260896386,235,1956,0.0007521347825530336,0.0018262964277044314,0.4118360914161298,org_scope,scraped_2026
platform,-13.027446709711965,1565,7686,0.005008897594448925,0.0071763365763477804,0.6979741740315754,other,scraped_2026
deep,-13.314008310584553,461,3071,0.0014754644032210571,0.0028673600866463743,0.5145724145678335,other,scraped_2026
e.g,-13.556906762609625,874,4922,0.002797301276388729,0.004595619129428022,0.6086886657939571,other,scraped_2026
scale,-13.743727852000767,489,3262,0.0015650804624188655,0.0030456947582678195,0.5138664858552585,org_scope,scraped_2026
platforms,-15.084099893660117,904,5324,0.0028933184826720948,0.004970962260275252,0.5820439446490359,other,scraped_2026
contribute,-15.442532629813371,427,3239,0.0013666449027665757,0.003024219902522829,0.45189997646219754,other,scraped_2026
observability,-16.132003676662073,164,2079,0.0005248940610157341,0.001941140221471121,0.2704050203122037,other,scraped_2026
hands-on,-17.171731404038564,649,4566,0.002077172229263484,0.004263225710070774,0.48723017980415606,other,scraped_2026
build,-18.345144332306585,1634,9143,0.005229737168900667,0.008536722003323935,0.6126165484672418,other,scraped_2026
ml,-18.374487447971845,517,4169,0.0016546965216166737,0.0038925510261246287,0.42509308433242743,ai_domain,scraped_2026
familiarity,-19.027158119433928,661,4973,0.0021155791117768302,0.004643237287819089,0.45562588785345276,other,scraped_2026
ll,-19.114386508449172,843,5833,0.002698083496562584,0.0054462101548056994,0.4954056894374179,other,scraped_2026
systems,-19.327757190543235,5078,23356,0.016252512450231082,0.021807249164348005,0.7452802656467928,other,scraped_2026
workflows,-25.416640286613486,262,4502,0.0008385502682080629,0.0042034695897368865,0.19949002848871603,other,scraped_2026
ai,-40.74143220813005,942,12678,0.0030149402772976916,0.011837313962390992,0.2546980072402093,ai_domain,scraped_2026
