term,count_a,count_b,rate_a,rate_b,ratio_a_over_b,log_odds,z,category,direction
operational,4810,2532,0.002846276791837754,0.0016779935650404754,1.696238204446927,0.5183128286909113,21.364148705924123,other,up_in_yoe_ge5_2026
operate,1722,536,0.0010189789263086511,0.0003552150674809221,2.8686252909679246,1.028435367029707,21.154515545860743,other,up_in_yoe_ge5_2026
high-performance,1455,384,0.0008609839359925014,0.0002544824364042427,3.383274492958867,1.1874072149891175,21.11014331014999,metrics_perf,up_in_yoe_ge5_2026
prompt,999,75,0.0005911497952278412,4.9703600860203655e-05,11.89350037013433,2.3555725786303174,20.940680153327346,ai_concept,up_in_yoe_ge5_2026
practical,1836,627,0.0010864374614998162,0.00041552210319130255,2.614632177580287,0.9387646582760532,20.623149222969207,other,up_in_yoe_ge5_2026
architectural,2585,1098,0.001529651872536506,0.0007276607165933815,2.1021498586562823,0.7270897567386836,20.46231421703355,responsibilities_verbs,up_in_yoe_ge5_2026
event-driven,960,114,0.0005680718752940216,7.554947330750955e-05,7.519203647943311,1.9412229950933044,20.409272916084063,org_scope,up_in_yoe_ge5_2026
high-quality,2289,929,0.0013544963776541826,0.0006156619359883892,2.2000651631640373,0.7713072283246776,20.10902751400057,other,up_in_yoe_ge5_2026
initiatives,2814,1288,0.0016651606844556007,0.0008535765054392307,1.9508042616505097,0.6543466062336316,19.705174091278327,other,up_in_yoe_ge5_2026
outcomes,1205,300,0.00071304855180135,0.00019881440344081462,3.5865034899929604,1.2433330232173825,19.674227524741056,other,up_in_yoe_ge5_2026
cross-functional,3898,2030,0.0023066085103084335,0.0013453107966161788,1.7145543736883544,0.52859450798287,19.546327752403613,org_scope,up_in_yoe_ge5_2026
expertise,6978,4260,0.004129172443543419,0.0028231645288595677,1.462604251836297,0.37362925589030027,19.43076862664243,other,up_in_yoe_ge5_2026
genai,929,35,0.0005497278876543188,2.3195013734761704e-05,23.70026135532989,2.9352309448046974,19.1608731747748,other,up_in_yoe_ge5_2026
inference,882,42,0.0005219160354263823,2.7834016481714046e-05,18.75101409705863,2.745490682291675,19.111104980700578,other,up_in_yoe_ge5_2026
deliver,5078,2903,0.0030048635236906685,0.0019238607106289495,1.5618924525509525,0.4376216122134702,19.024597865745747,responsibilities_verbs,up_in_yoe_ge5_2026
high-impact,816,59,0.0004828610939999183,3.9100166010026874e-05,12.34933616077469,2.388603893775838,18.899740248546852,other,up_in_yoe_ge5_2026
mission-critical,895,157,0.0005296086754043222,0.00010404620446735964,5.090129698776911,1.5767368315789883,18.747079125917157,other,up_in_yoe_ge5_2026
latency,943,193,0.0005580122691690233,0.0001279039328802574,4.3627451994883515,1.4304924978328302,18.558821477796624,metrics_perf,up_in_yoe_ge5_2026
mindset,1304,400,0.0007716309639410459,0.0002650858712544195,2.910871712210054,1.0424021880608976,18.5586881048072,other,up_in_yoe_ge5_2026
improve,4613,2633,0.002729703709095127,0.0017449277475322163,1.5643648930195768,0.4390726880198157,18.183766604939663,other,up_in_yoe_ge5_2026
implement,7870,5080,0.0046570058943374475,0.0033665905649311275,1.3833003463053188,0.31907828013000916,17.922216320967014,responsibilities_verbs,up_in_yoe_ge5_2026
production-grade,799,30,0.00047280148787492006,1.988144034408146e-05,23.781048037380707,2.9378512152102303,17.76273824523768,other,up_in_yoe_ge5_2026
architectures,3659,1985,0.0021651822830216928,0.0013154886361000566,1.6459148514126793,0.4885890564359716,17.734689249514595,responsibilities_verbs,up_in_yoe_ge5_2026
adoption,1082,308,0.0006402643427793035,0.000204116120865903,3.136765190633494,1.1144309233901692,17.578896949948177,other,up_in_yoe_ge5_2026
regulated,915,215,0.0005414435061396143,0.00014248365579925046,3.8000394017294905,1.29864073183189,17.513293331465377,other,up_in_yoe_ge5_2026
deployment,5661,3462,0.0033498488396244337,0.0022943182157070005,1.4600628703948848,0.37168122593888686,17.419331459091374,other,up_in_yoe_ge5_2026
full-stack,1873,801,0.0011083318983601067,0.000530834457186975,2.087904964258416,0.7202527346007521,17.294108662782296,other,up_in_yoe_ge5_2026
ai-driven,781,25,0.00046215014021315715,1.656786695340122e-05,27.894365732957695,3.061868092483917,17.247466455027872,ai_generic,up_in_yoe_ge5_2026
sre,1024,289,0.0006059433336469564,0.00019152454198131808,3.1637894933906803,1.1226744871624632,17.172555483448985,other,up_in_yoe_ge5_2026
long-term,1196,392,0.0007077228779704685,0.0002597841538293311,2.7242726992325217,0.9783073690321675,17.090155108213093,other,up_in_yoe_ge5_2026
real-world,767,151,0.00045386575869845266,0.00010006991639854336,4.53548653814064,1.4673460738895914,16.908165749994716,other,up_in_yoe_ge5_2026
gcp,2512,1248,0.0014864547403526899,0.0008270679183137887,1.7972583719402961,0.5742710380039302,16.78849876187123,tech_stack,up_in_yoe_ge5_2026
robust,2699,1377,0.0015971104077276712,0.0009125581117933391,1.7501465244652366,0.5483770216803165,16.761762969867227,other,up_in_yoe_ge5_2026
exposure,1710,731,0.001011878027867476,0.0004844444297174516,2.0887391118474534,0.7205922773923339,16.53000089666246,other,up_in_yoe_ge5_2026
iac,996,299,0.0005893745706175474,0.00019815168876267857,2.9743605734464715,1.0631191031355733,16.41059279640278,other,up_in_yoe_ge5_2026
integrating,2117,1003,0.0012527168333306706,0.0006647028221704568,1.88462692130623,0.6204920136939496,16.39450981383161,other,up_in_yoe_ge5_2026
tuning,1518,618,0.0008982636528086717,0.0004095576710880781,2.1932531514358917,0.7680466505428027,16.32411776665616,other,up_in_yoe_ge5_2026
record,1908,869,0.0011290428521468678,0.0005758990553002264,1.9604874183345862,0.6589166721297799,16.312100319811602,other,up_in_yoe_ge5_2026
infrastructure-as-code,694,130,0.00041066862651463644,8.615290815768632e-05,4.766741312585601,1.5145149973085683,16.27681887711943,other,up_in_yoe_ge5_2026
datasets,929,270,0.0005497278876543188,0.00017893296309673314,3.0722561016168375,1.0943374104795769,16.11947624101551,other,up_in_yoe_ge5_2026
rag,1087,4,0.0006432230504631265,2.6508587125441946e-06,242.6470514702706,4.188672648126951,16.06520056195728,ai_concept,up_in_yoe_ge5_2026
alerting,846,227,0.0005006133401028565,0.00015043623193688305,3.3277444778920917,1.1712435105578445,15.97758855740819,other,up_in_yoe_ge5_2026
containerization,1475,610,0.0008728187667277936,0.0004042559536629897,2.159074613049296,0.7527542997087817,15.85649540091627,other,up_in_yoe_ge5_2026
ecosystem,1177,426,0.0006964797887719411,0.0002823164528859567,2.4670180630715417,0.882192911679593,15.843395798925949,other,up_in_yoe_ge5_2026
real-time,2432,1252,0.0014391154174115213,0.0008297187770263329,1.7344616721453898,0.5395168148203648,15.699689516700335,other,up_in_yoe_ge5_2026
including,15227,11188,0.009010448380314652,0.007414451818986113,1.21525482939166,0.19258188889864503,15.626992084596049,other,up_in_yoe_ge5_2026
ai-powered,636,21,0.0003763476173822893,1.3917008240857023e-05,27.042278833853263,3.038015783658757,15.620173772101861,ai_generic,up_in_yoe_ge5_2026
challenges,2024,981,0.0011976848704115621,0.0006501230992514638,1.8422432179237254,0.5982742483195169,15.572911230779122,other,up_in_yoe_ge5_2026
features,4096,2450,0.0024237733345878255,0.0016236509614333194,1.4927921038202556,0.3931091900219492,15.565270790375918,other,up_in_yoe_ge5_2026
feature,1278,499,0.0007562456839851663,0.0003306946243898883,2.286839967176346,0.8085927799638597,15.541705190511212,other,up_in_yoe_ge5_2026
context,709,166,0.0004195447495661055,0.00011001063657058409,3.8136744104459464,1.301981323907662,15.434616210457127,other,up_in_yoe_ge5_2026
mlops,643,130,0.00038048980813964155,8.615290815768632e-05,4.4164476426405495,1.4420010343719802,15.374125692077618,ai_generic,up_in_yoe_ge5_2026
ingestion,890,273,0.0005266499677204991,0.0001809211071311413,2.910937126527504,1.0422660602606113,15.330035686248614,other,up_in_yoe_ge5_2026
accessibility,748,192,0.00044262266949992516,0.00012724121820212135,3.4786107501487735,1.2138206621413694,15.310271661386087,other,up_in_yoe_ge5_2026
alignment,1042,367,0.0006165946813087192,0.00024321628687592987,2.5351701945160365,0.9085721832839049,15.204358302228858,other,up_in_yoe_ge5_2026
scaling,1256,501,0.0007432273701763449,0.0003320200537461604,2.238501445290908,0.7878204499474766,15.123641976862071,other,up_in_yoe_ge5_2026
microservices,2877,1597,0.001702440401271771,0.0010583553409832698,1.6085716539117296,0.465967874159368,15.107091957439545,other,up_in_yoe_ge5_2026
containerized,744,196,0.00044025570335286674,0.00012989207691466555,3.3893961341622014,1.188854202832311,15.103500431547836,other,up_in_yoe_ge5_2026
closely,4097,2487,0.00242436507612459,0.0016481714045243532,1.470942324001938,0.378666470708688,15.063244050615397,other,up_in_yoe_ge5_2026
grafana,734,192,0.0004343382879852207,0.00012724121820212135,3.4135030623117646,1.1956623115188503,15.04707464898987,other,up_in_yoe_ge5_2026
eks,680,162,0.00040238424499993195,0.00010735977785803989,3.7479981146384094,1.2853352898650998,15.022676663798274,other,up_in_yoe_ge5_2026
retrieval,743,200,0.0004396639618161021,0.00013254293562720975,3.317143684312991,1.168132439099601,14.951633745456135,other,up_in_yoe_ge5_2026
measurable,506,53,0.00029942121760289053,3.512387794121058e-05,8.524719796147052,2.0561314825666894,14.907941003869256,other,up_in_yoe_ge5_2026
layers,752,208,0.0004449896356469836,0.00013784465305229814,3.228196566160277,1.1419770181019047,14.856433891820998,other,up_in_yoe_ge5_2026
ambiguous,583,118,0.00034498531593376517,7.820033202005375e-05,4.411558199590468,1.4409201946554422,14.634668758986972,other,up_in_yoe_ge5_2026
requirements,12484,18622,0.007387301344969339,0.012341072736249499,0.598594749650132,-0.5078441431448244,-44.37515136600587,other,up_in_yoe_ge5_2024
must,4585,7925,0.002713134946065718,0.0052520138242281855,0.5165894525162316,-0.6495623421011043,-35.408522061024506,other,up_in_yoe_ge5_2024
software,36918,42164,0.021845914054275717,0.027942701688928356,0.7818110896174242,-0.2474742642172867,-35.06861035895066,other,up_in_yoe_ge5_2024
program,2141,4572,0.001266918630213021,0.003029931508438015,0.41813441217558767,-0.8552006894221913,-33.07807467321182,other,up_in_yoe_ge5_2024
degree,9860,12803,0.005834571552499013,0.008484736024175831,0.6876550473549655,-0.3697202167133078,-27.8774791983931,credential,up_in_yoe_ge5_2024
include,1611,3325,0.0009532956157277799,0.002203526304802362,0.43262275274416684,-0.8214864309415599,-27.403723134992106,other,up_in_yoe_ge5_2024
required,9685,12522,0.005731016783565207,0.008298513199619603,0.690607660156269,-0.3654404030022267,-27.283382956423637,other,up_in_yoe_ge5_2024
provide,5104,7338,0.003020248803646548,0.004863000308162326,0.6210669570752848,-0.46867216440147796,-25.986575605696437,other,up_in_yoe_ge5_2024
minimum,3109,5021,0.0018397244378011595,0.0033274903989211004,0.5528864751638858,-0.5821264713854362,-25.791152360586736,other,up_in_yoe_ge5_2024
specifications,1446,2914,0.00085565826216162,0.0019311505720884458,0.4430821058330356,-0.7980138782753388,-25.1172254807277,other,up_in_yoe_ge5_2024
clearance,3536,5449,0.0020923980739996463,0.003611132281163329,0.5794299159059271,-0.5362790219262195,-25.104200844186945,other,up_in_yoe_ge5_2024
and,3945,5878,0.00233442036253637,0.0038954368780836942,0.5992704889328756,-0.5033689208230312,-24.71963847559568,other,up_in_yoe_ge5_2024
c++,0,2685,0.0,0.0017793889107952908,0.0,-4.727954201954376,-24.378445378458554,other,up_in_yoe_ge5_2024
activities,1798,3261,0.0010639512831027613,0.002161112565401655,0.49231645779868016,-0.6951701507881447,-23.944031294747308,other,up_in_yoe_ge5_2024
desired,1130,2407,0.0006686679365440045,0.0015951542302734692,0.419187012674862,-0.8519270548729736,-23.9288837611367,other,up_in_yoe_ge5_2024
dod,886,2060,0.0005242830015734408,0.0013651922369602603,0.38403602612098814,-0.9371469013927838,-23.644380176331914,other,up_in_yoe_ge5_2024
active,1833,3277,0.0010846622368895224,0.0021717160002518317,0.49944939244530373,-0.681106307657859,-23.624059330459925,other,up_in_yoe_ge5_2024
programs,1488,2833,0.0008805114067057335,0.001877470683159426,0.46898809904397565,-0.7424814277571192,-23.470430201122955,credential,up_in_yoe_ge5_2024
duties,885,2036,0.0005236912600366762,0.0013492870846849951,0.388124414723007,-0.9268244873416158,-23.33118130923908,other,up_in_yoe_ge5_2024
verification,972,2142,0.0005751727737351969,0.0014195348405674163,0.4051839780877015,-0.8849541147325892,-23.183873041460174,other,up_in_yoe_ge5_2024
procedures,1915,3313,0.0011331850429042202,0.0021955737286647294,0.5161225187338088,-0.6489900945320439,-22.86724703984006,other,up_in_yoe_ge5_2024
management,11800,14000,0.006982550133822349,0.009278005493904682,0.7525917222628974,-0.28094673778935686,-22.70811054517637,other,up_in_yoe_ge5_2024
directory,257,1095,0.00015207757494850368,0.0007256725725589733,0.20956775920609122,-1.5220849902136058,-22.445119785604067,other,up_in_yoe_ge5_2024
etc,4147,5837,0.0024539521529628205,0.003868265576280116,0.6343804748076894,-0.4474804509705024,-22.265493067908164,other,up_in_yoe_ge5_2024
various,1701,2984,0.0010065523540365945,0.001977540599557969,0.5089920046453583,-0.6624975018411208,-22.057874554149752,other,up_in_yoe_ge5_2024
assigned,582,1508,0.0003443935743970006,0.0009993737346291613,0.34460939132525337,-1.042282408428819,-21.673265998071006,other,up_in_yoe_ge5_2024
perform,2148,3425,0.0012710608209703734,0.002269797772615967,0.559988575328216,-0.5691590530148014,-20.907562361230163,other,up_in_yoe_ge5_2024
documents,813,1768,0.00048108586938962455,0.001171679550944534,0.41059508890618046,-0.8718779171370112,-20.844026177488683,other,up_in_yoe_ge5_2024
reports,1043,2040,0.0006171864228454838,0.0013519379433975394,0.45651978765714635,-0.7685262633696643,-20.436751100545557,other,up_in_yoe_ge5_2024
citizenship,882,1804,0.0005219160354263823,0.001195537279357432,0.43655354327963547,-0.8120983889370361,-20.013895236602405,responsibilities_verbs,up_in_yoe_ge5_2024
developing,5983,7446,0.0035403896144626367,0.004934573493401018,0.7174661840982169,-0.32689261495502375,-19.019786235848777,other,up_in_yoe_ge5_2024
performs,357,1024,0.00021125172862496426,0.0006786198304113138,0.3112961324706999,-1.1407239426348594,-18.85464137265968,credential,up_in_yoe_ge5_2024
technology,6827,8299,0.004039819471491964,0.0054998691138510684,0.7345301111471793,-0.30392360680901387,-18.78931337394058,other,up_in_yoe_ge5_2024
functional,2343,3462,0.0013864504206394714,0.0022943182157070005,0.6042973512339189,-0.49454824297742306,-18.684543150314823,other,up_in_yoe_ge5_2024
develops,869,1673,0.0005142233954484424,0.0011087216565216094,0.4637984587238194,-0.752948912970397,-18.22514323534685,other,up_in_yoe_ge5_2024
definition,412,1062,0.0002437975131470176,0.0007038029881804837,0.3464002245533206,-1.037056841314267,-18.12970899337486,other,up_in_yoe_ge5_2024
written,2095,3120,0.0012396985195218492,0.002067669795784472,0.599563103378172,-0.5021687497429967,-17.96927234325902,other,up_in_yoe_ge5_2024
following,1953,2942,0.001155671221301275,0.0019497065830762553,0.5927410982414862,-0.5133364811031349,-17.77693502149474,other,up_in_yoe_ge5_2024
position,4646,5820,0.0027492311798083587,0.0038569994267518034,0.7127901447793683,-0.3330169754859327,-17.09954726774665,other,up_in_yoe_ge5_2024
oral,254,781,0.00015030235033820988,0.000517580163624254,0.29039434062879654,-1.2079138698585492,-17.003552552780988,other,up_in_yoe_ge5_2024
application,7187,8433,0.004252846424727222,0.005588672880721298,0.7609760877931957,-0.2691346914326118,-16.933554013163686,other,up_in_yoe_ge5_2024
related,8731,9956,0.005166495357491773,0.006597987335522501,0.7830411146253942,-0.24121334929391036,-16.616611208951234,other,up_in_yoe_ge5_2024
variety,733,1398,0.0004337465464484561,0.0009264751200341961,0.4681685855011914,-0.7436934374907427,-16.505006603690124,other,up_in_yoe_ge5_2024
tasks,1960,2841,0.0011598134120586274,0.0018827724005845143,0.6160136040333705,-0.47556699501348554,-16.368286788736174,other,up_in_yoe_ge5_2024
necessary,631,1256,0.00037338890969846624,0.0008323696357388771,0.44858545250394277,-0.7853647396058836,-16.294144306143163,other,up_in_yoe_ge5_2024
provides,943,1641,0.0005580122691690233,0.0010875147868212559,0.5131077535047239,-0.6541923273704908,-16.19317812493891,other,up_in_yoe_ge5_2024
html,786,1436,0.00046510884789698016,0.0009516582778033659,0.4887351465807164,-0.7017021898685645,-16.001365319708693,other,up_in_yoe_ge5_2024
relevant,2582,3501,0.001527876647926212,0.0023201640881543063,0.6585209450171432,-0.41028985618194547,-15.980964746278088,other,up_in_yoe_ge5_2024
americans,87,498,5.14815136985207e-05,0.00033003190971175227,0.15598950338918538,-1.8026537411972718,-15.961580067614893,other,up_in_yoe_ge5_2024
mbse,135,551,7.988510746322178e-05,0.00036515578765296285,0.2187699337224885,-1.4806344046699271,-15.746291315833254,credential,up_in_yoe_ge5_2024
obtain,1265,1988,0.0007485530440072264,0.0013174767801344648,0.5681717167955151,-0.5545431198654693,-15.5877904694028,other,up_in_yoe_ge5_2024
analyses,258,719,0.0001526693164852683,0.000476491853579819,0.3204027840943855,-1.1126346495095145,-15.569741972963014,other,up_in_yoe_ge5_2024
installation,445,974,0.00026332498386024957,0.0006454840965045114,0.4079496075677662,-0.877873071351507,-15.54378862788141,other,up_in_yoe_ge5_2024
schedule,683,1271,0.0004041594696102258,0.0008423103559109179,0.47982251052006464,-0.719630837530401,-15.348596286069869,other,up_in_yoe_ge5_2024
us,1776,2557,0.00105093296929394,0.0016945614319938765,0.6201799176187893,-0.4688893422369116,-15.340725704076167,other,up_in_yoe_ge5_2024
studies,350,833,0.00020710953786761202,0.0005520413268873286,0.37517035008120503,-0.9593865373808494,-15.269967456029137,other,up_in_yoe_ge5_2024
subsystem,146,544,8.639426436763245e-05,0.0003605167849060105,0.23964006111436978,-1.3931252830252134,-15.240726573972841,credential,up_in_yoe_ge5_2024
internship,100,479,5.917415367646058e-05,0.0003174403308271673,0.18641032008210193,-1.633600339377388,-15.223186999017068,responsibilities_verbs,up_in_yoe_ge5_2024
implementation,3948,4890,0.002336195587146664,0.0032406747760852783,0.7208978834860986,-0.3217330293594749,-15.190029179688489,responsibilities_verbs,up_in_yoe_ge5_2024
coordinate,780,1380,0.0004615583986763925,0.0009145462558277472,0.5046856796309775,-0.6702917417003551,-15.136581581121463,other,up_in_yoe_ge5_2024
interpersonal,678,1251,0.0004012007619264027,0.0008290560623481969,0.48392476715030835,-0.7113061630068529,-15.09206023851046,other,up_in_yoe_ge5_2024
requirement,653,1214,0.0003864072235072876,0.0008045356192571631,0.48028603614102483,-0.7186681822449454,-14.985028097255169,other,up_in_yoe_ge5_2024
configuration,1943,2710,0.0011497538059336292,0.0017959567777486919,0.6401901316215942,-0.4377960915862902,-14.882019722441491,other,up_in_yoe_ge5_2024
bachelor,6566,7513,0.003885374930396402,0.0049789753768361335,0.7803563256152002,-0.24424505891742854,-14.602775936116482,credential,up_in_yoe_ge5_2024
manager,991,1599,0.0005864158629337243,0.0010596807703395418,0.5533891709159029,-0.5802392089266295,-14.51140782020035,other,up_in_yoe_ge5_2024
possess,677,1205,0.0004006090203896381,0.0007985711871539387,0.5016572433791224,-0.6761191053489837,-14.240345936473815,other,up_in_yoe_ge5_2024
javascript,2805,3595,0.0016598350106247193,0.0023824592678990952,0.6966897747168614,-0.35502368912615356,-14.23684440106776,tech_stack,up_in_yoe_ge5_2024
utilize,718,1253,0.00042487042339698695,0.0008303814917044691,0.5116569042559987,-0.6568381081385253,-14.194578700103497,other,up_in_yoe_ge5_2024
doors,108,442,6.390808597057743e-05,0.0002929198877361335,0.21817598820107006,-1.4831855346139395,-14.112647730996656,other,up_in_yoe_ge5_2024
analyzes,181,543,0.00010710521815439365,0.00035985407022787446,0.297635144397756,-1.1839719327458926,-14.021809886182782,other,up_in_yoe_ge5_2024
typically,372,801,0.00022012785167643337,0.000530834457186975,0.4146826730935028,-0.8618517971177049,-13.91456141339539,other,up_in_yoe_ge5_2024
accredited,446,894,0.0002639167253970142,0.0005924669222536276,0.4454539409442926,-0.7920716264633851,-13.832696686111069,other,up_in_yoe_ge5_2024
jira,1080,1662,0.0006390808597057742,0.0011014317950621129,0.5802273573097049,-0.5338933186323356,-13.808473529646937,other,up_in_yoe_ge5_2024
jquery,161,504,9.527038741910153e-05,0.00033400819778056857,0.2852336800478495,-1.2251273339102138,-13.763654682098947,other,up_in_yoe_ge5_2024
trends,1083,1657,0.0006408560843160681,0.0010981182216714327,0.5835948003309049,-0.5282251411330403,-13.664886960881278,other,up_in_yoe_ge5_2024
participates,244,617,0.0001443849349705638,0.00040889495640994205,0.3531100902741611,-1.0182270554717006,-13.659036998190436,other,up_in_yoe_ge5_2024
technologies,9630,10431,0.0056984709990431535,0.006912776807637124,0.8243389245183752,-0.1906164266946888,-13.623029629184526,other,up_in_yoe_ge5_2024
shall,94,402,5.562370445587295e-05,0.0002664113006106916,0.20878883263723183,-1.5252931279966795,-13.608745587278854,other,up_in_yoe_ge5_2024
c#,1897,2566,0.0011225336952424571,0.001700525864097101,0.6601097454277589,-0.40771860028144147,-13.605136214745244,other,up_in_yoe_ge5_2024
ability,12500,13220,0.007396769209557573,0.008761088044958563,0.8442751826713958,-0.16733983966886878,-13.54694286925372,other,up_in_yoe_ge5_2024
limited,851,1366,0.0005035720477866795,0.0009052682503338425,0.556268318922014,-0.575092771572745,-13.314525898155958,other,up_in_yoe_ge5_2024
assists,125,433,7.396769209557572e-05,0.0002869554556329091,0.2577671573883568,-1.322852287774829,-13.269571874219164,other,up_in_yoe_ge5_2024
operation,491,919,0.00029054509455142145,0.0006090347892070288,0.47705828911631626,-0.725155634203495,-13.127268323913837,other,up_in_yoe_ge5_2024
candidate,2961,3660,0.001752146690359998,0.0024255357219779383,0.7223751332473407,-0.319499237423595,-13.057585681917956,other,up_in_yoe_ge5_2024
discipline,1396,1974,0.0008260711853233897,0.00130819877464056,0.631456932491288,-0.4510856965379402,-13.035145646176296,other,up_in_yoe_ge5_2024
framework,1921,2550,0.0011367354921248077,0.0016899224292469242,0.6726554263389286,-0.38925175150061175,-13.017641015077501,other,up_in_yoe_ge5_2024
changes,878,1377,0.0005195490692793239,0.0009125581117933391,0.5693325855800214,-0.5523732551310294,-12.930264483111912,other,up_in_yoe_ge5_2024
review,2084,2716,0.0012331893626174385,0.0017999330658175082,0.6851306784885017,-0.3712622715267404,-12.880203731273008,other,up_in_yoe_ge5_2024
levels,734,1204,0.0004343382879852207,0.0007979084724758027,0.5443460032922415,-0.596247029581769,-12.87469613605412,other,up_in_yoe_ge5_2024
different,650,1101,0.0003846319988969938,0.0007296488606277896,0.527146713511012,-0.6276241023748366,-12.832322866147203,other,up_in_yoe_ge5_2024
scala,571,997,0.0003378844174925899,0.0006607265341016406,0.5113831518087825,-0.65728000955116,-12.668175373685601,tech_stack,up_in_yoe_ge5_2024
