term,count_a,count_b,rate_a,rate_b,ratio_a_over_b,log_odds,z,category,direction
exposure,571,121,0.0015756114117312686,0.0006333984180743642,2.4875518579938793,0.8815309742848623,9.021682337443643,other,up_in_yoe_le2_2026
real-time,529,106,0.0014597170521993715,0.0005548779530238231,2.6306993172905897,0.934765733828284,9.007852729266542,other,up_in_yoe_le2_2026
apis,919,255,0.0025358789621384163,0.001334847905859197,1.8997512383301496,0.623459904783684,8.97702960353983,other,up_in_yoe_le2_2026
every,404,71,0.001114793363116344,0.00037166353457256075,2.999469303326825,1.0589710328956201,8.465593121284307,other,up_in_yoe_le2_2026
llms,260,14,0.0007174412732926967,7.328576738050494e-05,9.789639911494552,2.1265728115929408,8.4361776077413,ai_concept,up_in_yoe_le2_2026
accessibility,298,36,0.000822298074773937,0.0001884491161212984,4.363501892174709,1.4091962438190073,8.312731008079723,other,up_in_yoe_le2_2026
observability,345,53,0.0009519893818691553,0.00027743897651191156,3.4313469355964217,1.185552955489685,8.297377077368022,credential,up_in_yoe_le2_2026
tooling,403,75,0.00111203397360368,0.000392602325252705,2.8324691477257575,1.0047375479431642,8.2072672441553,other,up_in_yoe_le2_2026
accessible,245,15,0.0006760504306027335,7.8520465050541e-05,8.609862793955466,2.0170789829120688,8.17650672839863,other,up_in_yoe_le2_2026
typescript,494,114,0.0013631384192561238,0.0005967555343841116,2.2842493126820624,0.799938447066503,7.871541285570493,tech_stack,up_in_yoe_le2_2026
distributed,956,298,0.0026379763741069926,0.001559939905670748,1.6910756398482587,0.5111110631001976,7.837616013766716,other,up_in_yoe_le2_2026
high-quality,425,92,0.0011727405428822927,0.0004815921856433182,2.435132001396011,0.8609733902329486,7.665324287809781,other,up_in_yoe_le2_2026
ownership,441,98,0.0012168907750849203,0.0005130003716635346,2.372105055477526,0.8359521647790924,7.659200781495577,org_scope,up_in_yoe_le2_2026
cd,968,309,0.002671089048258963,0.0016175215800411447,1.6513467772040598,0.48811103151867563,7.597652925117717,other,up_in_yoe_le2_2026
deliver,961,309,0.0026517733216703137,0.0016175215800411447,1.6394052199308902,0.48107495130918476,7.480814980416444,responsibilities_verbs,up_in_yoe_le2_2026
qualifications,2645,1061,0.007298585260996857,0.005554014227908267,1.314109932294074,0.2673320543837381,7.4618329605599705,other,up_in_yoe_le2_2026
large-scale,482,117,0.0013300257451041532,0.0006124596273942199,2.17161374499557,0.7514726582438609,7.448006528223402,other,up_in_yoe_le2_2026
inference,200,10,0.0005518779025328436,5.234697670036067e-05,10.54268913545567,2.1886247160767685,7.3949868840482695,other,up_in_yoe_le2_2026
real-world,234,28,0.0006456971459634271,0.00014657153476100988,4.405337960172549,1.4178692332678322,7.382675255885017,other,up_in_yoe_le2_2026
write,705,207,0.0019453696064282739,0.0010835824176974658,1.7953130049507848,0.5686392485860372,7.32440591665222,other,up_in_yoe_le2_2026
full-stack,411,93,0.0011341090897049938,0.00048682688331335425,2.3295942121893987,0.8186178793329919,7.2918053482336616,other,up_in_yoe_le2_2026
generative,268,42,0.0007395163893940105,0.00021985730214151483,3.3636198670263333,1.1666927269497442,7.254852505507021,ai_concept,up_in_yoe_le2_2026
end-to-end,445,107,0.0012279283331355772,0.0005601126506938591,2.1922881613447545,0.7605036088452914,7.21611679853146,other,up_in_yoe_le2_2026
export,272,46,0.0007505539474446674,0.0002407960928216591,3.116968961786894,1.0950159284518506,7.073094916731098,other,up_in_yoe_le2_2026
algorithms,755,233,0.002083339082061485,0.0012196845571184037,1.708096630315243,0.5205753783072007,7.068017155006643,credential,up_in_yoe_le2_2026
continue,218,27,0.0006015469137607996,0.0001413368370909738,4.256122650980252,1.386006104217035,7.064472128918306,other,up_in_yoe_le2_2026
agent,194,5,0.0005353215654568584,2.6173488350180334e-05,20.452816922784006,2.7066600269939824,7.031737169225336,ai_concept,up_in_yoe_le2_2026
itar,195,19,0.0005380809549695225,9.945925573068527e-05,5.410064161615411,1.6057551589679555,7.016365768139537,other,up_in_yoe_le2_2026
operate,302,60,0.0008333356328245939,0.000314081860202164,2.6532434324230105,0.942501432992997,6.839358457304669,other,up_in_yoe_le2_2026
debug,467,122,0.00128863490241419,0.0006386331157444002,2.017801568138442,0.6809069892531774,6.831694190111737,other,up_in_yoe_le2_2026
testability,181,17,0.0004994495017922234,8.898986039061314e-05,5.612431569169049,1.6389715410633592,6.796552050795607,other,up_in_yoe_le2_2026
minimal,294,59,0.0008112605167232801,0.00030884716253212795,2.626737801545735,0.9329389720451378,6.706182875248908,other,up_in_yoe_le2_2026
cloud-native,162,11,0.00044702110105160337,5.758167437039674e-05,7.76325290883554,1.9272172527558835,6.6234745233464745,other,up_in_yoe_le2_2026
push,181,20,0.0004994495017922234,0.00010469395340072134,4.7705668337936915,1.4910090257199329,6.608906224992897,other,up_in_yoe_le2_2026
fast-paced,445,118,0.0012279283331355772,0.0006176943250642559,1.9879223157956671,0.6665291727509857,6.565032254735015,other,up_in_yoe_le2_2026
similar,785,258,0.0021661207674414113,0.0013505519988693054,1.603878095219516,0.4596695514211735,6.5120841789331445,other,up_in_yoe_le2_2026
rag,179,3,0.000493930722766895,1.57040930101082e-05,31.452355920776085,2.997774854979209,6.495461069338965,ai_concept,up_in_yoe_le2_2026
display,167,17,0.0004608180486149244,8.898986039061314e-05,5.17832084006205,1.5659119694866304,6.446685256302329,other,up_in_yoe_le2_2026
efficiency,591,179,0.0016307992019845528,0.000937010882936456,1.740427172920196,0.5385151726466795,6.424351334957031,other,up_in_yoe_le2_2026
optimization,592,180,0.001633558591497217,0.0009422455806064921,1.7336866578304881,0.5347665525403924,6.394182668139622,other,up_in_yoe_le2_2026
versatile,161,4,0.00044426171153893915,2.0938790680144268e-05,21.21716188510454,2.732938165456015,6.386148384805486,other,up_in_yoe_le2_2026
mindset,290,63,0.0008002229586726232,0.0003297859532122722,2.426491943874718,0.8573659626595669,6.314134205791572,other,up_in_yoe_le2_2026
ai-powered,154,4,0.0004249459849502896,2.0938790680144268e-05,20.294676585752168,2.700945471298648,6.268753171767517,ai_generic,up_in_yoe_le2_2026
qualities,143,8,0.0003945927003109832,4.1877581360288535e-05,9.422528414813506,2.0939288779178398,6.254787734739265,other,up_in_yoe_le2_2026
proficiency,1026,369,0.002831133639993488,0.0019316034402433087,1.4656909285877397,0.3724827725018427,6.231552641421671,other,up_in_yoe_le2_2026
switch,156,16,0.00043046476397561804,8.375516272057707e-05,5.13956095353464,1.559045531830563,6.222569164843629,other,up_in_yoe_le2_2026
enthusiastic,168,21,0.00046357743812758864,0.00010992865107075741,4.217075654182269,1.3773759803583916,6.1862621776534645,other,up_in_yoe_le2_2026
millions,193,30,0.0005325621759441941,0.000157040930101082,3.3912316719049076,1.174226971512497,6.175938522317548,other,up_in_yoe_le2_2026
integrating,338,84,0.0009326736552805057,0.00043971460428302966,2.121088647490486,0.7286812144037906,6.10263621968674,other,up_in_yoe_le2_2026
checking,145,14,0.0004001114793363116,7.328576738050494e-05,5.459606873718116,1.6139086275755572,6.058366260553112,other,up_in_yoe_le2_2026
retrieval,169,23,0.00046633682764025286,0.00012039804641082955,3.8732923128087138,1.2984423246584313,6.055394253382692,other,up_in_yoe_le2_2026
prompt,170,24,0.0004690962171529171,0.0001256327440808656,3.7338690688072167,1.2642743872878937,6.002246623264094,ai_concept,up_in_yoe_le2_2026
amongst,138,4,0.0003807957527476621,2.0938790680144268e-05,18.186138758661034,2.620326173407613,5.985125746096665,other,up_in_yoe_le2_2026
enable,402,111,0.0011092745840910157,0.0005810514413740035,1.909081546150081,0.6275178786189297,5.964940294627979,other,up_in_yoe_le2_2026
artificial,213,40,0.0005877499661974785,0.00020938790680144267,2.806990982315073,0.9958394871177436,5.935134323377971,other,up_in_yoe_le2_2026
need,595,191,0.0016418367600352097,0.0009998272549768888,1.6421204281665247,0.4822908624947484,5.897658576996081,other,up_in_yoe_le2_2026
foundational,174,27,0.00048013377520357396,0.0001413368370909738,3.3970887214246055,1.175810636756097,5.867887865090485,other,up_in_yoe_le2_2026
debugging,723,246,0.0019950386176562297,0.0012877356268288726,1.549261025393181,0.4260277888303614,5.8653368279366145,other,up_in_yoe_le2_2026
guidelines,316,80,0.000871967086001893,0.00041877581360288534,2.0821811042524954,0.7108777118752094,5.797373462376804,other,up_in_yoe_le2_2026
maintainable,276,65,0.0007615915054953242,0.00034025534855234435,2.2382940010659738,0.7801523043926615,5.783395438775991,other,up_in_yoe_le2_2026
rust,168,26,0.00046357743812758864,0.00013610213942093775,3.4060995668395244,1.1782854381384151,5.771790612413927,tech_stack,up_in_yoe_le2_2026
starlink,169,1,0.00046633682764025286,5.234697670036067e-06,89.08572319460042,3.5196858413042893,5.738230601486982,other,up_in_yoe_le2_2026
ai-driven,132,3,0.0003642394156716768,1.57040930101082e-05,23.19391609800248,2.795721370425797,5.73809923337204,ai_generic,up_in_yoe_le2_2026
accuracy,290,71,0.0008002229586726232,0.00037166353457256075,2.153084400902919,0.7429759485255865,5.73066484580514,other,up_in_yoe_le2_2026
cross-functional,716,246,0.00197572289106758,0.0012877356268288726,1.5342612644281015,0.41658645601826905,5.727558870366265,org_scope,up_in_yoe_le2_2026
peers,287,70,0.0007919447901346306,0.0003664288369025247,2.161251272768413,0.7466023409368256,5.720459537857177,other,up_in_yoe_le2_2026
feature,349,94,0.0009630269399198122,0.0004920615809833903,1.9571268661032073,0.6513794042507968,5.715411726618915,other,up_in_yoe_le2_2026
track,421,123,0.0011617029848316359,0.0006438678134144363,1.8042569617995274,0.573095234048659,5.693854654935354,other,up_in_yoe_le2_2026
style,165,26,0.000455299269589596,0.00013610213942093775,3.345276360288819,1.1613609647360086,5.67899585755902,other,up_in_yoe_le2_2026
genai,126,3,0.0003476830785956915,1.57040930101082e-05,22.13964718445691,2.763084999317389,5.62892022065855,other,up_in_yoe_le2_2026
decide,114,5,0.0003145704044437209,2.6173488350180334e-05,12.018665614419467,2.2965090425825974,5.566052609164683,other,up_in_yoe_le2_2026
telemetry,172,30,0.0004746149961782455,0.000157040930101082,3.022237552163959,1.0656992040082196,5.542033118476068,other,up_in_yoe_le2_2026
experimentation,124,13,0.00034216429957036304,6.805106971046887e-05,5.0280517415250126,1.5389738858745003,5.5258116551150165,other,up_in_yoe_le2_2026
teams,2588,1119,0.007141300058774997,0.005857626692770359,1.219145642652336,0.19391986040779052,5.493807286728271,credential,up_in_yoe_le2_2026
postgresql,236,54,0.0006512159249887555,0.0002826736741819476,2.3037728110810543,0.8076891874820218,5.475318563755289,tech_stack,up_in_yoe_le2_2026
services,2080,878,0.005739530186341574,0.004596064554291667,1.2487923349514691,0.21716234581921334,5.470484751354527,other,up_in_yoe_le2_2026
deployment,1103,425,0.0030436066324686325,0.0022247465097653286,1.368068954871483,0.3055165216247735,5.4301608671387225,other,up_in_yoe_le2_2026
billions,106,6,0.0002924952883424071,3.14081860202164e-05,9.312708736319177,2.083876476479155,5.384410392610333,other,up_in_yoe_le2_2026
runtime,108,8,0.00029801406736773556,4.1877581360288535e-05,7.116315166432579,1.8507981768897483,5.380337050875759,other,up_in_yoe_le2_2026
languages,1160,454,0.003200891834690493,0.0023765527421963743,1.3468633697278172,0.29034839862983386,5.321213640706548,other,up_in_yoe_le2_2026
structured,209,47,0.0005767124081468216,0.00024603079049169516,2.3440659886279103,0.824227059612932,5.222870141581804,other,up_in_yoe_le2_2026
scalability,396,121,0.0010927182470150303,0.0006333984180743642,1.7251673130745642,0.5297832689618671,5.190332223274646,tech_stack,up_in_yoe_le2_2026
high-impact,113,2,0.00031181101493105666,1.0469395340072134e-05,29.783096807662275,2.962984764506004,5.187685592271261,other,up_in_yoe_le2_2026
academic,213,49,0.0005877499661974785,0.0002565001858317673,2.2914212100531204,0.8025114282865005,5.179096643664422,other,up_in_yoe_le2_2026
next-generation,141,23,0.0003890739212856548,0.00012039804641082955,3.2315634089114127,1.128794728192342,5.174090007974256,other,up_in_yoe_le2_2026
management,1755,1529,0.004842728594725703,0.008003852737485146,0.6050496871394606,-0.4953894187218184,-14.303017216545118,other,up_in_yoe_le2_2024
application,1308,1124,0.0036092814825647974,0.005883800181120539,0.6134269301234884,-0.48103457603118116,-11.946210439773024,other,up_in_yoe_le2_2024
c++,0,463,0.0,0.002423665021226699,0.0,-5.244913017253193,-11.230249026343229,other,up_in_yoe_le2_2024
duties,252,328,0.000695366157191383,0.00171698083577183,0.4049935460571386,-0.8867786800419948,-10.69512299250748,other,up_in_yoe_le2_2024
option,96,193,0.00026490139321576497,0.001010296650316961,0.2622015950786903,-1.3116949535843654,-10.63325336044135,other,up_in_yoe_le2_2024
assigned,212,266,0.0005849905766848142,0.001392429580229594,0.42012219863094025,-0.8506345963762545,-9.333551019496399,other,up_in_yoe_le2_2024
specifications,318,341,0.0008774858650272214,0.0017850319054822988,0.4915799332954405,-0.696770110765228,-9.027093152718317,other,up_in_yoe_le2_2024
requirements,3280,2201,0.009050797601538636,0.011521569571749383,0.7855524844228671,-0.23895898807208926,-8.765570557561759,other,up_in_yoe_le2_2024
provides,217,252,0.0005987875242481354,0.0013191438128490889,0.4539213377765637,-0.7747148310004341,-8.449536562232584,other,up_in_yoe_le2_2024
technology,1280,964,0.0035320185762101994,0.005046248553914769,0.6999295691588828,-0.35101673375826703,-8.31630691450431,other,up_in_yoe_le2_2024
mbse,46,104,0.00012693191758255404,0.000544408557683751,0.2331556251110389,-1.4258101099343579,-8.159978397998618,credential,up_in_yoe_le2_2024
accredited,97,149,0.0002676607827284292,0.000779969952835374,0.34316806917422826,-1.0484877734767704,-8.1239816680458,other,up_in_yoe_le2_2024
various,414,389,0.0011423872582429864,0.00203629739364403,0.5610119925550963,-0.5672317962018649,-8.113085121099136,other,up_in_yoe_le2_2024
must,1200,906,0.0033112674151970617,0.004742636089052676,0.6981913334738856,-0.3533707847350973,-8.111922548613762,other,up_in_yoe_le2_2024
include,504,448,0.001390732314382766,0.002345144556176158,0.5930262638693815,-0.5128876001033911,-7.977877481582473,other,up_in_yoe_le2_2024
studies,71,123,0.00019591665539915948,0.0006438678134144363,0.30428086529160675,-1.166055175723307,-7.913193405913891,other,up_in_yoe_le2_2024
provide,1003,766,0.0027676676812022107,0.004009778415247627,0.690229582432248,-0.36441968677037284,-7.672853579568456,other,up_in_yoe_le2_2024
functional,465,410,0.0012831161233888614,0.0021462260447147876,0.5978476156081569,-0.5048607060830212,-7.526957770602672,other,up_in_yoe_le2_2024
sql,876,679,0.002417225213093855,0.0035543597179544897,0.6800733197834439,-0.37883933877422393,-7.4853893915328555,tech_stack,up_in_yoe_le2_2024
written,496,429,0.0013686571982814521,0.0022456853004454726,0.609460817154547,-0.48601629937299506,-7.4455023583670075,other,up_in_yoe_le2_2024
etc,884,681,0.0024393003291951687,0.0035648291132945615,0.6842685165743623,-0.3728026912132494,-7.3869625090028865,other,up_in_yoe_le2_2024
facilitate,62,106,0.00017108214978518152,0.0005548779530238231,0.3083239275463451,-1.1530892928453182,-7.2941932220283,other,up_in_yoe_le2_2024
definition,70,112,0.00019315726588649528,0.0005862861390440395,0.32945903548298977,-1.0882603808261093,-7.221526839868612,other,up_in_yoe_le2_2024
program,663,533,0.0018294752468963767,0.002790093858129224,0.6557038364734625,-0.41442167082340386,-7.196115293278515,other,up_in_yoe_le2_2024
performs,120,153,0.0003311267415197062,0.0008009087435155183,0.4134387896257126,-0.8660171430041022,-7.174746954217424,credential,up_in_yoe_le2_2024
drawings,50,93,0.0001379694756332109,0.00048682688331335425,0.28340562192085134,-1.2353989297500476,-7.128569254438896,other,up_in_yoe_le2_2024
and,1149,837,0.0031705385500511865,0.0043814419498201885,0.7236290213045738,-0.3181007188236924,-7.073121619612731,other,up_in_yoe_le2_2024
oral,80,116,0.00022075116101313746,0.0006072249297241838,0.36354100467088524,-0.9919128929947032,-6.897850389845078,other,up_in_yoe_le2_2024
coordinate,133,157,0.000366998805184341,0.0008218475341956625,0.44655339331707145,-0.7904949502135139,-6.77538495390015,other,up_in_yoe_le2_2024
develops,254,246,0.0007008849362167114,0.0012877356268288726,0.5442770407328741,-0.596620038472671,-6.735959859865426,other,up_in_yoe_le2_2024
related,2985,1915,0.008236777695302691,0.010024446038119068,0.8216691140818585,-0.19428977328580732,-6.708576021503354,other,up_in_yoe_le2_2024
levels,147,166,0.00040563025836164006,0.0008689598132259871,0.46679979003373007,-0.747040050485988,-6.662169808798112,other,up_in_yoe_le2_2024
meetings,112,137,0.00030905162541839244,0.0007171535807949412,0.4309420376536625,-0.825325299141948,-6.54456391400403,other,up_in_yoe_le2_2024
communication,1375,955,0.0037941605799133,0.004999136274884444,0.7589632231021753,-0.2714094984203177,-6.511532336657043,other,up_in_yoe_le2_2024
involving,63,96,0.00017384153929784574,0.0005025309763234625,0.3459319872571392,-1.0404575067639383,-6.486508643803909,other,up_in_yoe_le2_2024
perform,548,439,0.0015121454529399916,0.0022980322771458334,0.6580174995705819,-0.4107983874714023,-6.4788341385659,other,up_in_yoe_le2_2024
presentations,54,88,0.00014900703368386778,0.0004606533949631739,0.3234688712014808,-1.1061292211091178,-6.470117993689244,other,up_in_yoe_le2_2024
programmer,22,58,6.07065692786128e-05,0.0003036124648620919,0.19994755256898689,-1.5750394210101746,-6.384140484511706,other,up_in_yoe_le2_2024
candidate,575,451,0.0015866489697819255,0.0023608486491862664,0.6720672120717307,-0.3900853624948022,-6.265175006823331,other,up_in_yoe_le2_2024
fault,47,78,0.00012969130709521826,0.0004083064182628132,0.3176323008759081,-1.1239046579300291,-6.1549236926517725,other,up_in_yoe_le2_2024
bachelors,119,136,0.000328367352007042,0.0007119188831249051,0.46124264967618567,-0.7587014417213727,-6.104941122796471,credential,up_in_yoe_le2_2024
group,163,168,0.0004497804905642676,0.0008794292085660593,0.5114459312735936,-0.6574623417257222,-6.039588351284038,other,up_in_yoe_le2_2024
satisfactory,7,43,1.9315726588649528e-05,0.0002250919998115509,0.08581258598626709,-2.3854796861345218,-6.03345245502328,other,up_in_yoe_le2_2024
allocation,21,53,5.794717976594858e-05,0.00027743897651191156,0.20886459607978217,-1.5326389282579704,-6.02979444577683,other,up_in_yoe_le2_2024
procedures,565,437,0.0015590550746552832,0.002287562881805761,0.6815353960563449,-0.37633339248354236,-5.968205397470727,other,up_in_yoe_le2_2024
overall,132,143,0.0003642394156716768,0.0007485617668151576,0.4865856524056464,-0.7062682729312497,-5.909788425381029,other,up_in_yoe_le2_2024
reports,315,272,0.0008692076964892287,0.0014238377662498102,0.6104682128067163,-0.4840811280375279,-5.907237107379215,other,up_in_yoe_le2_2024
according,21,51,5.794717976594858e-05,0.0002669695811718394,0.2170553645534991,-1.4952360292930056,-5.847935686318143,other,up_in_yoe_le2_2024
programs,344,290,0.000949229992356491,0.0015180623243104595,0.6252905280339226,-0.4605811273694105,-5.8358137743224825,credential,up_in_yoe_le2_2024
providing,343,289,0.0009464706028438269,0.0015128276266404234,0.6256301684189093,-0.46004647556757305,-5.819708586180318,other,up_in_yoe_le2_2024
desired,275,243,0.00075883211598266,0.0012720315338187642,0.5965513399691995,-0.5066451743505374,-5.8122046866490304,other,up_in_yoe_le2_2024
logical,35,63,9.657863294324764e-05,0.0003297859532122722,0.2928524759848798,-1.2032559521657333,-5.774276715344897,other,up_in_yoe_le2_2024
ph,21,50,5.794717976594858e-05,0.00026173488350180336,0.2213964718445691,-1.47596999825722,-5.754730454161604,other,up_in_yoe_le2_2024
cost,198,188,0.0005463591235075151,0.0009841231619667806,0.5551735236223997,-0.5770406608429202,-5.723082848088981,other,up_in_yoe_le2_2024
implementation,699,515,0.0019288132693522884,0.0026958693000685746,0.7154698743382053,-0.32876997061819324,-5.720358580828962,responsibilities_verbs,up_in_yoe_le2_2024
nasa,36,63,9.933802245591185e-05,0.0003297859532122722,0.3012196895844478,-1.1757251654365763,-5.692281270631786,other,up_in_yoe_le2_2024
timeline,13,42,3.5872063664634835e-05,0.00021985730214151483,0.16316066519157585,-1.7718937832830033,-5.680357685676097,other,up_in_yoe_le2_2024
interpersonal,164,163,0.00045253988007693175,0.0008532557202158789,0.530368410495316,-0.6218164744719719,-5.678115713940061,other,up_in_yoe_le2_2024
last,18,46,4.9669011227955924e-05,0.0002407960928216591,0.20627000482413269,-1.5447562006906779,-5.637312356035274,other,up_in_yoe_le2_2024
participates,113,124,0.00031181101493105666,0.0006491025110844723,0.4803725291558431,-0.7188203649427933,-5.582317744373718,other,up_in_yoe_le2_2024
j2ee,33,59,9.10598539179192e-05,0.00030884716253212795,0.2948379165000315,-1.1966390929244248,-5.569074289442733,other,up_in_yoe_le2_2024
requirement,165,162,0.000455299269589596,0.0008480210225458428,0.5368962059722796,-0.609815624607764,-5.5683297567321555,other,up_in_yoe_le2_2024
troubleshooting,490,379,0.001352100861205467,0.001983950416943669,0.6815194823711451,-0.376261340470621,-5.556959781603665,other,up_in_yoe_le2_2024
relationships,131,137,0.0003614800261590126,0.0007171535807949412,0.5040482761841945,-0.6716738390062318,-5.551256338177909,responsibilities_verbs,up_in_yoe_le2_2024
activities,478,371,0.0013189881870534963,0.001942072835583381,0.6791651491573869,-0.3796432270157757,-5.543178351283235,other,up_in_yoe_le2_2024
manager,167,163,0.0004608180486149244,0.0008532557202158789,0.5400702716629132,-0.6040364822756192,-5.540635272451011,other,up_in_yoe_le2_2024
semester,6,36,1.655633707598531e-05,0.0001884491161212984,0.08785574279546395,-2.3632885962578047,-5.521149576707512,other,up_in_yoe_le2_2024
along,82,99,0.00022626994003846588,0.0005182350693335706,0.43661641874109347,-0.8123914308294138,-5.495733797167958,other,up_in_yoe_le2_2024
gained,8,36,2.2075116101313745e-05,0.0001884491161212984,0.11714099039395191,-2.090268011789565,-5.4718723541400465,other,up_in_yoe_le2_2024
mainframe,7,35,1.9315726588649528e-05,0.00018321441845126234,0.10542689135455673,-2.190678401297216,-5.426004209932973,other,up_in_yoe_le2_2024
variety,212,192,0.0005849905766848142,0.001005061952646925,0.5820442960199486,-0.5306869788641837,-5.380059696038196,other,up_in_yoe_le2_2024
word,52,73,0.00014348825465853934,0.0003821329299126329,0.37549303770116094,-0.9600939714394006,-5.346464473842035,other,up_in_yoe_le2_2024
customer,1378,912,0.0038024387484512927,0.004774044275072893,0.7964816682378243,-0.22394580668344144,-5.302873355401835,other,up_in_yoe_le2_2024
website,34,57,9.381924343058342e-05,0.0002983777671920558,0.3144310794785025,-1.1337373921059015,-5.291068636409222,credential,up_in_yoe_le2_2024
self-starter,47,68,0.00012969130709521826,0.00035595944156245255,0.36434293335765927,-0.9895988056723759,-5.272351961841891,other,up_in_yoe_le2_2024
specification,45,66,0.00012417252806988982,0.0003454900462223804,0.3594098568905343,-1.0029402588762917,-5.243299551995827,other,up_in_yoe_le2_2024
aspdotnet,41,62,0.00011313497001923294,0.00032455125554223615,0.3485889149626472,-1.0328545059024847,-5.1864930327838845,other,up_in_yoe_le2_2024
duration,53,72,0.00014624764417120356,0.0003768982322425968,0.3880295306799657,-0.9279214389561155,-5.180358341543493,other,up_in_yoe_le2_2024
requested,23,46,6.346595879127702e-05,0.0002407960928216591,0.2635672283863918,-1.3060709790819462,-5.177696806597132,other,up_in_yoe_le2_2024
diploma,77,91,0.0002124729924751448,0.0004763574879732821,0.4460368480385092,-0.7914424393021013,-5.162853431891095,other,up_in_yoe_le2_2024
commissioning,19,42,5.2428400740620145e-05,0.00021985730214151483,0.2384655875876878,-1.4036336275287393,-5.143791125366053,other,up_in_yoe_le2_2024
position,1320,871,0.003642394156716768,0.004559421670601415,0.7988719666361358,-0.22095910997339452,-5.11630204256913,other,up_in_yoe_le2_2024
propulsion,15,38,4.1390842689963276e-05,0.00019891851146137054,0.20807939083136198,-1.5362381339668776,-5.110998494976826,other,up_in_yoe_le2_2024
drupal,2,38,5.518779025328436e-06,0.00019891851146137054,0.027743918777514927,-3.400198380625895,-5.110288369095178,other,up_in_yoe_le2_2024
completed,35,56,9.657863294324764e-05,0.00029314306952201976,0.32945903548298977,-1.0880680820553703,-5.105488284938611,other,up_in_yoe_le2_2024
capacity,95,104,0.00026214200370310074,0.000544408557683751,0.48151705185975424,-0.71643361930927,-5.098533286272033,other,up_in_yoe_le2_2024
suppliers,41,61,0.00011313497001923294,0.0003193165578722001,0.354303487339084,-1.0169334512403747,-5.089630643684027,other,up_in_yoe_le2_2024
admitted,10,33,2.7593895126642183e-05,0.0001727450231111902,0.1597377141735708,-1.7923299346733241,-5.053519979716686,other,up_in_yoe_le2_2024
scrum,207,183,0.0005711936291214932,0.0009579496736166003,0.5962668445462634,-0.5069888521446062,-5.046717107892034,other,up_in_yoe_le2_2024
installation,128,127,0.0003532018576210199,0.0006648066040945806,0.5312851217867425,-0.6200361303311155,-4.999815375918314,other,up_in_yoe_le2_2024
operation,131,129,0.0003614800261590126,0.0006752759994346527,0.5353070840095709,-0.6126444264289885,-4.988303862828885,other,up_in_yoe_le2_2024
documents,243,206,0.000670531651577405,0.0010783477200274297,0.6218139465814875,-0.4658878913954432,-4.9688138710082725,other,up_in_yoe_le2_2024
yrs,11,33,3.03532846393064e-05,0.0001727450231111902,0.17571148559092786,-1.7001966096646175,-4.96385250315271,other,up_in_yoe_le2_2024
db2,20,41,5.5187790253284366e-05,0.00021462260447147874,0.2571387594013579,-1.3301406145210777,-4.938219667568356,other,up_in_yoe_le2_2024
communicates,37,56,0.00010209741196857607,0.00029314306952201976,0.3482852660820177,-1.033687512855991,-4.931848453203339,other,up_in_yoe_le2_2024
gathering,78,89,0.00021523238198780902,0.00046588809263321,0.46198300705929346,-0.7569992368332992,-4.92965284617179,other,up_in_yoe_le2_2024
