term,count_a,count_b,freq_a,freq_b,z_score,abs_z,category,favors
provide,1881,2328,0.002149129722429785,0.0014545499985941848,12.61173286404054,12.61173286404054,,Senior 2024 (arshkon)
angeles,72,630,8.226333865759942e-05,0.0003936282212690449,-12.586729612172784,12.586729612172784,,Senior 2026 (scraped)
salary,1281,3523,0.001463601900283123,0.002201194005604516,-12.532674666050204,12.532674666050204,,Senior 2026 (scraped)
anduril,36,566,4.113166932879971e-05,0.0003536405924417133,-12.519393430193798,12.519393430193798,,Senior 2026 (scraped)
los,75,630,8.569097776833273e-05,0.0003936282212690449,-12.484682395831785,12.484682395831785,,Senior 2026 (scraped)
zone,205,62,0.00023422200590010944,3.873801542647743e-05,12.416257441446758,12.416257441446758,,Senior 2024 (arshkon)
posted,513,414,0.0005861262879353959,0.0002586699739768009,12.385279981406338,12.385279981406338,,Senior 2024 (arshkon)
pipelines,786,2389,0.000898041447012127,0.0014926632073202354,-12.37241643946417,12.37241643946417,,Senior 2026 (scraped)
platforms,824,2475,0.0009414582090814155,0.001546396583556962,-12.354995051011034,12.354995051011034,,Senior 2026 (scraped)
systems,4276,9778,0.00488552827916521,0.006109359916775747,-12.26341629988156,12.26341629988156,System Design,Senior 2026 (scraped)
website,450,342,0.0005141458666099964,0.00021368389154605293,12.242657201364425,12.242657201364425,,Senior 2024 (arshkon)
powered,106,689,0.00012110991524591025,0.00043049181659424114,-12.158924532828662,12.158924532828662,,Senior 2026 (scraped)
scale,916,2662,0.0010465724751439038,0.0016632354365368213,-12.110833843756954,12.110833843756954,,Senior 2026 (scraped)
working,2804,3799,0.0032037000221653996,0.0023736406549223835,12.075849493751061,12.075849493751061,,Senior 2024 (arshkon)
modern,466,1604,0.0005324266085339073,0.0010021899474849968,-12.028959576446653,12.028959576446653,,Senior 2026 (scraped)
agent,17,583,1.9423288294155418e-05,0.0003642623063489733,-11.91676517195671,11.91676517195671,AI/LLM,Senior 2026 (scraped)
etc,1031,1130,0.0011779653077220139,0.0007060315714825726,11.894956673103549,11.894956673103549,,Senior 2024 (arshkon)
capitalone,220,92,0.000251360201453776,5.7482216439289095e-05,11.88449300968619,11.88449300968619,,Senior 2024 (arshkon)
