company,n,j1,j2,j3,j4,n_yoe,is_aggregator,mode_industry,sources_present,n_sources,j1_share,j2_share,j3_share,j4_share,flag
"Mission Technologies, a division of HII",100,4.0,4.0,15.0,19.0,97.0,False,Defense and Space Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.04,0.04,0.15463917525773196,0.1958762886597938,False
MissionStaff,5,0.0,0.0,2.0,2.0,3.0,False,Staffing and Recruiting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.6666666666666666,0.6666666666666666,True
Mitchell Martin Inc.,22,0.0,0.0,0.0,3.0,12.0,True,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.25,False
ModMed,17,1.0,1.0,2.0,4.0,15.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.058823529411764705,0.058823529411764705,0.13333333333333333,0.26666666666666666,False
"Modern Technology Solutions, Inc. (MTSI)",26,3.0,3.0,3.0,7.0,22.0,False,Defense and Space Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.11538461538461539,0.11538461538461539,0.13636363636363635,0.3181818181818182,False
Modine Manufacturing Company,6,0.0,0.0,1.0,2.0,3.0,False,Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.3333333333333333,0.6666666666666666,True
Molex,14,0.0,0.0,2.0,6.0,9.0,False,"Appliances, Electrical, and Electronics Manufacturing","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2222222222222222,0.6666666666666666,True
Moloco,14,0.0,0.0,1.0,3.0,13.0,False,Advertising Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.07692307692307693,0.23076923076923078,False
"Monarch Recruiters, LLC",5,2.0,2.0,2.0,3.0,3.0,False,Software Development and IT System Custom Software Development,['scraped'],1,0.4,0.4,0.6666666666666666,1.0,True
Mondo,13,0.0,0.0,0.0,1.0,7.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.14285714285714285,False
Mondrian Alpha,10,0.0,0.0,3.0,4.0,4.0,False,"Software Development, Financial Services, and IT Services and IT Consulting","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.75,1.0,True
MongoDB,25,0.0,0.0,1.0,4.0,15.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.06666666666666667,0.26666666666666666,False
Monks,5,0.0,0.0,0.0,0.0,4.0,False,Advertising Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Moody's,9,0.0,0.0,0.0,0.0,6.0,False,Financial Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Moog Inc.,16,1.0,1.0,2.0,4.0,11.0,False,Aviation and Aerospace Component Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0625,0.0625,0.18181818181818182,0.36363636363636365,False
Morgan Stanley,26,0.0,2.0,1.0,5.0,18.0,False,Financial Services,['scraped'],1,0.0,0.07692307692307693,0.05555555555555555,0.2777777777777778,False
Morningstar,9,0.0,0.0,0.0,2.0,6.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.3333333333333333,False
Motion Recruitment,353,3.0,3.0,26.0,57.0,231.0,True,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0084985835694051,0.0084985835694051,0.11255411255411256,0.24675324675324675,False
Motion Recruitment Partners LLC,16,0.0,0.0,0.0,1.0,10.0,True,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.1,False
Motional,11,0.0,0.0,0.0,1.0,7.0,False,"Technology, Information and Internet",['scraped'],1,0.0,0.0,0.0,0.14285714285714285,False
Motorola Solutions,47,1.0,1.0,12.0,16.0,39.0,False,Telecommunications,"['kaggle_arshkon', 'scraped']",2,0.02127659574468085,0.02127659574468085,0.3076923076923077,0.41025641025641024,False
MphasiS Corporation USA,5,0.0,0.0,0.0,0.0,3.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Mphasis,12,0.0,0.0,0.0,1.0,7.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.14285714285714285,False
Mujin US,6,0.0,0.0,2.0,4.0,5.0,False,Automation Machinery Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.4,0.8,True
Munters,5,0.0,0.0,1.0,1.0,1.0,False,Industrial Machinery Manufacturing,['scraped'],1,0.0,0.0,1.0,1.0,True
My3Tech,12,0.0,0.0,0.0,0.0,6.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
NAM Info Inc,12,0.0,0.0,4.0,4.0,9.0,False,Hospitals and Health Care,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.4444444444444444,0.4444444444444444,False
NAVEX,6,0.0,0.0,0.0,0.0,5.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
NBCUniversal,18,0.0,0.0,1.0,2.0,14.0,False,Broadcast Media Production and Distribution,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.07142857142857142,0.14285714285714285,False
NICE,17,0.0,1.0,1.0,2.0,13.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.058823529411764705,0.07692307692307693,0.15384615384615385,False
NJF Global Holdings Ltd,8,0.0,0.0,0.0,1.0,1.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,1.0,True
NLB Services,34,0.0,0.0,4.0,4.0,13.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.3076923076923077,0.3076923076923077,False
NLP Logix,5,0.0,0.0,1.0,2.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.2,0.4,False
NPAworldwide,7,0.0,0.0,0.0,0.0,6.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.0,0.0,False
NR Consulting,64,0.0,0.0,2.0,3.0,24.0,False,Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.08333333333333333,0.125,False
NS2 Mission,5,0.0,0.0,0.0,0.0,4.0,False,Defense and Space Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
NTT DATA,5,0.0,0.0,0.0,0.0,4.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
NTT DATA North America,88,0.0,0.0,1.0,13.0,78.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.01282051282051282,0.16666666666666666,False
NVIDIA,245,2.0,2.0,11.0,26.0,183.0,False,Computer Hardware Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.00816326530612245,0.00816326530612245,0.060109289617486336,0.14207650273224043,False
Nasdaq,6,0.0,0.0,1.0,3.0,5.0,False,Financial Services,['scraped'],1,0.0,0.0,0.2,0.6,False
Nasscomm,6,0.0,0.0,1.0,1.0,6.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.16666666666666666,0.16666666666666666,False
Nationwide,14,0.0,0.0,3.0,4.0,14.0,False,Insurance,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.21428571428571427,0.2857142857142857,False
Nava Software Solutions,8,0.0,0.0,0.0,0.0,6.0,True,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Navan,13,0.0,0.0,1.0,1.0,9.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.1111111111111111,0.1111111111111111,False
Navy Federal Credit Union,11,0.0,0.0,1.0,2.0,4.0,True,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.25,0.5,False
Nclusion,5,0.0,0.0,0.0,0.0,1.0,False,Financial Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Nebula,6,0.0,0.0,0.0,0.0,0.0,False,Software Development,['kaggle_arshkon'],1,0.0,0.0,,,False
Neodym Technologies,7,0.0,0.0,0.0,0.0,4.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Neos Consulting Group,5,0.0,0.0,0.0,1.0,4.0,False,Information Technology & Services,['scraped'],1,0.0,0.0,0.0,0.25,False
Nesco Resource,9,2.0,2.0,3.0,4.0,8.0,False,"Financial Services, Insurance and Employee Benefit Funds, and Data Infrastructure and Analytics","['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.2222222222222222,0.2222222222222222,0.375,0.5,False
Net2Source (N2S),27,1.0,1.0,1.0,2.0,11.0,True,Information Services,['scraped'],1,0.037037037037037035,0.037037037037037035,0.09090909090909091,0.18181818181818182,False
Net2Source Inc.,25,0.0,0.0,4.0,7.0,19.0,True,Engines and Power Transmission Equipment Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.21052631578947367,0.3684210526315789,False
NetApp,44,4.0,4.0,6.0,8.0,36.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.09090909090909091,0.09090909090909091,0.16666666666666666,0.2222222222222222,False
NetJets,13,2.0,2.0,4.0,4.0,9.0,False,Airlines and Aviation,"['kaggle_arshkon', 'scraped']",2,0.15384615384615385,0.15384615384615385,0.4444444444444444,0.4444444444444444,False
Netflix,35,2.0,2.0,1.0,2.0,11.0,False,Entertainment Providers,"['kaggle_arshkon', 'scraped']",2,0.05714285714285714,0.05714285714285714,0.09090909090909091,0.18181818181818182,False
Netsmart,10,1.0,1.0,3.0,3.0,5.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.1,0.1,0.6,0.6,False
Neuracore,5,0.0,0.0,0.0,1.0,2.0,False,Robotics Engineering,['scraped'],1,0.0,0.0,0.0,0.5,False
Neuralink,11,5.0,5.0,1.0,1.0,1.0,False,"Technology, Information and Internet",['scraped'],1,0.45454545454545453,0.45454545454545453,1.0,1.0,True
New Charter Technologies,5,0.0,0.0,0.0,1.0,4.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.25,False
New York Life,5,0.0,0.0,1.0,2.0,5.0,False,Financial Services,['scraped'],1,0.0,0.0,0.2,0.4,False
New York Technology Partners,70,0.0,0.0,1.0,3.0,24.0,True,Banking,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.041666666666666664,0.125,False
Newell Brands,5,0.0,0.0,0.0,1.0,4.0,False,Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.25,False
"Newport News Shipbuilding, A Division of HII",8,0.0,0.0,0.0,7.0,8.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.875,True
Next Gen Software Solutions LLC,7,0.0,0.0,0.0,0.0,4.0,True,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
"Next Phase Solutions and Services, Inc.",5,2.0,2.0,0.0,0.0,1.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.4,0.4,0.0,0.0,False
NextEra Energy Resources,7,0.0,0.0,0.0,1.0,7.0,False,Utilities,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.14285714285714285,False
NextGen Coding Company,5,0.0,0.0,0.0,0.0,4.0,False,"IT Services and IT Consulting, Data Infrastructure and Analytics, and Software Development",['scraped'],1,0.0,0.0,0.0,0.0,False
NextGen Federal Systems,9,0.0,1.0,2.0,4.0,8.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.1111111111111111,0.25,0.5,False
NextGenPros Inc,7,0.0,0.0,0.0,0.0,4.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
NextPath Workforce Solutions,5,0.0,0.0,1.0,1.0,3.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Nexwave,7,0.0,0.0,1.0,1.0,5.0,True,Information Technology & Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.2,0.2,False
Neya Systems,6,0.0,0.0,0.0,0.0,3.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
NiSUS Technologies Corporation,22,0.0,3.0,2.0,2.0,22.0,False,,['kaggle_asaniczka'],1,0.0,0.13636363636363635,0.09090909090909091,0.09090909090909091,False
Nigel Frank International,7,0.0,0.0,0.0,0.0,0.0,False,Information Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,,,False
Nightwing,17,3.0,3.0,1.0,1.0,12.0,False,Engineering Services,['scraped'],1,0.17647058823529413,0.17647058823529413,0.08333333333333333,0.08333333333333333,False
Nine Mind Solutions,5,0.0,0.0,3.0,4.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.6,0.8,True
NinjaTrader,8,0.0,0.0,0.0,0.0,5.0,False,"Technology, Information and Internet, Software Development, and IT Services and IT Consulting","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Nityo Infotech,11,0.0,0.0,1.0,2.0,7.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.14285714285714285,0.2857142857142857,False
Niyam IT,5,0.0,0.0,0.0,1.0,4.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.25,False
Noblesoft Solutions,5,0.0,0.0,0.0,1.0,4.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.25,False
Noblis,22,0.0,0.0,2.0,7.0,18.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.1111111111111111,0.3888888888888889,False
Node.Digital LLC,12,3.0,3.0,2.0,2.0,9.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.25,0.25,0.2222222222222222,0.2222222222222222,False
Nokia,5,2.0,2.0,0.0,0.0,2.0,False,IT Services and IT Consulting and Telecommunications,['scraped'],1,0.4,0.4,0.0,0.0,False
Nooks,13,0.0,0.0,1.0,5.0,11.0,False,Software Development,['scraped'],1,0.0,0.0,0.09090909090909091,0.45454545454545453,False
Noralogic Inc,7,0.0,0.0,0.0,1.0,6.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.16666666666666666,False
Northern Trust,7,0.0,0.0,0.0,1.0,4.0,False,Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.25,False
Northrop Grumman,412,1.0,5.0,75.0,159.0,400.0,True,Defense and Space Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0024271844660194173,0.012135922330097087,0.1875,0.3975,False
Northstrat Incorporated,13,0.0,0.0,0.0,2.0,8.0,False,Defense and Space Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.25,False
Notable,5,0.0,0.0,0.0,0.0,2.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Notion,10,1.0,1.0,1.0,1.0,2.0,False,Software Development,['scraped'],1,0.1,0.1,0.5,0.5,False
Nova Biomedical,6,0.0,0.0,0.0,1.0,4.0,False,Medical Device,['scraped'],1,0.0,0.0,0.0,0.25,False
Novaflow (YC S25),5,2.0,2.0,0.0,0.0,0.0,False,"Technology, Information and Internet",['scraped'],1,0.4,0.4,,,False
Nscale,6,0.0,0.0,0.0,0.0,2.0,False,"Technology, Information and Internet",['scraped'],1,0.0,0.0,0.0,0.0,False
Nubank,10,0.0,0.0,0.0,0.0,2.0,False,Financial Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Nuna Inc.,5,0.0,0.0,0.0,0.0,4.0,False,Hospitals and Health Care,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Nuro,21,5.0,5.0,2.0,7.0,13.0,False,Software Development,['scraped'],1,0.23809523809523808,0.23809523809523808,0.15384615384615385,0.5384615384615384,False
Nutanix,6,2.0,2.0,0.0,2.0,4.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.3333333333333333,0.3333333333333333,0.0,0.5,False
O'Reilly Auto Parts,5,0.0,0.0,0.0,0.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
"O2 Technologies,Inc",9,0.0,0.0,0.0,0.0,2.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
OCLC,11,0.0,0.0,8.0,8.0,11.0,False,"Technology, Information and Internet",['scraped'],1,0.0,0.0,0.7272727272727273,0.7272727272727273,True
OKAYA INFOCOM,7,0.0,0.0,0.0,0.0,3.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
OPERS,6,0.0,0.0,0.0,0.0,6.0,False,Government Administration,['scraped'],1,0.0,0.0,0.0,0.0,False
OSI Engineering,18,0.0,0.0,0.0,5.0,15.0,True,Consumer Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.3333333333333333,False
OSO Ventures Inc,10,0.0,0.0,0.0,0.0,4.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
OTR Solutions,6,1.0,1.0,0.0,0.0,2.0,False,"Financial Services and Transportation, Logistics, Supply Chain and Storage",['scraped'],1,0.16666666666666666,0.16666666666666666,0.0,0.0,False
Oak Ridge National Laboratory,8,0.0,1.0,1.0,1.0,7.0,False,,['kaggle_asaniczka'],1,0.0,0.125,0.14285714285714285,0.14285714285714285,False
Oceaneering,12,0.0,0.0,1.0,1.0,10.0,False,Oil and Gas,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.1,0.1,False
Octans Group LLC,5,0.0,0.0,0.0,0.0,3.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Oculus Search Partners LLC,6,0.0,0.0,1.0,1.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.2,0.2,False
Odyssey,7,0.0,0.0,1.0,3.0,7.0,False,Government Administration,['scraped'],1,0.0,0.0,0.14285714285714285,0.42857142857142855,False
Odyssey Systems,19,0.0,0.0,1.0,3.0,10.0,False,Government Administration,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.1,0.3,False
Okta,16,0.0,0.0,0.0,2.0,8.0,False,Computer and Network Security,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.25,False
Olympus Corporation of the Americas,5,0.0,0.0,0.0,0.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Omitron Inc.,5,1.0,1.0,1.0,1.0,5.0,False,,['kaggle_asaniczka'],1,0.2,0.2,0.2,0.2,False
Omnicell,5,0.0,0.0,2.0,2.0,4.0,False,Hospitals and Health Care,['scraped'],1,0.0,0.0,0.5,0.5,False
On-Demand Group,5,0.0,0.0,0.0,2.0,4.0,False,"Information Technology & Services, Retail Apparel and Fashion, and IT Services and IT Consulting","['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.5,False
Onbe,6,0.0,0.0,0.0,0.0,1.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
OneTrust,15,0.0,0.0,0.0,1.0,13.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.07692307692307693,False
Onto Innovation,18,3.0,3.0,0.0,7.0,10.0,False,Semiconductor Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.16666666666666666,0.16666666666666666,0.0,0.7,True
Onward Search,8,0.0,0.0,0.0,1.0,7.0,False,Health and Human Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.14285714285714285,False
"Onyx Point, LLC.",32,0.0,0.0,0.0,1.0,19.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.05263157894736842,False
Open Systems Inc.,17,0.0,0.0,0.0,2.0,13.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.15384615384615385,False
Open Systems Technologies,62,1.0,1.0,5.0,10.0,28.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.016129032258064516,0.016129032258064516,0.17857142857142858,0.35714285714285715,False
OpenAI,122,1.0,1.0,1.0,3.0,43.0,False,Research Services,"['kaggle_asaniczka', 'scraped']",2,0.00819672131147541,0.00819672131147541,0.023255813953488372,0.06976744186046512,False
OpenGov Inc.,7,0.0,0.0,0.0,0.0,5.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Opendoor,9,0.0,0.0,0.0,0.0,5.0,False,Real Estate,['scraped'],1,0.0,0.0,0.0,0.0,False
Optimal Inc.,6,0.0,0.0,3.0,3.0,5.0,False,Staffing and Recruiting,['scraped'],1,0.0,0.0,0.6,0.6,False
Optimum,11,1.0,1.0,3.0,4.0,11.0,False,Telecommunications,['scraped'],1,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.36363636363636365,False
Optiver,15,0.0,0.0,1.0,1.0,3.0,False,Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Optomi,31,1.0,1.0,1.0,4.0,21.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.03225806451612903,0.03225806451612903,0.047619047619047616,0.19047619047619047,False
Optum,74,0.0,1.0,10.0,24.0,72.0,False,Hospitals and Health Care,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.013513513513513514,0.1388888888888889,0.3333333333333333,False
Oracle,76,0.0,0.0,6.0,16.0,55.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.10909090909090909,0.2909090909090909,False
Orange Quarter,9,0.0,0.0,0.0,1.0,3.0,False,"Aviation and Aerospace Component Manufacturing, Software Development, and Computer Hardware Manufacturing","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.3333333333333333,False
Orbis Group,9,0.0,0.0,0.0,0.0,3.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
Orcaworks | Co-design Your Digital Coworker,5,0.0,0.0,0.0,0.0,0.0,False,"Software Development, Information Services, and IT Services and IT Consulting",['scraped'],1,0.0,0.0,,,False
Orchard,5,0.0,0.0,0.0,1.0,2.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.5,False
"Orion Consortium, LLC",6,0.0,0.0,1.0,1.0,4.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.25,0.25,False
Orion Innovation,14,1.0,1.0,1.0,3.0,10.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.07142857142857142,0.07142857142857142,0.1,0.3,False
Oscar,10,0.0,0.0,0.0,3.0,6.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.5,False
Oscar Health,15,0.0,0.0,0.0,0.0,15.0,False,Insurance,['scraped'],1,0.0,0.0,0.0,0.0,False
Otter,11,0.0,0.0,0.0,0.0,7.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Otter.ai,11,0.0,0.0,2.0,3.0,11.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.18181818181818182,0.2727272727272727,False
Outcomes®,7,0.0,0.0,0.0,0.0,7.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Overland AI,17,0.0,0.0,4.0,4.0,12.0,False,Defense and Space Manufacturing,['scraped'],1,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Owl Cyber Defense,5,0.0,1.0,1.0,1.0,4.0,False,Computer and Network Security,['scraped'],1,0.0,0.2,0.25,0.25,False
PALNAR,7,0.0,0.0,0.0,1.0,4.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.25,False
PDSSOFT INC.,6,1.0,1.0,1.0,1.0,6.0,False,"IT Services and IT Consulting, Information Services, and Technology, Information and Media",['scraped'],1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
PENNYMAC,11,0.0,1.0,1.0,3.0,7.0,False,Financial Services,['scraped'],1,0.0,0.09090909090909091,0.14285714285714285,0.42857142857142855,False
PETADATA,19,0.0,0.0,0.0,0.0,19.0,True,"Technology, Information and Internet","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
PGC Digital (America) Inc: CMMI Level 3 Company,5,0.0,0.0,0.0,0.0,5.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
PMG,5,0.0,0.0,0.0,1.0,5.0,False,Advertising Services,['scraped'],1,0.0,0.0,0.0,0.2,False
PMG GLOBAL,10,0.0,0.0,0.0,1.0,8.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.125,False
PNC,108,1.0,2.0,1.0,4.0,19.0,False,Financial Services,['scraped'],1,0.009259259259259259,0.018518518518518517,0.05263157894736842,0.21052631578947367,False
PRI Technology,10,0.0,0.0,0.0,0.0,4.0,False,"IT Services and IT Consulting, Insurance, and Financial Services","['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
PRIMUS Global Services Inc,15,1.0,1.0,0.0,0.0,1.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.06666666666666667,0.06666666666666667,0.0,0.0,False
PSC by Rocket Lab,11,0.0,0.0,0.0,0.0,11.0,False,Aviation & Aerospace,['scraped'],1,0.0,0.0,0.0,0.0,False
PSI (Proteam Solutions),5,0.0,0.0,0.0,2.0,4.0,False,IT Services and IT Consulting and Retail Pharmacies,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.5,False
PSRTEK,9,0.0,0.0,0.0,0.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
PTC,14,0.0,0.0,1.0,6.0,10.0,False,Software Development,['scraped'],1,0.0,0.0,0.1,0.6,False
PTR Global,76,0.0,0.0,8.0,13.0,45.0,True,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.17777777777777778,0.28888888888888886,False
Pacer Group,9,0.0,0.0,0.0,0.0,3.0,False,Staffing and Recruiting,['scraped'],1,0.0,0.0,0.0,0.0,False
Pacific Life,26,0.0,0.0,4.0,8.0,26.0,False,Insurance,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.15384615384615385,0.3076923076923077,False
Palantir Technologies,12,2.0,2.0,3.0,4.0,6.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,True
Palo Alto Networks,149,1.0,1.0,4.0,24.0,82.0,False,Computer and Network Security,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.006711409395973154,0.006711409395973154,0.04878048780487805,0.2926829268292683,False
PamTen Inc,5,0.0,0.0,0.0,2.0,3.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.6666666666666666,True
