uid,company,title,seniority_final,yoe_min_years_llm,delta_req_share,req_share_2024_ref,req_share_2026,tech_kw_hits,loose_kw_hits,benefit_kw_hits,classification,desc_excerpt
linkedin_li-4397671352,PRIMUS Global Services Inc,DevSecOps Engineer,unknown,,-0.9153924566768603,0.9153924566768603,0.0,4,0,0,d_other,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!          **DevSecOps Engineer**  We have an immediate need for a DevSecOps Engineer with our client. This role focuses on embedding security across the DevOps lifecycle while supporting enterprise-grade CI/CD automation and scalable cloud-native deployments. The ideal candidate will bring strong hands-on experience with Harness, OpenShift (OCP), GitHub Actions, and vulnerability management, along with scripting experti"
linkedin_li-4393812313,PRIMUS Global Services Inc,"Java Developer, Microservices",unknown,,-0.9153924566768603,0.9153924566768603,0.0,11,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!          **Java Developer , Microservices**  We have an immediate need for a Java Developer with our client for a hybrid opportunity in Austin, TX. This role requires a highly experienced engineer with hands-on Java development, specializing in building highly available, distributed, and scalable enterprise systems.           The ideal candidate will have deep expertise in modern Java technologies including Spring Boot"
linkedin_li-4396385851,PRIMUS Global Services Inc,Mobile Developer iOS Android,unknown,,-0.9153924566768603,0.9153924566768603,0.0,0,0,0,d_other,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!           Mobile Developer iOS Android 68119           We have an immediate need for a Mobile Developer with our client. This role focuses on building mobile discovery experiences that help users find and engage with new music across voice and visual interfaces. The ideal candidate will have hands-on experience developing mobile applications in production environments, with strong iOS (Swift) and or Android (Kotlin) de"
linkedin_li-4390497226,PRIMUS Global Services Inc,Java and React Developer,unknown,,-0.9153924566768603,0.9153924566768603,0.0,18,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!           Java React Developer           We have an immediate need for Java React Developer professionals with our client, supporting a legacy Collections application migration. This role requires strong Java engineering experience, familiarity with Spring Boot/Microservices, and working knowledge of React. Candidates must be comfortable working on complex, large-scale applications, primarily focusing on back-end devel"
linkedin_li-4395936396,PRIMUS Global Services Inc,"Full Stack Engineer - Java & React - Eden Prairie, MN - Onsite - 68103",unknown,,-0.9153924566768603,0.9153924566768603,0.0,6,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!          **Full Stack Engineer Java \& React (Web Application Development) - 68103** **Pay Rate : $40 - $43/hr**  We have an immediate need for a Full Stack Engineer based in Eden Prairie, MN, working onsite to build and deliver scalable web applications in a collaborative and fast-paced environment.           In this role, you will be responsible for designing, developing, and maintaining end-to-end web applications u"
linkedin_li-4394706481,PRIMUS Global Services Inc,AI Engineer (DevOps) - 68023,unknown,,-0.9153924566768603,0.9153924566768603,0.0,15,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!           AI ENGINEER (DEVOPS)           Austin, TX or Sunnyvale, CA           $130K per year           We have an immediate opportunity for a AI Engineer with strong DevOps experience to join our team and help build, deploy, and maintain scalable AI solutions in an enterprise environment. The ideal candidate will have hands-on experience working with Large Language Models (LLMs), including concepts such as model drift"
linkedin_li-4385704226,Unisys,Python Developer,unknown,,-0.8948051948051948,0.8948051948051948,0.0,25,0,0,a_tech_req_migration_to_resp,"* Senior Full Stack Engineer / Developer (Python / AWS / Scalable Systems) * We are seeking a Senior Full Stack Engineer to support the design, development, and scaling of cloud-native applications. The role involves working across the stack using Python and modern frontend frameworks, with a strong focus on building robust APIs and distributed systems on AWS (Lambda, ECS, RDS, etc.). * The ideal candidate should have demonstrated experience in owning end-to-end development, delivering production-grade solutions, and contributing to system architecture, performance optimization, and reliabilit"
linkedin_li-4385488947,Unisys,Python Developer,unknown,,-0.8948051948051948,0.8948051948051948,0.0,18,0,0,a_tech_req_migration_to_resp,"Python AWS Full Stack Engineer with exp working with LLM models and integrating AI-driven capabilities into applications, Strong proficiency in Python and backend frameworks such as FastAPI, Flask, Experience building full-stack applications using modern frontend frameworks (e.g., React, Angular, or Vue.js), Solid understanding of RESTful APIs, microservices architecture, and distributed systems, exp with databases (SQL and NoSQL) such as PostgreSQL, DynamoDB, Strong exp with AWS services, including EC2, ECS, Lambda, RDS, S3, API Gateway, DynamoDB, ALB, Batch, and EFS, Experience with cloud-na"
linkedin_li-4389854075,Unisys,Python Developer,mid-senior,,-0.8948051948051948,0.8948051948051948,0.0,24,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Unisys, is seeking the following. Apply via Dice today!           We are seeking a Senior Python Full Stack Engineer to support the design, development, and scaling of cloud-native applications. The role involves working across the stack using Python and modern frontend frameworks, with a strong focus on building robust APIs and distributed systems on AWS (Lambda, ECS, RDS, etc.).           The ideal candidate should have demonstrated experience in owning end-to-end development, delivering prod"
linkedin_li-4396363257,Pop-Up Talent,Agentic AI Engineer,unknown,,-0.8910763569457222,0.8910763569457222,0.0,34,0,4,a_tech_req_migration_to_resp,"**Agentic AI Engineer**    Redwood City, CA 94063        **THE OPPORTUNITY:**   * We're looking for a  **Senior Full Stack Engineer**   who thrives at the intersection of backend systems and frontend experiences. You'll develop and build high-scale services with  **Node.js and Python**   , deliver enterprise-scale interfaces with  **React**   , and play a key role in advancing our platform's intelligence with  **AI agents**   and  **prompt engineering** * If you're energized by working across the stack and excited to build the next generation of AI-integrated enterprise tools, we'd love to tal"
linkedin_li-4393010660,Pop-Up Talent,"Software Engineer, Full Stack",unknown,,-0.8910763569457222,0.8910763569457222,0.0,15,0,3,a_tech_req_migration_to_resp,"**Software Engineer – Full Stack**    Redwood City, CA 94063        **THE OPPORTUNITY:**   * As a Full Stack Software Engineer, you will help build and enhance WorkBoard's platform by contributing across frontend and backend systems. You'll work closely with engineering managers, product managers, and designers to deliver features that are scalable, reliable, and impactful for customers * Experience building AI-powered features or using AI tools to improve development workflows is a plus      **WHAT YOU'LL DO:**   * Contribute high-quality code across backend and frontend systems * Build and m"
linkedin_li-4395491235,CCS Global Tech,Software Developer 2,unknown,,-0.8421052631578947,0.8421052631578947,0.0,13,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, CCS Global Tech, is seeking the following. Apply via Dice today!           CCS Global Tech is a rapidly growing Information Technology company with a diverse portfolio of technology products and services and a large network of industry partnerships. With over 22 years of being a successful business with a global talent pool and presence, CCS is a certified Microsoft Gold Partner and specializes in delivering expert Microsoft based solutions for technical and business needs. We have been recogni"
linkedin_li-4392497517,CCS Global Tech,QA Engineer Automated 3,unknown,,-0.8421052631578947,0.8421052631578947,0.0,6,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, CCS Global Tech, is seeking the following. Apply via Dice today!           CCS Global Tech is a rapidly growing Information Technology company with a diverse portfolio of technology products and services and a large network of industry partnerships. With over 22 years of being a successful business with a global talent pool and presence, CCS is a certified Microsoft Gold Partner and specializes in delivering expert Microsoft based solutions for technical and business needs. We have been recogni"
linkedin_li-4389841488,CCS Global Tech,Senior Software Developer,mid-senior,,-0.8421052631578947,0.8421052631578947,0.0,4,0,0,d_other,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, CCS Global Tech, is seeking the following. Apply via Dice today!           CCS Global Tech is a rapidly growing Information Technology company with a diverse portfolio of technology products and services and a large network of industry partnerships. With over 22 years of being a successful business with a global talent pool and presence, CCS is a certified Microsoft Gold Partner and specializes in delivering expert Microsoft based solutions for technical and business needs. We have been recogni"
linkedin_li-4398160881,CCS Global Tech,Data Engineer - Senior,mid-senior,5,-0.8421052631578947,0.8421052631578947,0.0,7,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, CCS Global Tech, is seeking the following. Apply via Dice today!           CCS Global Tech is a rapidly growing Information Technology company with a diverse portfolio of technology products and services and a large network of industry partnerships. With over 22 years of being a successful business with a global talent pool and presence, CCS is a certified Microsoft Gold Partner and specializes in delivering expert Microsoft based solutions for technical and business needs. We have been recogni"
linkedin_li-4397600670,"Data Intelligence, LLC",System Engineer III,unknown,5,-0.8321358200165602,0.8321358200165602,0.0,1,0,3,d_other,"Data Intelligence, LLC (DI) is seeking a Systems Engineer III to support development and integration of advanced U.S. Navy tactical systems in Moorestown, NJ.        **This position is fully on-site. The salary range is $120,000 – $140,000 annually, depending on experience. A current, active security clearance that is at least secret level (or higher) is required.**       **Responsibilities:**   * Lead or support development and modification of complex systems and subsystems * Perform advanced systems engineering analysis and design activities * Manage and decompose system requirements into im"
linkedin_li-4402304165,"Data Intelligence, LLC",Web Developer,unknown,,-0.8321358200165602,0.8321358200165602,0.0,5,0,3,a_tech_req_migration_to_resp,"Data Intelligence is looking for a web developer in the San Diego area. This position is fully onsite and located at NIWC PAC, San Diego.Target Salary Range: $115,000-$125,000 / year(This represents the typical salary range for this position based on experience and other factors)       Job Responsibilities:The Web Developer will provide full software development lifecycle support to automate a range of the US Navy’s corporate functions such as: finance, contracts, physical security, plant property, facilities, document control, project management, and personnel. The developer will work in Agil"
linkedin_li-4398501998,Fulfill Team Inc.,Linux / AWS / DevOps Engineer,unknown,,-0.8212373397777266,0.8970406905055487,0.07580335072782203,32,0,0,a_tech_req_migration_to_resp,"**AWS DevOps Engineer**   needed for a  **Long Term Contract**   to  **PERMANENT Full-Time**   position with the successful Financial Services Software division of a large Financial Services company working hybrid from home and 3 days per week in the Raleigh, NC office.        **Required Experience/Attributes:**  * DevOps * Linux and Windows Server Administration * AWS (EC2, RDS, VPC, S3, IAM, etc.) * SQL server and Postgres experience * Automation (Ansible and Terraform preferred) * CI/CD pipelines (Jenkins preferred) * Kubernetes and Docker      **Overview :**    The DevOps Engineer is part "
linkedin_li-4377171982,Fulfill Team Inc.,Linux / AWS / DevOps Engineer,unknown,,-0.8206075694864404,0.8970406905055487,0.07643312101910828,32,0,0,a_tech_req_migration_to_resp,"**AWS DevOps Engineer**   needed for a  **PERMANENT Full-Time**   position with the successful Financial Services Software division of a large Financial Services company working hybrid from home and 3 days per week in the Raleigh, NC office.        **Required Experience/Attributes:**  * DevOps * Linux and Windows Server Administration * AWS (EC2, RDS, VPC, S3, IAM, etc.) * SQL server and Postgres experience * Automation (Ansible and Terraform preferred) * CI/CD pipelines (Jenkins preferred) * Kubernetes and Docker      **Overview :**    The DevOps Engineer is part of a team building the next g"
linkedin_li-4385790771,CCS Global Tech,Software Engineer,mid-senior,5,-0.8135090759828514,0.8421052631578947,0.02859618717504333,11,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, CCS Global Tech, is seeking the following. Apply via Dice today!           CCS Global Tech is a rapidly growing Information Technology company with a diverse portfolio of technology products and services and a large network of industry partnerships. With over 22 years of being a successful business with a global talent pool and presence, CCS is a certified Microsoft Gold Partner and specializes in delivering expert Microsoft based solutions for technical and business needs. We have been recogni"
linkedin_li-4398337914,Capgemini,Lead Data Engineer,mid-senior,8,-0.7811483649206039,0.8401486988847584,0.059000333964154515,11,0,6,a_tech_req_migration_to_resp,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.          **Job Description** **Palantir Foundry Lead-Architect.**  We are seeking a highly experienced Foundry Lead Data Engineer to architect, develop, and optimize scalable data solutions using"
linkedin_li-4398933720,Capgemini,Lead Data Engineer,mid-senior,,-0.7808314073346745,0.8401486988847584,0.05931729155008394,11,0,6,a_tech_req_migration_to_resp,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.          **Job Description**  We are seeking a highly experienced Foundry Lead Data Engineer to architect, develop, and optimize scalable data solutions using Palantir Foundry. This senior role i"
linkedin_li-4402088567,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,2,0,11,b_culture_benefits_expansion,"**Test Engineer - Environmental (TVAC)** **Shift:**   Day Shift Sunday-Wednesday 9am-6pm (4/10's)          ****Job Description****  We are seeking a hands-on, inquisitive Test Engineer to join our team, specializing in mechanisms testing within an environmental test lab. This role requires experience with TVAC chambers, thermal cycling, and lab testing protocols. The ideal candidate is technically curious, enjoys troubleshooting, and is eager to engage with automated test scripts and lab diagnostics.          ****Responsibilities**** * Conduct tests on sub-assemblies and full systems in TVAC c"
linkedin_li-4392075104,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,0,0,7,b_culture_benefits_expansion,"**Job Title: Systems Engineer** **Job Description**  We are seeking a Systems Engineer to support the development, integration, and qualification of advanced tactical flight systems and subsystems. In this role, you will work across hardware, firmware, and software disciplines to ensure mission-critical electronic systems meet rigorous performance, reliability, and regulatory standards. You will contribute throughout the full engineering lifecycle—from requirements and design reviews to system-level testing, validation, and post-delivery support—while collaborating closely with cross-functiona"
linkedin_li-4392055003,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,1,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer** **Job Description**  This Test Engineer role is primarily focused on supporting hardware testing and board bring-up for new designs. The position is hands-on and hardware-focused, with some involvement in scripting and test automation.          **Responsibilities** * Perform hands-on hardware testing of new boards as they are developed. * Assist with board bring-up processes. * Create and execute detailed test plans. * Perform hardware debugging during development and validation phases. * Run existing test automation and make necessary light modifications. * Operat"
linkedin_li-4389326487,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,1,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer** **Job Description**  This Test Engineer role is primarily focused on supporting hardware testing and board bring-up for new designs. The position is hands-on and hardware-focused, with some involvement in scripting and test automation.          **Responsibilities** * Perform hands-on hardware testing of new boards as they are developed. * Assist with board bring-up processes. * Create and execute detailed test plans. * Perform hardware debugging during development and validation phases. * Run existing test automation and make necessary light modifications. * Operat"
linkedin_li-4390840821,Actalent,Test Engineer,unknown,5,-0.7791622481442205,0.7791622481442205,0.0,0,0,7,b_culture_benefits_expansion,"**Job Title: Systems Engineer**  **Job Description**  We are seeking a Systems Engineer to support the development, integration, and qualification of advanced tactical flight systems and subsystems. In this role, you will work across hardware, firmware, and software disciplines to ensure mission-critical electronic systems meet rigorous performance, reliability, and regulatory standards. You will contribute throughout the full engineering lifecycle—from requirements and design reviews to system-level testing, validation, and post-delivery support—while collaborating closely with cross-function"
linkedin_li-4388274406,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,1,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer**  **Job Description**  This Test Engineer role is primarily focused on supporting hardware testing and board bring-up for new designs. The position is hands-on and hardware-focused, with some involvement in scripting and test automation, although it is not a pure software or automation role.          **Responsibilities** * Perform hands-on hardware testing of new boards as they are developed. * Assist with board bring-up processes. * Create and execute detailed test plans. * Perform hardware debugging during development and validation phases. * Run existing test aut"
linkedin_li-4389016446,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,5,0,8,a_tech_req_migration_to_resp,"**Job Title: Test Engineer**  **Job Description**  As a Test Engineer, you will be responsible for designing test fixtures, stimuli, and automated software to facilitate testing across multiple manufacturing sites. You will author comprehensive manufacturing test specifications in collaboration with development partners and contract manufacturers and develop procedures, training plans, and debug decision trees for test technicians.          **Responsibilities** * Design test fixtures, stimuli, and automated software for testing across multiple manufacturing sites. * Author comprehensive manufa"
linkedin_li-4388268612,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,1,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer**  **Job Description**  This Test Engineer role is primarily focused on supporting hardware testing and board bring-up for new designs. The position is hands-on and hardware-focused, with some involvement in scripting and test automation, although it is not a pure software or automation role.          **Responsibilities** * Perform hands-on hardware testing of new boards as they are developed. * Assist with board bring-up processes. * Create and execute detailed test plans. * Perform hardware debugging during development and validation phases. * Run existing test aut"
linkedin_li-4390853308,Actalent,Test Engineer,unknown,5,-0.7791622481442205,0.7791622481442205,0.0,0,0,7,b_culture_benefits_expansion,"**Job Title: Systems Engineer**  **Job Description**  We are seeking a Systems Engineer to support the development, integration, and qualification of advanced tactical flight systems and subsystems. In this role, you will work across hardware, firmware, and software disciplines to ensure mission-critical electronic systems meet rigorous performance, reliability, and regulatory standards. You will contribute throughout the full engineering lifecycle—from requirements and design reviews to system-level testing, validation, and post-delivery support—while collaborating closely with cross-function"
linkedin_li-4392040769,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,1,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer** **Job Description**  This Test Engineer role is primarily focused on supporting hardware testing and board bring-up for new designs. The position is hands-on and hardware-focused, with some involvement in scripting and test automation.          **Responsibilities** * Perform hands-on hardware testing of new boards as they are developed. * Assist with board bring-up processes. * Create and execute detailed test plans. * Perform hardware debugging during development and validation phases. * Run existing test automation and make necessary light modifications. * Operat"
linkedin_li-4391519989,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,0,0,7,b_culture_benefits_expansion,"**Job Title: Systems Engineer** **Job Description**  We are seeking a Systems Engineer to support the development, integration, and qualification of advanced tactical flight systems and subsystems. In this role, you will work across hardware, firmware, and software disciplines to ensure mission-critical electronic systems meet rigorous performance, reliability, and regulatory standards. You will contribute throughout the full engineering lifecycle—from requirements and design reviews to system-level testing, validation, and post-delivery support—while collaborating closely with cross-functiona"
linkedin_li-4385319268,Actalent,Test Engineer,entry,,-0.7791622481442205,0.7791622481442205,0.0,0,0,0,d_other,"**Job Title: Test Engineer** **Job Description**  As a Test Engineer, you will play a critical role in participating in project teams to define test requirements for new products. You will be responsible for developing test plans and procedures for both new and existing products to support production. Additionally, you will provide hardware and software debugging support and ensure that the Manufacturing team receives proper product training. You will also update test programs, scripts, databases, documentation, and labels as per Engineering Change Orders (ECO) changes.          **Responsibili"
linkedin_li-4387917098,Actalent,Test Engineer,unknown,1,-0.7791622481442205,0.7791622481442205,0.0,3,0,7,b_culture_benefits_expansion,"**Test Software Engineer** **Job Description**  We are seeking a dedicated Test Software Engineer to join our team in Redmond, WA. The ideal candidate will work onsite, focusing on troubleshooting and enhancing Android and Linux-based prototype devices. You'll collaborate with a cross-functional team to diagnose issues and build tools that aid in calibration, integration testing, and device bring-up workflows using Python.          **Responsibilities** * Troubleshoot Android and Linux-based prototype devices using ADB serial consoles and log analysis. * Develop tooling to support calibration, "
linkedin_li-4387911261,Actalent,Test Engineer,unknown,1,-0.7791622481442205,0.7791622481442205,0.0,3,0,7,b_culture_benefits_expansion,"**Job Title: Test Software Engineer - AR Prototypes**  **Job Description**  We are seeking a dedicated Test Software Engineer to join our team in Redmond, WA. The ideal candidate will work onsite, focusing on troubleshooting and enhancing Android and Linux-based prototype devices. You'll collaborate with a cross-functional team to diagnose issues and build tools that aid in calibration, integration testing, and device bring-up workflows using Python.          **Responsibilities** * Troubleshoot Android and Linux-based prototype devices using ADB serial consoles and log analysis. * Develop tool"
linkedin_li-4385823986,Actalent,Test Engineer,unknown,,-0.7791622481442205,0.7791622481442205,0.0,2,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer** **Job Description**  We are seeking a hands-on Test Engineer to build and execute system-level tests on robotic construction equipment. This role involves mechanical setup, data collection, basic Python scripting, and structured test reporting. It is ideal for candidates with strong hardware aptitude, comfort using tools, and the ability to troubleshoot complex electromechanical systems.          **Responsibilities** * Build and run system-level and component-level tests. * Use construction and mechanical tools to assemble test setups. * Collect logs, visual data, "
linkedin_li-4393497970,PRIMUS Global Services Inc,Sr. Pega Software Engineer-68043,mid-senior,,-0.7660209278841097,0.9153924566768603,0.14937152879275065,8,0,0,a_tech_req_migration_to_resp,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PRIMUS Global Services Inc., is seeking the following. Apply via Dice today!           \=\=\= POSTING \=\=           Sr. Pega Software Engineer - Alpharetta, GA 30009 (Onsite) Interview: In-person interview Job Description:           We are seeking a  **Senior Pega Software Engineer (Intelligent Automation)**   to join our team in Alpharetta, GA. The ideal candidate will work closely with business stakeholders, product managers, architects, and cross-functional engineering teams in an agile env"
linkedin_li-4400675223,Actalent,Test Engineer,unknown,,-0.7629649799222937,0.7791622481442205,0.01619726822192675,0,0,7,b_culture_benefits_expansion,"**Job Title: Certification and Compliance Test Engineer** **Job Description**  The Certification and Compliance Test Engineer supports the regulation and certification function by planning, executing, and analyzing vehicle emissions and fuel economy testing for a wide range of powertrains, including EV, PHEV, HEV, and ICE. This role focuses on ensuring vehicles meet federal, state, and local environmental and emissions regulations through certification and in‑use testing, detailed data analysis, and continuous improvement of testing processes and procedures.          **Responsibilities** * Sch"
linkedin_li-4403588899,Actalent,Test Engineer,unknown,,-0.7595112729279132,0.7791622481442205,0.019650975216307376,2,0,7,b_culture_benefits_expansion,"**Job Title: Test Engineer** **Job Description**  As a Test Engineer, you will execute structured design verification and reliability test procedures for advanced robotic and electromechanical systems. You will assemble and bring up test fixtures and validation rigs, develop and refine automated validation tools, and collaborate closely with engineering teams to ensure products meet system and customer requirements. This role offers the opportunity to work hands-on with cutting-edge robotics hardware in a fast-growing, innovation-focused environment.          **Responsibilities** * Execute str"
