metro_area,n_A,entry_j1_A,entry_j2_A,entry_j3_A,ai_strict_A,ai_broad_A,org_scope_per_1k_A,median_desc_length_A,median_tech_count_A,mean_tech_count_A,agg_rate_A,specialist_rate_A,period_A,n_B,entry_j1_B,entry_j2_B,entry_j3_B,ai_strict_B,ai_broad_B,org_scope_per_1k_B,median_desc_length_B,median_tech_count_B,mean_tech_count_B,agg_rate_B,specialist_rate_B,period_B,d_n,d_entry_j1,d_entry_j2,d_entry_j3,d_ai_strict,d_ai_broad,d_org_scope_per_1k,d_median_desc_length,d_mean_tech_count,d_agg_rate,d_specialist_rate
Los Angeles Metro,1008,0.011904761904761904,0.013888888888888888,0.06547619047619048,0.013888888888888888,0.1746031746031746,0.21587639992014143,4289.5,3.0,4.372023809523809,0.12896825396825398,0.025793650793650792,pooled_2024,1660,0.03493975903614458,0.03795180722891566,0.13433734939759037,0.0963855421686747,0.41445783132530123,0.11767137436171869,5287.5,5.0,5.8024096385542165,0.15481927710843374,0.05421686746987952,scraped_2026,652,0.023034997131382677,0.024062918340026773,0.06886115892139989,0.08249665327978581,0.23985465672212664,-0.09820502555842274,998.0,1.4303858290304072,0.025851023140179757,0.028423216676228727
Miami Metro,218,0.0,0.0,0.07339449541284404,0.009174311926605505,0.11009174311926606,0.23766863474083197,3191.5,5.5,5.86697247706422,0.11467889908256881,0.01834862385321101,pooled_2024,321,0.037383177570093455,0.037383177570093455,0.09657320872274143,0.17757009345794392,0.470404984423676,0.07732068860344077,3540.0,6.0,7.576323987538941,0.2897196261682243,0.006230529595015576,scraped_2026,103,0.037383177570093455,0.037383177570093455,0.02317871330989739,0.1683957815313384,0.36031324130440995,-0.1603479461373912,348.5,1.709351510474721,0.17504072708565546,-0.012118094258195433
Minneapolis-Saint Paul,260,0.015384615384615385,0.015384615384615385,0.08076923076923077,0.011538461538461539,0.08846153846153847,0.2255018673274211,3047.5,4.0,4.596153846153846,0.1076923076923077,0.06153846153846154,pooled_2024,558,0.04121863799283154,0.044802867383512544,0.0967741935483871,0.16129032258064516,0.41397849462365593,0.08802029306443429,4364.5,5.0,6.227598566308243,0.3100358422939068,0.09498207885304659,scraped_2026,298,0.025834022608216156,0.02941825199889716,0.01600496277915632,0.14975186104218363,0.32551695616211745,-0.13748157426298682,1317.0,1.6314447201543976,0.2023435346015991,0.03344361731458505
Nashville Metro,102,0.0,0.00980392156862745,0.0392156862745098,0.0,0.0784313725490196,0.2821495890786682,3365.0,6.0,5.950980392156863,0.029411764705882353,0.0784313725490196,pooled_2024,214,0.037383177570093455,0.04205607476635514,0.0794392523364486,0.08878504672897196,0.4252336448598131,0.1355665467754514,4528.5,7.0,7.757009345794392,0.27102803738317754,0.04672897196261682,scraped_2026,112,0.037383177570093455,0.03225215319772769,0.04022356606193879,0.08878504672897196,0.34680227231079347,-0.1465830423032168,1163.5,1.8060289536375294,0.24161627267729519,-0.031702400586402786
New York City Metro,70,0.07142857142857142,0.07142857142857142,0.05714285714285714,0.014285714285714285,0.07142857142857142,0.10361514976130971,3328.0,3.0,4.314285714285714,0.08571428571428572,0.08571428571428572,pooled_2024,2043,0.016642192853646598,0.017131669114047968,0.08076358296622614,0.16691140479686736,0.5394028389623103,0.14857992283676894,4308.0,7.0,7.14635340186001,0.15026921194322077,0.07831620166421928,scraped_2026,1973,-0.05478637857492483,-0.05429690231452346,0.023620725823369,0.15262569051115307,0.46797426753373894,0.04496477307545922,980.0,2.8320676875742956,0.06455492622893505,-0.007398084050066436
Philadelphia Metro,497,0.012072434607645875,0.01609657947686117,0.04225352112676056,0.002012072434607646,0.10261569416498995,0.13332372577115817,2744.0,6.0,6.130784708249497,0.3199195171026157,0.03219315895372234,pooled_2024,831,0.031287605294825514,0.032490974729241874,0.12876052948255115,0.11793020457280386,0.36702767749699156,0.07786770301625039,4437.0,6.0,7.217809867629362,0.3369434416365824,0.05415162454873646,scraped_2026,334,0.01921517068717964,0.016394395252380706,0.08650700835579059,0.11591813213819621,0.2644119833320016,-0.05545602275490778,1693.0,1.0870251593798654,0.017023924533966728,0.021958465595014125
Phoenix Metro,353,0.0226628895184136,0.0226628895184136,0.042492917847025496,0.0028328611898017,0.0906515580736544,0.15141714194402564,2611.0,3.0,4.11614730878187,0.11898016997167139,0.0339943342776204,pooled_2024,706,0.024079320113314446,0.024079320113314446,0.13172804532577903,0.1388101983002833,0.358356940509915,0.08825388525604609,4086.0,6.0,6.801699716713881,0.3286118980169972,0.029745042492917848,scraped_2026,353,0.001416430594900847,0.001416430594900847,0.08923512747875353,0.1359773371104816,0.26770538243626063,-0.06316325668797955,1475.0,2.685552407932011,0.20963172804532582,-0.004249291784702552
Pittsburgh Metro,206,0.024271844660194174,0.024271844660194174,0.07281553398058252,0.024271844660194174,0.24271844660194175,0.16913893299439436,3504.5,4.0,4.368932038834951,0.06310679611650485,0.02912621359223301,pooled_2024,455,0.017582417582417582,0.01978021978021978,0.07032967032967033,0.10989010989010989,0.44835164835164837,0.08668281250174661,3951.0,5.0,5.771428571428571,0.18021978021978022,0.06813186813186813,scraped_2026,249,-0.006689427077776592,-0.004491624879974395,-0.00248586365091219,0.08561826522991571,0.20563320174970662,-0.08245612049264775,446.5,1.40249653259362,0.11711298410327536,0.039005654539635115
Portland Metro,116,0.0,0.0,0.05172413793103448,0.0,0.0603448275862069,0.21674233971827903,3231.0,4.0,4.7844827586206895,0.1896551724137931,0.017241379310344827,pooled_2024,155,0.03870967741935484,0.03870967741935484,0.12258064516129032,0.13548387096774195,0.36129032258064514,0.07761737870265678,4550.0,4.0,4.967741935483871,0.0967741935483871,0.04516129032258064,scraped_2026,39,0.03870967741935484,0.03870967741935484,0.07085650723025583,0.13548387096774195,0.30094549499443823,-0.13912496101562224,1319.0,0.1832591768631815,-0.092880978865406,0.027919911012235815
Raleigh-Durham-Chapel Hill,243,0.0205761316872428,0.024691358024691357,0.07407407407407407,0.0,0.09465020576131687,0.15122082307828233,3526.0,5.0,5.172839506172839,0.13168724279835392,0.0411522633744856,pooled_2024,558,0.04121863799283154,0.044802867383512544,0.08602150537634409,0.14336917562724014,0.4336917562724014,0.10976729134234961,3716.5,6.0,6.575268817204301,0.2222222222222222,0.06093189964157706,scraped_2026,315,0.020642506305588743,0.020111509358821188,0.011947431302270023,0.14336917562724014,0.33904155051108453,-0.04145353173593272,190.5,1.4024293110314616,0.09053497942386829,0.019779636267091463
Salt Lake City Metro,327,0.012232415902140673,0.01529051987767584,0.10397553516819572,0.0061162079510703364,0.12232415902140673,0.20426975646794346,4090.0,4.0,4.81651376146789,0.1620795107033639,0.0030581039755351682,pooled_2024,1724,0.02088167053364269,0.022041763341067284,0.08584686774941995,0.17227378190255221,0.5365429234338747,0.1630801988539237,4021.0,6.0,7.049883990719257,0.1711136890951276,0.0759860788863109,scraped_2026,1397,0.008649254631502018,0.006751243463391444,-0.018128667418775765,0.16615757395148187,0.41421876441246797,-0.04118955761401977,-69.0,2.233370229251367,0.009034178391763709,0.07292797491077573
San Diego Metro,268,0.014925373134328358,0.022388059701492536,0.10820895522388059,0.0,0.12686567164179105,0.19063380305469804,4098.0,3.0,4.022388059701493,0.11194029850746269,0.04477611940298507,pooled_2024,492,0.032520325203252036,0.032520325203252036,0.2926829268292683,0.07520325203252033,0.47560975609756095,0.1290259794469997,5514.0,4.0,4.896341463414634,0.06504065040650407,0.3353658536585366,scraped_2026,224,0.017594952068923676,0.0101322655017595,0.1844739716053877,0.07520325203252033,0.3487440844557699,-0.06160782360769834,1416.0,0.8739534037131413,-0.04689964810095862,0.2905897342555515
San Francisco Bay Area,1730,0.01907514450867052,0.01907514450867052,0.08959537572254335,0.026589595375722544,0.3190751445086705,0.32018255829995707,3779.5,4.0,4.730635838150289,0.04393063583815029,0.09595375722543352,pooled_2024,5012,0.034317637669592976,0.0345171588188348,0.16400638467677575,0.16181165203511572,0.7015163607342378,0.18746912282337105,4726.0,5.0,5.822625698324022,0.05845969672785315,0.19373503591380686,scraped_2026,3282,0.015242493160922455,0.015442014310164277,0.0744110089542324,0.13522205665939319,0.3824412162255673,-0.132713435476586,946.5,1.091989860173733,0.014529060889702863,0.09778127868837334
Seattle Metro,762,0.014435695538057743,0.015748031496062992,0.09448818897637795,0.013123359580052493,0.2020997375328084,0.29836715752843357,4127.0,3.0,3.8346456692913384,0.06430446194225722,0.2782152230971129,pooled_2024,2201,0.025442980463425715,0.027260336210813266,0.19809177646524306,0.1635620172648796,0.62335302135393,0.14046070071003344,5605.0,5.0,5.886869604725125,0.12539754656974103,0.26942298955020444,scraped_2026,1439,0.011007284925367972,0.011512304714750274,0.10360358748886511,0.15043865768482712,0.4212532838211216,-0.15790645681840013,1478.0,2.0522239354337866,0.06109308462748381,-0.008792233546908446
Tampa Bay Metro,214,0.014018691588785047,0.014018691588785047,0.0794392523364486,0.014018691588785047,0.0794392523364486,0.15008443210143615,3195.0,5.0,5.906542056074766,0.16822429906542055,0.0,pooled_2024,290,0.020689655172413793,0.020689655172413793,0.06896551724137931,0.21379310344827587,0.5551724137931034,0.0918696396572574,4132.5,8.0,8.344827586206897,0.15172413793103448,0.006896551724137931,scraped_2026,76,0.006670963583628746,0.006670963583628746,-0.010473735095069284,0.19977441185949082,0.47573316145665484,-0.05821479244417875,937.5,2.4382855301321307,-0.01650016113438607,0.006896551724137931
Washington DC Metro,2108,0.025142314990512334,0.026565464895635674,0.0849146110056926,0.0056925996204933585,0.13567362428842505,0.13309553748898142,3830.5,3.0,4.983870967741935,0.14990512333965844,0.03652751423149905,pooled_2024,3036,0.04117259552042161,0.042490118577075096,0.08728590250329381,0.08827404479578392,0.36725955204216076,0.07773105056006996,4919.5,7.0,7.9479578392621875,0.12812911725955203,0.054677206851119896,scraped_2026,928,0.016030280529909274,0.015924653681439423,0.002371291497601208,0.08258144517529056,0.2315859277537357,-0.055364486928911466,1089.0,2.9640868715202524,-0.021776006080106408,0.018149692619620843
