period,source,n,technology,rate
2024,kaggle_arshkon,4691,dot_net,0.11298230654444681
2024,kaggle_arshkon,4691,rails,0.011085056491153272
2024,kaggle_arshkon,4691,laravel,0.006395224898742272
2024,kaggle_arshkon,4691,graphql,0.02302280963547218
2024,kaggle_arshkon,4691,rest_api,0.10424216584949904
2024,kaggle_arshkon,4691,aws,0.28437433383073973
2024,kaggle_arshkon,4691,azure,0.22404604561927094
2024,kaggle_arshkon,4691,gcp,0.10360264335962481
2024,kaggle_arshkon,4691,cloudflare,0.002558089959496909
2024,kaggle_arshkon,4691,heroku,0.0014922191430398635
2024,kaggle_arshkon,4691,digital_ocean,0.0
2024,kaggle_arshkon,4691,kubernetes,0.14261351524195268
2024,kaggle_arshkon,4691,docker,0.13323385205713068
2024,kaggle_arshkon,4691,terraform,0.07589000213174163
2024,kaggle_arshkon,4691,ansible,0.047324664250692816
2024,kaggle_arshkon,4691,helm,0.013003623960775954
2024,kaggle_arshkon,4691,argocd,0.002771264122788318
2024,kaggle_arshkon,4691,puppet,0.017480281389895543
2024,kaggle_arshkon,4691,chef,0.014922191430398636
2024,kaggle_arshkon,4691,jenkins,0.09614154764442549
2024,kaggle_arshkon,4691,github_actions,0.011085056491153272
2024,kaggle_arshkon,4691,circleci,0.008313792368364954
2024,kaggle_arshkon,4691,gitlab_ci,0.035813259432956726
2024,kaggle_arshkon,4691,buildkite,0.0008526966531656363
2024,kaggle_arshkon,4691,travis_ci,0.0010658708164570454
2024,kaggle_arshkon,4691,postgresql,0.06011511404817736
2024,kaggle_arshkon,4691,mysql,0.04370070347473886
2024,kaggle_arshkon,4691,mongodb,0.0445534001279045
2024,kaggle_arshkon,4691,redis,0.02067789383926668
2024,kaggle_arshkon,4691,cassandra,0.014495843103815818
2024,kaggle_arshkon,4691,dynamodb,0.020251545512683863
2024,kaggle_arshkon,4691,snowflake,0.03154977616712854
2024,kaggle_arshkon,4691,bigquery,0.013429972287358772
2024,kaggle_arshkon,4691,oracle_db,0.010445534001279046
2024,kaggle_arshkon,4691,sqlite,0.0038371349392453636
2024,kaggle_arshkon,4691,sql_server,0.07738222127478149
2024,kaggle_arshkon,4691,kafka,0.06544446813046259
2024,kaggle_arshkon,4691,spark,0.05990193988488595
2024,kaggle_arshkon,4691,airflow,0.021317416329140908
2024,kaggle_arshkon,4691,dbt,0.007887444041782135
2024,kaggle_arshkon,4691,databricks,0.024941377105094864
2024,kaggle_arshkon,4691,elasticsearch,0.022383287145597952
2024,kaggle_arshkon,4691,flink,0.006608399062033681
2024,kaggle_arshkon,4691,hadoop,0.0257940737582605
2024,kaggle_arshkon,4691,beam,0.0036239607759539546
2024,kaggle_arshkon,4691,tensorflow,0.01918567469622682
2024,kaggle_arshkon,4691,pytorch,0.019825197186101044
2024,kaggle_arshkon,4691,scikit_learn,0.007674269878490727
2024,kaggle_arshkon,4691,pandas,0.008526966531656363
2024,kaggle_arshkon,4691,numpy,0.007461095715199318
2024,kaggle_arshkon,4691,jupyter,0.0023449157962055
2024,kaggle_arshkon,4691,mlflow,0.002131741632914091
2024,kaggle_arshkon,4691,xgboost,0.0008526966531656363
2024,kaggle_arshkon,4691,keras,0.002558089959496909
2024,kaggle_arshkon,4691,langchain,0.002131741632914091
2024,kaggle_arshkon,4691,llamaindex,0.00042634832658281814
2024,kaggle_arshkon,4691,rag,0.0038371349392453636
2024,kaggle_arshkon,4691,vector_database,0.0012790449797484545
2024,kaggle_arshkon,4691,pinecone,0.00021317416329140907
2024,kaggle_arshkon,4691,weaviate,0.00021317416329140907
2024,kaggle_arshkon,4691,chroma,0.00042634832658281814
2024,kaggle_arshkon,4691,hugging_face,0.0006395224898742272
2024,kaggle_arshkon,4691,openai_api,0.00021317416329140907
2024,kaggle_arshkon,4691,claude_api,0.0
2024,kaggle_arshkon,4691,anthropic,0.0008526966531656363
2024,kaggle_arshkon,4691,gemini,0.00042634832658281814
2024,kaggle_arshkon,4691,prompt_engineering,0.002984438286079727
2024,kaggle_arshkon,4691,fine_tuning,0.010871882327861864
2024,kaggle_arshkon,4691,mcp,0.0006395224898742272
2024,kaggle_arshkon,4691,llm,0.017267107226604135
2024,kaggle_arshkon,4691,ai_agent,0.0017053933063312726
2024,kaggle_arshkon,4691,copilot,0.0014922191430398635
2024,kaggle_arshkon,4691,cursor_tool,0.0
2024,kaggle_arshkon,4691,chatgpt,0.0010658708164570454
2024,kaggle_arshkon,4691,claude_tool,0.0
2024,kaggle_arshkon,4691,codex,0.0
2024,kaggle_arshkon,4691,tabnine,0.0
2024,kaggle_arshkon,4691,gpt_model,0.00042634832658281814
2024,kaggle_arshkon,4691,jest,0.014069494777232999
2024,kaggle_arshkon,4691,pytest,0.003410786612662545
2024,kaggle_arshkon,4691,selenium,0.024301854615220636
2024,kaggle_arshkon,4691,cypress,0.010232359837987636
2024,kaggle_arshkon,4691,playwright,0.005329354082285227
2024,kaggle_arshkon,4691,junit,0.021743764655723728
2024,kaggle_arshkon,4691,mocha,0.004476657429119591
2024,kaggle_arshkon,4691,datadog,0.014069494777232999
2024,kaggle_arshkon,4691,new_relic,0.004050309102536773
2024,kaggle_arshkon,4691,pagerduty,0.0012790449797484545
2024,kaggle_arshkon,4691,grafana,0.016627584736729907
2024,kaggle_arshkon,4691,prometheus,0.014495843103815818
2024,kaggle_arshkon,4691,splunk,0.02302280963547218
2024,kaggle_arshkon,4691,sentry,0.0017053933063312726
2024,kaggle_arshkon,4691,agile,0.3165636324877425
2024,kaggle_arshkon,4691,scrum,0.09379663184822
2024,kaggle_arshkon,4691,tdd,0.044766574291195904
2024,kaggle_arshkon,4691,bdd,0.012790449797484544
2024,kaggle_arshkon,4691,ddd,0.008526966531656363
2024,kaggle_arshkon,4691,microservices,0.11532722234065232
2024,kaggle_arshkon,4691,ci_cd,0.22916222553826476
2024,kaggle_arshkon,4691,event_driven,0.015988062246855683
2024,kaggle_arshkon,4691,serverless,0.0351737369430825
2024,kaggle_asaniczka,18129,python,0.3275966683214739
2024,kaggle_asaniczka,18129,java,0.2760770036957361
2024,kaggle_asaniczka,18129,javascript,0.2300733631198632
2024,kaggle_asaniczka,18129,typescript,0.15218710353577142
2024,kaggle_asaniczka,18129,go_lang,0.12333829775497822
2024,kaggle_asaniczka,18129,rust,0.013955540846158089
2024,kaggle_asaniczka,18129,c_plus_plus,0.16498427933145787
2024,kaggle_asaniczka,18129,c_lang,0.11302333278173093
2024,kaggle_asaniczka,18129,c_sharp,0.12041480500854984
2024,kaggle_asaniczka,18129,ruby,0.027690440730321585
2024,kaggle_asaniczka,18129,kotlin,0.018092558883556733
2024,kaggle_asaniczka,18129,swift,0.013790060124662143
2024,kaggle_asaniczka,18129,scala,0.04175630205747697
2024,kaggle_asaniczka,18129,php,0.020574769705995918
2024,kaggle_asaniczka,18129,r_lang,0.0041921782778972915
2024,kaggle_asaniczka,18129,sql,0.2803795024546307
2024,kaggle_asaniczka,18129,bash,0.046279441778366154
2024,kaggle_asaniczka,18129,perl,0.022560538363947266
2024,kaggle_asaniczka,18129,elixir,0.0011583650504716201
2024,kaggle_asaniczka,18129,objective_c,0.004909261404379723
2024,kaggle_asaniczka,18129,react,0.13006784709581334
2024,kaggle_asaniczka,18129,angular,0.10127420155551878
2024,kaggle_asaniczka,18129,vue,0.021126372110982405
2024,kaggle_asaniczka,18129,nextjs,0.007612113188813503
2024,kaggle_asaniczka,18129,nuxt,0.00044128192398918857
2024,kaggle_asaniczka,18129,svelte,0.0011032048099729715
2024,kaggle_asaniczka,18129,ember,0.0024822108224391857
2024,kaggle_asaniczka,18129,jquery,0.031165535881736445
2024,kaggle_asaniczka,18129,nodejs,0.08649125710188096
2024,kaggle_asaniczka,18129,express,0.01550002758012025
2024,kaggle_asaniczka,18129,django,0.01196977218820674
2024,kaggle_asaniczka,18129,flask,0.008715317998786474
2024,kaggle_asaniczka,18129,fastapi,0.0016548072149594572
2024,kaggle_asaniczka,18129,spring,0.07490760659716476
2024,kaggle_asaniczka,18129,dot_net,0.10011583650504716
2024,kaggle_asaniczka,18129,rails,0.008053395112802692
2024,kaggle_asaniczka,18129,laravel,0.0034199349109162117
2024,kaggle_asaniczka,18129,graphql,0.018644161288543216
2024,kaggle_asaniczka,18129,rest_api,0.07761045838159854
2024,kaggle_asaniczka,18129,aws,0.26261790501406584
2024,kaggle_asaniczka,18129,azure,0.19074411164432678
2024,kaggle_asaniczka,18129,gcp,0.10541121959291742
2024,kaggle_asaniczka,18129,cloudflare,0.0016548072149594572
2024,kaggle_asaniczka,18129,heroku,0.0011032048099729715
2024,kaggle_asaniczka,18129,digital_ocean,0.00033096144299189144
2024,kaggle_asaniczka,18129,kubernetes,0.12973688565282146
2024,kaggle_asaniczka,18129,docker,0.12107672789453362
2024,kaggle_asaniczka,18129,terraform,0.057863092283082354
2024,kaggle_asaniczka,18129,ansible,0.04809972971482156
2024,kaggle_asaniczka,18129,helm,0.009487561365767555
2024,kaggle_asaniczka,18129,argocd,0.0033096144299189145
2024,kaggle_asaniczka,18129,puppet,0.0194164046555243
2024,kaggle_asaniczka,18129,chef,0.016492911909095923
2024,kaggle_asaniczka,18129,jenkins,0.08693253902587016
2024,kaggle_asaniczka,18129,github_actions,0.01163881074521485
2024,kaggle_asaniczka,18129,circleci,0.005736665011859452
2024,kaggle_asaniczka,18129,gitlab_ci,0.03375806718517293
2024,kaggle_asaniczka,18129,buildkite,0.00022064096199459428
2024,kaggle_asaniczka,18129,travis_ci,0.0013790060124662144
2024,kaggle_asaniczka,18129,postgresql,0.05896629709305533
2024,kaggle_asaniczka,18129,mysql,0.04787908875282696
2024,kaggle_asaniczka,18129,mongodb,0.042694026145953995
2024,kaggle_asaniczka,18129,redis,0.019857686579513485
2024,kaggle_asaniczka,18129,cassandra,0.017099674554581057
2024,kaggle_asaniczka,18129,dynamodb,0.016217110706602682
2024,kaggle_asaniczka,18129,snowflake,0.029345247945281042
2024,kaggle_asaniczka,18129,bigquery,0.007005350543328369
2024,kaggle_asaniczka,18129,oracle_db,0.008274036074797287
2024,kaggle_asaniczka,18129,sqlite,0.0019857686579513485
2024,kaggle_asaniczka,18129,sql_server,0.07479728611616747
2024,kaggle_asaniczka,18129,kafka,0.05846985492856749
2024,kaggle_asaniczka,18129,spark,0.04958905620828507
2024,kaggle_asaniczka,18129,airflow,0.016382591428098628
2024,kaggle_asaniczka,18129,dbt,0.004357658999393237
2024,kaggle_asaniczka,18129,databricks,0.015279386618125656
2024,kaggle_asaniczka,18129,elasticsearch,0.022946660047437808
2024,kaggle_asaniczka,18129,flink,0.004798940923382426
2024,kaggle_asaniczka,18129,hadoop,0.026145953996359425
2024,kaggle_asaniczka,18129,beam,0.002206409619945943
2024,kaggle_asaniczka,18129,tensorflow,0.015003585415632412
2024,kaggle_asaniczka,18129,pytorch,0.013790060124662143
2024,kaggle_asaniczka,18129,scikit_learn,0.005681504771360803
2024,kaggle_asaniczka,18129,pandas,0.006950190302829721
2024,kaggle_asaniczka,18129,numpy,0.005626344530862155
2024,kaggle_asaniczka,18129,jupyter,0.002040928898449997
2024,kaggle_asaniczka,18129,mlflow,0.002206409619945943
2024,kaggle_asaniczka,18129,xgboost,0.0006619228859837829
2024,kaggle_asaniczka,18129,keras,0.0019306084174527001
2024,kaggle_asaniczka,18129,langchain,0.0011032048099729715
2024,kaggle_asaniczka,18129,llamaindex,0.00011032048099729714
2024,kaggle_asaniczka,18129,rag,0.00038612168349054
2024,kaggle_asaniczka,18129,vector_database,0.0007170831264824315
2024,kaggle_asaniczka,18129,pinecone,0.0006619228859837829
2024,kaggle_asaniczka,18129,weaviate,0.0
2024,kaggle_asaniczka,18129,chroma,0.0
2024,kaggle_asaniczka,18129,hugging_face,0.0009377240884770258
2024,kaggle_asaniczka,18129,openai_api,0.0
2024,kaggle_asaniczka,18129,claude_api,0.0
2024,kaggle_asaniczka,18129,anthropic,0.00022064096199459428
2024,kaggle_asaniczka,18129,gemini,0.00033096144299189144
2024,kaggle_asaniczka,18129,prompt_engineering,0.0017651276959567543
2024,kaggle_asaniczka,18129,fine_tuning,0.008660157758287827
2024,kaggle_asaniczka,18129,mcp,0.0009928843289756743
2024,kaggle_asaniczka,18129,llm,0.011473330023718904
2024,kaggle_asaniczka,18129,ai_agent,0.0004964421644878371
2024,kaggle_asaniczka,18129,copilot,0.00077224336698108
2024,kaggle_asaniczka,18129,cursor_tool,5.516024049864857e-05
2024,kaggle_asaniczka,18129,chatgpt,0.0009928843289756743
2024,kaggle_asaniczka,18129,claude_tool,0.0
2024,kaggle_asaniczka,18129,codex,0.00011032048099729714
2024,kaggle_asaniczka,18129,tabnine,0.0
2024,kaggle_asaniczka,18129,gpt_model,0.00077224336698108
2024,kaggle_asaniczka,18129,jest,0.007777593910309449
2024,kaggle_asaniczka,18129,pytest,0.0022615698604445916
2024,kaggle_asaniczka,18129,selenium,0.021788294996966186
2024,kaggle_asaniczka,18129,cypress,0.006122786695349992
2024,kaggle_asaniczka,18129,playwright,0.0016548072149594572
2024,kaggle_asaniczka,18129,junit,0.021181532351481052
2024,kaggle_asaniczka,18129,mocha,0.0028131722654310774
2024,kaggle_asaniczka,18129,datadog,0.008604997517789177
2024,kaggle_asaniczka,18129,new_relic,0.00656406861933918
2024,kaggle_asaniczka,18129,pagerduty,0.0011032048099729715
2024,kaggle_asaniczka,18129,grafana,0.011914611947708093
2024,kaggle_asaniczka,18129,prometheus,0.008770478239285123
2024,kaggle_asaniczka,18129,splunk,0.017540956478570246
2024,kaggle_asaniczka,18129,sentry,0.0014893264934635116
2024,kaggle_asaniczka,18129,agile,0.3379116332947212
2024,kaggle_asaniczka,18129,scrum,0.09068343537977826
2024,kaggle_asaniczka,18129,tdd,0.03783992498207292
2024,kaggle_asaniczka,18129,bdd,0.010535605935241877
2024,kaggle_asaniczka,18129,ddd,0.005240222847371615
2024,kaggle_asaniczka,18129,microservices,0.10066743891003364
2024,kaggle_asaniczka,18129,ci_cd,0.17811241657013624
2024,kaggle_asaniczka,18129,event_driven,0.013459098681670252
2024,kaggle_asaniczka,18129,serverless,0.02393954437641348
