,python,java,javascript,typescript,go_lang,rust,c_plus_plus,c_lang,c_sharp,ruby,kotlin,swift,scala,php,r_lang,sql,bash,perl,elixir,objective_c,react,angular,vue,nextjs,nuxt,svelte,ember,jquery,nodejs,express,django,flask,fastapi,spring,dot_net,rails,laravel,graphql,rest_api,aws,azure,gcp,cloudflare,heroku,digital_ocean,kubernetes,docker,terraform,ansible,helm,argocd,puppet,chef,jenkins,github_actions,circleci,gitlab_ci,buildkite,travis_ci,postgresql,mysql,mongodb,redis,cassandra,dynamodb,snowflake,bigquery,oracle_db,sqlite,sql_server,kafka,spark,airflow,dbt,databricks,elasticsearch,flink,hadoop,beam,tensorflow,pytorch,scikit_learn,pandas,numpy,jupyter,mlflow,xgboost,keras,langchain,llamaindex,rag,vector_database,pinecone,weaviate,chroma,hugging_face,openai_api,claude_api,anthropic,gemini,prompt_engineering,fine_tuning,mcp,llm,ai_agent,copilot,cursor_tool,chatgpt,claude_tool,codex,tabnine,gpt_model,jest,pytest,selenium,cypress,playwright,junit,mocha,datadog,new_relic,pagerduty,grafana,prometheus,splunk,sentry,agile,scrum,tdd,bdd,ddd,microservices,ci_cd,event_driven,serverless
spring,-0.10057949,0.4553708,0.12258185,0.021311902,-0.03962991,-0.038832683,-0.0883504,-0.044591222,-0.05981207,-0.0029540749,0.01232254,-0.017026862,-0.013757415,-0.018867226,-0.019848004,0.119874835,-0.02735869,0.0035269898,0.0012194725,-0.0072364626,0.1352393,0.26720634,0.047827985,-0.005602295,0.010485623,0.003719238,0.017585468,0.06822046,0.06368617,0.010365008,0.004996128,0.012198884,-0.01237447,1.0,-0.045006007,0.00042654725,-0.006557651,0.04576951,0.24788994,0.11622954,0.014115116,0.03463757,-0.011010225,0.0005790841,-0.005802528,0.12519096,0.13461438,-0.011311175,-0.010405667,0.021384995,-0.009101594,-0.010427681,-0.002424489,0.18948045,0.014626303,-0.0031670048,0.04177063,-0.0107369665,0.0075864326,0.1152862,0.11613082,0.17128207,0.08103667,0.10499393,0.052768644,-0.021582318,0.0019948394,0.084160164,-0.007007818,0.02890308,0.23250008,-0.014632186,-0.033979096,-0.033569172,-0.042237185,0.050709374,0.024123413,0.001872692,-0.0022440397,-0.034975927,-0.041607775,-0.022283282,-0.020702431,-0.018352402,-0.009865755,-0.02776568,-0.0057927296,-0.008352032,-0.013327906,-0.0059870477,-0.030550348,-0.010376809,-0.008672225,-0.0005171323,-0.007041923,-0.018057453,-0.0031929328,-0.0075312583,-0.0070147747,-0.0016244858,0.009537181,-0.02699294,-0.004094692,-0.039686978,-0.026600234,0.041088764,0.010382143,0.015313503,-0.0054283496,0.0013186912,-0.003260348,-0.013207313,0.039632846,-0.014507268,0.034772344,0.015845792,0.009756634,0.265538,0.022164939,0.019935274,0.009487238,-0.005373767,0.019261785,0.0021658486,0.06832918,-0.0104397265,0.15506087,0.10333008,0.12888552,0.0643221,0.0447308,0.34833327,0.12743223,0.12840562,0.024754696
dot_net,-0.10286847,-0.026073202,0.16761123,0.008849025,-0.038766496,-0.04085972,-0.051661503,-0.04140458,0.5833016,0.0016423896,-0.024406068,-0.013844477,-0.041513298,0.02668575,-0.0006216915,0.26213726,-0.026712278,-0.020406477,-0.008600681,-0.008963845,0.109279804,0.23814346,0.06864758,-0.0059180884,0.005516357,0.021850692,0.011636853,0.1755042,0.030727258,-0.014054302,-0.019070923,-0.013777719,-0.024022842,-0.045006007,1.0,-0.011551019,-0.0037383207,-0.009053687,0.10259252,-0.027348636,0.16394237,-0.038461007,-0.007251076,-0.0010628117,-0.0022013567,-0.015063712,0.009407263,-0.024461273,-0.032350883,-0.017017748,-0.014876397,-0.01502376,0.00612203,-0.0086827995,0.011778967,-0.0033944587,-0.008085371,-0.0105962735,0.0019122935,0.0039736032,0.019202646,0.0054297145,0.006298985,-0.013556394,-0.004137187,-0.043761004,-0.032586306,0.020495221,0.022191057,0.3786033,-0.025826203,-0.057943985,-0.047797013,-0.032477442,-0.032164387,-0.012003569,-0.025361115,-0.031448822,-0.019477682,-0.03603248,-0.045670647,-0.026000494,-0.027534228,-0.02582715,-0.009564315,-0.025992582,-0.012190738,-0.012159299,-0.026903879,-0.017537039,-0.034530994,-0.008892101,-0.01322265,-0.0068172445,-0.009908324,-0.020572267,-0.0010628117,0.00071730814,-0.016389595,-0.010868139,-0.0063353176,-0.032054693,-0.016308246,-0.052932452,-0.04435634,0.042784713,-0.00018917925,-0.002893814,0.006462707,0.004833088,0.028143749,-0.008788817,0.00354249,-0.009784743,0.018061606,0.0017579015,-0.010566437,-0.007904339,-0.0103428075,-0.012856954,0.023787025,-0.0050948244,-0.02832991,-0.026937418,-0.008501449,-0.0022375686,0.126897,0.09927954,0.052231573,0.014815726,0.06318841,0.07192512,0.046476997,0.022076098,0.052116707
rails,-0.016063638,-0.011866404,0.06091889,0.036893535,0.030298922,-0.0009619329,-0.026039703,-0.0122130215,-0.014303344,0.5187721,0.014291729,0.013551852,-0.0013071204,0.043126807,-0.0022143854,-0.0047637084,-0.0129251,-0.0032234779,0.018717434,0.001260982,0.092103995,0.016008446,0.04121793,0.03357183,0.004505511,0.0033288286,0.034930855,0.011441783,0.04591617,0.04408621,0.09292971,0.026103321,-0.007268101,0.00042654725,-0.011551019,1.0,0.034938365,0.058381304,0.0072703953,0.029002516,-0.025179576,-0.0015213566,0.018857403,0.06854446,0.026633019,0.006116872,0.011708864,0.0008445615,-0.0075499816,-0.0064159352,-0.0038471613,-0.0006175276,0.009170407,-0.01581406,0.002727289,0.03501746,-0.0070204823,0.0015313872,-0.0034519883,0.10054064,0.05533988,0.021487063,0.040020265,-0.004131686,0.0013470963,-0.00806122,0.007296515,-0.006720377,0.014777049,-0.014072308,-0.0014692586,-0.014882699,-0.0032327904,-0.006869637,-0.010167587,0.003604283,-0.008693724,0.0015982848,-0.0066605206,-0.010663866,-0.016031833,-0.006437375,-0.0059511913,-0.0068184277,-0.0024850487,-0.010480256,-0.0041687023,-0.0050877444,-0.0004760482,-0.008058754,-0.008904646,-0.0058656144,-0.0014400887,0.005968661,-0.0044505415,-0.0012667847,-0.0036234648,-0.0025416163,0.016733715,0.011454424,0.00042575007,-0.0021525437,-0.0069517707,0.00203873,0.008154292,0.006703132,0.023900522,0.005913764,0.014872937,0.009342265,-0.0011002881,-0.004925823,0.002240979,-0.008058754,-0.013913289,0.0047411458,0.004911977,-0.014246343,0.0010030998,0.02484184,0.0033422727,0.014994659,-0.010300187,-0.010515615,-0.011816285,0.02427293,-0.0066367863,-0.009530307,0.022620413,0.0025361942,-0.00012301182,-0.0064223437,-0.0048678005,0.0094363745,-0.009479461
laravel,-0.018150514,-0.008935061,0.065946765,0.0041175075,-0.007327212,-0.0067009893,-0.021547884,-0.014175338,-0.0076719234,0.01690824,-0.0024442342,0.0015761189,-0.009233286,0.39394614,-0.0037180576,0.0024048393,-0.006784846,0.005663321,0.015767505,-0.00460813,0.03654608,0.012223066,0.10534796,0.020929392,0.012605358,0.021100817,-0.0021752757,0.05116815,0.028027846,0.015016649,0.03637985,0.012542887,0.0008202741,-0.006557651,-0.0037383207,0.034938365,1.0,0.0052521373,0.030481959,0.012494305,-0.009986378,-0.011516123,0.0030277427,0.008242731,0.036281686,-0.00417739,0.017799577,-0.0070310473,-0.00534753,-0.0072834324,-0.0020794305,-0.0028645464,-0.0028106587,-0.009845824,-0.00080039835,-0.00010171119,-0.0046662055,-0.0018380019,-0.0017510204,0.031597055,0.13427216,0.012965109,0.03281914,-0.006089293,0.003230874,-0.006461792,-0.0069043306,-0.004486496,-0.0024244941,-0.0014074598,-0.008273999,-0.013845007,-0.0058513605,-0.0035933058,-0.006731327,-0.0023341666,-0.0053210864,-0.00789258,-0.0033785477,-0.009179434,-0.010101838,-0.005784504,-0.0061718985,-0.005291146,0.003458358,-0.0053161075,-0.0021145735,-0.0025807573,-0.008113103,-0.004087801,-0.0051908107,-0.0029753319,-0.004189372,-0.0031294085,-0.0022575364,-0.0007905598,-0.0018380019,0.013073643,-0.0017421773,-0.004300842,-0.0044425,-0.0007410214,-0.0036345024,-0.0062169717,-0.005919424,-0.00026509084,0.010043843,-0.004087801,0.0062796446,0.0070898784,-0.00055812096,-0.0024986225,0.003191792,-0.004087801,-0.0013566463,0.00051014824,0.010215462,-0.005442498,-0.0028589629,0.0036467717,0.004858149,-0.0024028984,-1.3709544e-05,-0.0070372596,-0.0054603405,0.008778984,0.015435486,-0.000303649,-0.0025595892,-0.0022924917,0.005862925,-0.0018052305,0.0016289948,0.011632475,0.0011204341
graphql,-0.015345181,0.030899376,0.14972787,0.1668792,0.027028915,0.010759053,-0.05137921,-0.028351516,-0.00074378133,0.042087115,0.05773809,0.04956749,-0.01499071,0.022804257,-0.011812341,0.011106658,-0.032249797,-0.012895818,0.03651731,0.019890232,0.21366994,0.040550143,0.05481243,0.14431629,0.02754278,0.018735062,0.0045810887,-0.012408888,0.1681325,0.029726874,0.023049904,0.036753472,0.045883738,0.04576951,-0.009053687,0.058381304,0.0052521373,1.0,0.09188916,0.07265743,0.014149511,0.0333844,0.019047935,0.005121944,-0.0035427217,0.052613024,0.06814162,0.0147987325,-0.020617608,-0.007984336,-0.0047670724,-0.017749038,-0.012134364,0.016282948,0.057295483,0.021484056,0.0066501833,-0.00071674463,-0.003181182,0.12053617,0.048600625,0.07597966,0.08343468,0.0121673895,0.06501313,0.010127927,-0.00015424013,-0.011189204,0.0068585533,-0.011069432,0.06793284,-0.0010034497,-0.006479757,-0.010565565,-0.0003079133,0.023588728,0.03290529,-0.018432755,-0.0072718062,-0.015300896,-0.015687589,-0.008443333,-0.0008903016,-0.0076188208,-0.004854817,-0.0047048666,7.364215e-05,-0.005041422,0.038667116,0.021029126,0.033451967,0.011071211,0.03268634,0.033520408,0.013352694,0.00595202,0.008041289,-0.0045981947,0.029333076,0.011000973,0.032698333,0.0036245915,0.017660113,0.04041585,0.041775204,0.041187268,0.047240313,0.022347968,0.030209793,0.012041474,-0.0019905989,-0.00031292188,0.12052714,0.0052030315,-0.0021421018,0.053904198,0.03403711,0.008271106,0.03304357,0.030267105,0.0230181,-0.001865389,0.01094644,0.0067584454,0.0011970365,0.049177054,0.03641797,0.025391642,0.03294166,-0.0036605094,0.036876533,0.08323615,0.07486006,0.11423543,0.055343393
rest_api,-0.044975426,0.16955522,0.21083653,0.09827361,-0.02310604,-0.038141966,-0.10549385,-0.06770644,0.070982695,0.003406242,0.044450194,0.04323977,-0.018446615,0.03170799,-0.012970914,0.13666984,-0.046227783,-0.01672791,-0.0048598167,0.031707782,0.19997571,0.21432021,0.103726394,0.052611526,0.021661531,0.015557722,0.013043845,0.052837845,0.1199201,0.03142319,0.050694924,0.088423476,0.07509703,0.24788994,0.10259252,0.0072703953,0.030481959,0.09188916,1.0,0.11235489,0.100152746,0.05243639,0.0015025596,0.019069988,0.0018355265,0.10043572,0.16154687,-0.022987202,-0.038933087,-0.008602468,-0.023946587,-0.012821392,-0.00937792,0.099181816,0.03396617,0.011046606,0.051207073,-0.008295164,0.002702192,0.1257413,0.09071302,0.12003113,0.06964376,0.04010704,0.060630254,-0.014194448,0.0011897398,0.021034503,0.010780099,0.104693405,0.102996245,-0.026132835,-0.021274878,-0.030612325,-0.024630185,0.031536713,0.0023929023,-0.0027781269,-0.01358601,-0.015147297,-0.027570272,-0.0025336698,0.0044578337,-0.0016817899,-0.0075754817,-0.011571057,-0.0025017112,-0.0035070125,0.015502319,0.009352731,0.01872145,0.012629743,0.029707488,0.031667028,0.00748464,-0.006725808,0.020679703,0.013729157,0.012584555,0.015628142,0.05461808,-0.008784847,0.011921723,0.014713416,0.009865857,0.06811849,0.017129647,0.025351215,0.024195705,0.013874535,0.0066053895,-0.002432326,0.11442852,0.040622495,0.043088865,0.07475047,0.03676241,0.12702428,0.045930028,0.0029829266,0.013546167,-0.00483462,-0.0015293842,-0.0018090444,0.032924913,0.005267329,0.16055255,0.12617652,0.088475205,0.060860585,0.03223561,0.2897871,0.20130534,0.13760953,0.07801021
aws,0.22299848,0.15878063,0.09554477,0.10106246,0.10782413,-0.011404747,-0.14797346,-0.11663851,-0.03315728,0.06324289,-0.011506965,-0.04524892,0.090112835,0.017399427,0.0151953,0.11876392,0.1231698,-0.008631997,0.000619967,-0.03174595,0.11079485,0.06866706,0.05778162,0.05153791,0.019292211,0.011252387,0.0116804745,-0.02102668,0.15277448,0.023671327,0.07230976,0.071697764,0.085992716,0.11622954,-0.027348636,0.029002516,0.012494305,0.07265743,0.11235489,1.0,0.34274793,0.4162541,0.0007531573,0.025571082,0.016847825,0.32388115,0.3118821,0.31528175,0.1440834,0.08324135,0.103165634,0.07809909,0.079820745,0.17880444,0.13365425,0.07555966,0.14037405,0.017556697,0.025525635,0.1976627,0.1282816,0.11049044,0.097345464,0.07863719,0.20913056,0.12634975,0.030620297,-0.0063239997,-0.010360507,-0.00837957,0.16924495,0.13165703,0.12562615,0.06344812,0.07639855,0.11704152,0.049998675,0.06308267,0.003980974,0.049982313,0.041588604,0.057165828,0.045153253,0.020952163,0.010983111,0.05775902,0.012601699,0.012494195,0.06895562,0.045134246,0.0809019,0.012012783,0.04148502,0.024417533,0.009180551,0.031304456,0.0038177536,0.0046103047,0.03893179,0.03219715,0.064692624,0.04150036,0.04444154,0.08591126,0.07404223,0.043821882,0.035306707,0.020307457,0.031959686,0.02284984,0.004114393,-0.006029251,0.043182105,0.031169176,0.020366834,0.026974577,0.017857593,0.054595508,0.016283398,0.13942191,0.07751563,0.040064596,0.13177691,0.13201189,0.09512346,0.026048891,0.10487089,0.06586119,0.035560675,0.020267935,0.025525087,0.20167905,0.27880916,0.12169717,0.16313367
azure,0.12511347,0.05036194,0.050062355,-0.012222677,0.029077457,-0.024450567,-0.10481251,-0.08856409,0.14383884,0.0033114413,-0.042843968,-0.045222875,0.070651054,-0.01142359,0.024062255,0.19984633,0.09480035,-0.006961101,-0.0119233355,-0.032171916,0.03488175,0.09503437,0.04055539,-0.0012389829,0.009582409,0.005865538,0.0050825956,0.02543308,0.031357758,-0.0010172812,0.0051036985,0.027043393,0.03631267,0.014115116,0.16394237,-0.025179576,-0.009986378,0.014149511,0.100152746,0.34274793,1.0,0.4560187,-0.01154113,-0.0006447448,0.018373208,0.21435675,0.20099726,0.17594875,0.11685728,0.05169565,0.046726752,0.05705567,0.05650332,0.10567383,0.118166886,0.01981028,0.06357734,0.000635812,0.03337911,0.042656388,0.04955099,0.073983476,0.03290229,0.065984346,-0.008411319,0.09387425,0.03272593,-0.0041718604,-0.0031226394,0.14974351,0.08160945,0.08717215,0.051074844,0.039613035,0.17611043,0.034370095,0.0037973104,0.037156604,-0.0047965674,0.05970341,0.052263785,0.06656533,0.029129,0.0228166,0.0021284523,0.07670506,0.0109243,0.0131840585,0.09475645,0.050675876,0.09168946,0.01590569,0.039541066,0.029437967,0.022046529,0.06834833,0.005758039,0.0033932775,0.025756963,0.026966022,0.065721825,0.041820318,0.06120761,0.068553574,0.058709037,0.059751462,0.00942858,0.020593693,0.00062189787,0.017057428,0.006997929,0.011526853,0.021803414,0.015387161,0.023755658,0.0075494493,0.008731009,0.02745359,0.00079868233,0.040504035,0.029037058,-0.00075240905,0.083619535,0.08073042,0.047601372,-0.0020599563,0.11282956,0.08476622,0.017379152,0.019738333,0.039473597,0.14818624,0.23688515,0.06030721,0.11034265
gcp,0.17842154,0.09660192,0.026730428,0.015629737,0.12596884,0.007990388,-0.065445244,-0.07224538,-0.036220133,0.030911958,-0.006077359,-0.025660029,0.094296105,-0.006998518,0.007616492,0.0651633,0.08328975,-0.01381619,-0.005605611,-0.023933325,0.031488694,0.012029648,0.035081748,0.015885849,0.0032138387,0.00809776,0.009165221,-0.031678602,0.06918594,0.014639464,0.021251868,0.039335717,0.060819887,0.03463757,-0.038461007,-0.0015213566,-0.011516123,0.0333844,0.05243639,0.4162541,0.4560187,1.0,0.00019536719,0.0005650461,0.015894666,0.2758597,0.2336298,0.19300558,0.09359358,0.07730142,0.06355759,0.043956287,0.04963488,0.08799233,0.10014888,0.040858667,0.05694523,0.016269367,0.031576313,0.08323406,0.07263395,0.075975396,0.04360219,0.08024663,0.0066985358,0.060295254,0.2318395,-0.016294064,-0.008365784,-0.022777269,0.11384147,0.10397723,0.116457514,0.04726023,0.050655875,0.035844352,0.048826423,0.056357987,0.07187511,0.09720822,0.0925211,0.084387265,0.040129654,0.033027273,0.014227023,0.073593326,0.022625089,0.019019585,0.089208834,0.05070042,0.09201733,0.01594354,0.046628226,0.03883672,0.016597541,0.055332057,0.019410232,-0.00056751654,0.035991836,0.05596579,0.07427238,0.067838706,0.04170017,0.11791232,0.09340713,0.029979886,0.029588502,0.020193746,0.017711416,0.022807574,0.0010458446,0.016246032,0.016268287,0.012389714,-0.014011418,-0.0070580062,-0.0010682318,0.02271751,0.0041774255,0.068217084,0.04583276,0.0135196755,0.11717155,0.1284561,0.048703488,0.009401642,0.029941607,0.01008422,0.01780661,0.00050745305,0.019275982,0.14676468,0.17977925,0.07525652,0.03693985
cloudflare,-0.0014422659,-0.01499343,0.027707763,0.045447096,0.061101742,0.095388435,0.005062003,0.015758397,-0.013212319,0.01633985,-0.0017302028,-0.0020429792,-0.008118943,0.008369602,-0.0040357974,-0.012480569,0.0042660455,-0.0068202293,0.005969221,-0.0050019342,0.028859368,-0.016629247,-0.0033434136,0.0268524,0.011401154,0.011849904,-0.0023611716,-0.0009989317,0.008349063,0.0033693274,-0.0025524462,-0.003710559,-0.0028487723,-0.011010225,-0.007251076,0.018857403,0.0030277427,0.019047935,0.0015025596,0.0007531573,-0.01154113,0.00019536719,1.0,0.016588356,0.033279292,0.024017991,0.0047476394,0.02697554,0.002166802,0.011183369,0.0034679854,0.00502738,0.010932856,-0.0074461726,0.018154213,0.018851133,0.0037467706,0.0072966414,0.017603736,0.036411475,-0.0025079413,-0.008219494,0.037981257,-0.0037714876,-0.00049017277,-0.0109439725,-0.007494365,-0.0048699058,0.004418587,-0.0113854995,0.0026407877,-0.0031841472,0.0020341435,-0.0017060105,-0.0062104287,0.00038534534,0.003938026,-0.008567068,-0.0036672736,-0.0023082285,-0.0039657974,-0.0062788394,0.0017042488,-0.00574332,0.008583589,-0.0057704146,0.013863836,-0.0028013051,0.029923921,-0.004437139,-0.006524229,-0.0032295994,-0.0045473897,-0.003396843,-0.0024504622,0.009396173,-0.0019950748,-0.0013994105,0.01383931,0.00730825,-0.0055316025,-0.0041822274,0.00089678675,0.021339294,0.015287827,0.016123153,0.018461889,-0.00023951873,0.010486352,0.020612905,-0.0006058171,-0.0027121513,0.0019478502,-0.004437139,-0.0068366607,0.005390803,0.014378188,-0.008522207,0.0028804473,0.069032446,0.020385934,0.032958634,0.039829884,0.036285546,0.004761769,0.018549467,-0.024193263,-0.01322573,-0.009253064,-0.0061019133,-0.004163892,-0.010759204,-0.00011517124,-0.0071800626,0.013258524
heroku,-0.005042641,0.002749943,0.0281627,0.020033773,0.005986616,0.0007851861,-0.013231278,-0.005359773,0.0029954496,0.05056938,0.007302382,0.0020829313,0.0065881577,-4.311662e-05,-0.0024294148,0.002994538,-0.0037599965,-0.0041055493,-0.001357332,-0.0030109969,0.037648346,0.008545134,0.0144388685,0.024197359,-0.00086834026,-0.0015486714,0.011599771,0.002942279,0.032662723,0.041020542,0.04097635,0.010251566,-0.0006079483,0.0005790841,-0.0010628117,0.06854446,0.008242731,0.005121944,0.019069988,0.025571082,-0.0006447448,0.0005650461,0.016588356,1.0,0.027828561,-0.004450708,0.0032752655,-0.0050712875,-0.0002727439,-0.004759065,-0.0035857714,0.0008636954,0.005721861,-0.00014503226,0.003266761,0.016700653,-0.003379144,-0.0012009682,-0.0011441336,0.057445474,0.0145245325,0.0074270414,0.024582876,0.010135984,-0.0053924206,0.00019432479,-0.0045113564,-0.00293152,0.010103215,-0.0027447953,0.0070718313,-0.0025017518,-0.003390162,-0.0042394865,-0.006808766,-0.002458223,-0.0034768493,-0.0051570875,-0.0022075758,-0.0059979307,-0.0066006384,-0.0037796507,0.0006108296,-0.0034572862,-0.0019035407,-0.0034735962,-0.0013816827,-0.0016862918,0.0018326212,-0.0026710087,-0.006942828,-0.0019441106,-0.0027373761,-0.0020447858,-0.001475096,-0.0030921318,-0.0012009682,-0.0008423982,0.001956684,0.010425751,-0.0024236303,-0.005170542,-0.004258296,-0.00011880129,-0.009321496,0.020467833,0.025501104,-0.0026710087,0.014905277,0.013900924,-0.00036468162,0.021051642,0.00075080583,-0.0026710087,0.01567375,0.020539962,-0.003812537,-0.005130083,-0.001868074,-0.0016945786,-0.002704391,-0.0015700769,-0.0063959756,-0.0027720872,-0.0014647687,0.016143607,0.0070935157,0.00063483324,0.016520897,0.021760087,0.012313278,0.0024725287,0.014973401,0.014111398,-0.0008967459
digital_ocean,0.00978781,-0.009244159,0.01800226,0.0021125986,0.0066437265,0.009017925,-0.00521132,-0.0034298736,-0.00035828294,0.010013408,-0.0031339338,-0.0028063713,-0.0032604493,0.029526027,-0.0013129171,-0.0024836995,0.01695496,-0.0022187426,-0.0007335365,-0.0016272187,0.0070464597,-0.0061186627,0.009327784,0.010781478,-0.000469273,0.021264505,0.023305612,-0.0026159838,0.004664829,0.018574841,0.020496866,-0.0021362968,-0.0025138336,-0.005802528,-0.0022013567,0.026633019,0.036281686,-0.0035427217,0.0018355265,0.016847825,0.018373208,0.015894666,0.033279292,0.027828561,1.0,0.011120787,0.004957331,0.025451468,0.0142773455,-0.002571919,-0.0019378414,0.0067197545,0.006783882,0.0075256354,0.015594652,0.058712363,0.022102926,-0.0006490335,-0.00061831874,0.0145773245,0.014134569,0.019137891,0.008032638,-0.0021502457,-0.0029142003,0.0054455977,-0.002438051,-0.0015842675,-0.0008561352,0.0029820057,-0.0056108343,-0.0048889364,0.013150129,-0.0022911255,0.0015310473,0.00298693,-0.0018789772,-0.0027870205,-0.0011930297,-0.0032414333,-0.0035671517,-0.0020426188,0.014991004,-0.0018684048,-0.0010287215,-0.0018772191,-0.00074669626,-0.0009113147,-0.0028648914,-0.0014434806,-0.0037520796,-0.0010506464,-0.0014793472,-0.0011050538,-0.0007971792,0.009464169,-0.0006490335,-0.0004552533,-0.0018648679,-0.0015187095,-0.003098835,-0.0027942914,-0.0023012909,0.0075478996,-0.0011078248,0.0029401623,0.013416998,-0.0014434806,0.0065789814,0.013730279,-0.00019708315,-0.0008823113,-0.0021440568,-0.0014434806,0.0035775711,0.0069402494,-0.0020603912,-0.0027724265,-0.0010095544,0.030264903,-0.0014615213,0.042754166,0.01311164,0.014473545,0.0040158886,-0.0011021007,-0.0006027883,-0.005786434,0.0017701759,-0.0019850614,0.012345009,-0.004302864,0.013116872,0.0010253992,0.0017262886
kubernetes,0.17682403,0.14045799,0.031305768,0.066777185,0.20397148,0.06564614,-0.05425254,-0.05216912,-0.021437656,0.05965574,-0.015802875,-0.041053776,0.03829345,-0.0056805885,-0.01082348,0.020469682,0.19855821,0.002206195,0.008848301,-0.026590332,0.05534532,0.05428753,0.03677962,0.007854498,-0.0007839994,0.008057063,-0.0001991777,-0.028811766,0.064778745,0.002946349,0.04880523,0.053887844,0.07047692,0.12519096,-0.015063712,0.006116872,-0.00417739,0.052613024,0.10043572,0.32388115,0.21435675,0.2758597,0.024017991,-0.004450708,0.011120787,1.0,0.6243115,0.36396012,0.2569872,0.26828942,0.1970307,0.13321848,0.12868425,0.21877162,0.18143858,0.08252401,0.2122548,0.035064284,0.047001984,0.15609029,0.08004307,0.11965016,0.14847764,0.07156969,0.062478974,0.0033940277,0.044430688,-0.0037368264,-0.0044711684,-0.008706103,0.22624576,0.061295707,0.07054772,-0.0006972931,-0.0012637272,0.15184289,0.059873544,0.03383707,0.01685399,0.04142297,0.04927083,0.03753985,0.013708423,0.005360508,0.0010676878,0.06857297,0.013946206,0.019280257,0.06032521,0.046543628,0.058131225,0.029449383,0.040009674,0.038117938,0.028312868,0.035820156,0.024163596,0.001866012,0.022293296,0.0176776,0.040265903,0.029186042,0.039701607,0.06937975,0.0592412,0.030655028,0.029123658,0.010225528,0.020331232,0.012507964,-0.0050753066,0.0003555816,0.010731565,0.021305626,0.0007599063,8.799293e-05,0.0081198,0.046465844,0.0134887155,0.16043973,0.076068655,0.038651373,0.25794634,0.27799726,0.12577678,0.029524414,0.06904589,0.036102615,0.019942816,0.007827099,0.016244985,0.25816405,0.3098484,0.12451814,0.07598133
docker,0.18128908,0.14407855,0.10648772,0.10283045,0.11554503,0.0354964,-0.032198664,-0.03979292,0.0049805143,0.059197817,-0.022737682,-0.036733713,0.027695462,0.026186876,0.0009228661,0.06375121,0.19583753,0.010345333,0.0067534326,-0.022466183,0.10202438,0.107657954,0.065187156,0.03148836,0.0027652895,0.024738954,0.006062319,-0.002187894,0.11384097,0.018997256,0.062559456,0.09415752,0.10591628,0.13461438,0.009407263,0.011708864,0.017799577,0.06814162,0.16154687,0.3118821,0.20099726,0.2336298,0.0047476394,0.0032752655,0.004957331,0.6243115,1.0,0.26400515,0.2014368,0.16069984,0.09196519,0.10981159,0.115527146,0.26730266,0.1774493,0.08377579,0.2263972,0.029134642,0.04865671,0.18490724,0.11136277,0.12980461,0.13183466,0.05078396,0.0748661,0.005016411,0.032270182,0.0020742891,0.0014861873,0.018260773,0.16115318,0.03496713,0.052969906,-0.003208003,0.0060037314,0.12798178,0.022999112,0.02028069,0.007744808,0.05772694,0.059016414,0.062256917,0.049197998,0.033693008,0.012818796,0.075216495,0.017259631,0.024471305,0.06442607,0.05206617,0.07232444,0.033756353,0.053581588,0.0515827,0.03843162,0.043485906,0.021951482,0.003525513,0.025852485,0.026305014,0.053677283,0.04408328,0.030016918,0.06550272,0.044017043,0.043942586,0.02967447,0.015072486,0.024813559,0.012896084,-0.0046765963,-0.002952619,0.04505623,0.06180135,0.023541056,0.027195599,0.025677137,0.071867324,0.021377591,0.13046947,0.07943457,0.021659201,0.17875794,0.18926965,0.09688047,0.02981305,0.11152982,0.07761521,0.043523975,0.029753517,0.025219407,0.25228098,0.3286519,0.118530884,0.08194658
terraform,0.17800686,-0.0063230735,-0.036546275,0.018466251,0.11506372,0.0060132616,-0.093415074,-0.059549272,-0.047044918,0.053905558,-0.026628263,-0.033033356,-0.001101277,-0.0066974596,-0.012235802,-0.018148033,0.28766418,0.01737334,0.0032739663,-0.025179686,-0.02250481,-0.021608766,-0.0005145184,-0.005701033,-0.006273895,-0.0020448882,-0.0083374465,-0.039118495,0.027693016,-0.011333313,0.030315483,0.023207797,0.04789454,-0.011311175,-0.024461273,0.0008445615,-0.0070310473,0.0147987325,-0.022987202,0.31528175,0.17594875,0.19300558,0.02697554,-0.0050712875,0.025451468,0.36396012,0.26400515,1.0,0.39723563,0.24032703,0.21236354,0.16828871,0.17673604,0.20673919,0.25775078,0.10014286,0.2229938,0.04155143,0.052020513,0.08775548,0.03333087,0.01819213,0.071740605,0.023081966,0.101615146,0.017535316,0.060059313,-0.007178534,-0.01449034,-0.020603608,0.08124718,0.031320352,0.068528384,0.027635688,0.046465483,0.11710768,0.02609778,0.0007018097,0.030738229,-0.027100192,-0.026161302,-0.012743907,0.0029849447,-0.007859352,0.0017511435,0.029197466,-0.00026728198,-0.005737883,0.00070881634,-0.0032379187,0.006158536,0.006260287,0.0061990838,0.009083858,-0.007678849,0.00021835344,0.013923152,0.0063596223,0.015897254,0.013518164,-0.004492446,-0.008571488,0.016285628,0.00645624,0.012588039,0.013288984,0.016007805,0.0006624979,0.012265121,0.013445876,-0.0036373038,-0.006111557,0.0048600994,0.038106497,-0.0065343245,-0.005470332,-0.009433035,-0.00784355,-0.01084792,0.20118687,0.10710557,0.06894471,0.2673996,0.28711095,0.11803875,0.032658417,0.0013092055,-0.004224934,-0.010255052,-0.01781775,0.009889071,0.06383245,0.28940228,0.06337011,0.1130712
