profile,pattern,period,uid,seniority_final,snippet
mentoring,mentor_engineers,2024,asaniczka_2f222d6d185c4a47,mid-senior," Senior Data Engineer, comfortable talking system design architecture providing mentoring team members. Technologies: AWS Java Docker Terraform Python More: CDL established p"
mentoring,mentor_engineers,2024,asaniczka_31d96d5d35e3eb49,mid-senior,"ng, workflow optimization, much more. responsible contributing team’s roadmaps, mentoring engineers, collaborating diverse group business technical partners shape future technolog"
mentoring,mentor_engineers,2024,asaniczka_e1846b6c53623899,mid-senior,"availability platform distributed systems infrastructure engineering Help guide mentor team members pairing sessions,code reviews, architecture reviews. Troubleshoot unexp"
mentoring,mentor_engineers,2024,asaniczka_2bbe61a3275b41e4,mid-senior,les techniques continuously deliver quality code- Participate code reviews- Act mentor junior developers main focus development maintenance complex scientific web-based soft
mentoring,mentor_engineers,2024,asaniczka_21cd24b6214a29c5,mid-senior,"n | Looking Front-End Engineer minimum 7 years hands-on experience React. guide mentor team members front-end development best practices, design user experience, AWS cloud"
mentoring,mentor_engineers,2024,asaniczka_1aeb0d1fa99cc3ff,mid-senior,"ts Troubleshoot & problem solve urgent technical solutions needed Code review & mentor junior engineers (Skills Required) 3&plus; years web development experience, expertise"
mentoring,mentor_engineers,2024,asaniczka_9c912af3fbfc345f,director,"tarter projects, etc.) Implementation models debugging, scaling monitoring mind Mentor engineers data scientists applying software engineering ML problems Help set ML experimen"
mentoring,mentor_engineers,2024,asaniczka_59b87d5ba6a646e2,mid-senior,"e engineers architects lead solution discussions, provide technical leadership, mentor engineers. role may direct reports. Responsibilities | technical oversight projects cover"
mentoring,mentor_engineers,2024,asaniczka_7ed2c431dd00de03,mid-senior,"ning building new web-based tools, components, applications green-field setting Mentoring junior developers, face-to-face conversation leading example, demonstrating appreciati"
mentoring,mentor_engineers,2024,asaniczka_77effd5495faedc0,mid-senior," recommend tools, technologies, processes improve efficiency simplify workflows Mentor developers collaborate cross-functional teams Work Agile development environment, attendin"
mentoring,mentor_engineers,2024,asaniczka_9f02afb8d6998327,mid-senior,"ership) varying media (conversation, presentation, email) Leadership experience mentoring junior staff interacting Senior Leadership Kubernetes experience 8 years experience de"
mentoring,mentor_engineers,2024,asaniczka_e1bfb817b78e7f4d,mid-senior,mely manner. Ensure compliance applicable industry standards regulations. Train mentor junior quality assurance engineers. Qualifications | Bachelor’s Degree related Technic
mentoring,coach_engineers,2024,asaniczka_0604bd47a1e32006,mid-senior," elastic beanstalk, SES, EKS, CloudFront, CloudWatch etc. independent performer coach team members. Familiar fast paced Agile development environment Jira. Good Technical"
mentoring,coach_engineers,2024,arshkon_3889767506,mid-senior,"omplex software solutions using C#, .NET Core, ASP.NET, AWS technologies.Mentor coach developers enhance technical skills, foster culture learning, promote best practices softw"
mentoring,coach_engineers,2024,asaniczka_dfb2a0a93392a980,mid-senior, performance assignments. Responsible completion activities time budget. Mentor coach engineers. Lead major problem resolution efforts support regaining attaining customer con
mentoring,coach_engineers,2024,asaniczka_89acfa26be25dd86,mid-senior,ination SME Data Warehouse Platform systems cloud technologies preferred Mentor/Coach junior system engineers provide backup support needed 508 Compliance background scorin
mentoring,coach_engineers,2024,asaniczka_c28d42483b50919c,mid-senior,"Security Engineer responsible resolving escalated service issues, coaching engineers resolutions, engineering implementing complex projects, maintaining overseeing "
mentoring,coach_engineers,2024,asaniczka_d5f27b6ab3e29f25,mid-senior,plication development. Ability complete technical project independently. Mentor coach engineers. Job Responsibilities | - Responsible driving technology completion activity ti
mentoring,coach_engineers,2024,arshkon_3901949157,mid-senior,"consensus building, conflict resolution, influence, persuasion skills.Mentoring/coaching junior engineers technical problem solving career advancement."
mentoring,coach_engineers,2024,asaniczka_f5c95dc410f44431,mid-senior,use software products order respond adapt quickly new missions use cases Mentor coach engineers well equipped step into owning parts full software engineering lifecycle Define
mentoring,coach_engineers,2024,asaniczka_c11961b025b11a64,mid-senior,nd-to-end - working Product R&D team Conduct code reviews always strive quality Coach junior members team Work highly dynamic agile environment full-time position. ideal ca
mentoring,coach_engineers,2024,asaniczka_b9b5aa7c93c0ee49,director,"rkets, financial assets, liquidity management plus. Experience leading projects coaching junior developers"
mentoring,coach_engineers,2024,asaniczka_217761e9f30eb1e7,mid-senior,technical teams identify software problems communicate remediation plans Mentor coach junior team members. Works team evaluate workload. Skills/Abilities Knowledge | Abilit
mentoring,coach_engineers,2024,asaniczka_8da3a24ef1ef1a04,mid-senior,"oblems Bring strong understanding relevant emerging technologies, provide input coach team members embed learning innovation day-to-day Work complex problems analysis sit"
mentoring,coach_engineers,2024,asaniczka_e6d49db3de4edbde,mid-senior,"ogress development ensure consistency initial design Provide technical guidance coaching developers engineers Ensure software meets requirements maintainability, security, scalabi"
mentoring,coach_engineers,2024,asaniczka_f0a3bd2b53a85ba4,mid-senior,"oblems Bring strong understanding relevant emerging technologies, provide input coach team members embed learning innovation day-to-day Work complex problems analysis sit"
mentoring,coach_engineers,2024,asaniczka_57c01c3de8e4d233,mid-senior,"gion replication. strong contributor product vision drive team planning. Mentor coach junior team members. Build scale high performance. IDEAL SENIOR FRONT END ENGINEER, HA"
mentoring,coach_engineers,2024,asaniczka_6d86d883f0d73c8e,mid-senior,use software products order respond adapt quickly new missions use cases Mentor coach engineers well equipped step into owning parts full software engineering lifecycle Define
mentoring,coach_engineers,2024,asaniczka_a673df14802c87d1,mid-senior,ience engineering required. Excellent communication skills demonstrated ability coach junior staff members. Preferences: | Experience developing Microservices. Experience d
mentoring,coach_engineers,2024,asaniczka_65b0fe29fbb08a07,mid-senior,"skills document coach team development practices coding guidelines (e.g., branching, peer reviews, library"
mentoring,coach_engineers,2024,asaniczka_fd4af1bd4826a8a9,mid-senior,ple teams functions. advocate excellent engineering culture across team. Mentor coach engineers team help achieve results grow career. Work modern tech stack involving Go serv
mentoring,coach_engineers,2024,asaniczka_0b7a445440a558b6,mid-senior,"ternal external presentations speaking opportunities. Assist hiring, mentoring, coaching engineers. Help build engineering team prioritizes empathy, diversity, inclusion. Require"
mentoring,coach_engineers,2024,asaniczka_0c5bf03f26f22c3d,mid-senior,oss board Discover new opportunities apply ML/AI solve critical problems Mentor coach junior engineers team Qualifications Experience | Proficiency any programming language
mentoring,coach_engineers,2024,asaniczka_4606b5e193e82336,mid-senior,"ndle Impediments, ensure possible obstacles could affect team removed Encourage Coach team continuous improvement development process order improve efficiency – Adhere im"
mentoring,coach_engineers,2024,arshkon_3901354689,mid-senior, objectives agreed stakeholders. Lead developers team meet product deliverables.Coach junior developers team develop scalable implementation.Work independently collaborativ
mentoring,coach_engineers,2024,asaniczka_d3260164dcace8b1,mid-senior, desire mindset growth self-improvement. candidate also able effectively mentor coach developers. Use Analytical Mind! Contribute ideas best practices process improvements soft
mentoring,coach_engineers,2024,asaniczka_988c4a6761ef040a,mid-senior,"ements deliver software solutions align business objectives. Mentorship: Mentor coach junior engineers, fostering growth providing technical guidance. Code Review: Conduct "
mentoring,mentorship,2024,asaniczka_1ac6fb189fe010d1,mid-senior,ticipates strategic discussion decision-making called upon so. Provides limited mentorship Associate Developers. Provides input creation Organizational Standards. Develop
mentoring,mentorship,2024,asaniczka_9e26ac212c00f80f,mid-senior,"s, OpenShift, Docker Swarm, similar) 3+ years experience development leadership mentorship role Experience designing developing versioned RESTful APIs Experience using Gi"
mentoring,mentorship,2024,asaniczka_b9595f7a1ce9e1bd,mid-senior,", planning requirements analysis testing deployment. Provide technical guidance mentorship junior developers. Troubleshoot, debug, optimize existing systems performance r"
mentoring,mentorship,2024,asaniczka_45ca82240c1b3db6,mid-senior,son customer selling stores. Assist mentoring team skilled engineers get direct mentorship support grow career next level Design Prototype. love individuals like make thi
mentoring,mentorship,2024,asaniczka_de7f3286dbf0b223,mid-senior,ams develop server storage products Provide cross-functional technical guidance mentorship engineers throughout organization. Contribute Product Requirements Documents (P
mentoring,mentorship,2024,asaniczka_ecdeff23d67ef82b,mid-senior,plementing automation. Mentors Associate Mid-Level Developers; provides limited mentorship Senior Developers technical area(s) expertise. Bachelor’s Degree Computer Scien
mentoring,mentorship,2024,asaniczka_e731fef364708cb4,mid-senior,ticipates strategic discussion decision-making called upon so. Provides limited mentorship Associate Developers. Provides input creation Organizational Standards. Develop
mentoring,mentorship,2024,asaniczka_6bfed2dd1117cc37,mid-senior, standards Engineering team example Leading pair programming sessions providing mentorship team members Driving fostering advanced design architectural tasks Developing t
mentoring,mentorship,2024,asaniczka_1b99e2c5723d69bf,mid-senior,"ns Build prototypes determine level effort, feasibility, cost Provide education mentorship engineers Create technical specifications candidate architecture proposals Enga"
mentoring,mentorship,2024,asaniczka_bc0b9313e1e005d5,mid-senior," maintainable software solutions Help recruit, hire, provide technical guidance mentorship engineers Play key role architectural systems-level decisions ensure scalabilit"
mentoring,mentorship,2024,asaniczka_d23a9c67a8f50f01,mid-senior,"FRs, cGMPs, SOPs, job plans Amgen policies. Investigate complex issues problems mentorship experienced staff. - Assist team maintaining up-to-date working spare parts inv"
mentoring,mentorship,2024,asaniczka_ea74405457218a24,mid-senior,"re Engineers passionate learning pushing cloud technology edge beyond. Offering mentorship leadership strong team software engineers. Principal Software Engineer, will..."
mentoring,mentorship,2024,arshkon_3889741080,mid-senior," collaborative high-performance culture within Databricks practice team.Provide mentorship, guidance, support team members, promoting continuous learning development.Driv"
mentoring,mentorship,2024,asaniczka_0ed95f0d08733bb5,mid-senior, Act Level 3 Support resource high-priority incidents related databases Provide mentorship resources Cloud Database technologies Support internal external audit requests 
mentoring,mentorship,2024,asaniczka_a6786d6dc75368e9,mid-senior,"Administration Linux Expertise Team Player Mentality Infrastructure Engineering Mentorship Change Management Maven, GitHub, AWS Proficiency Deployment Maintenance Continu"
mentoring,mentorship,2024,asaniczka_b690157a566f2f8d,mid-senior," direction Axle years come. help chart future growing engineering team engaging mentorship improving standards processes. Build, scale, evolve services, UI components, da"
mentoring,mentorship,2024,arshkon_3902740019,mid-senior,ely expands enforces development patterns across application.Provide leadership mentorship entire team.
mentoring,mentorship,2024,asaniczka_8f93ca5233aaae10,mid-senior,"Play pivotal role engineering team, providing architectural insights, technical mentorship, serving knowledgable point contact questions, fostering learning excellence cu"
mentoring,mentorship,2024,asaniczka_ca468eed2302f346,mid-senior,"k, ensuring scalability, reliability, maintainability. Offer technical guidance mentorship software development teams, nurturing culture innovation excellence. Conduct re"
mentoring,mentorship,2024,asaniczka_d8534735cc27b500,mid-senior,"echnology infrastructure support professionals, providing guidance, coachingand mentorship ensure optimal team performance Implement strategies,policies, procedures enhan"
mentoring,mentorship,2024,asaniczka_3c491b260abc5ac0,mid-senior,owing Change Management disciplines Works team complete project requests Accept mentorship lead developers mentor Application Developer II Bachelor's Degree Computer Scie
mentoring,mentorship,2024,asaniczka_e7eedc289cea515c,mid-senior," firmware development concept architecture release maintenance. Ideally, strong mentorship skills, strong curiosity, tenacious spirit, willingness help solve complex engi"
mentoring,mentorship,2024,asaniczka_49eed737609d14e2,mid-senior,"orks libraries. senior member team, also expected provide technical leadership, mentorship, contribute continuous improvement front-end development practices processes. C"
mentoring,mentorship,2024,asaniczka_80da9df46499802c,mid-senior,"onal effectiveness efficiency. - Training Mentoring: Provide technical guidance mentorship junior engineers personnel, fostering professional development knowledge transf"
mentoring,mentorship,2024,asaniczka_ff294e53a2a88706,mid-senior,"s, ensuring scalability, efficiency, adherence best practices. Provide guidance mentorship junior engineers, fostering collaborative team environment knowledge sharing sk"
mentoring,mentor_engineers,2026,linkedin_li-4397424380,mid-senior,ts long-lived systems must evolve alongside active clinical research programs * Mentor engineers collaborate scientists ensure software decisions support technical scientific o
mentoring,mentor_engineers,2026,linkedin_li-4394232192,mid-senior,"sing oneself high pressure situations meets urgent timelines. * Ability support mentor developers building trust, encouraging, instructing, providing constructive feedback. STEM"
mentoring,mentor_engineers,2026,linkedin_li-4395346959,mid-senior,"meet J\&J compliance standards (IEC 62304, 21 CFR Part 11\). * Drive automation mentor junior engineers DevOps best practices. **Requirements** | * 6\+ years DevOps Release "
mentoring,mentor_engineers,2026,linkedin_li-4383907871,mid-senior,"ipal AI Engineer join ’s AI Centre Excellence. ready provide technical guidance mentoring team understanding trade-offs technical, UX, product needs. excel interacting negoti"
mentoring,mentor_engineers,2026,linkedin_li-4389455072,mid-senior, + Partner product business stakeholders clarify requirements complex domain. + Mentor junior developers ensure established codebase standards adhered to. **The Skills Exper
mentoring,mentor_engineers,2026,linkedin_li-4381648101,mid-senior," GNC, hardware, manufacturing, operations teams, lead technical design reviews, mentor junior engineers. role ideal someone thrives real-world engineering constraints wants "
mentoring,mentor_engineers,2026,linkedin_li-4382708348,mid-senior,"across company. hands-on technical leadership role. write code, design systems, mentor engineers, shape team builds operates software. right person built streaming infrastructu"
mentoring,mentor_engineers,2026,linkedin_li-4342804554,mid-senior,ip tasks lead projects conception deployment * Technical Mentorship: Experience mentoring junior developers guiding engineering teams best practices architectural decisions **W
mentoring,mentor_engineers,2026,linkedin_li-4394200151,mid-senior,"olutions enhance product offerings. Senior Associate, analyze complex problems, mentor junior team members, maintain elevated professional standards building meaningful clie"
mentoring,mentor_engineers,2026,linkedin_li-4383005192,mid-senior,"e relationships ASCAP product business teams external partners organizations. • Mentoring team members technical standards, best practices overall technical excellence. • Dem"
mentoring,mentor_engineers,2026,linkedin_li-4391078087,director,"ns cloud-native environment. Candidate play critical role shaping architecture, mentoring junior team members, ensuring quality standards. Additional Information* base salary p"
mentoring,mentor_engineers,2026,linkedin_li-4371053224,mid-senior,"c coding tools LLM’s (e.g., Claude Code, GitHub Copilot) accelerate development mentor team high-leverage prompting code-auditing strategies. * help create respectful, low"
mentoring,mentor_engineers,2026,linkedin_li-4363006577,mid-senior,"t technical user requirements. * Lead code reviews, provide technical guidance, mentor junior engineers. * Plan product releases strategic tactical implementation level rest"
mentoring,mentor_engineers,2026,linkedin_li-4390543360,mid-senior," technical issues customers utilizing AMD Instinct™ server products clusters. * Mentor junior members technical staff. * Follow procedures communicate, report, escalate inci"
mentoring,mentor_engineers,2026,linkedin_li-4384503580,mid-senior,"ems optimize performance, maintainability, scalability, extensibility needed. * Mentor team members promote engineering excellence. **About Team** Guidance Personalization"
mentoring,mentor_engineers,2026,linkedin_li-4397362872,mid-senior,"er maintain healthy product backlog clear acceptance criteria. * Act team lead, mentoring team members skills engineering practices like peer reviews. * Lead low-level techni"
mentoring,mentor_engineers,2026,linkedin_li-4384538820,mid-senior,"siness needs into elegant, high-performing software solutions. * Work alongside mentor developers, ensuring engineering excellence code reviews, testing best practices, continuo"
mentoring,mentor_engineers,2026,linkedin_li-4390811415,mid-senior,"admap discussions. * Enhance developer experiences contribute stretch projects. Mentor junior engineers support execution plans needed. **Required Qualifications, Capabiliti"
mentoring,mentor_engineers,2026,linkedin_li-4342372106,mid-senior,"ntegration, soak), performance regression gates, rollout/rollback discipline. * Mentor engineers, contribute design reviews, raise bar engineering excellence. **Your Skills \& "
mentoring,mentor_engineers,2026,linkedin_li-4397580249,mid-senior,ions translate requirements into technical solutions. * Lead small initiatives; mentor engineers; help set standards patterns raise engineering quality. * Collaborate external 
mentoring,mentor_engineers,2026,linkedin_li-4391530499,mid-senior,"ffective platform capabilities. * Lead design reviews, RFCs, proof-of-concepts; mentor team members cloud, Kubernetes, data best practices. * incident response platform co"
mentoring,mentor_engineers,2026,linkedin_li-4396576994,mid-senior,"cycle, including analysis, design, coding, testing, debugging, documentation. * Mentor junior engineers foster culture innovation, inclusion, technical excellence. * Stay cu"
mentoring,mentor_engineers,2026,linkedin_li-4388372903,mid-senior,"power visibility, cost attribution planning Infrastructure. Principal Engineer, mentor team members, uphold high bar technical excellence, elevate team's overall capabilit"
mentoring,mentor_engineers,2026,linkedin_li-4377644196,mid-senior,"Snowflake, AWS cloud infrastructure, modern data engineering practices, leading mentoring team talented engineers. **Core Responsibilities** * Design lead large‑scale, cloud‑"
mentoring,mentor_engineers,2026,linkedin_li-4367329938,mid-senior,"ing, deployment, monitoring- help elevate team driving technical best practices mentoring junior engineers. **Our Engineering Teams** * Consumer Engineering: Builds APIs backen"
mentoring,coach_engineers,2026,linkedin_li-4336824477,mid-senior,"ta clients, time. You’ll challenged often quality champion products you’ll help coach team quality engineering testing best practices. **What Do** Software Development En"
mentoring,coach_engineers,2026,linkedin_li-4374174084,mid-senior,ts * advocate good engineering practices * Contribute learning culture * Mentor coach junior engineers meet full potential **Basic Qualifications** | * Bachelor’s degree Co
mentoring,coach_engineers,2026,linkedin_li-4332256616,mid-senior,"rchitectural best practices. **Technical Leadership \& Collaboration** * Mentor coach junior developers, promoting high standards cloud engineering professional growth. * P"
mentoring,coach_engineers,2026,linkedin_li-4364501275,mid-senior,"mindset. care much business impact build technical design. * Mentor \& Elevate: Coach engineers team sharing patterns, practices, critical thinking raise technical bar foster "
mentoring,coach_engineers,2026,linkedin_li-4351236523,mid-senior,"g Terraform * Excellent interpersonal, communication, teamwork skills. * Mentor coach junior team members. * Working knowledge Agile practices highly desirable"
mentoring,coach_engineers,2026,linkedin_li-4390023269,mid-senior," mobile architecture ensure scalability, maintainability, performance. * Mentor coach junior/mid-level developers code reviews knowledge-sharing. * Collaborate product mana"
mentoring,coach_engineers,2026,linkedin_li-4367520008,mid-senior,"e Agile ceremonies including sprint planning, grooming, retrospectives * Mentor coach engineers, sharing best practices helping raise technical bar across team * Provide techn"
mentoring,coach_engineers,2026,linkedin_li-4392036523,mid-senior,"s * drive complex, cross-team technical initiatives concept production * Mentor coach engineers across experience levels, supporting career growth technical excellence * Serve"
mentoring,coach_engineers,2026,linkedin_li-4362297335,mid-senior,wth goals—shaping roadmaps scale systems increase revenue * Mentor Scale Teams: Coach engineers uplift team capabilities strong technical guidance fostering culture autonomy s
mentoring,coach_engineers,2026,linkedin_li-4394456421,mid-senior,logies like Kubernetes serverless architecture better scalability efficiency. * Coach team members development best practices ensuring deliverables meet project timelines
mentoring,coach_engineers,2026,linkedin_li-4377651599,mid-senior,ions build order bring value customers. **How Make Impact** * Gain respect team coach engineers multiple levels apply best practices solutioning work items products * Support 
mentoring,coach_engineers,2026,linkedin_li-4393506003,mid-senior,"ering complex integration solutions. * Help others build code extract raw data, coach team techniques validate quality, apply deep data knowledge ensure correct data inge"
mentoring,coach_engineers,2026,linkedin_li-4390709062,mid-senior,"ms. * Mentoring inclusive culture. Provide mentorship, technical guidance, peer coaching engineers, fostering culture innovation, continuous learning, inclusion. Encourage best p"
mentoring,coach_engineers,2026,linkedin_li-4374319965,mid-senior," lead PoCs, evaluate emerging technologies meet evolving business needs. Mentor coach engineers, fostering continuous improvement skill development across team. Contribute tec"
mentoring,coach_engineers,2026,linkedin_li-4389489785,mid-senior,"ses in-depth understanding AI integration lead integration process effectively, coaching junior engineers leverage AI Ability work collaboratively cross-functional teams, incl"
mentoring,coach_engineers,2026,linkedin_li-4392419326,mid-senior,"0–25% Technical leadership activities including architecture reviews, mentoring coaching engineers, unblocking complex issues, improving CI/CD pipelines, embedding test automatio"
mentoring,coach_engineers,2026,linkedin_li-4315046134,mid-senior,"elop, augment maintain software libraries support computing CPU / GPUs * Mentor coach team members technical skills approaches solve problems. * Review maintain quality c"
mentoring,coach_engineers,2026,linkedin_li-4379084227,mid-senior,", RED) **Communication \+ Leadership:** ****Core Responsibilities:**** * Mentor coach junior mid-level engineers, supporting technical growth * Present technical concepts p"
mentoring,coach_engineers,2026,linkedin_li-4363074377,mid-senior,"mindset. care much business impact build technical design. * Mentor \& Elevate: Coach engineers team sharing patterns, practices, critical thinking raise technical bar foster "
mentoring,coach_engineers,2026,linkedin_li-4228486279,mid-senior,rbal communication skills * Show ownership entrepreneurial spirit * Willingness coach junior engineers addition teaching learning peers **Nice Have** * Experience financial
mentoring,coach_engineers,2026,linkedin_li-4388780566,mid-senior,"roduction. * Perform lead code reviews ensure quality maintainability. * Mentor coach engineers, promoting continuous learning technical excellence. * Manage optimize cloud en"
mentoring,coach_engineers,2026,linkedin_li-4392495373,mid-senior,"velopers across large scale development projects. * Experience assisting hiring/coaching developers providing technical leadership. **Location** 3000 N. Sam Houston Parkway E., Ho"
mentoring,coach_engineers,2026,linkedin_li-4381195895,mid-senior,"ngineering practices frameworks deliver high value business capabilities. Helps coach team product management, design thinking, engineering culture, Agile DevOps. Serves "
mentoring,coach_engineers,2026,linkedin_li-4393990033,mid-senior,"\& Talent Development** * Mentor high-performing, empowered engineering team. * Coach engineers craftsmanship, system thinking, product mindset. * Create environment ownership"
mentoring,coach_engineers,2026,linkedin_li-4383179271,mid-senior,"Git, agile development methodologies. * Experience mentoring Software Engineers coach team CI CD practices automating tool stack. **Desired Qualifications:** * Experience"
mentoring,mentorship,2026,linkedin_li-4389529796,mid-senior," * Contribute development comprehensive success criteria * Lead others example, mentorship, teaching * Participate hiring activities * Use data analyze communicate impact"
mentoring,mentorship,2026,linkedin_li-4343097338,mid-senior,ojects intermediate complexity drive overall project quality required * Provide mentorship discipline Engineer and/or Designer II required * Lead intermediate project sys
mentoring,mentorship,2026,linkedin_li-4367351436,director,"ons * Support continuous improvement code reviews, knowledge sharing, technical mentorship **Skills You’ll Need** * Strong proficiency Java object-oriented software devel"
mentoring,mentorship,2026,linkedin_li-4397583669,mid-senior,", coordinating cross functional teams achieve project goals within deadlines. * Mentorship Support: Provides guidance technical expertise junior engineers, fostering coll"
mentoring,mentorship,2026,linkedin_li-4387546564,mid-senior,oals * Elevate team providing actionable feedback diligent code reviews general mentorship * Play integral role leadership voice within team facilitate best practices str
mentoring,mentorship,2026,linkedin_li-4344723287,mid-senior,ing cross platform teams cross functional partners * Actively provide technical mentorship guidance team members * Partner effectively cross-functional partners engineeri
mentoring,mentorship,2026,linkedin_li-4321301691,mid-senior,"ction work meaningful projects, also strive create environment provides support mentorship needed learn grow. learn more: * Check Site Reliability Engineering , written S"
mentoring,mentorship,2026,linkedin_li-4391584320,mid-senior,"ificant impact. * Continuous Growth: Fostering environment continuous learning, mentorship, professional development, deepen expertise grow career. **Responsibilities** S"
mentoring,mentorship,2026,linkedin_li-4386769221,mid-senior,"t productivity build smart automation strategies **Collaboration, Leadership \& Mentorship** * Collaborate across cross-functional teams evangelize shift left principles "
mentoring,mentorship,2026,linkedin_li-4382855161,mid-senior,"mind. You’ll access industry leading training, certification assistance, career mentorship coaching supportive leaders levels. **Great Culture:** foster inclusive culture"
mentoring,mentorship,2026,linkedin_li-4334195352,mid-senior,"erience levels tenures, we’re building environment celebrates knowledge-sharing mentorship. senior members enjoy one-on-one mentoring thorough, kind, code reviews. care c"
mentoring,mentorship,2026,linkedin_li-4389921137,mid-senior,"ethodologies identify, prioritize, resolve quality issues. * Providing training mentorship quality system processes best practices. **Qualifications:** * Bachelor’s degre"
mentoring,mentorship,2026,linkedin_li-4388131280,mid-senior,"strategies push crypto offerings forward. * Raise bar engineering code quality, mentorship, setting strong technical standards. * Apply deep knowledge crypto protocols, s"
mentoring,mentorship,2026,linkedin_li-4382718914,mid-senior,n skills. * interested leading software development efforts providing technical mentorship. * desire learn explore new technologies eye toward applying innovative solutio
mentoring,mentorship,2026,linkedin_li-4324602057,mid-senior,"lunteer charitable donations matched $15,000 annually - Investment development: mentorship MentorMatch program, access 6,000\+ online courses Udemy, annual $3,000 stipend"
mentoring,mentorship,2026,linkedin_li-4352375486,mid-senior,"s across cross-functional teams stakeholders. * Commitment continuous learning, mentorship, driving engineering excellence. Eligibility requirements apply benefits may de"
mentoring,mentorship,2026,linkedin_li-4397159494,mid-senior, specialist balance deep technical execution high-level architectural influence mentorship. **The Impact** * **Architect Scalable Patterns:** Lead design enterprise-grade
mentoring,mentorship,2026,linkedin_li-4388158681,mid-senior,"Con (gender diversity) conferences, inspire us never stop embracing uniqueness. Mentorship Career Growth We’re continuously raising performance bar strive become Earth’s "
mentoring,mentorship,2026,linkedin_li-4395332733,mid-senior,"ts, Buy Pay Later Technology * Opportunities make difference global local scale mentorship continued learning opportunities Essential Functions: * Demonstrates relevant t"
mentoring,mentorship,2026,linkedin_li-4387772747,mid-senior,ss needs translate into development/design tasks * Provide technical directions mentorship engineers * role model engineering best practices design/coding standards deliv
mentoring,mentorship,2026,linkedin_li-4375404640,mid-senior,"ndently General Managers align technical roadmaps commercial goals. * Technical Mentorship \& Culture: Act peer engineering leadership, raising bar mentoring staff engine"
mentoring,mentorship,2026,linkedin_li-4364052069,mid-senior,"metrics, operational excellence. * Mentor - Collaborate engineers team, provide mentorship, domain expertise enhance overall technical capabilities team.. * Continuous Im"
mentoring,mentorship,2026,linkedin_li-4393820299,mid-senior,"lity, maintainability * Help establish refine engineering standards processes **Mentorship \& Team Growth** * Mentor engineers across skill levels feedback, pairing, desi"
mentoring,mentorship,2026,linkedin_li-4394995046,mid-senior,"n. * Establish usage monitoring, reporting, health metrics. * Provide technical mentorship guidance junior engineers administrators. **Minimum Qualifications** | * Educat"
mentoring,mentorship,2026,linkedin_li-4244008429,mid-senior,"upport design lifecycle hosted products. work closely product engineers provide mentorship, automation, development platform features! **WHAT YOU’LL DO:** | * Deploy main"
