rank,source_key,company_name_canonical,postings,known_seniority_n,yoe_known_n,j1_entry_n,j2_entry_associate_n,j3_yoe_le2_n,j4_yoe_le3_n,j1_share_all,j2_share_all,j1_share_known_seniority,j2_share_known_seniority,j3_share_yoe_known,j4_share_yoe_known,max_junior_share,max_junior_variant,any_aggregator,aggregator_posting_share,manual_category,top20_manual_reviewed
167,scraped_linkedin,Skydio,12,9,4,1,1,2,3,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.5,0.75,0.75,J4,false,0.0,direct employer,false
168,scraped_linkedin,Molex,11,1,8,0,0,2,6,0.0,0.0,0.0,0.0,0.25,0.75,0.75,J4,false,0.0,direct employer,false
169,scraped_indeed,Klaviyo,10,4,8,0,0,3,6,0.0,0.0,0.0,0.0,0.375,0.75,0.75,J4,false,0.0,direct employer,false
170,scraped_linkedin,Clevanoo LLC,8,0,4,0,0,0,3,0.0,0.0,,,0.0,0.75,0.75,J4,false,0.0,direct employer,false
171,scraped_linkedin,Coherent Corp.,8,5,4,2,2,2,3,0.25,0.25,0.4,0.4,0.5,0.75,0.75,J4,false,0.0,direct employer,false
172,scraped_linkedin,PepsiCo,8,3,4,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.75,J4,false,0.0,direct employer,false
173,scraped_indeed,Youtube,8,5,8,0,0,5,6,0.0,0.0,0.0,0.0,0.625,0.75,0.75,J4,false,0.0,direct employer,false
174,kaggle_arshkon,Kaynes,7,0,4,0,0,0,3,0.0,0.0,,,0.0,0.75,0.75,J4,false,0.0,direct employer,false
175,kaggle_asaniczka,US Tech Solutions,7,1,4,0,0,3,3,0.0,0.0,0.0,0.0,0.75,0.75,0.75,J3,false,0.0,bulk-posting consulting,false
176,kaggle_arshkon,Generac,6,1,4,0,1,2,3,0.0,0.16666666666666666,0.0,1.0,0.5,0.75,0.75,J4,false,0.0,direct employer,false
177,scraped_linkedin,Lenovo,6,1,4,0,0,2,3,0.0,0.0,0.0,0.0,0.5,0.75,0.75,J4,false,0.0,direct employer,false
178,scraped_linkedin,Proven Recruiting,6,1,4,0,0,1,3,0.0,0.0,0.0,0.0,0.25,0.75,0.75,J4,false,0.0,staffing firm,false
179,scraped_indeed,Seagate Technology,6,4,4,1,1,1,3,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.75,0.75,J4,false,0.0,direct employer,false
180,scraped_indeed,AMERICAN SYSTEMS,5,0,4,0,0,2,3,0.0,0.0,,,0.5,0.75,0.75,J4,false,0.0,direct employer,false
181,scraped_linkedin,Addepar,5,3,4,0,0,2,3,0.0,0.0,0.0,0.0,0.5,0.75,0.75,J4,false,0.0,direct employer,false
182,scraped_linkedin,Associate Staffing,5,3,4,0,0,1,3,0.0,0.0,0.0,0.0,0.25,0.75,0.75,J4,false,0.0,staffing firm,false
183,scraped_linkedin,Ehub Global Inc,5,1,4,0,0,2,3,0.0,0.0,0.0,0.0,0.5,0.75,0.75,J4,false,0.0,direct employer,false
184,scraped_linkedin,EliseAI,5,3,4,0,0,3,3,0.0,0.0,0.0,0.0,0.75,0.75,0.75,J3,false,0.0,direct employer,false
185,scraped_linkedin,Georgia Tech Research Institute,5,1,4,1,1,2,3,0.2,0.2,1.0,1.0,0.5,0.75,0.75,J4,false,0.0,direct employer,false
186,scraped_indeed,Hasbro,5,2,4,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.75,J4,false,0.0,direct employer,false
187,scraped_linkedin,Mach Industries,5,1,4,0,0,1,3,0.0,0.0,0.0,0.0,0.25,0.75,0.75,J4,false,0.0,direct employer,false
188,scraped_linkedin,Pragmatike,5,5,4,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.75,J4,false,0.0,direct employer,false
189,scraped_indeed,Q2ebanking,5,2,4,0,0,3,3,0.0,0.0,0.0,0.0,0.75,0.75,0.75,J3,false,0.0,direct employer,false
190,kaggle_asaniczka,Rad Hires,5,5,4,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.75,J4,false,0.0,staffing firm,false
191,scraped_linkedin,"Safe-Guard Products International, LLC",5,1,4,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.75,J4,false,0.0,direct employer,false
192,scraped_linkedin,Sysco,5,1,4,1,1,0,3,0.2,0.2,1.0,1.0,0.0,0.75,0.75,J4,true,0.2,direct employer,false
193,scraped_linkedin,Textron,5,1,4,1,1,3,3,0.2,0.2,1.0,1.0,0.75,0.75,0.75,J3,false,0.0,direct employer,false
194,scraped_linkedin,Total Wine & More,5,2,4,0,0,2,3,0.0,0.0,0.0,0.0,0.5,0.75,0.75,J4,false,0.0,direct employer,false
195,scraped_linkedin,Wolverine Trading,5,2,4,1,1,2,3,0.2,0.2,0.5,0.5,0.5,0.75,0.75,J4,false,0.0,direct employer,false
196,kaggle_arshkon,Amazon Web Services (AWS),12,2,11,0,0,2,8,0.0,0.0,0.0,0.0,0.18181818181818182,0.7272727272727273,0.7272727272727273,J4,false,0.0,tech-giant intern pipeline,false
197,scraped_linkedin,OCLC,11,9,11,0,0,8,8,0.0,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,J3,false,0.0,direct employer,false
198,scraped_linkedin,Air Apps,20,1,18,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.7222222222222222,J4,false,0.0,direct employer,false
199,kaggle_asaniczka,Bowman Williams,51,36,14,0,0,1,10,0.0,0.0,0.0,0.0,0.07142857142857142,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
200,scraped_indeed,ICF,16,7,14,2,2,7,10,0.125,0.125,0.2857142857142857,0.2857142857142857,0.5,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
201,scraped_linkedin,Onto Innovation,15,12,7,3,3,0,5,0.2,0.2,0.25,0.25,0.0,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
202,kaggle_asaniczka,Strategic Employment Partners (SEP),15,7,7,0,0,2,5,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
203,scraped_linkedin,VetJobs,10,3,7,1,1,3,5,0.1,0.1,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
204,kaggle_asaniczka,RemoteWorker US,8,8,7,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
205,scraped_linkedin,Thermo Fisher Scientific,8,0,7,0,0,1,5,0.0,0.0,,,0.14285714285714285,0.7142857142857143,0.7142857142857143,J4,true,0.125,direct employer,false
206,scraped_linkedin,CommonSpirit Health,7,4,7,0,0,5,5,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,J3,false,0.0,direct employer,false
207,scraped_linkedin,"Eccalon, LLC",7,2,7,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
208,scraped_indeed,FriendliAI,7,1,7,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
209,scraped_linkedin,Honey,7,5,7,0,0,2,5,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
210,scraped_linkedin,PrePass,7,2,7,0,0,2,5,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,J4,false,0.0,direct employer,false
211,scraped_indeed,Qualcomm,51,30,38,0,0,22,27,0.0,0.0,0.0,0.0,0.5789473684210527,0.7105263157894737,0.7105263157894737,J4,false,0.0,direct employer,false
212,kaggle_asaniczka,Amazon Web Services (AWS),97,24,96,0,1,3,68,0.0,0.010309278350515464,0.0,0.041666666666666664,0.03125,0.7083333333333334,0.7083333333333334,J4,false,0.0,tech-giant intern pipeline,false
213,scraped_linkedin,Amazon,335,96,315,16,16,47,223,0.04776119402985075,0.04776119402985075,0.16666666666666666,0.16666666666666666,0.1492063492063492,0.707936507936508,0.707936507936508,J4,true,0.03582089552238806,tech-giant intern pipeline,false
214,kaggle_arshkon,CNA Search,12,6,10,0,0,1,7,0.0,0.0,0.0,0.0,0.1,0.7,0.7,J4,false,0.0,direct employer,false
215,scraped_linkedin,RTX,12,2,10,0,0,4,7,0.0,0.0,0.0,0.0,0.4,0.7,0.7,J4,true,0.25,direct employer,false
216,scraped_linkedin,Tyler Technologies,11,4,10,0,0,3,7,0.0,0.0,0.0,0.0,0.3,0.7,0.7,J4,false,0.0,direct employer,false
217,scraped_linkedin,Prime Video & Amazon MGM Studios,10,2,10,0,0,1,7,0.0,0.0,0.0,0.0,0.1,0.7,0.7,J4,false,0.0,tech-giant intern pipeline,false
218,scraped_linkedin,FieldAI,27,7,13,1,1,3,9,0.037037037037037035,0.037037037037037035,0.14285714285714285,0.14285714285714285,0.23076923076923078,0.6923076923076923,0.6923076923076923,J4,false,0.0,direct employer,false
219,scraped_indeed,Torc Robotics,15,10,13,0,0,4,9,0.0,0.0,0.0,0.0,0.3076923076923077,0.6923076923076923,0.6923076923076923,J4,false,0.0,direct employer,false
220,scraped_linkedin,SpaceX,152,49,146,3,3,95,101,0.019736842105263157,0.019736842105263157,0.061224489795918366,0.061224489795918366,0.6506849315068494,0.6917808219178082,0.6917808219178082,J4,true,0.019736842105263157,direct employer,false
221,scraped_indeed,PayPal,36,29,35,0,0,7,24,0.0,0.0,0.0,0.0,0.2,0.6857142857142857,0.6857142857142857,J4,false,0.0,direct employer,false
222,scraped_linkedin,Intel,29,11,25,2,2,10,17,0.06896551724137931,0.06896551724137931,0.18181818181818182,0.18181818181818182,0.4,0.68,0.68,J4,false,0.0,direct employer,false
223,kaggle_asaniczka,Medtronic,26,26,25,0,0,17,17,0.0,0.0,0.0,0.0,0.68,0.68,0.68,J3,false,0.0,direct employer,false
224,scraped_indeed,General Dynamics Mission Systems,34,14,28,7,7,17,19,0.20588235294117646,0.20588235294117646,0.5,0.5,0.6071428571428571,0.6785714285714286,0.6785714285714286,J4,false,0.0,direct employer,false
225,scraped_linkedin,Goliath Partners,37,3,9,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
226,kaggle_asaniczka,CrowdDoing,33,7,3,0,0,2,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
227,scraped_linkedin,KPMG US,19,14,18,0,0,3,12,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
228,scraped_linkedin,Transamerica,19,15,18,0,0,5,12,0.0,0.0,0.0,0.0,0.2777777777777778,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
229,scraped_linkedin,Waystar,18,6,12,1,1,3,8,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
230,scraped_linkedin,Aircall,15,9,12,1,1,4,8,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
231,scraped_linkedin,Q2,15,7,12,1,1,7,8,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.5833333333333334,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
232,scraped_indeed,Abbott,13,5,6,1,1,1,4,0.07692307692307693,0.07692307692307693,0.2,0.2,0.16666666666666666,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
233,scraped_indeed,Trimble Inc.,13,2,6,0,0,2,4,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
234,scraped_linkedin,Verisk,13,5,6,0,0,1,4,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
235,scraped_indeed,KPMG,12,9,12,0,0,3,8,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
236,scraped_indeed,Redfin,12,6,9,0,0,1,6,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
237,scraped_linkedin,Palantir Technologies,11,5,6,2,2,3,4,0.18181818181818182,0.18181818181818182,0.4,0.4,0.5,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
238,scraped_linkedin,SkyWater Search Partners,11,4,6,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
239,scraped_linkedin,Abridge,10,3,6,0,0,3,4,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
240,scraped_linkedin,CCS Global Tech,10,3,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,true,0.9,direct employer,false
241,scraped_linkedin,InfiCare Technologies,10,3,3,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,true,1.0,direct employer,false
242,scraped_linkedin,Moog Inc.,10,5,6,1,1,2,4,0.1,0.1,0.2,0.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
243,kaggle_asaniczka,"The Timberline Group, LLC",10,10,6,0,0,2,4,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
244,scraped_linkedin,Aretum,9,1,6,0,0,1,4,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
245,kaggle_arshkon,Ledgent Technology,9,2,3,0,0,2,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
246,kaggle_asaniczka,"Ursus, Inc.",9,3,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
247,scraped_linkedin,Caterpillar Inc.,8,6,3,1,1,2,2,0.125,0.125,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
248,kaggle_asaniczka,W3Global,8,4,6,0,0,2,4,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
249,kaggle_asaniczka,Bosch USA,7,2,6,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
250,scraped_linkedin,"Iron Systems, Inc",7,2,3,0,1,2,2,0.0,0.14285714285714285,0.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
251,scraped_linkedin,SRI Tech Solutions,7,1,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,true,0.8571428571428571,bulk-posting consulting,false
252,scraped_indeed,WGS Systems,7,0,6,0,0,4,4,0.0,0.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
253,kaggle_asaniczka,ADP,6,6,6,0,0,4,4,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
254,kaggle_asaniczka,Barclays Corporate & Investment Bank,6,4,6,0,0,3,4,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
255,scraped_linkedin,BlackLine,6,3,6,0,0,1,4,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
256,scraped_indeed,Bot Auto,6,6,0,4,4,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,J1,false,0.0,direct employer,false
257,scraped_linkedin,CAE,6,3,3,1,1,0,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
258,scraped_indeed,Caterpillar Inc.,6,4,3,0,0,2,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
259,scraped_indeed,Comcast,6,2,3,0,0,2,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
260,scraped_linkedin,Fluidstack,6,0,3,0,0,0,2,0.0,0.0,,,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
261,scraped_linkedin,HarbourVest Partners,6,2,3,0,0,2,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
262,kaggle_arshkon,LexisNexis Risk Solutions,6,5,3,2,2,2,2,0.3333333333333333,0.3333333333333333,0.4,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,bulk-posting consulting,false
263,scraped_linkedin,Lucid Motors,6,3,6,0,0,1,4,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
264,scraped_linkedin,Mercury Systems,6,0,6,0,0,0,4,0.0,0.0,,,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
265,scraped_indeed,Pacific Life,6,2,6,0,0,2,4,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
266,scraped_linkedin,Raydar,6,2,6,0,0,2,4,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
267,scraped_linkedin,Stanford University,6,2,6,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,true,0.5,college-jobsite intermediary,false
268,kaggle_asaniczka,Tencent,6,6,6,0,0,3,4,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
269,scraped_indeed,The Church of Jesus Christ of Latter-day Saints,6,1,3,1,1,2,2,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
270,scraped_linkedin,UMATR,6,4,3,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
271,scraped_indeed,"Westinghouse Electric Company, LLC",6,0,3,0,0,1,2,0.0,0.0,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
272,scraped_linkedin,Ascensus,5,2,3,1,1,2,2,0.2,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
273,scraped_linkedin,DISCO,5,1,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
274,scraped_linkedin,Dematic,5,2,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
275,kaggle_asaniczka,Enfabrica,5,0,3,0,0,0,2,0.0,0.0,,,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
276,scraped_indeed,Future Secure AI,5,1,3,0,0,1,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
277,kaggle_asaniczka,Futurex,5,4,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
278,scraped_linkedin,"Hyundai America Technical Center, Inc. (HATCI)",5,1,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
279,kaggle_asaniczka,IPolarity,5,1,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
280,scraped_linkedin,Lunar Outpost,5,3,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
281,kaggle_arshkon,Matlen Silver,5,3,3,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
282,scraped_indeed,Moffitt Cancer Center,5,0,3,0,0,2,2,0.0,0.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,J3,false,0.0,direct employer,false
283,scraped_linkedin,Shields Group Search,5,0,3,0,0,0,2,0.0,0.0,,,0.0,0.6666666666666666,0.6666666666666666,J4,false,0.0,direct employer,false
284,scraped_linkedin,Applied Intuition,42,12,38,0,0,8,25,0.0,0.0,0.0,0.0,0.21052631578947367,0.6578947368421053,0.6578947368421053,J4,false,0.0,direct employer,false
285,scraped_linkedin,Lam Research,31,1,29,1,1,5,19,0.03225806451612903,0.03225806451612903,1.0,1.0,0.1724137931034483,0.6551724137931034,0.6551724137931034,J4,false,0.0,direct employer,false
286,scraped_linkedin,Bright Vision Technologies,29,0,20,0,0,0,13,0.0,0.0,,,0.0,0.65,0.65,J4,false,0.0,direct employer,false
287,kaggle_arshkon,Amazon,31,13,31,4,4,9,20,0.12903225806451613,0.12903225806451613,0.3076923076923077,0.3076923076923077,0.2903225806451613,0.6451612903225806,0.6451612903225806,J4,false,0.0,tech-giant intern pipeline,false
288,scraped_linkedin,Snap Inc.,15,8,14,0,0,9,9,0.0,0.0,0.0,0.0,0.6428571428571429,0.6428571428571429,0.6428571428571429,J3,true,0.06666666666666667,direct employer,false
289,scraped_indeed,Collins Aerospace,24,16,22,0,0,5,14,0.0,0.0,0.0,0.0,0.22727272727272727,0.6363636363636364,0.6363636363636364,J4,false,0.0,direct employer,false
290,scraped_linkedin,SciTec,12,10,11,0,0,3,7,0.0,0.0,0.0,0.0,0.2727272727272727,0.6363636363636364,0.6363636363636364,J4,false,0.0,direct employer,false
291,scraped_linkedin,Turing,42,31,8,1,1,0,5,0.023809523809523808,0.023809523809523808,0.03225806451612903,0.03225806451612903,0.0,0.625,0.625,J4,true,1.0,direct employer,false
292,scraped_linkedin,T-Mobile,20,14,16,0,0,5,10,0.0,0.0,0.0,0.0,0.3125,0.625,0.625,J4,false,0.0,direct employer,false
293,scraped_linkedin,Eaton,17,5,8,0,0,2,5,0.0,0.0,0.0,0.0,0.25,0.625,0.625,J4,false,0.0,direct employer,false
294,scraped_linkedin,Stefanini Group,16,2,16,1,1,2,10,0.0625,0.0625,0.5,0.5,0.125,0.625,0.625,J4,false,0.0,direct employer,false
295,scraped_linkedin,Apple,15,4,8,0,0,1,5,0.0,0.0,0.0,0.0,0.125,0.625,0.625,J4,false,0.0,tech-giant intern pipeline,false
296,scraped_linkedin,Acro Service Corp,12,0,8,0,0,5,5,0.0,0.0,,,0.625,0.625,0.625,J3,false,0.0,direct employer,false
297,scraped_indeed,Fiserv,8,4,8,0,0,1,5,0.0,0.0,0.0,0.0,0.125,0.625,0.625,J4,false,0.0,direct employer,false
298,scraped_indeed,Lam Research,8,0,8,0,0,1,5,0.0,0.0,,,0.125,0.625,0.625,J4,false,0.0,direct employer,false
299,scraped_linkedin,Torc Robotics,31,19,29,0,0,8,18,0.0,0.0,0.0,0.0,0.27586206896551724,0.6206896551724138,0.6206896551724138,J4,false,0.0,direct employer,false
300,scraped_linkedin,ICF,23,12,21,3,3,7,13,0.13043478260869565,0.13043478260869565,0.25,0.25,0.3333333333333333,0.6190476190476191,0.6190476190476191,J4,true,0.6086956521739131,direct employer,false
301,kaggle_asaniczka,Amazon,142,53,138,5,5,8,85,0.035211267605633804,0.035211267605633804,0.09433962264150944,0.09433962264150944,0.057971014492753624,0.6159420289855072,0.6159420289855072,J4,false,0.0,tech-giant intern pipeline,false
302,scraped_indeed,T-Mobile,15,10,13,0,0,7,8,0.0,0.0,0.0,0.0,0.5384615384615384,0.6153846153846154,0.6153846153846154,J4,false,0.0,direct employer,false
303,scraped_linkedin,Govini,14,7,13,0,0,2,8,0.0,0.0,0.0,0.0,0.15384615384615385,0.6153846153846154,0.6153846153846154,J4,false,0.0,direct employer,false
304,scraped_linkedin,ByteDance,118,65,31,48,48,11,19,0.4067796610169492,0.4067796610169492,0.7384615384615385,0.7384615384615385,0.3548387096774194,0.6129032258064516,0.6129032258064516,J4,false,0.0,direct employer,false
305,scraped_indeed,PNC Financial Services Group,67,39,67,0,0,13,41,0.0,0.0,0.0,0.0,0.19402985074626866,0.6119402985074627,0.6119402985074627,J4,false,0.0,direct employer,false
306,scraped_linkedin,Amazon Web Services (AWS),339,99,327,0,1,24,199,0.0,0.0029498525073746312,0.0,0.010101010101010102,0.07339449541284404,0.6085626911314985,0.6085626911314985,J4,false,0.0,tech-giant intern pipeline,false
307,scraped_linkedin,Collins Aerospace,51,33,48,0,0,15,29,0.0,0.0,0.0,0.0,0.3125,0.6041666666666666,0.6041666666666666,J4,false,0.0,direct employer,false
308,scraped_indeed,Amazon,409,124,371,5,5,45,224,0.012224938875305624,0.012224938875305624,0.04032258064516129,0.04032258064516129,0.12129380053908356,0.6037735849056604,0.6037735849056604,J4,false,0.0,tech-giant intern pipeline,false
