source,company_industry,n
kaggle_arshkon,"Agriculture, Construction, Mining Machinery Manufacturing",4
kaggle_arshkon,Data Infrastructure and Analytics,4
kaggle_arshkon,Space Research and Technology,4
kaggle_arshkon,IT System Data Services,3
kaggle_arshkon,Internet News,3
kaggle_arshkon,Education,3
kaggle_arshkon,Consumer Electronics,3
kaggle_arshkon,Market Research,3
kaggle_arshkon,Book and Periodical Publishing,3
kaggle_arshkon,Computer Networking,3
kaggle_arshkon,Maritime Transportation,3
kaggle_arshkon,Outsourcing and Offshoring Consulting,3
kaggle_arshkon,Civic and Social Organizations,3
kaggle_arshkon,Executive Search Services,3
kaggle_arshkon,Media Production,3
kaggle_arshkon,Legal Services,3
kaggle_arshkon,Spectator Sports,3
kaggle_arshkon,Writing and Editing,2
kaggle_arshkon,Travel Arrangements,2
kaggle_arshkon,Security and Investigations,2
kaggle_arshkon,IT System Testing and Evaluation,2
kaggle_arshkon,Professional Services,2
kaggle_arshkon,Business Intelligence Platforms,2
kaggle_arshkon,Mental Health Care,2
kaggle_arshkon,Paper and Forest Product Manufacturing,2
kaggle_arshkon,Restaurants,2
kaggle_arshkon,Military and International Affairs,2
kaggle_arshkon,Nanotechnology Research,2
kaggle_arshkon,Strategic Management Services,2
kaggle_arshkon,Electric Power Generation,2
kaggle_arshkon,Social Networking Platforms,2
kaggle_arshkon,Medical Device,2
kaggle_arshkon,Personal Care Product Manufacturing,2
kaggle_arshkon,Business Content,2
kaggle_arshkon,Transportation Programs,2
kaggle_arshkon,Plastics Manufacturing,2
kaggle_arshkon,Agricultural Chemical Manufacturing,2
kaggle_arshkon,Semiconductors,2
kaggle_arshkon,Robotics Engineering,2
kaggle_arshkon,Veterinary Services,2
kaggle_arshkon,Insurance Agencies and Brokerages,2
kaggle_arshkon,Events Services,2
kaggle_arshkon,Engines and Power Transmission Equipment Manufacturing,2
kaggle_arshkon,Electrical Equipment Manufacturing,2
kaggle_arshkon,Venture Capital and Private Equity Principals,2
kaggle_arshkon,Renewable Energy Power Generation,2
kaggle_arshkon,Renewable Energy Equipment Manufacturing,2
kaggle_arshkon,Internet Publishing,2
kaggle_arshkon,HVAC and Refrigeration Equipment Manufacturing,1
kaggle_arshkon,Food and Beverage Retail,1
kaggle_arshkon,Research,1
kaggle_arshkon,Facilities Services,1
kaggle_arshkon,Retail Pharmacies,1
kaggle_arshkon,Individual and Family Services,1
kaggle_arshkon,Religious Institutions,1
kaggle_arshkon,Armed Forces,1
kaggle_arshkon,Metalworking Machinery Manufacturing,1
kaggle_arshkon,Solar Electric Power Generation,1
kaggle_arshkon,Wholesale Machinery,1
kaggle_arshkon,Public Relations and Communications Services,1
kaggle_arshkon,Building Construction,1
kaggle_arshkon,Law Enforcement,1
kaggle_arshkon,Rail Transportation,1
kaggle_arshkon,Farming,1
kaggle_arshkon,Musicians,1
kaggle_arshkon,Wood Product Manufacturing,1
kaggle_arshkon,Industrial Automation,1
kaggle_arshkon,Natural Gas Distribution,1
kaggle_arshkon,Architecture and Planning,1
kaggle_arshkon,Furniture and Home Furnishings Manufacturing,1
kaggle_arshkon,Loan Brokers,1
kaggle_arshkon,"Glass, Ceramics and Concrete Manufacturing",1
kaggle_arshkon,Retail Groceries,1
kaggle_arshkon,Think Tanks,1
kaggle_arshkon,Operations Consulting,1
kaggle_arshkon,Real Estate and Equipment Rental Services,1
kaggle_arshkon,Retail Office Equipment,1
kaggle_arshkon,Public Health,1
kaggle_arshkon,Securities and Commodity Exchanges,1
kaggle_arshkon,IT System Operations and Maintenance,1
kaggle_arshkon,Mechanical Or Industrial Engineering,1
kaggle_arshkon,Biotechnology,1
kaggle_arshkon,Human Resources,1
scraped,Software Development,9006
scraped,IT Services and IT Consulting,3895
scraped,Financial Services,3010
scraped,"Technology, Information and Internet",1883
scraped,Defense and Space Manufacturing,1187
scraped,Staffing and Recruiting,852
scraped,"Information Services and Technology, Information and Internet",764
scraped,Business Consulting and Services,548
scraped,Hospitals and Health Care,455
scraped,"Accounting, IT Services and IT Consulting, and Business Consulting and Services",445
scraped,Semiconductor Manufacturing,429
scraped,"Accounting, Financial Services, and Business Consulting and Services",420
scraped,Aviation and Aerospace Component Manufacturing,384
scraped,Retail,381
scraped,Insurance,355
scraped,Entertainment Providers,308
scraped,Internet Publishing,239
scraped,"Technology, Information and Media",227
scraped,Research Services,226
scraped,Information Technology & Services,218
scraped,Computer and Network Security,218
scraped,"Motor Vehicle Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and IT Services and IT Consulting",217
scraped,Civil Engineering,213
scraped,"Appliances, Electrical, and Electronics Manufacturing",213
scraped,Medical Equipment Manufacturing,213
scraped,"Financial Services, Investment Management, and Banking",207
scraped,Telecommunications,197
scraped,"Software Development, Financial Services, and Technology, Information and Internet",194
scraped,Internet Marketplace Platforms,174
scraped,Motor Vehicle Manufacturing,166
scraped,Professional Services,151
scraped,Banking,138
scraped,Computers and Electronics Manufacturing,134
scraped,Automation Machinery Manufacturing,132
scraped,Information Services,116
scraped,Advertising Services,114
scraped,Real Estate,112
scraped,Software Development and IT Services and IT Consulting,106
scraped,"Construction, Software Development, and IT Services and IT Consulting",105
scraped,"Software Development, Technology, Information and Internet, and Technology, Information and Media",102
scraped,Engineering Services,100
scraped,"Advertising Services, IT Services and IT Consulting, and Software Development",99
scraped,Manufacturing,95
scraped,"Computer Hardware Manufacturing, Software Development, and Computers and Electronics Manufacturing",89
scraped,Biotechnology Research,87
scraped,Utilities,80
scraped,Government Administration and IT Services and IT Consulting,74
scraped,"Accounting, Financial Services, and IT Services and IT Consulting",72
scraped,Marketing Services,71
scraped,Industrial Machinery Manufacturing,71
scraped,Pharmaceutical Manufacturing,68
scraped,Robotics Engineering,66
scraped,Oil and Gas,64
scraped,"Banking, Financial Services, and Investment Banking",62
scraped,"Transportation, Logistics, Supply Chain and Storage",62
scraped,IT System Data Services,62
scraped,Human Resources Services,61
scraped,Construction and Civil Engineering,61
scraped,Higher Education,60
scraped,Government Administration,58
scraped,Airlines and Aviation,57
scraped,Computer Games,56
scraped,Education Administration Programs and E-Learning Providers,55
scraped,Banking and Financial Services,54
scraped,Wellness and Fitness Services,53
scraped,Public Safety,53
scraped,IT System Custom Software Development,52
scraped,"Airlines and Aviation, Aviation and Aerospace Component Manufacturing, and Defense and Space Manufacturing",52
scraped,Construction,50
scraped,"IT Services and IT Consulting, Computer and Network Security, and Information Services",49
scraped,Mental Health Care,49
scraped,Automotive,49
scraped,Law Practice,49
scraped,Online Audio and Video Media,47
scraped,Defense and Space Manufacturing and Telecommunications,46
scraped,IT Services and IT Consulting and Business Consulting and Services,46
scraped,Non-profit Organizations,46
scraped,"Technology, Information and Internet, Software Development, and IT Services and IT Consulting",45
scraped,Consumer Services,42
scraped,"IT Services and IT Consulting, Technology, Information and Internet, and Computer and Network Security",41
scraped,Accounting,41
scraped,"Financial Services, Investment Banking, and Investment Management",41
scraped,"Software Development, IT Services and IT Consulting, and Pharmaceutical Manufacturing",38
scraped,Venture Capital and Private Equity Principals,37
scraped,IT Services and IT Consulting and Financial Services,36
scraped,Defense & Space,34
scraped,Investment Management,33
scraped,Computer Hardware Manufacturing,33
scraped,Defense and Space Manufacturing and Aviation and Aerospace Component Manufacturing,33
scraped,Machinery Manufacturing,31
scraped,Insurance and Financial Services,31
scraped,Professional Training and Coaching,31
scraped,"Computer Hardware Manufacturing, Software Development, and IT Services and IT Consulting",30
scraped,Broadcast Media Production and Distribution,29
scraped,Software Development and IT System Custom Software Development,29
scraped,"Business Consulting and Services, IT Services and IT Consulting, and Professional Training and Coaching",28
scraped,"Software Development, Technology, Information and Internet, and Financial Services",28
scraped,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet",27
scraped,Design Services,27
scraped,Social Networking Platforms,27
scraped,Wholesale Building Materials,26
scraped,"IT Services and IT Consulting, Software Development, and IT System Custom Software Development",26
scraped,IT Services and IT Consulting and Software Development,25
scraped,Data Infrastructure and Analytics,25
scraped,Hospitality,24
scraped,Internet News,24
scraped,Food and Beverage Services,24
scraped,"Software Development, Consumer Services, and Entertainment Providers",24
scraped,Computer Hardware Manufacturing and Software Development,24
scraped,Renewable Energy Semiconductor Manufacturing,23
scraped,Retail Apparel and Fashion,23
scraped,"Chemical Manufacturing, Food and Beverage Services, and Food and Beverage Manufacturing",23
scraped,Aviation & Aerospace,22
scraped,Musicians,21
scraped,Financial Services and Banking,21
scraped,"Banking, Investment Banking, and Financial Services",21
scraped,E-Learning Providers,21
scraped,"Software Development, Technology, Information and Internet, and IT Services and IT Consulting",21
scraped,Non-profit Organizations and Primary and Secondary Education,20
scraped,Truck Transportation,20
scraped,Space Research and Technology,20
scraped,Government Relations Services,20
scraped,Spectator Sports,20
scraped,Facilities Services,19
scraped,Security and Investigations,19
scraped,"Wireless Services, Telecommunications, and Communications Equipment Manufacturing",18
scraped,"Computer Hardware Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computers and Electronics Manufacturing",18
scraped,Wholesale,18
scraped,Software Development and Financial Services,18
scraped,"Construction, Civil Engineering, and Industrial Machinery Manufacturing",17
scraped,Investment Banking,17
scraped,Education Administration Programs,17
scraped,Chemical Manufacturing,17
scraped,"Computer Games, Software Development, and Technology, Information and Internet",17
scraped,"Oil and Gas, Defense and Space Manufacturing, and Aviation and Aerospace Component Manufacturing",17
scraped,"Semiconductor Manufacturing, Software Development, and Computer Hardware Manufacturing",16
scraped,"Capital Markets, IT Services and IT Consulting, and Financial Services",16
scraped,"Technology, Information and Internet, Business Consulting and Services, and Marketing Services",15
scraped,"Medical Equipment Manufacturing, Hospitals and Health Care, and Pharmaceutical Manufacturing",15
scraped,Financial Services and Software Development,15
scraped,"Banking, Financial Services, and IT Services and IT Consulting",15
scraped,"Computer Hardware Manufacturing, Defense and Space Manufacturing, and IT Services and IT Consulting",15
scraped,"Technology, Information and Internet and Transportation, Logistics, Supply Chain and Storage",14
scraped,Retail Office Equipment,14
scraped,Semiconductors,14
scraped,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",14
scraped,Research,14
scraped,Environmental Services,13
scraped,IT Services and IT Consulting and Information Services,13
scraped,Software Development and Defense and Space Manufacturing,13
scraped,"Technology, Information and Internet and Financial Services",13
scraped,Gambling Facilities and Casinos and Spectator Sports,13
scraped,Renewable Energy Power Generation,13
scraped,Financial Services and Insurance,13
scraped,Financial Services and IT Services and IT Consulting,13
scraped,"IT Services and IT Consulting, Information Services, and Research Services",13
scraped,"Software Development, Consumer Services, and Technology, Information and Internet",13
scraped,Pharmaceutical Manufacturing and Biotechnology Research,13
scraped,Energy Technology,13
scraped,Travel Arrangements,13
scraped,Book and Periodical Publishing,12
scraped,Defense and Space Manufacturing and Space Research and Technology,12
scraped,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,12
scraped,Capital Markets,12
scraped,Ground Passenger Transportation,12
scraped,Design,11
scraped,"IT Services and IT Consulting, Technology, Information and Internet, and Advertising Services",11
scraped,"Computer and Network Security, Software Development, and IT Services and IT Consulting",11
scraped,"Advertising Services, Software Development, and Information Services",11
scraped,"Civil Engineering, Public Safety, and Truck Transportation",11
scraped,"Software Development and Technology, Information and Media",11
scraped,Blockchain Services,11
scraped,"IT Services and IT Consulting, Information Services, and Technology, Information and Media",11
scraped,IT System Operations and Maintenance,11
scraped,"Software Development, Defense and Space Manufacturing, and Research Services",11
scraped,Industrial Automation,11
scraped,Health and Human Services,10
scraped,IT Services and IT Consulting and Banking,10
scraped,Financial Services and Hospitals and Health Care,10
scraped,"Leasing Non-residential Real Estate, IT Services and IT Consulting, and Research Services",10
scraped,"Motor Vehicle Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Industrial Machinery Manufacturing",10
scraped,Legal Services,10
scraped,Electric Power Generation,10
scraped,"Financial Services, IT Services and IT Consulting, and Technology, Information and Internet",10
scraped,"Appliances, Electrical, and Electronics Manufacturing and Semiconductor Manufacturing",10
scraped,Software Development and Computer and Network Security,10
scraped,Manufacturing and Food and Beverage Services,10
scraped,"Motor Vehicle Manufacturing, Renewable Energy Semiconductor Manufacturing, and Utilities",10
scraped,Education,9
scraped,"Technology, Information and Media and Software Development",9
scraped,"Financial Services, Banking, and Investment Banking",9
scraped,"IT Services and IT Consulting, Civil Engineering, and Architecture and Planning",9
scraped,Information Services and IT Services and IT Consulting,9
scraped,"Computer Hardware Manufacturing, Computers and Electronics Manufacturing, and Semiconductor Manufacturing",9
scraped,Medical Device,9
scraped,Mobile Gaming Apps,9
scraped,Restaurants,9
scraped,Gambling Facilities and Casinos,9
scraped,Medical Practices,9
scraped,"IT Services and IT Consulting, Financial Services, and Banking",9
scraped,Chemical Manufacturing and Manufacturing,9
scraped,Computer Networking Products,9
scraped,Food and Beverage Manufacturing,9
scraped,"IT Services and IT Consulting, Technology, Information and Internet, and Telecommunications",9
scraped,Security and Investigations and Construction,8
scraped,"Oil and Gas, Utilities, and Renewable Energy Semiconductor Manufacturing",8
scraped,Nuclear Electric Power Generation,8
scraped,"Hospitality, Food and Beverage Services, and Retail",8
scraped,Entertainment Providers and Broadcast Media Production and Distribution,8
scraped,"Software Development, Defense and Space Manufacturing, and IT Services and IT Consulting",8
scraped,Services for Renewable Energy,8
scraped,Accounting and Business Consulting and Services,8
scraped,Business Intelligence Platforms,8
scraped,Computers and Electronics Manufacturing and Retail,8
scraped,"Technology, Information and Internet and Software Development",8
scraped,"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Medical Equipment Manufacturing",8
scraped,"Appliances, Electrical, and Electronics Manufacturing and Industrial Machinery Manufacturing",8
scraped,Metal Ore Mining,8
scraped,Staffing and Recruiting and IT Services and IT Consulting,8
scraped,Biotechnology Research and Pharmaceutical Manufacturing,7
scraped,"Wireless Services, IT Services and IT Consulting, and Telecommunications",7
scraped,"Banking, Capital Markets, and Financial Services",7
scraped,"Airlines and Aviation, IT Services and IT Consulting, and Security and Investigations",7
scraped,"Real Estate and Transportation, Logistics, Supply Chain and Storage",7
scraped,"Real Estate, Financial Services, and Capital Markets",7
scraped,"Computer Networking Products, Software Development, and Technology, Information and Internet",7
scraped,Robot Manufacturing,7
scraped,"Appliances, Electrical, and Electronics Manufacturing, Nanotechnology Research, and Semiconductor Manufacturing",7
scraped,"Banking, Financial Services, and Insurance",7
scraped,"Wellness and Fitness Services, IT Services and IT Consulting, and Manufacturing",7
scraped,Food & Beverages,7
scraped,Software Development and Research Services,7
scraped,"Software Development, Capital Markets, and Financial Services",7
scraped,"Electric Power Transmission, Control, and Distribution",7
scraped,Security Systems Services,7
scraped,"Retail Office Equipment, E-Learning Providers, and Professional Training and Coaching",7
scraped,"Capital Markets, Investment Banking, and Investment Management",7
scraped,Apparel & Fashion,7
scraped,"Technology, Information and Internet, Information Services, and Software Development",6
scraped,Packaging and Containers Manufacturing,6
scraped,"Semiconductors, Consumer Electronics, and Computer Hardware",6
scraped,"Financial Services and Technology, Information and Media",6
scraped,Biotechnology,6
scraped,"Defense and Space Manufacturing, Space Research and Technology, and Aviation and Aerospace Component Manufacturing",6
scraped,Newspaper Publishing,6
scraped,Hospitals and Health Care and Insurance,6
scraped,"Defense and Space Manufacturing, Airlines and Aviation, and Semiconductor Manufacturing",6
scraped,"Computer Hardware Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Semiconductor Manufacturing",6
scraped,Armed Forces,6
scraped,Freight and Package Transportation,6
scraped,Law Practice and Legal Services,6
scraped,Architecture and Planning,6
scraped,Data Security Software Products,6
scraped,IT Services and IT Consulting and Engineering Services,6
scraped,Environmental Services and Renewable Energy Semiconductor Manufacturing,6
scraped,"IT Services and IT Consulting, Software Development, and Financial Services",6
scraped,"Architecture and Planning, Civil Engineering, and Construction",6
scraped,"Aviation and Aerospace Component Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Automation Machinery Manufacturing",6
scraped,"Software Development, Design Services, and IT Services and IT Consulting",6
scraped,Construction and Machinery Manufacturing,5
scraped,IT System Custom Software Development and Software Development,5
scraped,Insurance and Business Consulting and Services,5
scraped,Information Services and Software Development,5
scraped,Semiconductor Manufacturing and Software Development,5
scraped,Wireless Services,5
scraped,Venture Capital and Private Equity Principals and Banking,5
scraped,Software Development and Information Services,5
scraped,Mobile Computing Software Products,5
scraped,"Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Medical Equipment Manufacturing",5
scraped,Executive Offices,5
scraped,Hospitals and Health Care and IT Services and IT Consulting,5
scraped,"Staffing and Recruiting and Technology, Information and Media",5
scraped,IT Services and IT Consulting and Telecommunications,5
scraped,"Information Services and Technology, Information and Media",5
scraped,Motor Vehicle Parts Manufacturing,5
scraped,Photography,5
scraped,"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Oil and Gas",5
scraped,Maritime Transportation,5
scraped,Motor Vehicle Manufacturing and Motor Vehicle Parts Manufacturing,5
scraped,"Alternative Medicine, Hospitals and Health Care, and Mental Health Care",5
scraped,Business Consulting and Services and IT Services and IT Consulting,5
scraped,"IT Services and IT Consulting, IT System Custom Software Development, and Software Development",5
scraped,"Food and Beverage Services, Manufacturing, and Food and Beverage Manufacturing",5
scraped,Railroad Equipment Manufacturing,5
scraped,"IT Services and IT Consulting, Data Infrastructure and Analytics, and Software Development",4
scraped,Renewable Energy Equipment Manufacturing,4
scraped,Executive Search Services,4
scraped,"Biotechnology Research, Research Services, and Medical Equipment Manufacturing",4
scraped,Rail Transportation,4
scraped,Motor Vehicle Manufacturing and Research Services,4
scraped,IT Services and IT Consulting and Government Administration,4
scraped,Electronic and Precision Equipment Maintenance,4
scraped,"Banking, Financial Services, and Capital Markets",4
scraped,Public Health,4
scraped,"Hospitals and Health Care, IT Services and IT Consulting, and Software Development",4
scraped,"Technology, Information and Internet, Computer Networking Products, and Software Development",4
scraped,"Manufacturing, Food and Beverage Manufacturing, and Food and Beverage Services",4
scraped,"IT Services and IT Consulting, Software Development, and IT System Data Services",4
scraped,Embedded Software Products,4
scraped,"Manufacturing, Aviation and Aerospace Component Manufacturing, and Motor Vehicle Manufacturing",4
scraped,Software Development and Data Infrastructure and Analytics,4
scraped,Mining,4
scraped,"IT Services and IT Consulting, Software Development, and Technology, Information and Media",4
scraped,"Appliances, Electrical, and Electronics Manufacturing and IT Services and IT Consulting",4
scraped,"Consumer Services, Financial Services, and IT Services and IT Consulting",4
scraped,"Construction, Machinery Manufacturing, and Truck Transportation",4
scraped,"Advertising Services, Online Audio and Video Media, and Technology, Information and Internet",4
scraped,"IT Services and IT Consulting, Banking, and Financial Services",4
scraped,"Financial Services and Transportation, Logistics, Supply Chain and Storage",4
scraped,Retail Pharmacies,4
scraped,IT Services and IT Consulting and Investment Banking,4
scraped,Consumer Goods,4
scraped,"Spectator Sports, Software Development, and Information Services",4
scraped,Hospitals and Health Care and Information Services,4
scraped,Staffing and Recruiting and Financial Services,4
scraped,Financial Services and Investment Management,4
scraped,Commercial and Industrial Machinery Maintenance,4
scraped,"Software Development, IT Services and IT Consulting, and Biotechnology Research",4
scraped,IT System Testing and Evaluation and IT System Training and Support,4
scraped,Engineering Services and IT Services and IT Consulting,4
scraped,"Non-profit Organizations, Biotechnology Research, and Public Health",4
scraped,Satellite Telecommunications,4
scraped,IT Services and IT Consulting and Staffing and Recruiting,4
scraped,"Defense and Space Manufacturing, Aviation and Aerospace Component Manufacturing, and Armed Forces",4
scraped,Motor Vehicle Manufacturing and Retail,4
scraped,IT Services and IT Consulting and Retail,4
scraped,"Software Development, Business Consulting and Services, and IT Services and IT Consulting",4
scraped,"Financial Services, Banking, and Capital Markets",4
scraped,IT System Data Services and Software Development,4
scraped,"IT Services and IT Consulting, IT System Custom Software Development, and IT System Design Services",4
scraped,"Manufacturing, Hospitality, and Restaurants",4
scraped,"Leisure, Travel & Tourism",4
scraped,"IT Services and IT Consulting, Engineering Services, and Software Development",4
scraped,"Financial Services, Information Services, and IT Services and IT Consulting",3
scraped,Civic and Social Organizations and Non-profit Organizations,3
scraped,Retail Health and Personal Care Products,3
scraped,"Biotechnology Research, Hospitals and Health Care, and Medical Equipment Manufacturing",3
scraped,Oil and Gas and Utilities,3
scraped,"Aviation and Aerospace Component Manufacturing, Defense and Space Manufacturing, and Biotechnology Research",3
scraped,"Biotechnology Research, Medical Equipment Manufacturing, and Research Services",3
scraped,"IT Services and IT Consulting, Financial Services, and Accounting",3
scraped,"Computer Networking Products, Wireless Services, and Appliances, Electrical, and Electronics Manufacturing",3
scraped,"Legal Services, Software Development, and IT Services and IT Consulting",3
scraped,"Medical Equipment Manufacturing, Pharmaceutical Manufacturing, and Biotechnology Research",3
scraped,"Alternative Dispute Resolution, Law Practice, and Legal Services",3
scraped,"Software Development, IT Services and IT Consulting, and Computer Networking Products",3
scraped,"Telecommunications, IT Services and IT Consulting, and Software Development",3
scraped,"Glass, Ceramics and Concrete Manufacturing",3
scraped,"Insurance and Technology, Information and Media",3
scraped,"Hospitals and Health Care, Insurance, and Pharmaceutical Manufacturing",3
scraped,"Executive Offices, Government Administration, and Government Relations Services",3
scraped,Engineering Services and Motor Vehicle Manufacturing,3
scraped,Climate Data and Analytics,3
scraped,Financial Services and IT System Custom Software Development,3
scraped,"IT Services and IT Consulting, Information Services, and Engineering Services",3
scraped,"Computers and Electronics Manufacturing and Appliances, Electrical, and Electronics Manufacturing",3
scraped,"Appliances, Electrical, and Electronics Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Industrial Machinery Manufacturing",3
scraped,IT Services and IT Consulting and Airlines and Aviation,3
scraped,Sporting Goods Manufacturing,3
scraped,"Semiconductor Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Computer Hardware Manufacturing",3
scraped,Plastics Manufacturing,3
scraped,Entertainment Providers and Online Audio and Video Media,3
scraped,"Financial Services, Software Development, and Capital Markets",3
scraped,Information Services and Banking,3
scraped,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,3
scraped,"Biotechnology Research, Pharmaceutical Manufacturing, and Appliances, Electrical, and Electronics Manufacturing",3
scraped,"Aviation and Aerospace Component Manufacturing, Defense and Space Manufacturing, and Airlines and Aviation",3
scraped,"Financial Services, Software Development, and Technology, Information and Media",3
scraped,Outsourcing and Offshoring Consulting and Business Consulting and Services,3
scraped,"Transportation, Logistics, Supply Chain and Storage and Software Development",3
scraped,Financial Services and Advertising Services,3
scraped,Banking and Investment Banking,3
scraped,IT Services and IT Consulting and Utilities,3
scraped,Robotics Engineering and Robot Manufacturing,3
scraped,Business Intelligence Platforms and Internet Publishing,3
scraped,"Staffing and Recruiting, IT Services and IT Consulting, and Business Consulting and Services",3
scraped,Information Technology & Services and Financial Services,3
scraped,Medical Practices and Hospitals,3
scraped,"Software Development, IT System Custom Software Development, and Information Services",3
scraped,Software Development and Automation Machinery Manufacturing,3
scraped,Food and Beverage Retail,3
scraped,"IT Services and IT Consulting, Accounting, and Financial Services",3
scraped,"Transportation, Logistics, Supply Chain and Storage and Warehousing and Storage",3
scraped,Software Development and Robotics Engineering,3
scraped,Medical and Diagnostic Laboratories,3
scraped,IT System Custom Software Development and IT Services and IT Consulting,3
scraped,Consumer Services and Financial Services,3
scraped,"Financial Services, Investment Management, and Capital Markets",3
scraped,Truck Transportation and Railroad Equipment Manufacturing,3
scraped,"Hospitals and Health Care, Medical Practices, and Wellness and Fitness Services",3
scraped,"Business Consulting and Services, Banking, and Financial Services",3
scraped,Robotics Engineering and Software Development,3
scraped,"Financial Services, Capital Markets, and Software Development",3
scraped,"IT Services and IT Consulting, Financial Services, and Software Development",3
scraped,Software Development and Venture Capital and Private Equity Principals,3
scraped,IT System Training and Support,3
scraped,Staffing and Recruiting and Information Services,3
scraped,Information Services and Financial Services,3
scraped,"Software Development, Human Resources Services, and Staffing and Recruiting",3
scraped,Software Development and IT System Testing and Evaluation,3
scraped,"IT Services and IT Consulting, Financial Services, and Hospitals and Health Care",3
scraped,Transportation/Trucking/Railroad,3
scraped,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",3
scraped,"IT Services and IT Consulting and Technology, Information and Media",3
scraped,Nanotechnology Research,3
scraped,"Financial Services, Engineering Services, and Technology, Information and Media",3
scraped,"Computer and Network Security, Government Administration, and IT Services and IT Consulting",3
scraped,"Software Development, Computer Networking Products, and Technology, Information and Internet",2
