term,count_a,count_b,z_score,log_odds_ratio,company_count,direction,category,comparison,ngram
maintain_backend,4,112,-3.691695477468787,-0.9919138460822303,99,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
swe_similar,2,98,-3.678553137836049,-1.1193480736523416,24,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
continuously_improve,16,184,-3.6331216000993654,-0.6567789433503366,166,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
hands-on_aws,11,153,-3.612609325929478,-0.7438777372670984,139,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
minimum_qualifications,108,644,-3.503157446875462,-0.28991562754713396,277,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
hands-on_expertise,2,89,-3.477212744922869,-1.1011502680938605,81,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
participate_on-call,8,128,-3.4738835337956564,-0.802447870830175,107,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ci/cd_workflows,1,81,-3.4474862238879367,-1.1937784857236071,79,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
terraform_cloudformation,6,113,-3.421976501621487,-0.864835268311257,94,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
combination_experience.,2,86,-3.407460685934368,-1.0943261229053505,36,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ci/cd_actions,7,116,-3.3438362327842834,-0.8163872160410257,97,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
workflows_including,2,83,-3.3362546021285078,-1.0870614008723347,75,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
react_next.js,1,76,-3.3294622126234903,-1.1860082787949544,61,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
maintain_ci/cd,11,140,-3.328790488821366,-0.7042703518638103,139,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
backend_python,4,96,-3.3284469926549605,-0.9464884475616682,83,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
langchain_langgraph,0,69,-3.319696290945026,-1.3199822411138697,51,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
jenkins_actions,1,74,-3.281061271839353,-1.1826257424534123,62,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
bachelor_discipline,37,281,-3.278475994775394,-0.4365646833387373,161,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
contribute_documentation,2,80,-3.2635009310603826,-1.0793117665027196,73,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
c#_c++,4,93,-3.2560049299518,-0.9365178050144607,44,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ci/cd_pipelines.,12,142,-3.238526834123464,-0.6703796739872061,127,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ci/cd_observability,0,60,-3.0955964371717166,-1.3199667559057708,43,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
go_java,5,93,-3.094211198850544,-0.860253007216933,57,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
problem-solving_skills.,31,237,-3.0322309134526817,-0.44037126857003717,202,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
infrastructure-as-code_terraform,4,84,-3.02884358839978,-0.90308750360456,74,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
participate_agile,15,149,-2.9984529856270044,-0.583683227934193,129,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ambiguous_problems,0,56,-2.990614688818146,-1.3199598737241427,50,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
spring_microservices,4,81,-2.9494746573425084,-0.8905908537439924,63,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
e.g._copilot,0,54,-2.936717669686575,-1.319956432664041,48,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
backend_java,9,111,-2.921323017575361,-0.6897609815987433,87,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
rag_architectures,0,53,-2.9093949796982495,-1.319954712141664,45,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ci/cd_e.g.,10,116,-2.8973895261787606,-0.6608578871765598,103,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
ml_e.g.,0,52,-2.881813397348082,-1.31995299162441,36,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
langchain_llamaindex,0,52,-2.881813397348082,-1.31995299162441,45,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
git_workflows,0,52,-2.881813397348082,-1.31995299162441,47,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
maintain_u.s.,7,97,-2.8719557024133415,-0.7421783216134639,31,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
proficiency_c++,6,90,-2.8497911374445724,-0.7759742372235507,75,B_heavy,noise,primary_arshkon_vs_scraped_sections,bigram
requirements,300,338,6.319262773961758,0.45733144540414283,310,A_heavy,credential,entry_2024pooled_vs_2026,unigram
possess,38,16,4.769683431654714,1.2598687593350233,38,A_heavy,noise,entry_2024pooled_vs_2026,unigram
specifications,40,22,4.3788839353754865,1.0464159721902595,45,A_heavy,noise,entry_2024pooled_vs_2026,unigram
java,207,265,4.130352063072692,0.3489349500853045,204,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
preferably,33,18,3.9929898335909755,1.0529443965364482,41,A_heavy,noise,entry_2024pooled_vs_2026,unigram
spring,56,47,3.8740204743484914,0.6987745381592401,57,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
needed,32,22,3.4341660882747362,0.8635703360681974,40,A_heavy,noise,entry_2024pooled_vs_2026,unigram
written,99,116,3.375521470013666,0.42121696551413557,158,A_heavy,soft_skill,entry_2024pooled_vs_2026,unigram
sql,148,195,3.266719270255945,0.3241560530991521,205,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
jr.,21,12,3.1095413448469307,1.0148341575137847,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
configuration,44,41,3.085947897428112,0.6113732376820842,57,A_heavy,noise,entry_2024pooled_vs_2026,unigram
providing,53,54,3.042658575468034,0.5370489566019216,80,A_heavy,noise,entry_2024pooled_vs_2026,unigram
determine,23,16,2.886968057292885,0.8536153714100294,30,A_heavy,noise,entry_2024pooled_vs_2026,unigram
troubleshooting,61,68,2.872111783440169,0.46215785295605194,85,A_heavy,noise,entry_2024pooled_vs_2026,unigram
css,46,47,2.823504020576849,0.5345689687140123,74,A_heavy,noise,entry_2024pooled_vs_2026,unigram
existing,92,117,2.780208073239194,0.3528677450355211,123,A_heavy,noise,entry_2024pooled_vs_2026,unigram
html,47,49,2.77819435344654,0.5177639874485616,71,A_heavy,noise,entry_2024pooled_vs_2026,unigram
necessary,23,17,2.7615852710667133,0.8035030820786258,33,A_heavy,noise,entry_2024pooled_vs_2026,unigram
involve,15,8,2.720329042669747,1.0706174440445162,21,A_heavy,noise,entry_2024pooled_vs_2026,unigram
scrum,30,27,2.644149921630863,0.6400385640825963,46,A_heavy,method,entry_2024pooled_vs_2026,unigram
xml,16,10,2.580437782050745,0.9415186875093804,23,A_heavy,noise,entry_2024pooled_vs_2026,unigram
procedures.,15,9,2.558509906531218,0.9748915294918206,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
responsibility,20,15,2.546000617990581,0.791340429939857,28,A_heavy,noise,entry_2024pooled_vs_2026,unigram
documents,20,15,2.546000617990581,0.791340429939857,25,A_heavy,noise,entry_2024pooled_vs_2026,unigram
linux,68,85,2.4748827112980174,0.3668748939532671,80,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
servers,17,12,2.4560573607307337,0.8414115224070082,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
needed.,16,11,2.4271723636051314,0.8631614516569739,25,A_heavy,noise,entry_2024pooled_vs_2026,unigram
willing,29,28,2.404143750199904,0.5814452068618046,48,A_heavy,noise,entry_2024pooled_vs_2026,unigram
available,30,30,2.3427965694815747,0.5522024470736673,42,A_heavy,noise,entry_2024pooled_vs_2026,unigram
along,17,13,2.3111294814901564,0.7751763938123748,26,A_heavy,noise,entry_2024pooled_vs_2026,unigram
verbal,59,74,2.2886562066160336,0.3639324092326186,100,A_heavy,soft_skill,entry_2024pooled_vs_2026,unigram
etl,34,37,2.2220700366174997,0.48176731776807635,37,A_heavy,noise,entry_2024pooled_vs_2026,unigram
execute,36,40,2.215640173203138,0.4644617232745265,59,A_heavy,noise,entry_2024pooled_vs_2026,unigram
policies,24,23,2.205983293637316,0.5875717921225787,41,A_heavy,noise,entry_2024pooled_vs_2026,unigram
delivering,31,33,2.190525025961239,0.5000862540650539,55,A_heavy,noise,entry_2024pooled_vs_2026,unigram
required.,50,62,2.1551955971867187,0.37329749354380404,69,A_heavy,noise,entry_2024pooled_vs_2026,unigram
duration,22,21,2.1216713922391284,0.5908331257502839,36,A_heavy,noise,entry_2024pooled_vs_2026,unigram
participating,21,20,2.0782685740792837,0.5927053398804105,31,A_heavy,noise,entry_2024pooled_vs_2026,unigram
capabilities,43,53,2.0219835264895725,0.3782019936457841,61,A_heavy,noise,entry_2024pooled_vs_2026,unigram
requirements.,46,58,1.9980024658356086,0.35936494418472353,77,A_heavy,noise,entry_2024pooled_vs_2026,unigram
javascript,90,130,1.9848400314126993,0.2471705184820685,139,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
positions,15,13,1.9417069368493716,0.6711425539303377,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
requirement,25,27,1.9262235794838825,0.48794130389991164,40,A_heavy,credential,entry_2024pooled_vs_2026,unigram
methodologies,47,61,1.8976857870045616,0.33535181743046394,79,A_heavy,noise,entry_2024pooled_vs_2026,unigram
day-to-day,13,11,1.8497472432433273,0.6910283627319824,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
duties,40,51,1.8195435028127136,0.35002235345691,61,A_heavy,noise,entry_2024pooled_vs_2026,unigram
include,75,109,1.7761198684670665,0.24194333063286155,113,A_heavy,noise,entry_2024pooled_vs_2026,unigram
process.,17,17,1.7627939389995133,0.5519521923895843,27,A_heavy,noise,entry_2024pooled_vs_2026,unigram
application.,14,13,1.7456824393876684,0.6136626434032166,24,A_heavy,noise,entry_2024pooled_vs_2026,unigram
rest,40,52,1.743770724413293,0.3338994136490303,70,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
independently,49,67,1.7088420549008925,0.29212851839775844,93,A_heavy,noise,entry_2024pooled_vs_2026,unigram
interpersonal,34,43,1.7061076768587433,0.3566731485926864,62,A_heavy,soft_skill,entry_2024pooled_vs_2026,unigram
statistical,18,19,1.6883885858756615,0.5068986061735945,23,A_heavy,noise,entry_2024pooled_vs_2026,unigram
bachelor,192,317,1.6648991285094459,0.13764447664656743,321,A_heavy,credential,entry_2024pooled_vs_2026,unigram
jenkins,33,42,1.65851907017872,0.3514079748812877,56,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
eligibility,15,15,1.65574113692586,0.55191371230862,22,A_heavy,boilerplate,entry_2024pooled_vs_2026,unigram
net,45,62,1.6049260517034967,0.28578717506806584,59,A_heavy,noise,entry_2024pooled_vs_2026,unigram
facilitate,14,14,1.5995421503338387,0.5518944743308962,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
projects.,28,35,1.5856405215562113,0.36630559123273265,46,A_heavy,noise,entry_2024pooled_vs_2026,unigram
prioritize,16,17,1.5771057310870835,0.5013969980539015,30,A_heavy,noise,entry_2024pooled_vs_2026,unigram
identify,64,95,1.5290870640573868,0.2243790147413911,105,A_heavy,noise,entry_2024pooled_vs_2026,unigram
approaches,14,15,1.4576306179484353,0.49438722085041054,24,A_heavy,noise,entry_2024pooled_vs_2026,unigram
ios,22,27,1.4572724950379936,0.38146785691615914,25,A_heavy,noise,entry_2024pooled_vs_2026,unigram
self-starter,11,11,1.4176943277457967,0.5518367686469414,21,A_heavy,noise,entry_2024pooled_vs_2026,unigram
executing,11,11,1.4176943277457967,0.5518367686469414,20,A_heavy,noise,entry_2024pooled_vs_2026,unigram
maintaining,68,104,1.4129970114463062,0.1997675679985571,122,A_heavy,noise,entry_2024pooled_vs_2026,unigram
angular,33,45,1.4113528148401218,0.29418903068187063,58,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
c++,88,140,1.359845265741302,0.16747518248187188,121,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
utilize,18,22,1.3284764655857706,0.3848366889610597,31,A_heavy,noise,entry_2024pooled_vs_2026,unigram
issues.,16,19,1.321188094136925,0.40877161593173383,30,A_heavy,noise,entry_2024pooled_vs_2026,unigram
bachelors,14,16,1.3198440173195918,0.4406285135361063,27,A_heavy,credential,entry_2024pooled_vs_2026,unigram
involved,14,16,1.3198440173195918,0.4406285135361063,23,A_heavy,noise,entry_2024pooled_vs_2026,unigram
on-site,19,24,1.2779085698089343,0.35748140414053076,29,A_heavy,noise,entry_2024pooled_vs_2026,unigram
web-based,11,12,1.2582468458733396,0.4793211054076423,20,A_heavy,noise,entry_2024pooled_vs_2026,unigram
azure,99,162,1.2516444436303518,0.14440053418368226,109,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
execution,26,36,1.2029005543369902,0.28146994708156026,43,A_heavy,noise,entry_2024pooled_vs_2026,unigram
procedures,46,70,1.1837763914272306,0.20371967325657714,77,A_heavy,noise,entry_2024pooled_vs_2026,unigram
analyze,51,79,1.161975250031931,0.18913646870630263,86,A_heavy,noise,entry_2024pooled_vs_2026,unigram
updates,17,22,1.1473357926105872,0.337357557441063,34,A_heavy,noise,entry_2024pooled_vs_2026,unigram
developed,15,19,1.1287073411183604,0.3551227626416411,25,A_heavy,noise,entry_2024pooled_vs_2026,unigram
communicate,59,94,1.1044795358642876,0.1660693646417135,111,A_heavy,soft_skill,entry_2024pooled_vs_2026,unigram
detailed,18,24,1.1018020469670677,0.3126207507691259,32,A_heavy,noise,entry_2024pooled_vs_2026,unigram
someone,18,24,1.1018020469670677,0.3126207507691259,35,A_heavy,noise,entry_2024pooled_vs_2026,unigram
customers.,21,29,1.088585676377518,0.28360384088029633,37,A_heavy,noise,entry_2024pooled_vs_2026,unigram
motivated,31,46,1.0639577327729033,0.22434569261144688,63,A_heavy,noise,entry_2024pooled_vs_2026,unigram
microservices,19,26,1.060629889411873,0.29112324993886496,32,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
summary,22,31,1.0536903472488894,0.2669358616997952,49,A_heavy,noise,entry_2024pooled_vs_2026,unigram
and/or,115,196,1.047617792172575,0.11110663843915525,171,A_heavy,noise,entry_2024pooled_vs_2026,unigram
develops,21,30,0.9888447113577077,0.25558184111716375,34,A_heavy,noise,entry_2024pooled_vs_2026,unigram
ansible,13,17,0.9798480723951328,0.32865103462464784,24,A_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
nosql,22,32,0.9572690542708252,0.24071903852490895,43,A_heavy,noise,entry_2024pooled_vs_2026,unigram
testable,11,14,0.9567224617907857,0.3511055879047147,22,A_heavy,noise,entry_2024pooled_vs_2026,unigram
articulate,11,14,0.9567224617907857,0.3511055879047147,21,A_heavy,noise,entry_2024pooled_vs_2026,unigram
implementing,45,72,0.9446595441640652,0.16248175906088935,91,A_heavy,noise,entry_2024pooled_vs_2026,unigram
documentation.,14,19,0.9298610218961627,0.2979134789646878,30,A_heavy,noise,entry_2024pooled_vs_2026,unigram
back-end,23,34,0.9280744779157498,0.22739173682276625,38,A_heavy,noise,entry_2024pooled_vs_2026,unigram
protocols,24,36,0.9009683819229553,0.21537263723600653,39,A_heavy,noise,entry_2024pooled_vs_2026,unigram
challenging,15,21,0.8858961602092675,0.2722078636037697,24,A_heavy,noise,entry_2024pooled_vs_2026,unigram
expertise,41,66,0.8750784912173424,0.15746591738092963,73,A_heavy,noise,entry_2024pooled_vs_2026,unigram
capability,10,13,0.8708515079761155,0.333503486229743,20,A_heavy,noise,entry_2024pooled_vs_2026,unigram
familiarity,92,411,-6.5614075995432835,-0.6291836891166929,252,B_heavy,noise,entry_2024pooled_vs_2026,unigram
workflows,18,186,-6.447846004421582,-1.1331826190827838,116,B_heavy,noise,entry_2024pooled_vs_2026,unigram
ml,9,155,-6.398481767314008,-1.3604018588933195,49,B_heavy,ai_domain,entry_2024pooled_vs_2026,unigram
algorithms,31,205,-5.863604742267825,-0.8832362344742126,99,B_heavy,noise,entry_2024pooled_vs_2026,unigram
e.g.,58,258,-5.165559122812444,-0.6244507871625702,140,B_heavy,noise,entry_2024pooled_vs_2026,unigram
qualifications,173,551,-5.109061004853512,-0.38501736405355214,247,B_heavy,credential,entry_2024pooled_vs_2026,unigram
llm,3,70,-4.417319579560357,-1.465218906780045,28,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
large-scale,13,102,-4.4128333203359995,-0.9830511012103482,50,B_heavy,noise,entry_2024pooled_vs_2026,unigram
agents,0,61,-4.368730056808281,-1.8475005377876075,31,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
ci/cd,33,160,-4.342018205777098,-0.6823700052265593,109,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
real-world,9,86,-4.295405155759609,-1.0911111900277435,68,B_heavy,noise,entry_2024pooled_vs_2026,unigram
contribute,78,275,-4.175755728907581,-0.4583605359961025,198,B_heavy,noise,entry_2024pooled_vs_2026,unigram
agent,0,51,-3.9941826794825412,-1.8472986652767691,25,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
improve,68,243,-3.992437600296859,-0.46796956553769764,170,B_heavy,noise,entry_2024pooled_vs_2026,unigram
similar,39,165,-3.9464724992010276,-0.5883919198899505,124,B_heavy,noise,entry_2024pooled_vs_2026,unigram
end-to-end,12,79,-3.6254030315300305,-0.8786955578856164,54,B_heavy,org_scope,entry_2024pooled_vs_2026,unigram
hands-on,55,196,-3.569508273423644,-0.46550596170922454,172,B_heavy,noise,entry_2024pooled_vs_2026,unigram
real-time,16,89,-3.534090711116648,-0.7725533636635031,53,B_heavy,noise,entry_2024pooled_vs_2026,unigram
workflows.,4,51,-3.5139323444933024,-1.232194700914044,45,B_heavy,noise,entry_2024pooled_vs_2026,unigram
backend,59,201,-3.4004754268891046,-0.4324088225290499,121,B_heavy,noise,entry_2024pooled_vs_2026,unigram
llms,4,48,-3.372084359765981,-1.2040402240852606,32,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
ai-assisted,0,35,-3.30826997576785,-1.8469757857123899,22,B_heavy,ai_domain,entry_2024pooled_vs_2026,unigram
pursuing,35,135,-3.2514468090618402,-0.5223580255556417,101,B_heavy,noise,entry_2024pooled_vs_2026,unigram
millions,6,50,-3.148577333981585,-1.0163250050785795,29,B_heavy,noise,entry_2024pooled_vs_2026,unigram
generative,8,56,-3.131581753060924,-0.9155262965458828,23,B_heavy,ai_domain,entry_2024pooled_vs_2026,unigram
algorithm,8,56,-3.131581753060924,-0.9155262965458828,23,B_heavy,noise,entry_2024pooled_vs_2026,unigram
full-stack,12,67,-3.0717795071289413,-0.7746878780031636,55,B_heavy,noise,entry_2024pooled_vs_2026,unigram
claude,0,30,-3.062695564263422,-1.8468749152268336,20,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
ai-powered,0,30,-3.062695564263422,-1.8468749152268336,21,B_heavy,ai_domain,entry_2024pooled_vs_2026,unigram
observability,1,32,-3.0429474958938005,-1.5542485519820648,25,B_heavy,sys_design,entry_2024pooled_vs_2026,unigram
authorization,12,65,-2.9721759617967294,-0.7549360848167153,33,B_heavy,noise,entry_2024pooled_vs_2026,unigram
fundamentals,17,79,-2.9513794445345978,-0.6525196709469245,78,B_heavy,noise,entry_2024pooled_vs_2026,unigram
ai-driven,1,30,-2.9366067118519186,-1.5374865731087777,21,B_heavy,ai_domain,entry_2024pooled_vs_2026,unigram
graduation,7,49,-2.9290004622764125,-0.9154243974249185,25,B_heavy,noise,entry_2024pooled_vs_2026,unigram
scenarios,3,36,-2.919818929815159,-1.203837459950849,21,B_heavy,noise,entry_2024pooled_vs_2026,unigram
rag,1,29,-2.8819063343108393,-1.5283616338017447,23,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
validate,11,60,-2.8672463417384058,-0.7594238936521558,51,B_heavy,noise,entry_2024pooled_vs_2026,unigram
early-career,0,24,-2.739178679679856,-1.8467538891024038,23,B_heavy,noise,entry_2024pooled_vs_2026,unigram
frameworks.,4,36,-2.7327281883102468,-1.0583810763037151,35,B_heavy,noise,entry_2024pooled_vs_2026,unigram
problem-solving,65,195,-2.7060754423233053,-0.3370546818513427,170,B_heavy,soft_skill,entry_2024pooled_vs_2026,unigram
participate,77,223,-2.6917214197711976,-0.3104053596447951,177,B_heavy,noise,entry_2024pooled_vs_2026,unigram
contributing,15,68,-2.684360698940971,-0.6353752762207803,64,B_heavy,noise,entry_2024pooled_vs_2026,unigram
pytorch,5,38,-2.660947122334922,-0.9637168164322683,25,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
currently,58,176,-2.627397443159874,-0.3455807519182983,123,B_heavy,noise,entry_2024pooled_vs_2026,unigram
copilot,1,24,-2.590349339233842,-1.4732010034374543,21,B_heavy,ai_tool,entry_2024pooled_vs_2026,unigram
gcp,7,43,-2.5879603279864463,-0.8352606042447492,34,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
regression,4,33,-2.5491596660335674,-1.01043906568077,28,B_heavy,noise,entry_2024pooled_vs_2026,unigram
integrating,9,48,-2.5293788557993255,-0.7445538684425657,47,B_heavy,noise,entry_2024pooled_vs_2026,unigram
considered,12,56,-2.491959905044672,-0.6551298430406982,36,B_heavy,noise,entry_2024pooled_vs_2026,unigram
environments.,9,47,-2.47002666988138,-0.7306627701941748,45,B_heavy,noise,entry_2024pooled_vs_2026,unigram
cross-functional,40,128,-2.4603615958247564,-0.3851995353074624,118,B_heavy,org_scope,entry_2024pooled_vs_2026,unigram
field.,27,95,-2.439032079106369,-0.4552475576512558,92,B_heavy,noise,entry_2024pooled_vs_2026,unigram
gain,25,89,-2.397097445244252,-0.4637791171479355,88,B_heavy,noise,entry_2024pooled_vs_2026,unigram
eligible,10,48,-2.3561984002748058,-0.674212492461125,48,B_heavy,noise,entry_2024pooled_vs_2026,unigram
solutions.,39,123,-2.3530192873382925,-0.37426952053928453,104,B_heavy,noise,entry_2024pooled_vs_2026,unigram
rust,4,29,-2.2839602871968543,-0.9359948301998289,22,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
internships,13,54,-2.2147300792311753,-0.5742769296716883,54,B_heavy,noise,entry_2024pooled_vs_2026,unigram
ongoing,10,45,-2.1696770876654017,-0.6300217350337629,30,B_heavy,noise,entry_2024pooled_vs_2026,unigram
python,173,419,-2.1560462056648184,-0.17245414873305798,317,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
willingness,12,50,-2.1372023748352236,-0.5764056963449171,54,B_heavy,noise,entry_2024pooled_vs_2026,unigram
optimizing,10,44,-2.105347062792683,-0.6144511576886416,27,B_heavy,noise,entry_2024pooled_vs_2026,unigram
scale.,2,20,-2.0930041978164375,-1.1137069513840343,20,B_heavy,noise,entry_2024pooled_vs_2026,unigram
platforms.,9,41,-2.091613276310402,-0.6384311685082338,38,B_heavy,noise,entry_2024pooled_vs_2026,unigram
infrastructure.,5,29,-2.0628132965158152,-0.7986892802974728,25,B_heavy,noise,entry_2024pooled_vs_2026,unigram
cutting-edge,14,54,-2.0532116361223434,-0.5215492667033796,40,B_heavy,noise,entry_2024pooled_vs_2026,unigram
coursework,15,56,-2.014975225675236,-0.498056591060986,48,B_heavy,noise,entry_2024pooled_vs_2026,unigram
discussions,8,37,-2.010820553781934,-0.6487705699112158,34,B_heavy,noise,entry_2024pooled_vs_2026,unigram
feedback,21,71,-1.9937485376735113,-0.4256613939697349,66,B_heavy,noise,entry_2024pooled_vs_2026,unigram
go,21,71,-1.9937485376735113,-0.4256613939697349,57,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
demonstrated,41,119,-1.9712904342124955,-0.31138444705146817,85,B_heavy,noise,entry_2024pooled_vs_2026,unigram
practices.,17,60,-1.9449633861717284,-0.457198297807369,59,B_heavy,noise,entry_2024pooled_vs_2026,unigram
datasets,8,36,-1.9403014997495545,-0.6299189238429541,30,B_heavy,noise,entry_2024pooled_vs_2026,unigram
dashboards,7,33,-1.9270584851698653,-0.6617871185672506,28,B_heavy,noise,entry_2024pooled_vs_2026,unigram
quality.,3,21,-1.9166276454580062,-0.9150170432717699,20,B_heavy,noise,entry_2024pooled_vs_2026,unigram
foundational,15,54,-1.8928115563518964,-0.4716195976959279,51,B_heavy,noise,entry_2024pooled_vs_2026,unigram
users,35,103,-1.8879766543701948,-0.32180697546055903,66,B_heavy,noise,entry_2024pooled_vs_2026,unigram
teams.,17,59,-1.8854893082305948,-0.4448533087030784,59,B_heavy,noise,entry_2024pooled_vs_2026,unigram
eager,8,35,-1.8682366310848326,-0.6103906930472309,38,B_heavy,noise,entry_2024pooled_vs_2026,unigram
concepts.,7,32,-1.8526996602142058,-0.6407188116175622,32,B_heavy,noise,entry_2024pooled_vs_2026,unigram
postgresql,10,40,-1.8360348063026057,-0.5473998181264381,39,B_heavy,tech_stack,entry_2024pooled_vs_2026,unigram
u.s.,55,147,-1.7876695543183139,-0.2482141264955704,74,B_heavy,noise,entry_2024pooled_vs_2026,unigram
discipline,25,77,-1.7832519677552807,-0.35610153572699677,54,B_heavy,noise,entry_2024pooled_vs_2026,unigram
alongside,15,52,-1.7671153140553895,-0.44396015809528233,60,B_heavy,noise,entry_2024pooled_vs_2026,unigram
engineers.,6,28,-1.7611978315426347,-0.6548012092564663,32,B_heavy,noise,entry_2024pooled_vs_2026,unigram
findings,3,19,-1.7450844790123616,-0.8539821969851156,22,B_heavy,noise,entry_2024pooled_vs_2026,unigram
performance.,11,41,-1.720333290562326,-0.4967368664569696,40,B_heavy,noise,entry_2024pooled_vs_2026,unigram
mentorship,8,33,-1.7191493515201872,-0.5691366053666389,33,B_heavy,noise,entry_2024pooled_vs_2026,unigram
operate,6,27,-1.6800762265672144,-0.6298161473032362,29,B_heavy,noise,entry_2024pooled_vs_2026,unigram
actions,5,24,-1.6653740196901106,-0.6739252393995088,22,B_heavy,noise,entry_2024pooled_vs_2026,unigram
including,196,448,-1.6633494715236143,-0.1265878462124057,284,B_heavy,noise,entry_2024pooled_vs_2026,unigram
flows,4,21,-1.6558869139154069,-0.733838836511417,23,B_heavy,noise,entry_2024pooled_vs_2026,unigram
contributions,3,18,-1.6540513818592997,-0.8200987502759656,20,B_heavy,noise,entry_2024pooled_vs_2026,unigram
frontend,29,84,-1.6476976241374668,-0.3096053002013539,60,B_heavy,noise,entry_2024pooled_vs_2026,unigram
platform.,13,45,-1.6403000509703436,-0.4428097118696508,43,B_heavy,noise,entry_2024pooled_vs_2026,unigram
maintainable,14,47,-1.6046305034026798,-0.42022829870338185,52,B_heavy,noise,entry_2024pooled_vs_2026,unigram
colleagues,9,34,-1.5910614817431687,-0.5063917309387183,21,B_heavy,noise,entry_2024pooled_vs_2026,unigram
cloud-based,13,44,-1.571145642729756,-0.4262314569147403,42,B_heavy,noise,entry_2024pooled_vs_2026,unigram
leveraging,10,36,-1.544929420709077,-0.47145336284988737,25,B_heavy,noise,entry_2024pooled_vs_2026,unigram
robust,14,46,-1.5364337029240351,-0.40426245008493567,44,B_heavy,noise,entry_2024pooled_vs_2026,unigram
products.,19,58,-1.521653503994248,-0.34923152512658806,53,B_heavy,noise,entry_2024pooled_vs_2026,unigram
requirements_bachelor,19,13,2.661693677959724,0.8697404940313938,30,A_heavy,noise,entry_2024pooled_vs_2026,bigram
written_verbal,34,38,2.145301950029715,0.4620909610111319,53,A_heavy,noise,entry_2024pooled_vs_2026,bigram
