group,uid,company,source,cosine_to_group_centroid,seniority_final,text_snippet
2024|senior,asaniczka_4ce9e4c88b45a1e8,Saransh Inc,kaggle_asaniczka,0.2164756804704666,mid-senior,etl database would include sqlserver azure sql gcp sql postgressql mysql opengate proprietary wrapper meditech mandatory gcp sql azure sql
2024|senior,asaniczka_9f25c26c57839017,Understanding Recruitment,kaggle_asaniczka,0.22701850533485413,mid-senior,golang week on-site exciting opportunity well-funded prop trading/defi offering bonus substantial founding extensive industry seeking golang contracts strengthen
2024|senior,asaniczka_7b9f493e1a3baf48,Galaxy Infotech Inc.,kaggle_asaniczka,0.26572567224502563,mid-senior,must must java sql kafka messaging microservices year specifically year specifically year specifically soql sosl integrating party apis soap rest utilizing integrating year containerization docker/kubernetes
2024|senior,asaniczka_6640dc93a80110c1,QuantumBricks,kaggle_asaniczka,0.2727248966693878,mid-senior,android kotlin java exp description must jetpack kotlin rxjava android android kotlin/java android studio jetpack compose rxjava android sdk different versions android deal different screens android jetpack mvvm android ui principles practi
2024|senior,arshkon_3904508830,Open Systems Technologies,kaggle_arshkon,0.2765346169471741,mid-senior,supervision manager sharepoint documentation sharepoint must standardize sharepoint related obj
2024|senior,asaniczka_a47fe28272299f60,Hermitage Infotech,kaggle_asaniczka,0.2782101035118103,mid-senior,position java duration term mandatory java boot angular js sql apache tomcat batch scripting required java java framework batch angular js exposure rdmbs sql queries mongo extraction loading would communication apis
2024|senior,asaniczka_b0e7bc86caca4169,Visionyle Solutions,kaggle_asaniczka,0.2997656464576721,mid-senior,capita java following exp must java mvc hibernate jquery jsp jsf interested candidates please share resume along following details
2024|senior,arshkon_3884443757,Sophus IT Solutions,kaggle_arshkon,0.3072177767753601,mid-senior,android dev/architectlocation us onsite c++ stl templates exceptions threading java component/system principles domain especially android android framework android vndk aidl hidl implementing hal gnss etc android cts/vts android os migratio
2024|senior,asaniczka_3956a0a04d74bb3c,Visionyle Solutions,kaggle_asaniczka,0.31310737133026123,mid-senior,exp java8 mysql boot mvc microservices jpa git junit mockito employer relevant exp notice period neg serving lwd location expected offer hand attached yes/no person adline email adline visionyle.com
2024|unknown,asaniczka_7677be87865b6a2e,DemocracyLab,kaggle_asaniczka,0.07227872312068939,unknown,tinyurl.com/3mchtxmu back end tinyurl.com/3pee6crb end tinyurl.com/2ha5wmcr tinyurl.com/y5thzbey tinyurl.com/5h2c349w tinyurl.com/y29n573b director tinyurl.com/2rfzpj8x
2024|unknown,asaniczka_db48102530715ee7,IPolarity,kaggle_asaniczka,0.09448686242103577,unknown,
2024|unknown,asaniczka_25bf2b9232bab5a3,Steneral Consulting,kaggle_asaniczka,0.1037256270647049,unknown,c++ camera calibration mechatronic systems must exprience
2024|unknown,asaniczka_c612ddd9a36cf6f9,"UrBench, LLC",kaggle_asaniczka,0.10885690152645111,unknown,js domain experience---mason oh onsite profile
2024|unknown,asaniczka_e3653338274c7f1b,Prolify,kaggle_asaniczka,0.117674820125103,unknown,generative duration months term generative semantic
2024|unknown,arshkon_3901387962,Stealth Startup,kaggle_arshkon,0.14110195636749268,unknown,looking candidates unable sponsor visas currently
2024|unknown,asaniczka_9513469e81418fcd,VolunteerMatch,kaggle_asaniczka,0.14340628683567047,unknown,need someone currently websites know add buttons etc website update please back soon need done immediately must need fix theses errors website add buttons remove buttom would like add photos another much would blessing thank advance.once lo
2024|unknown,asaniczka_2eac9947d940260e,Fionics,kaggle_asaniczka,0.1457671821117401,unknown,write low hft/quant compiler improvement cache allocation lockless systems
2024|unknown,asaniczka_24ea26e3340849d3,Stellar Professionals,kaggle_asaniczka,0.16766320168972015,unknown,applicant must relevant following recent asp.net mvc recent c# vb.net asp.net sql recent services javascript aj
2024|unknown,asaniczka_f96faecebdf50747,Amtex Systems Inc.,kaggle_asaniczka,0.16846026480197906,unknown,position application net/c# type months term must c#/.net/asp.net dependency injections multithreading algorithm
2024|unknown,arshkon_3901941078,Tekgence Inc,kaggle_arshkon,0.1844109445810318,unknown,c# asp.net mvc framework services hangfire sql orm frameworkssrs
2024|unknown,asaniczka_22175fd739e152a5,"Kaygen, Inc.",kaggle_asaniczka,0.19917181134223938,unknown,monitor hadoop debug application issues automate manual tasks ansible hbase hadoop issue debugging
2024|unknown,asaniczka_e1292a55de00fe75,BVS,kaggle_asaniczka,0.20433056354522705,unknown,sql must sql
2024|unknown,arshkon_3895521585,accelant,kaggle_arshkon,0.20794276893138885,unknown,react.js experienced solver self-starter hungry expertise extending html
2024|unknown,asaniczka_2972319897bdfca4,Strategic Employment Partners (SEP),kaggle_asaniczka,0.20972034335136414,unknown,desired ideally controller stacks tcp/ip low ble orcad/cadence degree required
2026|junior,linkedin_li-4399681146,Entegee,scraped,0.31468355655670166,entry,jr swe must haves requires gitlab
2026|junior,linkedin_li-4287418187,ByteDance,scraped,0.3705187439918518,entry,responsibilities
2026|junior,linkedin_li-4385794779,SriLakshmiTech,scraped,0.38408562541007996,entry,junior hands-on required ec2 iam vpc cloudwatch ci/cd jenkins gitlab terraform cloudformation linux scripting git
2026|junior,linkedin_li-4391637385,Arena,scraped,0.38722169399261475,entry,position intern full-time position year flutter founding intern flutter directly founder help improve flutter features closely contributing flutter familiarity understands voice/video want directly founder
2026|junior,linkedin_li-4390140272,Revature,scraped,0.4193265438079834,entry,entry software looking bachelor degree legally authorized us without need sponsorship desire prior required solver communication interpersonal
2026|junior,linkedin_li-4377975350,Cadence,scraped,0.44353628158569336,entry,palladium software providing runtime palladium includes initializing emulator compiler generated database implementation runtime features activity runtime improvement software help implementation runtime software address customer issues sys
2026|junior,linkedin_li-4387545179,AaraTechnologies Inc,scraped,0.4496329426765442,entry,pipelines maintain etl elt pipelines solutions sql ingestion transformation maintaining warehouses perform checks validations related role sql etl pipelines exposure analytical problem-solving
2026|junior,linkedin_li-4173823940,AppLovin,scraped,0.4661827087402344,entry,member backend software challenges including upgrading implementing state-of-the-art software builds high-performance availability globally distributed ecosystem services provide systems ecosystem improve backend systems handle billions req
2026|junior,linkedin_li-4375090102,AppLovin,scraped,0.47669142484664917,entry,member software challenges including upgrading implementing state-of-the-art software builds high-performance availability globally distributed ecosystem services provide systems ecosystem improve providing maintaining throughput low latenc
2026|junior,linkedin_li-4391935200,USJobs.com,scraped,0.48502159118652344,entry,description seeking entry motivated systems inverter-based ibrs including wind systems role focuses enhancing ride-through vrt frequency ride-through frt capabilities responsibilities perform studies including steady-state assess ibr vrt fr
2026|junior,linkedin_li-4394710932,Hire'in Solutions,scraped,0.48540815711021423,entry,role jr description technology awareness secondary ios android
2026|junior,linkedin_li-4262544612,TikTok,scraped,0.48581430315971375,entry,forefront developing recommendation algorithm rapidly expanding global e-commerce utilizing cutting-edge technology recommendation multi-modal technology shaping industry deliver e-commerce billion active users responsibilities participate 
2026|junior,linkedin_li-4326503615,Electric Power Engineers,scraped,0.49234506487846375,entry,inc epe clients global designing solutions solar/wind/battery interconnection distributed der grids systems intern teams positions experienced exposed exciting valuable industry opportunity intern gain hands-on perform in-line study require
2026|junior,linkedin_li-4394743281,Addison Group,scraped,0.4954131543636322,entry,required proficient automate azure powershell scripting understand role azure automate database deployments azure azure haves exposure implementing yaml exposure ai-assisted pipelines ai-based
2026|junior,linkedin_li-4372006065,Sulzer,scraped,0.5020832419395447,entry,summary tendering providing teams conducting configurations determine customer-specific pricing profile intended early-career broad theoretical require ability investigate analyze problems solutions typically discussed/verified member
2026|mid,linkedin_li-4398185072,TekWissen ®,scraped,0.5559885501861572,associate,provides implement improved inverter-based ibrs capabilities ibrs reviews submissions related maximization ride-through vrt frequency ride-through frt ensure requirements performs studies including steady-state studies assess inverter based
2026|mid,linkedin_li-4402986237,ZeniMax Media,scraped,0.5847481489181519,associate,small environments bethesda manage microservices multiple clouds accurately estimate schedule deliver schedule participate on-call schedule along colleagues previous distributed linux ubuntu redhat debian comfortable writing configuration m
2026|mid,linkedin_li-4389406539,MIT Lincoln Laboratory,scraped,0.6244208216667175,associate,spans entire cryptographic protocol implementation prototyping transition member contribute prototyping implementation communication technologies activities software evaluation researchers disciplines challenges relevant solutions real-worl
2026|mid,linkedin_li-4379147019,Daybreak Game Company LLC,scraped,0.6343022584915161,associate,software darkpaw games/live darkpaw looking talented software help tackle everquest features writing highly systems designers maintain systems efficiently self-managing independently documenting systems manner others rely reference potentia
2026|mid,linkedin_li-4326531382,Thomson Reuters,scraped,0.6521719694137573,associate,various etc familiarity multi-tenant metadata etc point-and-click etc creating without reports dashboards rest soap apis integrating systems familiarity like calls visualforce pages use ui familiarity lwc release management sandboxes sets e
2026|mid,linkedin_li-4391248545,TheHiveCareers,scraped,0.6560796499252319,associate,remote days/month onsite merrimack nh westlake responsibilities analyzing requirements documenting specifications writing languages java improve existing ones participating meetings clients understand issues debugging existing identify elim
2026|mid,linkedin_li-4388596468,Capgemini,scraped,0.669787585735321,associate,role java microservices maintain role involves hands backend services java microservices frameworks maintain ui rest apis services functional teams ensure java boot microservices technologies angular/react html javascript rest apis json sql
2026|mid,linkedin_li-4395929443,Thoughtwave Software and Solutions,scraped,0.6738475561141968,associate,role positions duration months levels mid-level must haves sql hands batch pipelines warehousing airflow proficiency required acceptable responsibilities details initiatives teams student contribute stabilizing scaling
2026|mid,linkedin_li-4343494230,BlackRock,scraped,0.6761437654495239,associate,looking areas pipelines apis distributed computation consumption candidates expanding owns operates extensive underpinning sma member variety data-centric consume feeds systems artifacts users stakeholders ensure arrives timely manner valid
2026|mid,linkedin_li-4388743371,Capgemini,scraped,0.680889368057251,associate,role java microservices maintain role involves hands backend services java microservices frameworks maintain ui rest apis services functional teams ensure practices java boot microservices technologies angular/react html javascript rest api
2026|mid,linkedin_li-4383156080,Goldman Sachs,scraped,0.6810257434844971,associate,reference technology group management ecosystem member architect robust serve cutting-edge including java vert.x kafka singlestore deliver low-latency highly services capable supporting real-time role transforming frameworks high-performanc
2026|mid,linkedin_li-4344855924,BNY,scraped,0.6885393261909485,associate,role following ways provide back-end idip directory inventory itam interact idip user troubleshoot issues arise solutions facilitate functions provide sql customer use cases successful role seeking following bachelor degree related discipli
2026|mid,linkedin_li-4391503785,"Iron Systems, Inc",scraped,0.6891201734542847,associate,software software principles mathematical evaluation software systems computers typical software researches develops tests systems-level software compilers software responsibilities modify existing databases database management systems writ
2026|mid,linkedin_li-4391119930,BlackRock,scraped,0.7086314558982849,associate,deployment onboarding embed directly teams end-to-end onboarding dpaas configuration hands-on teams define structure including schema ownership expectations governance attributes onboarding structured unstructured adapting approaches nature
2026|mid,linkedin_li-4390003944,Cargill,scraped,0.7171350121498108,associate,software management role involves assisting initiatives supporting adoption ensuring stakeholder alignment communication candidate facilitating smooth transitions fostering continuous improvement accountabilities management assists developi
2026|senior,linkedin_li-4391210334,"Holistic Partners, Inc",scraped,0.21826724708080292,mid-senior,opportunity java duration responsibility must java sql either
2026|senior,linkedin_li-4398063978,Teamware Solutions,scraped,0.23064351081848145,mid-senior,role qa tsys exp must exp tsys exp card domain exp
2026|senior,linkedin_li-4399048258,Siri InfoSolutions Inc,scraped,0.2462989240884781,mid-senior,position ios duration description ui ios mvvm modularization expertise ios sdks uikit and/or swiftui mvvm frameworks xctest xcuitest rest apis json communication required ios swiftui mvvm
2026|senior,linkedin_li-4391879085,IMR Soft LLC,scraped,0.26286447048187256,mid-senior,software duration long-term typescript node.js postgresql
2026|senior,linkedin_li-4399031500,"VMC Soft Technologies, Inc",scraped,0.2722262144088745,mid-senior,smartlaborii software-based backup solutions zerto etc ci/cd deployments kubernetes troubleshooting analytical cause routing switching
2026|senior,linkedin_li-4390951462,Millennium Software and Staffing Inc,scraped,0.27239957451820374,mid-senior,excited share opportunity cutting-edge ivr conversational initiatives looking spanish speaker expertise llms rag prompt evaluation
2026|senior,linkedin_li-4394714135,Ampstek,scraped,0.29418835043907166,mid-senior,reactjs minimum required must reactjs detailed description candidate reactjs directly requirements deliverables guiding reactjs end
2026|senior,linkedin_li-4389004614,Adbakx,scraped,0.30995774269104004,mid-senior,role duration term required pyspark nosql sql azure cosmos
2026|senior,linkedin_li-4397359579,New York Technology Partners,scraped,0.35081449151039124,mid-senior,eng position required overall scala-spark bricks hands ingestion etl bricks bricks workspace cluster configuration scheduling workflow management hands scala-spark
2026|senior,linkedin_li-4140313613,Zoox,scraped,0.3549746572971344,mid-senior,group looking simulate sensors cameras lidar combining genai/ml techniques close reality incredible validating algorithms sim perception teams evaluate iteratively improve creating high-fidelity synthetic real-time hardware-in-the-loop role
2026|senior,linkedin_li-4400531804,Innovatix Technology Partners,scraped,0.3580999970436096,mid-senior,role java boot hibernate microservices angular end following databases mysql postgress microservices kubernetes dockers containers
2026|senior,linkedin_li-4385794842,TWO95 International,scraped,0.3622371554374695,mid-senior,end react.js position months html5 css3 js es6 json git cli reactjs hooks responsibilities collaborative flexibility creativity ability tight deadlines willingness/ability unafraid questions desire
2026|senior,linkedin_li-4398777463,RG&T Solutions,scraped,0.3744083344936371,mid-senior,seeking co active secret/sci clearance polygraph developing automating deployment managing ci/cd pipelines supporting requires linux kubernetes terraform
2026|senior,linkedin_li-4391753390,Alexander Chapman,scraped,0.3789271116256714,mid-senior,avatar technology production-ready architect generative models models diffusion transformers gans synthesize high-quality meshes textures computational geometry automate reconstruction tracking fine-tune models real-time creator implementat
2026|senior,linkedin_li-4393025983,Cynet Systems,scraped,0.3842490315437317,mid-senior,looking type requirement understand inputs vendor/partner file requirements use matillian extract etl/elt called ability interact must etl/elt matillion must domain
2026|unknown,linkedin_li-4390736649,NextGenPros Inc,scraped,0.02707764506340027,unknown,position ui exp type ui javascript
2026|unknown,linkedin_li-4391226178,Purview Infotech,scraped,0.08378866314888,unknown,duration months c# nintex must angular sql adf
2026|unknown,linkedin_li-4396343692,IKCON TECHNOLOGIES Inc,scraped,0.1019565537571907,unknown,
2026|unknown,linkedin_li-4391152684,Goliath Partners,scraped,0.12489163130521774,unknown,looking multimodal generative end-to-end generative image/video bring state-of-the-art models utilize framework tensorflow tensorrt pytorch produce move quickly prototype iteration
2026|unknown,linkedin_li-4386879843,ATC,scraped,0.16342158615589142,unknown,java must java boot microservices would added sql sql database
2026|unknown,linkedin_li-4389836596,SDH Systems,scraped,0.18581649661064148,unknown,description android
2026|unknown,linkedin_li-4397324768,Compunnel Inc.,scraped,0.19789905846118927,unknown,java boot must candidates must coming java boot include insomnia
2026|unknown,linkedin_li-4394705366,Millennium Software and Staffing Inc,scraped,0.21469470858573914,unknown,looking manual required java selenium domain
2026|unknown,linkedin_li-4395307350,Edison Smart®,scraped,0.21804484724998474,unknown,software days onsite week systems track record c/c cryptography algorithms example ssl ipsec vpn
2026|unknown,linkedin_li-4402790373,Cyber Sphere LLC,scraped,0.23590609431266785,unknown,angular minneapolis mn hybrid person term angular javascript typescript html5 css3 rxjs ngrx jasmine gitlab ci/cd
2026|unknown,linkedin_li-4391632741,TheHiveCareers,scraped,0.2415064126253128,unknown,accepting w2 candidates c2c student visas must front-end screens single angular following javascript html5 css3 redux/ngrx json exposure ci/cd etc exposure requirements php html javascript website ui/ux
2026|unknown,linkedin_li-4393948683,CNN,scraped,0.25778913497924805,unknown,equal opportunity employer means seriously responsibility consider candidates basis without race religion gender sexual orientation gender expression marital citizenship protected category protected pay salary year include annual bonuses lo
2026|unknown,linkedin_li-4398167771,HTD Resources,scraped,0.26109349727630615,unknown,role stack/software duration term domain must react.js node.js typescript
2026|unknown,linkedin_li-4392118122,Cynet Systems,scraped,0.2651664614677429,unknown,looking java java type application java springboot microservices kafka ocp fling
2026|unknown,linkedin_li-4390035972,Vista Applied Solutions Group Inc,scraped,0.2671666741371155,unknown,must must scala query airflow must sql scala bigquery gcp airflow looker studio lookml bitbucket jenkins
