spec,technology,label,category,arshkon_n,asaniczka_n,pooled_2024_n,scraped_2026_n,arshkon_rate,asaniczka_rate,pooled_2024_rate,scraped_2026_rate,pooled_to_scraped_pp,arshkon_to_scraped_pp,within_2024_arshkon_minus_asaniczka_pp,calibration_snr_arshkon_to_scraped,trajectory
primary_all,mlops,MLOps,ai_ml,4691,18129,22820,40881,0.00916648902153059,0.004798940923382426,0.0056967572304995615,0.03106577627748832,2.536901904698876,2.189928725595773,0.4367548098148164,5.014091834556558,calibrated_rising
primary_all,agents,Agents,ai_tool,4691,18129,22820,40881,0.00021317416329140907,0.0002758012024932429,0.00026292725679228745,0.02468139233384702,2.441846507705473,2.446821817055561,-0.0062627039201833806,390.69734865957304,calibrated_rising
primary_all,rust,Rust,language,4691,18129,22820,40881,0.011298230654444682,0.013845220365160792,0.013321647677475899,0.0371566253271691,2.38349776496932,2.585839467272442,-0.25469897107161105,10.152532051436552,calibrated_rising
primary_all,rest_api,REST API,framework,4691,18129,22820,40881,0.06501811980387977,0.04975453692978101,0.052892199824715165,0.0767104522883491,2.381825246363394,1.1692332484469339,1.5263582874098756,0.7660280407891923,rising_not_above_2024_noise
primary_all,tensorflow,TensorFlow,ai_ml,4691,18129,22820,40881,0.01833297804306118,0.014838104694136467,0.015556529360210342,0.037352315256476115,2.1795785896265776,1.9019337213414935,0.3494873348924713,5.442067655832713,calibrated_rising
primary_all,sre,SRE,practice,4691,18129,22820,40881,0.023449157962055,0.012245573390699984,0.014548641542506574,0.035640028375039746,2.109138683253317,1.2190870412984747,1.1203584571355016,1.0881223179368853,rising_not_above_2024_noise
primary_all,fine_tuning,Fine-tuning,ai_tool,4691,18129,22820,40881,0.010871882327861864,0.008384356555794583,0.008895705521472393,0.029353489396051955,2.0457783874579563,1.848160706819009,0.24875257720672808,7.4297148096804575,calibrated_rising
primary_all,fastapi,FastAPI,framework,4691,18129,22820,40881,0.004050309102536773,0.0016548072149594572,0.002147239263803681,0.022479880629143124,2.033264136533944,1.8429571526606352,0.23955018875773154,7.693407223838613,calibrated_rising
primary_all,mcp,MCP,ai_tool,4691,18129,22820,40881,0.0006395224898742272,0.0009928843289756743,0.0009202453987730061,0.02113451236515741,2.02142669663844,2.049498987528318,-0.0353361839101447,58.000009076812766,calibrated_rising
primary_all,cursor,Cursor,ai_tool,4691,18129,22820,40881,0.0,5.516024049864857e-05,4.3821209465381244e-05,0.019789144101171694,1.9745322891706312,1.9789144101171694,-0.0055160240498648575,358.7573934101417,stable_or_small_change
primary_all,airflow,Airflow,data,4691,18129,22820,40881,0.0211042421658495,0.016382591428098628,0.017353198948290974,0.036618478021574814,1.926527907328384,1.5514235855725316,0.47216507377508715,3.2857652370779595,stable_or_small_change
primary_all,graphql,GraphQL,framework,4691,18129,22820,40881,0.021956938819015136,0.01858900104804457,0.019281332164767746,0.03806169125021404,1.8780359085446292,1.6104752431198903,0.33679377709705666,4.7817844409155645,stable_or_small_change
primary_all,bash_shell,Bash/Shell,language,4691,18129,22820,40881,0.03901087188232786,0.04600364057587291,0.04456617002629273,0.059832195885619235,1.5266025859326509,2.0821324003291375,-0.6992768693545051,2.9775507979423534,stable_or_small_change
primary_all,spark,Spark,data,4691,18129,22820,40881,0.017267107226604135,0.011032048099729715,0.012313759859772129,0.026246911768303124,1.3933151908530994,0.8979804541698989,0.623505912687442,1.4402116097013637,stable_or_small_change
primary_all,redis,Redis,data,4691,18129,22820,40881,0.019398848859518227,0.019857686579513485,0.01976336546888694,0.032924830605904946,1.3161465137018005,1.352598174638672,-0.0458837719995258,29.47879208040374,stable_or_small_change
primary_all,playwright,Playwright,testing,4691,18129,22820,40881,0.005116179918993818,0.0016548072149594572,0.002366345311130587,0.015483965656417407,1.311762034528682,1.036778573742359,0.34613727040343606,2.995281532479742,stable_or_small_change
primary_all,helm,Helm,cloud,4691,18129,22820,40881,0.012790449797484544,0.009211760163274312,0.009947414548641542,0.022235268217509357,1.2287853668867814,0.9444818420024812,0.35786896342102326,2.639183440144609,stable_or_small_change
primary_all,git,Git,tooling,4691,18129,22820,40881,0.14623747601790663,0.1429753433724971,0.1436459246275197,0.15572026124605562,1.2074336618535908,0.9482785228148993,0.32621326454095323,2.9069281537319314,stable_or_small_change
primary_all,kotlin,Kotlin,language,4691,18129,22820,40881,0.020038371349392455,0.018037398643058082,0.018448729184925503,0.030454245248403903,1.20055160634784,1.0415873899011447,0.2000972706334373,5.2054052841592835,stable_or_small_change
primary_all,dbt,dbt,data,4691,18129,22820,40881,0.007461095715199318,0.004357658999393237,0.004995617879053462,0.016584721508769357,1.1589103629715893,0.9123625793570039,0.3103436715806081,2.9398459285805942,stable_or_small_change
primary_all,bigquery,BigQuery,data,4691,18129,22820,40881,0.008953314858239182,0.00501958188537702,0.005828220858895706,0.017367481225997405,1.1539260367101698,0.8414166367758223,0.3933732972862161,2.138977512150787,stable_or_small_change
primary_all,hugging_face,Hugging Face,ai_ml,4691,18129,22820,40881,0.0006395224898742272,0.0008825638479783771,0.0008326029798422437,0.012206159340524938,1.1373556360682693,1.156663685065071,-0.02430413581041499,47.59122867349222,stable_or_small_change
primary_all,gemini,Gemini,ai_tool,4691,18129,22820,40881,0.00021317416329140907,0.0,4.3821209465381244e-05,0.010787407353049094,1.0743586143583712,1.0574233189757685,0.021317416329140908,49.6037278931533,stable_or_small_change
primary_all,grpc,gRPC,framework,4691,18129,22820,40881,0.006182050735450863,0.005957305973854046,0.00600350569675723,0.016095496685501823,1.0091990988744592,0.991344595005096,0.022474476159681667,44.109797619378085,stable_or_small_change
primary_all,serverless,Serverless,architecture,4691,18129,22820,40881,0.023235983798763588,0.016217110706602682,0.01765994741454864,0.02751889630879871,0.9858948894250069,0.4282912510035122,0.7018873092160905,0.6101994513647117,stable_or_small_change
primary_all,oauth,OAuth,security,4691,18129,22820,40881,0.018759326369644,0.011693970985713498,0.013146362839614373,0.02257772559379663,0.9431362754182258,0.38183992241526304,0.70653553839305,0.5404397962538767,stable_or_small_change
primary_all,jenkins,Jenkins,devops,4691,18129,22820,40881,0.0940098060115114,0.08643609686138232,0.08799298860648554,0.09735573983023899,0.9362751223753449,0.3345933818727581,0.7573709150129088,0.44178271866573493,stable_or_small_change
primary_all,evals,Evals,ai_tool,4691,18129,22820,40881,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,0.009368655365573249,0.9281012946642486,0.9155481202281839,0.01580139227927605,57.940977861105935,stable_or_small_change
primary_all,gitlab_ci,GitLab CI,devops,4691,18129,22820,40881,0.006182050735450863,0.003750896353908103,0.00425065731814198,0.01342922139869377,0.9178564080551791,0.7247170663242908,0.243115438154276,2.980958641813608,stable_or_small_change
primary_all,scikit_learn,scikit-learn,ai_ml,4691,18129,22820,40881,0.007247921551907909,0.0055160240498648575,0.005872042068361087,0.014652283456862602,0.8780241388501515,0.7404361904954693,0.17318975020430516,4.275288749028194,stable_or_small_change
primary_all,flink,Flink,data,4691,18129,22820,40881,0.006608399062033681,0.004798940923382426,0.005170902716914987,0.013527066363347277,0.835616364643229,0.6918667301313596,0.18094581386512554,3.8236128007198182,stable_or_small_change
primary_all,dynamodb,DynamoDB,data,4691,18129,22820,40881,0.020038371349392455,0.01616195046610403,0.016958808063102543,0.025170617157114553,0.821180909401201,0.5132245807722098,0.38764208832884234,1.323965060101611,stable_or_small_change
primary_all,llamaindex,LlamaIndex,ai_ml,4691,18129,22820,40881,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,0.008218977030894548,0.8131334611963785,0.8005802867603138,0.01580139227927605,50.66517384106059,stable_or_small_change
primary_all,pandas,Pandas,ai_ml,4691,18129,22820,40881,0.008526966531656363,0.006895030062331072,0.007230499561787906,0.015337198209437146,0.8106698647649241,0.6810231677780783,0.1631936469325292,4.173098527908017,stable_or_small_change
primary_all,machine_learning,Machine learning,ai_ml,4691,18129,22820,40881,0.0017053933063312726,0.0008825638479783771,0.0010517090271691498,0.008757124336488833,0.7705415309319683,0.7051731030157561,0.08228294583528954,8.57010035138194,stable_or_small_change
primary_all,agile,Agile,practice,4691,18129,22820,40881,0.02963120869750586,0.027580120249324287,0.028001752848378615,0.035664489616203124,0.7662736767824508,0.6033280918697262,0.20510884481815747,2.941502071276431,stable_or_small_change
primary_all,argo_cd,Argo CD,devops,4691,18129,22820,40881,0.002131741632914091,0.0029234927464283746,0.0027607361963190185,0.010200337565128054,0.7439601368809036,0.8068595932213963,-0.07917511135142838,10.190823599098609,stable_or_small_change
primary_all,splunk,Splunk,ops,4691,18129,22820,40881,0.022596461308889364,0.017099674554581057,0.018229623137598596,0.02504831095129767,0.6818687813699074,0.2451849642408306,0.5496786754308307,0.44605143914061784,stable_or_small_change
primary_all,rabbitmq,RabbitMQ,data,4691,18129,22820,40881,0.008740140694947772,0.008770478239285123,0.008764241893076249,0.015483965656417407,0.6719723763341158,0.6743824961469636,-0.0030337544337351308,222.2930401511338,stable_or_small_change
primary_all,go,Go,language,4691,18129,22820,40881,0.025154551268386272,0.023718903414418888,0.02401402278702892,0.030576551454220786,0.6562528667191866,0.5422000185834515,0.14356478539673845,3.776692293204718,stable_or_small_change
primary_all,codex,Codex,ai_tool,4691,18129,22820,40881,0.0,5.516024049864857e-05,4.3821209465381244e-05,0.005552701744086495,0.5508880534621113,0.5552701744086495,-0.0055160240498648575,100.66492991854408,stable_or_small_change
primary_all,opensearch,OpenSearch,data,4691,18129,22820,40881,0.003197612449371136,0.0015996469744608086,0.0019281332164767747,0.006995914972725716,0.506778175624894,0.379830252335458,0.15979654749103275,2.376961569565655,stable_or_small_change
primary_all,pytest,Pytest,testing,4691,18129,22820,40881,0.003197612449371136,0.002206409619945943,0.0024101665205959683,0.007338372349012989,0.49282058284170205,0.4140759899641853,0.0991202829425193,4.177510169178103,stable_or_small_change
primary_all,weaviate,Weaviate,ai_ml,4691,18129,22820,40881,0.00021317416329140907,0.0,4.3821209465381244e-05,0.00486778699151195,0.48239657820465687,0.46546128282205407,0.021317416329140908,21.834788777182556,stable_or_small_change
primary_all,numpy,NumPy,ai_ml,4691,18129,22820,40881,0.007461095715199318,0.005571184290363506,0.005959684487291849,0.010714023629558964,0.47543391422671144,0.3252927914359645,0.18899114248358126,1.7212065452444396,stable_or_small_change
primary_all,vue,Vue,framework,4691,18129,22820,40881,0.022170112982306544,0.021071211870483754,0.021297107800175286,0.025806609427362345,0.4509501627187058,0.36364964450558007,0.109890111182279,3.309211726088622,stable_or_small_change
primary_all,django,Django,framework,4691,18129,22820,40881,0.015988062246855683,0.011859451707209444,0.012708150744960562,0.01704948509087351,0.43413343459129483,0.10614228440178272,0.41286105396462386,0.25708960286401233,stable_or_small_change
primary_all,jest,Jest,testing,4691,18129,22820,40881,0.014069494777232999,0.007667273429312151,0.008983347940403156,0.013233531469386757,0.4250183528983601,-0.0835963307846242,0.6402221347920847,0.13057394651275608,stable_or_small_change
primary_all,elasticsearch,Elasticsearch,data,4691,18129,22820,40881,0.012150927307610318,0.01616195046610403,0.015337423312883436,0.0194711479660478,0.4133724653164363,0.7320220658437481,-0.4011023158493714,1.825025777509221,stable_or_small_change
primary_all,flask,Flask,framework,4691,18129,22820,40881,0.011937753144318908,0.008660157758287827,0.009333917616126204,0.01342922139869377,0.4095303782567566,0.14914682543748625,0.32775953860310814,0.45504953440299933,stable_or_small_change
primary_all,openai_api,OpenAI API,ai_tool,4691,18129,22820,40881,0.00042634832658281814,0.0,8.764241893076249e-05,0.003913798586140261,0.38261561672094985,0.3487450259557443,0.042634832658281815,8.179814583791982,stable_or_small_change
primary_all,spring,Spring,framework,4691,18129,22820,40881,0.006395224898742272,0.0019857686579513485,0.0028921998247151623,0.0065066901494581835,0.3614490324743021,0.01114652507159114,0.4409456240790924,0.025278683953084857,stable_or_small_change
primary_all,devops,DevOps,practice,4691,18129,22820,40881,0.00959283734811341,0.010645926416239175,0.010429447852760737,0.013673833810327536,0.3244385957566799,0.40809964622141265,-0.10530890681257656,3.8752623930255745,stable_or_small_change
primary_all,prometheus,Prometheus,ops,4691,18129,22820,40881,0.00021317416329140907,0.0006067626454851344,0.0005258545135845749,0.0036691861745064944,0.314333166092192,0.34560120112150855,-0.039358848219372536,8.780775270537584,stable_or_small_change
primary_all,snowflake,Snowflake,data,4691,18129,22820,40881,0.0010658708164570454,0.0009928843289756743,0.0010078878177037687,0.004060566033120521,0.3052678215416752,0.29946952166634755,0.007298648748137117,41.03081707319909,stable_or_small_change
primary_all,databricks,Databricks,data,4691,18129,22820,40881,0.0014922191430398635,0.0004964421644878371,0.0007011393514460999,0.0036691861745064944,0.29680468230603946,0.21769670314666306,0.09957769785520264,2.1861993984156873,stable_or_small_change
primary_all,github,GitHub,tooling,4691,18129,22820,40881,0.008526966531656363,0.005460863809366208,0.006091148115687993,0.008830508059978964,0.27393599442909705,0.030354152832260013,0.3066102722290155,0.09899913858589733,stable_or_small_change
primary_all,objective_c,Objective-C,language,4691,18129,22820,40881,0.007461095715199318,0.0034750951514148603,0.004294478527607362,0.00689807000807221,0.26035914804648475,-0.05630257071271086,0.3986000563784458,0.14125078461919505,stable_or_small_change
primary_all,ansible,Ansible,cloud,4691,18129,22820,40881,0.04540609678107013,0.04771360803133102,0.04723926380368098,0.04968078080281794,0.24415169991369584,0.42746840217478055,-0.23075112502608866,1.8525084206044546,stable_or_small_change
primary_all,junit,JUnit,testing,4691,18129,22820,40881,0.0211042421658495,0.021126372110982405,0.02112182296231376,0.023507252758004943,0.23854297956911846,0.24030105921554434,-0.002212994513290517,108.58637821846155,stable_or_small_change
primary_all,swift,Swift,language,4691,18129,22820,40881,0.0008526966531656363,0.0013238457719675658,0.001226993865030675,0.0032778063158924683,0.2050812450861793,0.2425109662726832,-0.04711491188019295,5.147223174042156,stable_or_small_change
primary_all,langchain,LangChain,ai_ml,4691,18129,22820,40881,0.0,0.0,0.0,0.0018345930872532472,0.18345930872532473,0.18345930872532473,0.0,inf,stable_or_small_change
primary_all,nlp,NLP,ai_ml,4691,18129,22820,40881,0.0010658708164570454,0.0004964421644878371,0.0006134969325153375,0.002128127981213767,0.15146310486984296,0.10622571647567215,0.05694286519692083,1.8654789517232842,stable_or_small_change
primary_all,rails,Rails,framework,4691,18129,22820,40881,0.010871882327861864,0.007777593910309449,0.008413672217353198,0.009760035224187275,0.13463630068340765,-0.11118471036745889,0.3094288417552415,0.3593223881030654,stable_or_small_change
primary_all,github_actions,GitHub Actions,devops,4691,18129,22820,40881,0.0006395224898742272,0.00022064096199459428,0.00030674846625766873,0.001516596952129351,0.12098484858716824,0.08770744622551238,0.0418881527879633,2.093848508180466,stable_or_small_change
primary_all,copilot,Copilot,ai_tool,4691,18129,22820,40881,0.0,5.516024049864857e-05,4.3821209465381244e-05,0.001247523299332208,0.12037020898668267,0.1247523299332208,-0.0055160240498648575,22.6163498935936,stable_or_small_change
primary_all,buildkite,Buildkite,devops,4691,18129,22820,40881,0.00042634832658281814,0.00022064096199459428,0.00026292725679228745,0.001443213228639221,0.11802859718469337,0.1016864902056403,0.020570736458822386,4.9432595867042455,stable_or_small_change
primary_all,claude_api,Claude API,ai_tool,4691,18129,22820,40881,0.0,0.0,0.0,0.0010029108876984417,0.10029108876984417,0.10029108876984417,0.0,inf,stable_or_small_change
primary_all,cypress,Cypress,testing,4691,18129,22820,40881,0.0008526966531656363,0.00011032048099729714,0.00026292725679228745,0.0012230620581688315,0.09601348013765441,0.03703654050031953,0.07423761721683392,0.4988918272005263,stable_or_small_change
primary_all,tableau,Tableau,data,4691,18129,22820,40881,0.01364314645065018,0.013624579403166198,0.013628396143733568,0.014578899733372471,0.09505035896389039,0.0935753282722291,0.0018567047483982607,50.39860449161587,stable_or_small_change
primary_all,scipy,SciPy,ai_ml,4691,18129,22820,40881,0.0006395224898742272,0.00154448673396216,0.0013584574934268185,0.0022748954281940265,0.0916437934767208,0.16353729383197993,-0.09049642440879328,1.8071133185687445,stable_or_small_change
primary_all,integration_testing,Integration testing,testing,4691,18129,22820,40881,0.0008526966531656363,0.0007170831264824315,0.0007449605609114811,0.0015899806756194809,0.08450201147079997,0.07372840224538446,0.013561352668320478,5.436655475940472,stable_or_small_change
primary_all,prompt_engineering,Prompt engineering,ai_tool,4691,18129,22820,40881,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,0.0009050659230449353,0.0817423504114173,0.06918917597535262,0.01580139227927605,4.378675926304044,stable_or_small_change
primary_all,oracle,Oracle,data,4691,18129,22820,40881,0.003410786612662545,0.0031992939489216173,0.003242769500438212,0.004011643550793767,0.0768874050355555,0.06008569381312219,0.021149266374092784,2.841029695797172,stable_or_small_change
primary_all,chroma,Chroma,ai_ml,4691,18129,22820,40881,0.0,0.0,0.0,0.0007582984760646756,0.07582984760646755,0.07582984760646755,0.0,inf,stable_or_small_change
primary_all,redshift,Redshift,data,4691,18129,22820,40881,0.017906629716478363,0.017982238402559435,0.01796669588080631,0.018517159560676108,0.05504636798697969,0.0610529844197745,-0.007560868608107174,8.074863826400868,stable_or_small_change
primary_all,chatgpt,ChatGPT,ai_tool,4691,18129,22820,40881,0.00021317416329140907,0.00011032048099729714,0.00013146362839614373,0.000660453511411169,0.05289898830150254,0.044727934811976,0.010285368229411193,4.348695526921017,stable_or_small_change
primary_all,elixir,Elixir,language,4691,18129,22820,40881,0.00042634832658281814,0.0011583650504716201,0.0010078878177037687,0.001443213228639221,0.04353254109354524,0.1016864902056403,-0.0732016723888802,1.3891279650748405,stable_or_small_change
primary_all,dart,Dart,language,4691,18129,22820,40881,0.00042634832658281814,0.0013238457719675658,0.0011393514460999123,0.0014921357109659744,0.03527842648660621,0.10657873843831563,-0.08974974453847477,1.1875102150583443,stable_or_small_change
primary_all,bdd,BDD,practice,4691,18129,22820,40881,0.011937753144318908,0.009487561365767555,0.009991235758106924,0.010298182529781562,0.030694677167463803,-0.16395706145373462,0.24501917785513527,0.6691601159100792,stable_or_small_change
primary_all,mysql,MySQL,data,4691,18129,22820,40881,0.042208484331699,0.04754812730983507,0.04645048203330412,0.046720970622049364,0.02704885887452463,0.4512486290350365,-0.5339642978136071,0.8450913869761298,stable_or_small_change
primary_all,confluence,Confluence,tooling,4691,18129,22820,40881,0.0014922191430398635,0.0024822108224391857,0.0022787028921998245,0.0025439690809911696,0.02652661887913451,0.10517499379513061,-0.09899916793993221,1.0623826036492103,stable_or_small_change
primary_all,anthropic_api,Anthropic API,ai_tool,4691,18129,22820,40881,0.0,0.0,0.0,0.0002446124116337663,0.02446124116337663,0.02446124116337663,0.0,inf,stable_or_small_change
primary_all,selenium,Selenium,testing,4691,18129,22820,40881,0.023235983798763588,0.02173313475646754,0.022042068361086766,0.022284190699836108,0.024212233874934194,-0.09517930989274802,0.15028490422960492,0.6333258179233577,stable_or_small_change
primary_all,vector_databases,Vector databases,ai_ml,4691,18129,22820,40881,0.00021317416329140907,0.0,4.3821209465381244e-05,0.00026907365279714294,0.022525244333176167,0.0055899489505733865,0.021317416329140908,0.26222450527139757,stable_or_small_change
primary_all,pinecone,Pinecone,ai_ml,4691,18129,22820,40881,0.0,0.0,0.0,0.00022015117047038968,0.022015117047038967,0.022015117047038967,0.0,inf,stable_or_small_change
primary_all,erlang,Erlang,language,4691,18129,22820,40881,0.00021317416329140907,0.00016548072149594572,0.00017528483786152498,0.00019568992930701305,0.0020405091445488068,-0.0017484233984396023,0.004769344179546335,0.36659618862019605,stable_or_small_change
primary_all,unit_testing,Unit testing,testing,4691,18129,22820,40881,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,9.784496465350652e-05,0.0010202545722744034,-0.011532919863790255,0.01580139227927605,0.7298673218129005,stable_or_small_change
primary_all,circleci,CircleCI,devops,4691,18129,22820,40881,0.00021317416329140907,0.0002758012024932429,0.00026292725679228745,0.00026907365279714294,0.0006146396004855486,0.0055899489505733865,-0.0062627039201833806,0.8925775546498621,stable_or_small_change
primary_all,deep_learning,Deep learning,ai_ml,4691,18129,22820,40881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,stable_or_small_change
primary_all,computer_vision,Computer vision,ai_ml,4691,18129,22820,40881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,stable_or_small_change
primary_all,power_bi,Power BI,data,4691,18129,22820,40881,0.00021317416329140907,0.0,4.3821209465381244e-05,2.446124116337663e-05,-0.0019359968302004613,-0.018871292212803245,0.021317416329140908,0.8852523177026003,stable_or_small_change
primary_all,tdd,TDD,practice,4691,18129,22820,40881,0.0211042421658495,0.017871917921562137,0.018536371603856266,0.018321469631369096,-0.021490197248717063,-0.2782772534480404,0.3232324244287363,0.8609199833211434,stable_or_small_change
primary_all,mongodb,MongoDB,data,4691,18129,22820,40881,0.008100618205073545,0.0027580120249324287,0.0038562664329535494,0.0035958024510163644,-0.026046398193718505,-0.4504815754057181,0.5342606180141117,0.8431869395131409,stable_or_small_change
primary_all,express,Express,framework,4691,18129,22820,40881,0.007674269878490727,0.0028131722654310774,0.0038124452234881683,0.003522418727526235,-0.02900264959619335,-0.41518511509644923,0.486109761305965,0.854097465521013,stable_or_small_change
primary_all,r_language,R,language,4691,18129,22820,40881,0.0010658708164570454,0.00044128192398918857,0.0005696757230499561,0.00014676744698025978,-0.04229082760696964,-0.09191033694767857,0.06245888924678569,1.4715333246565625,stable_or_small_change
primary_all,security,Security,practice,4691,18129,22820,40881,0.002131741632914091,0.0013238457719675658,0.0014899211218229623,0.0009050659230449353,-0.05848551987780269,-0.12266757098691557,0.0807895860946525,1.518358700875124,stable_or_small_change
primary_all,mocha,Mocha,testing,4691,18129,22820,40881,0.004476657429119591,0.0028131722654310774,0.0031551270815074494,0.002519507839827793,-0.06356192416796563,-0.19571495892917978,0.16634851636885134,1.1765356445693391,stable_or_small_change
primary_all,c_language,C,language,4691,18129,22820,40881,0.004903005755702409,0.0,0.0010078878177037687,0.00012230620581688315,-0.08855816118868855,-0.47806995498855254,0.49030057557024087,0.9750548516744783,stable_or_small_change
