uid,source,period,seniority_final,company_name_canonical,clean_text_source,fk_grade_clean,reading_ease_clean,gunning_fog_clean,avg_sentence_length_clean,type_token_ratio_1000c_clean,lexicon_count_clean,syllable_count_clean,char_count_clean,fk_grade_raw,reading_ease_raw,gunning_fog_raw,avg_sentence_length_raw,type_token_ratio_1000c_raw,lexicon_count_raw,syllable_count_raw,char_count_raw
asaniczka_0d1fee02e15d9034,kaggle_asaniczka,2024-01,associate,"Aerometals, Inc.",llm,14.60625274725275,6.55124725274726,19.024615384615384,9.1,0.92,182.0,411.0,1471.0,15.054972114972113,11.38762548262551,19.65499785499786,13.621621621621621,0.9259259259259259,504.0,1082.0,3813.0
asaniczka_0fbb452442535468,kaggle_asaniczka,2024-01,entry,"Market America, Inc.",llm,17.19849624060151,2.3761403508771934,21.169819285054743,17.19047619047619,0.9166666666666666,361.0,798.0,2783.0,14.36916923076923,17.97583076923081,17.087736263736264,14.56,0.9166666666666666,728.0,1498.0,5316.0
asaniczka_11f5af862c1d7ccc,kaggle_asaniczka,2024-01,entry,Hiebing,llm,24.95065630397237,-7.431419113413909,28.34726540011514,42.888888888888886,1.0,386.0,779.0,2847.0,18.619850710900476,17.939633886255933,21.63314375987362,31.65,0.9545454545454546,633.0,1173.0,4329.0
asaniczka_13bbd0543116420d,kaggle_asaniczka,2024-01,entry,Los Angeles Dodgers,llm,21.625919003115268,3.54174454828663,24.11090342679128,35.666666666666664,0.9523809523809523,321.0,634.0,2296.0,19.476121212121217,9.851292929292953,22.04040404040404,30.555555555555557,0.9583333333333334,550.0,1079.0,3867.0
asaniczka_1427155ad77a3694,kaggle_asaniczka,2024-01,entry,Radley James,llm,18.584642857142857,8.574107142857201,22.69047619047619,26.25,1.0,105.0,213.0,775.0,17.921403798513634,10.593930635838149,21.908835672997526,24.714285714285715,0.9696969696969697,173.0,350.0,1262.0
asaniczka_148ff196086f2ec3,kaggle_asaniczka,2024-01,entry,Accroid Inc,llm,25.837872340425537,-6.469999999999999,29.863829787234046,47.0,1.0,47.0,92.0,369.0,26.51176470588236,-4.177058823529364,30.596078431372547,51.0,1.0,51.0,96.0,387.0
asaniczka_1664b6f57f85adfb,kaggle_asaniczka,2024-01,entry,CCC Intelligent Solutions,llm,12.752288037166085,34.931707317073176,14.833449477351918,17.571428571428573,1.0,123.0,224.0,833.0,13.473299888517282,28.667207357859553,16.526198439241917,16.956521739130434,1.0,390.0,742.0,2665.0
asaniczka_16d270403b748c6d,kaggle_asaniczka,2024-01,entry,Grid Networks,llm,31.45853734439834,-23.167712655601633,33.89253112033195,60.25,0.8529411764705882,241.0,481.0,1768.0,21.294391805377725,-0.12632522407167812,24.289372599231754,32.27272727272727,0.8823529411764706,355.0,731.0,2590.0
asaniczka_1782465b91512db9,kaggle_asaniczka,2024-01,entry,AGM Tech Solutions,llm,14.632714285714286,21.322785714285743,18.085714285714285,17.5,0.7407407407407407,350.0,694.0,2543.0,15.0617004048583,20.91882591093119,18.369230769230768,19.0,0.76,494.0,973.0,3540.0
asaniczka_17be3b98b3274b07,kaggle_asaniczka,2024-01,entry,CCC Intelligent Solutions,llm,12.285337883959048,41.77385437997725,14.775790671217294,19.533333333333335,1.0,293.0,503.0,1885.0,13.079341539374166,34.375712096495164,15.847921301102378,18.575757575757574,1.0,613.0,1113.0,4072.0
asaniczka_190830d70d089843,kaggle_asaniczka,2024-01,director,SAIC,llm,35.26887596899225,-42.91622093023253,39.13333333333334,64.5,0.8125,258.0,562.0,1946.0,25.894469373219376,-12.441714743589728,29.743732193732196,43.875,0.9411764705882353,351.0,725.0,2544.0
asaniczka_20a04aa408aae71e,kaggle_asaniczka,2024-01,director,Goldman Sachs,llm,13.402628865979384,27.767070446735403,17.188316151202752,16.166666666666668,0.9411764705882353,388.0,746.0,2761.0,13.656338409475467,28.34269430344051,17.56282007896221,17.511111111111113,1.0,788.0,1497.0,5493.0
asaniczka_2174aa0e6571f823,kaggle_asaniczka,2024-01,entry,East Coast Warehouse & Distribution,llm,15.465100090991815,4.159506369426765,19.008007279344863,11.214285714285714,1.0,157.0,355.0,1233.0,14.731341374269007,8.481924342105287,18.31008771929825,10.6875,0.9411764705882353,171.0,379.0,1312.0
asaniczka_2495796a597df11f,kaggle_asaniczka,2024-01,entry,Dezign Concepts,llm,17.026965811965812,7.719423076923107,20.962393162393163,19.5,0.9583333333333334,234.0,496.0,1714.0,18.619310666045646,3.943108989287424,23.05561248253377,23.789473684210527,1.0,452.0,955.0,3316.0
asaniczka_2826859a05ebc832,kaggle_asaniczka,2024-01,entry,JE Dunn Construction,llm,17.176727272727273,4.567757575757611,20.133333333333333,18.333333333333332,0.9714285714285714,275.0,597.0,2104.0,15.832889079438967,16.126802841918305,18.848998591290503,19.413793103448278,0.9130434782608695,563.0,1138.0,4023.0
asaniczka_283a9c9fc99e02f1,kaggle_asaniczka,2024-01,entry,Orion Innovation,llm,29.101168539325844,-18.467123595505598,33.195205992509365,53.4,0.9285714285714286,267.0,540.0,1892.0,23.69114345114345,-8.890062370062338,28.521413721413722,37.0,1.0,481.0,1013.0,3483.0
asaniczka_286ebe41fa051e7e,kaggle_asaniczka,2024-01,entry,WaferWire Cloud Technologies,llm,19.03473856209151,4.011323529411783,23.2718954248366,25.5,0.9,153.0,320.0,1122.0,18.00083115183246,8.529623691099488,22.11544502617801,23.875,0.875,191.0,393.0,1391.0
asaniczka_288088c44cd90f04,kaggle_asaniczka,2024-01,entry,XFINITY Store by Comcast,llm,15.334815789473684,27.420960526315838,18.173684210526318,23.75,1.0,475.0,872.0,3194.0,14.35989505068575,32.494926654740624,17.23387000596303,22.674418604651162,0.85,975.0,1744.0,6365.0
asaniczka_2950101d5147d901,kaggle_asaniczka,2024-01,director,CACI International Inc,llm,17.581054216867475,5.973268072289187,20.926506024096387,20.75,1.0,415.0,882.0,3010.0,16.880851513019007,10.148877551020405,20.49129720853859,20.275862068965516,1.0,588.0,1224.0,4193.0
asaniczka_2a62d96de7e282af,kaggle_asaniczka,2024-01,director,MW Partners,llm,14.98906380538947,13.455344418052277,19.01354738307806,14.517241379310345,0.9615384615384616,421.0,889.0,3112.0,15.122895357985843,12.551313926042496,19.034432444031186,14.548387096774194,0.9565217391304348,451.0,957.0,3339.0
asaniczka_2d9c48852081671a,kaggle_asaniczka,2024-01,associate,"Liberty Personnel Services, Inc.",llm,9.032782608695655,46.68830434782612,9.76695652173913,9.2,0.7142857142857143,46.0,82.0,307.0,8.733571428571427,51.1489285714286,9.279365079365078,10.5,0.8,63.0,108.0,413.0
asaniczka_2e43ddd746f98602,kaggle_asaniczka,2024-01,entry,TickPick,llm,26.78319935691319,-4.638855841371907,29.350696677384782,51.833333333333336,1.0,311.0,584.0,2094.0,19.174528046857407,17.37407636855147,22.389817526469926,33.56521739130435,0.8947368421052632,772.0,1418.0,5071.0
asaniczka_302cc746e8e55be9,kaggle_asaniczka,2024-01,entry,GRAIL,llm,18.845373699148535,-1.6282119205297931,23.7279091769158,21.571428571428573,0.9,302.0,666.0,2414.0,16.359130511463846,11.438801587301583,20.61114638447972,18.9,1.0,567.0,1181.0,4206.0
asaniczka_307d5fa61d7b7f00,kaggle_asaniczka,2024-01,entry,Intuitive,llm,22.408501986445433,-2.6087053049778035,26.998924982472545,35.36363636363637,0.9230769230769231,389.0,798.0,2882.0,17.275128678637383,18.379205925111023,21.40962634081176,26.483870967741936,1.0,821.0,1568.0,5683.0
asaniczka_310809c5b9f2faee,kaggle_asaniczka,2024-01,entry,Goldman Sachs,llm,31.614767206477733,-21.61614878542511,35.5502024291498,61.75,1.0,247.0,484.0,1751.0,22.375383292383294,7.133345208845242,26.402850122850126,40.7,0.7692307692307693,407.0,762.0,2752.0
asaniczka_34ef5e959b319925,kaggle_asaniczka,2024-01,director,Jobs via eFinancialCareers,llm,16.751583601286175,21.122509378349406,20.14158628081458,25.916666666666668,0.9411764705882353,311.0,586.0,2168.0,14.379885821650529,27.973294551235767,17.65867899985547,20.216216216216218,0.9090909090909091,748.0,1400.0,5158.0
asaniczka_355eb4e379d209a5,kaggle_asaniczka,2024-01,entry,Revature,llm,12.443939849624062,21.63834085213037,16.478997493734337,8.866666666666667,0.9545454545454546,133.0,277.0,1016.0,11.786700428515783,26.37835216205687,16.268172964550057,8.882352941176471,0.95,151.0,306.0,1124.0
asaniczka_363de206ebbeb2b3,kaggle_asaniczka,2024-01,director,Goldman Sachs,llm,29.046237314597978,-20.0579508196721,32.717564402810304,52.285714285714285,1.0,366.0,752.0,2648.0,19.175934959349593,8.136810506566633,22.085553470919326,28.384615384615383,1.0,738.0,1482.0,5299.0
asaniczka_368e70011171dae1,kaggle_asaniczka,2024-01,director,Goldman Sachs,llm,14.692082644628098,18.462972451790677,17.858292011019284,16.133333333333333,1.0,242.0,492.0,1739.0,14.665924462011422,23.294571073049354,17.77297613819353,18.74074074074074,0.9333333333333333,506.0,984.0,3557.0
asaniczka_38e2429d016b2831,kaggle_asaniczka,2024-01,entry,ConsultNet,llm,18.007549256826824,8.542177670238516,20.514206705841687,23.90909090909091,0.8260869565217391,263.0,541.0,1914.0,15.423269537480063,21.607535885167493,17.932801701222754,20.842105263157894,0.8260869565217391,396.0,768.0,2775.0
asaniczka_3abcbd6d736104c6,kaggle_asaniczka,2024-01,director,Get It Recruit - Information Technology,llm,18.34968944099379,-3.3328985507246216,22.07677505784923,18.61904761904762,1.0,391.0,884.0,3192.0,17.759803921568636,1.3768954248366185,21.908496732026148,18.88888888888889,1.0,510.0,1123.0,4017.0
asaniczka_3b0359b78550a137,kaggle_asaniczka,2024-01,entry,"University of California, Riverside",llm,15.962500000000002,6.890868644067837,20.06195856873823,14.75,0.95,531.0,1161.0,4032.0,15.408915506403215,12.995600605198263,19.47211585223077,15.94915254237288,0.95,941.0,1976.0,6850.0
asaniczka_3bc733ae32c91deb,kaggle_asaniczka,2024-01,entry,Renesas Electronics,llm,19.529183673469387,8.755376766091075,21.959497645211933,30.153846153846153,1.0,392.0,776.0,2776.0,17.93193548387097,15.579014336917567,20.860931899641578,27.555555555555557,1.0,744.0,1436.0,5064.0
asaniczka_3c7aa2b20994052f,kaggle_asaniczka,2024-01,entry,Shermco Industries,llm,17.528542349491115,5.118695877177885,21.982473693289634,20.058823529411764,0.8857142857142857,341.0,731.0,2575.0,15.73801068090788,18.529641744548314,19.36733422340899,20.38095238095238,1.0,856.0,1696.0,5982.0
asaniczka_3cd16952aaed59d7,kaggle_asaniczka,2024-01,director,Raytheon,llm,26.59538461538462,-19.02538461538461,30.724150268336317,43.0,0.75,559.0,1204.0,4238.0,22.86109936575053,-4.035130915596,26.90056919824362,36.38461538461539,0.9130434782608695,946.0,1945.0,6910.0
asaniczka_3e342e221519b5b5,kaggle_asaniczka,2024-01,entry,Latitude Inc,llm,41.95670886075949,-65.03860759493669,47.04303797468355,79.0,0.9444444444444444,158.0,358.0,1246.0,28.218000000000007,-18.190999999999974,32.800000000000004,50.0,1.0,250.0,515.0,1840.0
asaniczka_3e9277ac67461975,kaggle_asaniczka,2024-01,entry,Schneider Electric,llm,28.59842964824121,-21.36376256281406,30.75427135678392,49.75,1.0,199.0,418.0,1512.0,18.534427244582044,11.946284829721407,21.197523219814244,27.941176470588236,1.0,475.0,935.0,3347.0
asaniczka_3ed1a7b005aacf44,kaggle_asaniczka,2024-01,director,SAIC,llm,36.90699513381995,-47.536295620437954,41.317274939172755,68.5,1.0,411.0,898.0,3166.0,32.83999735729387,-35.07581791754757,37.011522198731505,59.125,0.9523809523809523,473.0,1017.0,3597.0
asaniczka_3f6ca0f2f2a75a2f,kaggle_asaniczka,2024-01,entry,Vanguard,llm,41.879120879120876,-43.10912087912085,45.85054945054946,91.0,1.0,182.0,339.0,1221.0,13.674852747252746,35.920147252747284,16.208527472527475,21.84,1.0,546.0,960.0,3486.0
asaniczka_4145dba39eae8e73,kaggle_asaniczka,2024-01,entry,Innovation Works,llm,27.30571428571429,-17.587380952380926,30.38095238095238,46.666666666666664,0.9545454545454546,140.0,293.0,1006.0,19.55316953316954,10.638527688527716,23.62872802872803,31.307692307692307,1.0,407.0,791.0,2767.0
asaniczka_4497818a553719c7,kaggle_asaniczka,2024-01,entry,Terafuze,llm,35.99385964912281,-27.63131578947366,40.75087719298246,76.0,0.8333333333333334,228.0,424.0,1508.0,21.736560846560845,14.028809523809542,25.794708994708994,42.0,1.0,378.0,671.0,2446.0
asaniczka_45acda53d7d8adad,kaggle_asaniczka,2024-01,entry,Open Systems Technologies,llm,20.341159951159955,8.766538461538488,23.28595848595849,33.42857142857143,1.0,234.0,454.0,1599.0,20.48224554707379,6.546421755725191,24.092366412213742,32.75,0.8947368421052632,393.0,776.0,2737.0
asaniczka_46a434a71bc8f1ef,kaggle_asaniczka,2024-01,associate,New York Power Authority,llm,18.997185430463578,3.686859823399601,23.046799116997796,25.166666666666668,0.8181818181818182,604.0,1268.0,4511.0,18.6159838895282,4.2339835059455595,22.740314537782893,23.939393939393938,0.8181818181818182,790.0,1665.0,5866.0
asaniczka_474b8bba40188974,kaggle_asaniczka,2024-01,entry,AMD,llm,22.21215784215784,-5.248976023976013,26.313286713286715,33.09090909090909,0.8181818181818182,364.0,768.0,2735.0,18.745498375184642,8.899169276218629,22.767007385524373,27.08,1.0,677.0,1364.0,4836.0
asaniczka_48441873511dfd69,kaggle_asaniczka,2024-01,entry,Latitude Inc,llm,38.29236842105263,-61.03092105263153,42.53984962406015,66.5,0.9444444444444444,133.0,315.0,1110.0,39.61361111111111,-60.70749999999998,43.800000000000004,72.0,1.0,144.0,331.0,1185.0
asaniczka_48d9cbbe348c2706,kaggle_asaniczka,2024-01,entry,Intuitive,llm,14.204047619047621,23.76000000000002,17.523809523809526,17.142857142857142,0.9655172413793104,240.0,470.0,1700.0,13.920404957235121,30.568123581776945,17.543655088148018,19.823529411764707,1.0,674.0,1244.0,4529.0
asaniczka_49cfcf6c57d3107a,kaggle_asaniczka,2024-01,entry,Latitude Inc,llm,27.504532085561497,-18.864378342245942,30.250802139037432,46.75,0.9333333333333333,187.0,394.0,1379.0,28.488097014925376,-19.682182835820868,31.244278606965175,50.25,0.9333333333333333,201.0,417.0,1464.0
asaniczka_4ad269f08b53ae78,kaggle_asaniczka,2024-01,entry,Georgia Tech Research Institute,llm,20.685207373271897,9.86209677419356,23.68755760368664,35.42857142857143,0.88,248.0,472.0,1705.0,18.70862200956938,10.564687400319002,22.342838915470494,27.866666666666667,0.782608695652174,418.0,830.0,2938.0
asaniczka_4b2a81f0ecb0e90b,kaggle_asaniczka,2024-01,entry,Intuitive,llm,14.888846153846156,23.048653846153883,18.876923076923077,19.5,0.875,195.0,378.0,1377.0,14.33198600311042,30.484521254536048,18.153426645930534,21.433333333333334,1.0,643.0,1175.0,4286.0
asaniczka_4c898feacea6e370,kaggle_asaniczka,2024-01,entry,Mastech Digital,llm,16.26055555555556,18.557500000000033,20.555555555555557,22.5,0.875,90.0,176.0,636.0,16.251005154639177,21.74289948453611,20.421649484536086,24.25,0.875,97.0,184.0,668.0
asaniczka_4f1766f3e03b6118,kaggle_asaniczka,2024-01,entry,Verizon,llm,13.81697626418989,15.125340557275564,17.824148606811146,10.736842105263158,0.95,408.0,872.0,3067.0,13.027880343189828,26.653169909606277,17.014983912976867,14.032786885245901,1.0,856.0,1679.0,5983.0
asaniczka_500485d6947883d0,kaggle_asaniczka,2024-01,entry,Visionyle Solutions,llm,19.88864864864865,18.37189189189189,24.52972972972973,37.0,0.7777777777777778,37.0,66.0,237.0,15.486825590872048,24.500550801412686,18.6732409671285,22.72222222222222,0.9,409.0,770.0,2783.0
asaniczka_5411048632b737ad,kaggle_asaniczka,2024-01,entry,Our Blood Institute,llm,19.95930718954249,-0.8886470588235227,23.92156862745098,26.470588235294116,0.9545454545454546,450.0,962.0,3390.0,19.825674697549378,0.637397373591142,23.68239065246614,26.789473684210527,0.9130434782608695,509.0,1077.0,3793.0
asaniczka_54c216208469beea,kaggle_asaniczka,2024-01,entry,"GGG Demolition, Inc.",llm,14.582720241463871,16.666010186757262,17.486587436332766,14.68421052631579,0.9473684210526315,279.0,578.0,2060.0,14.605540720961283,17.573738317757062,17.609612817089452,15.285714285714286,0.8947368421052632,428.0,879.0,3091.0
asaniczka_56f18342f98b5247,kaggle_asaniczka,2024-01,director,Goldman Sachs,llm,21.582666666666665,3.376881355932227,25.572429378531076,35.4,0.9375,354.0,701.0,2535.0,16.67814630988347,17.599131419939596,20.031160984031075,23.642857142857142,0.95,662.0,1293.0,4687.0
asaniczka_571cb475ac2b5087,kaggle_asaniczka,2024-01,director,Goldman Sachs,llm,25.05250410509031,-7.073165024630526,29.09129720853859,43.5,0.8666666666666667,609.0,1222.0,4402.0,17.77551033912324,15.473521918941287,21.433184449958645,26.866666666666667,0.9166666666666666,1209.0,2345.0,8487.0
asaniczka_58963bb0a389763b,kaggle_asaniczka,2024-01,entry,Normann Staffing Services,llm,18.346256410256412,5.207076923076926,22.693333333333335,23.4,0.8695652173913043,117.0,246.0,905.0,19.134644970414204,8.044649901380694,23.337672583826432,28.166666666666668,0.9565217391304348,169.0,340.0,1239.0
asaniczka_5920dfbd34737f4f,kaggle_asaniczka,2024-01,entry,Siemens,llm,16.43500468384075,2.5830144418423515,20.681623731459798,14.233333333333333,1.0,427.0,958.0,3286.0,15.903008876961191,8.557799855491368,20.005161023947153,15.446428571428571,1.0,865.0,1867.0,6437.0
asaniczka_5c3aebe7e4465ef6,kaggle_asaniczka,2024-01,director,Athenix Special Missions (formerly VATC),llm,20.887922163588396,1.5599747141600915,24.66499560246262,31.583333333333332,0.7,379.0,776.0,2725.0,20.252934497816593,4.242356622998585,24.265735080058228,30.533333333333335,0.7272727272727273,458.0,929.0,3268.0
asaniczka_5d2af7c8d9821b13,kaggle_asaniczka,2024-01,director,Sterling Engineering,llm,28.698801556420232,-19.14456031128401,33.6339299610895,51.4,0.9285714285714286,257.0,528.0,1831.0,26.04594262295082,-10.188135245901606,30.321857923497273,45.75,1.0,366.0,738.0,2590.0
asaniczka_5fd56e81d9beab9f,kaggle_asaniczka,2024-01,director,SAIC,llm,17.406956521739136,2.4008695652173913,21.00052383446831,18.043478260869566,0.8571428571428571,415.0,913.0,3170.0,16.90119450317125,6.292006423808772,20.469312083265574,18.192307692307693,0.8571428571428571,473.0,1018.0,3558.0
asaniczka_614bec46098ed4b2,kaggle_asaniczka,2024-01,entry,Teradyne,llm,28.347996715927753,-19.63189655172411,31.724794745484402,49.714285714285715,0.9259259259259259,348.0,724.0,2557.0,23.350774647887324,-9.121443661971796,26.782159624413147,35.5,1.0,426.0,906.0,3161.0
asaniczka_61ab4d96912bd841,kaggle_asaniczka,2024-01,entry,ANSER,llm,19.11802079948001,-4.076871953201135,21.777315567110822,21.294117647058822,0.9666666666666667,362.0,810.0,2706.0,17.58699248120301,5.416914401388112,20.51544245228456,20.46153846153846,1.0,532.0,1136.0,3841.0
asaniczka_6311d432fca54296,kaggle_asaniczka,2024-01,entry,Jewelers Mutual Group,llm,19.14646384479718,9.316944444444488,22.6331569664903,28.928571428571427,0.92,405.0,805.0,2934.0,18.141573355436666,9.679191470122845,21.47325747871298,25.08695652173913,1.0,577.0,1171.0,4145.0
asaniczka_631c5b8e2af28bdd,kaggle_asaniczka,2024-01,director,ExamRoom.AI®,llm,13.69539639261745,21.753363045302052,17.310095078299778,13.96875,0.8571428571428571,447.0,903.0,3243.0,14.796211180124224,16.29154244306423,18.120910973084886,15.333333333333334,0.9090909090909091,644.0,1332.0,4713.0
asaniczka_6410b27e5a32a2db,kaggle_asaniczka,2024-01,director,Capital One,llm,16.703333333333337,23.991666666666674,20.201626016260164,27.333333333333332,1.0,246.0,451.0,1674.0,15.869897003745319,20.913047752809007,19.087265917603,22.25,1.0,534.0,1031.0,3715.0
asaniczka_65563084f37271d2,kaggle_asaniczka,2024-01,entry,Innovative Defense Technologies (IDT),llm,31.841243445692886,-38.11206741573034,34.393707865168544,53.4,0.9444444444444444,267.0,602.0,2107.0,27.59055846422339,-27.14977603257705,30.27620709714951,42.44444444444444,0.9473684210526315,382.0,862.0,3175.0
asaniczka_667e2ed1ec8d8350,kaggle_asaniczka,2024-01,director,PETADATA,llm,16.563463508322666,5.051520486555717,20.088348271446865,16.136363636363637,0.7368421052631579,355.0,778.0,2811.0,15.615740740740744,11.603333333333325,19.270370370370372,16.0,0.8571428571428571,432.0,914.0,3339.0
asaniczka_672add227f185386,kaggle_asaniczka,2024-01,director,SAIC,llm,27.268757668711654,-27.860605828220855,31.63742331288344,40.75,0.8125,326.0,745.0,2551.0,24.444883227176224,-15.664071533561952,28.589972235832114,36.23076923076923,0.9375,471.0,1034.0,3581.0
asaniczka_69745b4777b759c9,kaggle_asaniczka,2024-01,entry,Hamlyn Williams,llm,15.947500000000002,13.60903846153849,20.05128205128205,18.46153846153846,0.9047619047619048,240.0,495.0,1740.0,14.853472222222223,18.62687500000004,18.601851851851855,16.875,0.9047619047619048,270.0,546.0,1949.0
asaniczka_6b6e189960978783,kaggle_asaniczka,2024-01,entry,UFCU,llm,24.291715456674478,-15.719085675253694,28.56588602654176,35.583333333333336,0.9047619047619048,427.0,941.0,3308.0,18.051972824217412,10.428630030959738,21.848297213622292,25.147058823529413,0.9047619047619048,855.0,1727.0,6081.0
asaniczka_6bfe3947ca668a93,kaggle_asaniczka,2024-01,entry,ETalentNetwork,llm,20.724713178294575,-7.570604651162739,24.893643410852714,25.8,0.9545454545454546,129.0,287.0,1025.0,21.6720987654321,-12.22555555555553,26.108641975308643,27.0,0.9545454545454546,162.0,367.0,1280.0
asaniczka_6c21ec467a5a9da4,kaggle_asaniczka,2024-01,director,Union Tank Car Company - UTLX,llm,28.75489326765189,-22.549137931034466,34.13858784893267,49.714285714285715,0.782608695652174,348.0,736.0,2561.0,20.171552795031065,5.063302277432712,24.75113871635611,30.666666666666668,0.7,644.0,1299.0,4517.0
asaniczka_6cfb79652f265000,kaggle_asaniczka,2024-01,entry,Adree,llm,20.354304812834233,4.643614081996446,22.734046345811052,31.166666666666668,0.9523809523809523,187.0,377.0,1336.0,20.35743386243386,5.21488095238098,22.75873015873016,31.5,0.95,189.0,379.0,1338.0
asaniczka_702af6d7c56f7857,kaggle_asaniczka,2024-01,director,Motion Recruitment Partners LLC,llm,15.966400000000004,25.119200000000006,18.0,25.0,0.7,125.0,231.0,823.0,16.620461165048543,21.765740291262148,19.620388349514567,25.75,0.8333333333333334,206.0,387.0,1387.0
asaniczka_70b2755e317b074d,kaggle_asaniczka,2024-01,director,Adame Services LLC,llm,23.44248756218906,-6.711525704809247,28.023217247097843,37.22222222222222,0.8888888888888888,335.0,696.0,2470.0,23.712463768115942,-6.6681159420289475,28.31884057971015,38.333333333333336,1.0,345.0,712.0,2527.0
asaniczka_74c87bf90ba2456e,kaggle_asaniczka,2024-01,entry,SkyWater Search Partners,llm,15.600227272727274,9.123863636363666,20.56818181818182,14.545454545454545,1.0,160.0,346.0,1177.0,15.027027027027032,12.672931392931417,19.962577962577964,14.23076923076923,1.0,185.0,393.0,1339.0
asaniczka_766bef624bd85658,kaggle_asaniczka,2024-01,entry,CANiK,llm,19.33940836940837,6.788636363636385,23.435497835497838,28.285714285714285,0.92,396.0,802.0,2873.0,19.329857142857147,7.366000000000014,23.42857142857143,28.571428571428573,0.92,400.0,806.0,2885.0
asaniczka_77b1b818efa2aac2,kaggle_asaniczka,2024-01,entry,Gov Solutions Group,llm,15.970421052631583,21.171947368421087,18.242807017543864,22.8,0.9130434782608695,228.0,438.0,1620.0,15.615807803089815,20.789587588373934,18.612411626080128,21.157894736842106,0.9,402.0,782.0,2846.0
asaniczka_78ce18b65b3fd501,kaggle_asaniczka,2024-01,entry,Latitude Inc,llm,41.95670886075949,-65.03860759493669,47.04303797468355,79.0,0.9444444444444444,158.0,358.0,1246.0,28.218000000000007,-18.190999999999974,32.800000000000004,50.0,1.0,250.0,515.0,1840.0
asaniczka_7a9865dc920167fb,kaggle_asaniczka,2024-01,director,"Alutiiq, LLC",llm,16.260151515151517,7.630909090909142,20.545454545454547,16.363636363636363,0.8095238095238095,360.0,777.0,2759.0,15.548467532467534,11.016987012987045,19.77038961038961,15.4,0.8421052631578947,385.0,820.0,2923.0
