metric,arshkon_2024,asaniczka_2024,pooled_2024,scraped_2026,within_2024_effect,arshkon_to_scraped_effect,pooled_to_scraped_effect,abs_pooled_to_scraped_effect,calibration_ratio_abs,arshkon_2024_denominator,asaniczka_2024_denominator,pooled_2024_denominator,scraped_2026_denominator
tech=docker,0.13110211042421657,0.12019416404655524,0.12243645924627519,0.18573420415351874,-0.010907946377661334,0.05463209372930217,0.06329774490724355,0.06329774490724355,5.0084673904507495,4691.0,18129.0,22820.0,40881.0
tech=terraform,0.07333191217224472,0.05758729108058911,0.060823838737949165,0.12348034539272523,-0.015744621091655607,0.050148433220480515,0.06265650665477607,0.06265650665477607,3.1851152802310607,4691.0,18129.0,22820.0,40881.0
metro_known_share,0.5913451289703688,0.7106845385845882,0.6861524978089395,0.7475355299527898,0.1193394096142194,0.15619040098242098,0.061383032143850325,0.061383032143850325,1.3087914670210565,4691.0,18129.0,22820.0,40881.0
swe_tier=regex,0.886378170965679,0.8701527938661813,0.8734881682734443,0.9327315868007142,-0.016225377099497673,0.04635341583503527,0.05924341852726989,0.05924341852726989,2.8568467500499786,4691.0,18129.0,22820.0,40881.0
swe_tier=title_lookup_llm,0.09720741846088254,0.10855535330134039,0.10622261174408414,0.05281181967173015,0.011347934840457846,-0.0443955987891524,-0.05341079207235399,0.05341079207235399,3.9122183386947613,4691.0,18129.0,22820.0,40881.0
tech=rag,0.003197612449371136,0.0002758012024932429,0.0008764241893076249,0.0518089087840317,-0.002921811246877893,0.04861129633466057,0.050932484594724076,0.050932484594724076,16.637384220696756,4691.0,18129.0,22820.0,40881.0
tech=typescript,0.09592837348113409,0.14242374096751062,0.13286590709903592,0.18355715368997824,0.04649536748637653,0.08762878020884415,0.05069124659094232,0.05069124659094232,1.8846776559948688,4691.0,18129.0,22820.0,40881.0
tech=react,0.14709017267107227,0.12813723867836063,0.1320333041191937,0.18113549081480396,-0.01895293399271164,0.034045318143731684,0.049102186695610256,0.049102186695610256,1.7963085903651554,4691.0,18129.0,22820.0,40881.0
tech=gcp,0.07183969302920486,0.06823321749682829,0.06897458369851008,0.11665565910814314,-0.0036064755323765713,0.044815966078938285,0.04768107540963307,0.04768107540963307,12.426527138922737,4691.0,18129.0,22820.0,40881.0
tech=microservices,0.11383500319761244,0.09950907385956202,0.10245398773006135,0.14869988503216652,-0.014325929338050422,0.03486488183455408,0.04624589730210517,0.04624589730210517,2.4336907583336402,4691.0,18129.0,22820.0,40881.0
tech=html,0.10893199744191004,0.11561586408516741,0.11424189307624891,0.07125559550891612,0.0066838666432573746,-0.037676401932993916,-0.042986297567332785,0.042986297567332785,5.636917063718131,4691.0,18129.0,22820.0,40881.0
tech=azure,0.2131741632914091,0.18936510563186054,0.19425942156003506,0.2366625082556689,-0.02380905765954855,0.023488344964259805,0.042403086695633835,0.042403086695633835,0.9865298030743302,4691.0,18129.0,22820.0,40881.0
tech=postgresql,0.05990193988488595,0.05874565613106073,0.05898334794040316,0.09779604217117976,-0.0011562837538252185,0.037894102286293814,0.03881269423077661,0.03881269423077661,32.772320947114,4691.0,18129.0,22820.0,40881.0
tech=cpp,0.10466851417608186,0.16537040101494843,0.15289219982471516,0.18837601819916341,0.06070188683886657,0.08370750402308155,0.03548381837444825,0.03548381837444825,1.37899344455772,4691.0,18129.0,22820.0,40881.0
tech=kafka,0.06309955233425708,0.05841469468806884,0.05937773882559159,0.09427362344365353,-0.004684857646188242,0.031174071109396448,0.034895884618061944,0.034895884618061944,6.654219501154047,4691.0,18129.0,22820.0,40881.0
tech=claude,0.00021317416329140907,0.00011032048099729714,0.00013146362839614373,0.03480834617548494,-0.00010285368229411193,0.03459517201219353,0.0346768825470888,0.0346768825470888,336.3532665098759,4691.0,18129.0,22820.0,40881.0
tech=pytorch,0.018972500532935407,0.013514258922168901,0.014636283961437336,0.04818864509185196,-0.005458241610766506,0.02921614455891655,0.033552361130414626,0.033552361130414626,5.352666049316513,4691.0,18129.0,22820.0,40881.0
tech=dotnet,0.10914517160520144,0.09498593413867285,0.0978965819456617,0.06492013404760158,-0.014159237466528599,-0.044225037557599864,-0.03297644789806012,0.03297644789806012,3.1234053148797467,4691.0,18129.0,22820.0,40881.0
tech=grafana,0.01577488808356427,0.011914611947708093,0.012708150744960562,0.04297840072405274,-0.003860276135856178,0.02720351264048847,0.03027024997909218,0.03027024997909218,7.047038005340763,4691.0,18129.0,22820.0,40881.0
tech=java,0.2845875079940311,0.2766286061007226,0.2782646801051709,0.30828502238203565,-0.007958901893308501,0.023697514388004548,0.03002034227686473,0.03002034227686473,2.977485425210278,4691.0,18129.0,22820.0,40881.0
tech=gitlab,0.034960562779791086,0.033482265982679685,0.03378615249780894,0.06139771532007534,-0.0014782967971114017,0.026437152540284253,0.0276115628222664,0.0276115628222664,17.883521490368217,4691.0,18129.0,22820.0,40881.0
tech=javascript,0.2114687699850778,0.20425837056649568,0.20574057843996493,0.17839583180450577,-0.00721039941858212,-0.033072938180572026,-0.02734474663545916,0.02734474663545916,4.586838573094695,4691.0,18129.0,22820.0,40881.0
tech=sql,0.26902579407375826,0.27877985548016987,0.2767747589833479,0.25114356302438784,0.009754061406411607,-0.017882231049370423,-0.025631195958960074,0.025631195958960074,1.8333113053415833,4691.0,18129.0,22820.0,40881.0
tech=mlops,0.00916648902153059,0.004798940923382426,0.0056967572304995615,0.03106577627748832,-0.004367548098148164,0.02189928725595773,0.02536901904698876,0.02536901904698876,5.014091834556558,4691.0,18129.0,22820.0,40881.0
tech=agents,0.00021317416329140907,0.0002758012024932429,0.00026292725679228745,0.02468139233384702,6.26270392018338e-05,0.02446821817055561,0.02441846507705473,0.02441846507705473,390.69734865957304,4691.0,18129.0,22820.0,40881.0
tech=rust,0.011298230654444682,0.013845220365160792,0.013321647677475899,0.0371566253271691,0.0025469897107161105,0.02585839467272442,0.023834977649693202,0.023834977649693202,10.152532051436552,4691.0,18129.0,22820.0,40881.0
tech=rest_api,0.06501811980387977,0.04975453692978101,0.052892199824715165,0.0767104522883491,-0.015263582874098756,0.01169233248446934,0.023818252463633942,0.023818252463633942,0.7660280407891923,4691.0,18129.0,22820.0,40881.0
tech=tensorflow,0.01833297804306118,0.014838104694136467,0.015556529360210342,0.037352315256476115,-0.003494873348924713,0.019019337213414936,0.021795785896265775,0.021795785896265775,5.442067655832713,4691.0,18129.0,22820.0,40881.0
tech=sre,0.023449157962055,0.012245573390699984,0.014548641542506574,0.035640028375039746,-0.011203584571355016,0.012190870412984747,0.02109138683253317,0.02109138683253317,1.0881223179368853,4691.0,18129.0,22820.0,40881.0
tech=fine_tuning,0.010871882327861864,0.008384356555794583,0.008895705521472393,0.029353489396051955,-0.0024875257720672807,0.01848160706819009,0.020457783874579562,0.020457783874579562,7.4297148096804575,4691.0,18129.0,22820.0,40881.0
tech=fastapi,0.004050309102536773,0.0016548072149594572,0.002147239263803681,0.022479880629143124,-0.0023955018875773154,0.01842957152660635,0.02033264136533944,0.02033264136533944,7.693407223838613,4691.0,18129.0,22820.0,40881.0
tech=mcp,0.0006395224898742272,0.0009928843289756743,0.0009202453987730061,0.02113451236515741,0.000353361839101447,0.02049498987528318,0.0202142669663844,0.0202142669663844,58.000009076812766,4691.0,18129.0,22820.0,40881.0
tech=cursor,0.0,5.516024049864857e-05,4.3821209465381244e-05,0.019789144101171694,5.516024049864857e-05,0.019789144101171694,0.019745322891706312,0.019745322891706312,358.7573934101417,4691.0,18129.0,22820.0,40881.0
tech=airflow,0.0211042421658495,0.016382591428098628,0.017353198948290974,0.036618478021574814,-0.004721650737750872,0.015514235855725315,0.01926527907328384,0.01926527907328384,3.2857652370779595,4691.0,18129.0,22820.0,40881.0
tech=graphql,0.021956938819015136,0.01858900104804457,0.019281332164767746,0.03806169125021404,-0.0033679377709705666,0.016104752431198903,0.018780359085446292,0.018780359085446292,4.7817844409155645,4691.0,18129.0,22820.0,40881.0
aggregator_share,0.09166489021530591,0.16233658778752275,0.14780893952673094,0.1663364399109611,0.07067169757221684,0.07467154969565518,0.01852750038423015,0.01852750038423015,1.0565976516886557,4691.0,18129.0,22820.0,40881.0
yoe_known_share,0.6205499893412918,0.7079265265596558,0.6899649430324277,0.6746654925270908,0.08737653721836403,0.05411550318579905,-0.015299450505336876,0.015299450505336876,0.619336779741662,4691.0,18129.0,22820.0,40881.0
tech=bash_shell,0.03901087188232786,0.04600364057587291,0.04456617002629273,0.059832195885619235,0.006992768693545051,0.020821324003291376,0.015266025859326508,0.015266025859326508,2.9775507979423534,4691.0,18129.0,22820.0,40881.0
tech=jira,0.05798337241526327,0.090407634177285,0.08374233128834356,0.06893177759839535,0.03242426176202173,0.010948405183132073,-0.014810553689948214,0.014810553689948214,0.33766089305249347,4691.0,18129.0,22820.0,40881.0
seniority_final=entry,0.03730547857599659,0.01125268906172431,0.01660823838737949,0.031188082483305204,-0.026052789514272277,-0.006117396092691383,0.014579844095925713,0.014579844095925713,0.2348077195088895,4691.0,18129.0,22820.0,40881.0
tech=linux,0.11873800895331486,0.18120139003806057,0.16836108676599473,0.15391012939996576,0.06246338108474571,0.0351721204466509,-0.014450957366028971,0.014450957366028971,0.5630838394567844,4691.0,18129.0,22820.0,40881.0
tech=angular,0.10509486250266467,0.09923327265706879,0.10043821209465381,0.08615249137741249,-0.005861589845595885,-0.018942371125252183,-0.014285720717241324,0.014285720717241324,3.231609789191334,4691.0,18129.0,22820.0,40881.0
tech=spark,0.017267107226604135,0.011032048099729715,0.012313759859772129,0.026246911768303124,-0.00623505912687442,0.008979804541698989,0.013933151908530995,0.013933151908530995,1.4402116097013637,4691.0,18129.0,22820.0,40881.0
tech=css,0.037518652739288,0.040432456285509406,0.03983347940403155,0.02629583425062988,0.002913803546221408,-0.01122281848865812,-0.01353764515340167,0.01353764515340167,3.8516043757348575,4691.0,18129.0,22820.0,40881.0
tech=redis,0.019398848859518227,0.019857686579513485,0.01976336546888694,0.032924830605904946,0.000458837719995258,0.01352598174638672,0.013161465137018005,0.013161465137018005,29.47879208040374,4691.0,18129.0,22820.0,40881.0
tech=playwright,0.005116179918993818,0.0016548072149594572,0.002366345311130587,0.015483965656417407,-0.0034613727040343606,0.010367785737423588,0.01311762034528682,0.01311762034528682,2.995281532479742,4691.0,18129.0,22820.0,40881.0
tech=helm,0.012790449797484544,0.009211760163274312,0.009947414548641542,0.022235268217509357,-0.0035786896342102324,0.009444818420024812,0.012287853668867815,0.012287853668867815,2.639183440144609,4691.0,18129.0,22820.0,40881.0
tech=git,0.14623747601790663,0.1429753433724971,0.1436459246275197,0.15572026124605562,-0.0032621326454095323,0.009482785228148993,0.012074336618535908,0.012074336618535908,2.9069281537319314,4691.0,18129.0,22820.0,40881.0
tech=kotlin,0.020038371349392455,0.018037398643058082,0.018448729184925503,0.030454245248403903,-0.002000972706334373,0.010415873899011448,0.0120055160634784,0.0120055160634784,5.2054052841592835,4691.0,18129.0,22820.0,40881.0
tech=unix,0.04007674269878491,0.05185062606872966,0.049430324276950044,0.037474621462292995,0.011773883369944747,-0.0026021212364919152,-0.011955702814657049,0.011955702814657049,0.22100789983484664,4691.0,18129.0,22820.0,40881.0
tech=dbt,0.007461095715199318,0.004357658999393237,0.004995617879053462,0.016584721508769357,-0.0031034367158060813,0.00912362579357004,0.011589103629715894,0.011589103629715894,2.9398459285805942,4691.0,18129.0,22820.0,40881.0
tech=bigquery,0.008953314858239182,0.00501958188537702,0.005828220858895706,0.017367481225997405,-0.003933732972862161,0.008414166367758224,0.011539260367101699,0.011539260367101699,2.138977512150787,4691.0,18129.0,22820.0,40881.0
tech=aspnet,0.02558089959496909,0.025428870869876993,0.025460122699386502,0.014040752427778186,-0.00015202872509209597,-0.011540147167190902,-0.011419370271608316,0.011419370271608316,75.90767573825349,4691.0,18129.0,22820.0,40881.0
tech=hugging_face,0.0006395224898742272,0.0008825638479783771,0.0008326029798422437,0.012206159340524938,0.0002430413581041499,0.01156663685065071,0.011373556360682694,0.011373556360682694,47.59122867349222,4691.0,18129.0,22820.0,40881.0
tech=matlab,0.008953314858239182,0.033482265982679685,0.028439964943032428,0.017147330055527016,0.024528951124440503,0.008194015197287834,-0.011292634887505412,0.011292634887505412,0.334054854433762,4691.0,18129.0,22820.0,40881.0
tech=gemini,0.00021317416329140907,0.0,4.3821209465381244e-05,0.010787407353049094,-0.00021317416329140907,0.010574233189757684,0.010743586143583712,0.010743586143583712,49.6037278931533,4691.0,18129.0,22820.0,40881.0
tech=csharp,0.12023022809635472,0.1195874014010701,0.11971954425942156,0.10929282551796678,-0.0006428266952846207,-0.010937402578387947,-0.010426718741454788,0.010426718741454788,17.014543202107152,4691.0,18129.0,22820.0,40881.0
tech=grpc,0.006182050735450863,0.005957305973854046,0.00600350569675723,0.016095496685501823,-0.00022474476159681667,0.00991344595005096,0.010091990988744592,0.010091990988744592,44.109797619378085,4691.0,18129.0,22820.0,40881.0
tech=php,0.024301854615220636,0.019968007060510783,0.020858895705521473,0.010983097282356106,-0.004333847554709853,-0.01331875733286453,-0.009875798423165367,0.009875798423165367,3.073194699335983,4691.0,18129.0,22820.0,40881.0
tech=serverless,0.023235983798763588,0.016217110706602682,0.01765994741454864,0.02751889630879871,-0.007018873092160906,0.004282912510035122,0.00985894889425007,0.00985894889425007,0.6101994513647117,4691.0,18129.0,22820.0,40881.0
tech=scrum,0.08995949690897463,0.08930442936731205,0.08943908851884312,0.07979256867493456,-0.0006550675416625851,-0.01016692823404007,-0.00964651984390856,0.00964651984390856,15.520427417661452,4691.0,18129.0,22820.0,40881.0
tech=oauth,0.018759326369644,0.011693970985713498,0.013146362839614373,0.02257772559379663,-0.007065355383930501,0.0038183992241526306,0.009431362754182257,0.009431362754182257,0.5404397962538767,4691.0,18129.0,22820.0,40881.0
tech=jenkins,0.0940098060115114,0.08643609686138232,0.08799298860648554,0.09735573983023899,-0.007573709150129088,0.003345933818727581,0.009362751223753449,0.009362751223753449,0.44178271866573493,4691.0,18129.0,22820.0,40881.0
tech=evals,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,0.009368655365573249,-0.0001580139227927605,0.009155481202281839,0.009281012946642487,0.009281012946642487,57.940977861105935,4691.0,18129.0,22820.0,40881.0
tech=gitlab_ci,0.006182050735450863,0.003750896353908103,0.00425065731814198,0.01342922139869377,-0.00243115438154276,0.0072471706632429075,0.009178564080551791,0.009178564080551791,2.980958641813608,4691.0,18129.0,22820.0,40881.0
tech=scala,0.037518652739288,0.04159082133598103,0.04075372480280456,0.031872997235879746,0.004072168596693029,-0.005645655503408252,-0.00888072756692481,0.00888072756692481,1.3864002359806606,4691.0,18129.0,22820.0,40881.0
tech=scikit_learn,0.007247921551907909,0.0055160240498648575,0.005872042068361087,0.014652283456862602,-0.0017318975020430517,0.007404361904954693,0.008780241388501515,0.008780241388501515,4.275288749028194,4691.0,18129.0,22820.0,40881.0
tech=flink,0.006608399062033681,0.004798940923382426,0.005170902716914987,0.013527066363347277,-0.0018094581386512553,0.0069186673013135955,0.00835616364643229,0.00835616364643229,3.8236128007198182,4691.0,18129.0,22820.0,40881.0
tech=dynamodb,0.020038371349392455,0.01616195046610403,0.016958808063102543,0.025170617157114553,-0.0038764208832884235,0.005132245807722098,0.00821180909401201,0.00821180909401201,1.323965060101611,4691.0,18129.0,22820.0,40881.0
tech=llamaindex,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,0.008218977030894548,-0.0001580139227927605,0.008005802867603138,0.008131334611963786,0.008131334611963786,50.66517384106059,4691.0,18129.0,22820.0,40881.0
tech=pandas,0.008526966531656363,0.006895030062331072,0.007230499561787906,0.015337198209437146,-0.0016319364693252918,0.006810231677780783,0.00810669864764924,0.00810669864764924,4.173098527908017,4691.0,18129.0,22820.0,40881.0
tech=machine_learning,0.0017053933063312726,0.0008825638479783771,0.0010517090271691498,0.008757124336488833,-0.0008228294583528954,0.007051731030157561,0.007705415309319683,0.007705415309319683,8.57010035138194,4691.0,18129.0,22820.0,40881.0
tech=agile,0.02963120869750586,0.027580120249324287,0.028001752848378615,0.035664489616203124,-0.0020510884481815747,0.006033280918697263,0.007662736767824509,0.007662736767824509,2.941502071276431,4691.0,18129.0,22820.0,40881.0
tech=argo_cd,0.002131741632914091,0.0029234927464283746,0.0027607361963190185,0.010200337565128054,0.0007917511135142837,0.008068595932213964,0.007439601368809036,0.007439601368809036,10.190823599098609,4691.0,18129.0,22820.0,40881.0
tech=bitbucket,0.021956938819015136,0.02664239616084726,0.025679228746713408,0.018615004525329614,0.004685457341832126,-0.0033419342936855216,-0.007064224221383794,0.007064224221383794,0.7132567964814179,4691.0,18129.0,22820.0,40881.0
tech=splunk,0.022596461308889364,0.017099674554581057,0.018229623137598596,0.02504831095129767,-0.005496786754308307,0.002451849642408306,0.006818687813699074,0.006818687813699074,0.44605143914061784,4691.0,18129.0,22820.0,40881.0
tech=rabbitmq,0.008740140694947772,0.008770478239285123,0.008764241893076249,0.015483965656417407,3.0337544337351308e-05,0.0067438249614696355,0.006719723763341158,0.006719723763341158,222.2930401511338,4691.0,18129.0,22820.0,40881.0
tech=go,0.025154551268386272,0.023718903414418888,0.02401402278702892,0.030576551454220786,-0.0014356478539673846,0.005422000185834514,0.006562528667191866,0.006562528667191866,3.776692293204718,4691.0,18129.0,22820.0,40881.0
tech=ruby,0.024301854615220636,0.02752496000882564,0.026862401402278704,0.020889899953523642,0.003223105393605003,-0.003411954661696994,-0.0059725014487550625,0.0059725014487550625,1.058592334109424,4691.0,18129.0,22820.0,40881.0
swe_tier=embedding_high,0.0164144105734385,0.02129185283247835,0.020289219982471515,0.014456593527555588,0.004877442259039851,-0.001957817045882911,-0.005832626454915927,0.005832626454915927,0.4014024035352326,4691.0,18129.0,22820.0,40881.0
tech=perl,0.012790449797484544,0.02250537812344862,0.02050832602979842,0.014676744698025978,0.009714928325964075,0.0018862949005414333,-0.0058315813317724435,0.0058315813317724435,0.1941645720123462,4691.0,18129.0,22820.0,40881.0
tech=codex,0.0,5.516024049864857e-05,4.3821209465381244e-05,0.005552701744086495,5.516024049864857e-05,0.005552701744086495,0.005508880534621114,0.005508880534621114,100.66492991854408,4691.0,18129.0,22820.0,40881.0
tech=opensearch,0.003197612449371136,0.0015996469744608086,0.0019281332164767747,0.006995914972725716,-0.0015979654749103274,0.0037983025233545797,0.005067781756248941,0.005067781756248941,2.376961569565655,4691.0,18129.0,22820.0,40881.0
tech=pytest,0.003197612449371136,0.002206409619945943,0.0024101665205959683,0.007338372349012989,-0.000991202829425193,0.004140759899641853,0.0049282058284170205,0.0049282058284170205,4.177510169178103,4691.0,18129.0,22820.0,40881.0
tech=weaviate,0.00021317416329140907,0.0,4.3821209465381244e-05,0.00486778699151195,-0.00021317416329140907,0.004654612828220541,0.0048239657820465685,0.0048239657820465685,21.834788777182556,4691.0,18129.0,22820.0,40881.0
tech=numpy,0.007461095715199318,0.005571184290363506,0.005959684487291849,0.010714023629558964,-0.0018899114248358126,0.0032529279143596454,0.0047543391422671145,0.0047543391422671145,1.7212065452444396,4691.0,18129.0,22820.0,40881.0
tech=vue,0.022170112982306544,0.021071211870483754,0.021297107800175286,0.025806609427362345,-0.00109890111182279,0.0036364964450558007,0.004509501627187058,0.004509501627187058,3.309211726088622,4691.0,18129.0,22820.0,40881.0
tech=django,0.015988062246855683,0.011859451707209444,0.012708150744960562,0.01704948509087351,-0.004128610539646239,0.0010614228440178272,0.004341334345912948,0.004341334345912948,0.25708960286401233,4691.0,18129.0,22820.0,40881.0
tech=jest,0.014069494777232999,0.007667273429312151,0.008983347940403156,0.013233531469386757,-0.006402221347920847,-0.0008359633078462419,0.004250183528983601,0.004250183528983601,0.13057394651275608,4691.0,18129.0,22820.0,40881.0
tech=elasticsearch,0.012150927307610318,0.01616195046610403,0.015337423312883436,0.0194711479660478,0.004011023158493714,0.00732022065843748,0.004133724653164363,0.004133724653164363,1.825025777509221,4691.0,18129.0,22820.0,40881.0
tech=flask,0.011937753144318908,0.008660157758287827,0.009333917616126204,0.01342922139869377,-0.0032775953860310816,0.0014914682543748625,0.004095303782567566,0.004095303782567566,0.45504953440299933,4691.0,18129.0,22820.0,40881.0
tech=openai_api,0.00042634832658281814,0.0,8.764241893076249e-05,0.003913798586140261,-0.00042634832658281814,0.003487450259557443,0.0038261561672094982,0.0038261561672094982,8.179814583791982,4691.0,18129.0,22820.0,40881.0
tech=powershell,0.042634832658281815,0.035523194881129684,0.03698510078878177,0.03331621046451897,-0.007111637777152131,-0.009318622193762845,-0.003668890324262798,0.003668890324262798,1.3103341994865358,4691.0,18129.0,22820.0,40881.0
tech=spring,0.006395224898742272,0.0019857686579513485,0.0028921998247151623,0.0065066901494581835,-0.004409456240790924,0.0001114652507159114,0.0036144903247430213,0.0036144903247430213,0.025278683953084857,4691.0,18129.0,22820.0,40881.0
tech=devops,0.00959283734811341,0.010645926416239175,0.010429447852760737,0.013673833810327536,0.0010530890681257656,0.004080996462214126,0.003244385957566799,0.003244385957566799,3.8752623930255745,4691.0,18129.0,22820.0,40881.0
tech=hadoop,0.024728202941803452,0.025649511831871585,0.025460122699386502,0.022284190699836108,0.0009213088900681329,-0.0024440122419673443,-0.0031759319995503937,0.0031759319995503937,2.6527609451229806,4691.0,18129.0,22820.0,40881.0
tech=prometheus,0.00021317416329140907,0.0006067626454851344,0.0005258545135845749,0.0036691861745064944,0.0003935884821937253,0.0034560120112150853,0.0031433316609219197,0.0031433316609219197,8.780775270537584,4691.0,18129.0,22820.0,40881.0
tech=snowflake,0.0010658708164570454,0.0009928843289756743,0.0010078878177037687,0.004060566033120521,-7.298648748137117e-05,0.0029946952166634757,0.0030526782154167522,0.0030526782154167522,41.03081707319909,4691.0,18129.0,22820.0,40881.0
tech=databricks,0.0014922191430398635,0.0004964421644878371,0.0007011393514460999,0.0036691861745064944,-0.0009957769785520264,0.0021769670314666307,0.0029680468230603944,0.0029680468230603944,2.1861993984156873,4691.0,18129.0,22820.0,40881.0
tech=github,0.008526966531656363,0.005460863809366208,0.006091148115687993,0.008830508059978964,-0.003066102722290155,0.00030354152832260013,0.0027393599442909703,0.0027393599442909703,0.09899913858589733,4691.0,18129.0,22820.0,40881.0
tech=objective_c,0.007461095715199318,0.0034750951514148603,0.004294478527607362,0.00689807000807221,-0.003986000563784458,-0.0005630257071271086,0.0026035914804648473,0.0026035914804648473,0.14125078461919505,4691.0,18129.0,22820.0,40881.0
tech=sql_server,0.01151140481773609,0.006012466214352695,0.007142857142857143,0.004623174579878183,-0.005498938603383395,-0.006888230237857907,-0.00251968256297896,0.00251968256297896,1.252647235162747,4691.0,18129.0,22820.0,40881.0
tech=ansible,0.04540609678107013,0.04771360803133102,0.04723926380368098,0.04968078080281794,0.0023075112502608866,0.004274684021747806,0.0024415169991369584,0.0024415169991369584,1.8525084206044546,4691.0,18129.0,22820.0,40881.0
tech=junit,0.0211042421658495,0.021126372110982405,0.02112182296231376,0.023507252758004943,2.212994513290517e-05,0.0024030105921554433,0.0023854297956911845,0.0023854297956911845,108.58637821846155,4691.0,18129.0,22820.0,40881.0
