term,count_a,count_b,rate_a,rate_b,log_odds_ratio,z_score,category,corpus_a,corpus_b,n_a,n_b
fluency english,167,73,0.2660794860682693,0.00896074726249171,-3.3871898694235405,-24.142277541364237,uncategorized,arshkon_2024,scraped_2026,5017,24095
able explain,170,64,0.27085935707548375,0.007855997599992733,-3.5365563995475657,-24.116553798686798,uncategorized,arshkon_2024,scraped_2026,5017,24095
correctness performance,163,85,0.25970632472531674,0.01043374681249035,-3.210767428351854,-23.999800346261278,uncategorized,arshkon_2024,scraped_2026,5017,24095
evaluate code,181,48,0.2883855507686032,0.00589199819999455,-3.8869008375981746,-23.943293714083406,uncategorized,arshkon_2024,scraped_2026,5017,24095
least years,438,1553,0.6978611670533051,0.19063069176232367,-1.294272600119653,-23.923079578206078,uncategorized,arshkon_2024,scraped_2026,5017,24095
coding problems,164,48,0.26129961506105487,0.00589199819999455,-3.7882489826178105,-23.086128968342848,uncategorized,arshkon_2024,scraped_2026,5017,24095
continuous integration,431,1601,0.6867081347031382,0.1965226899623182,-1.2477054493576007,-22.992636758650875,method,arshkon_2024,scraped_2026,5017,24095
team train,164,45,0.26129961506105487,0.005523748312494891,-3.852773985986749,-22.89650957300511,uncategorized,arshkon_2024,scraped_2026,5017,24095
etc coding,163,41,0.25970632472531674,0.005032748462495345,-3.9397257848417393,-22.551821821952206,uncategorized,arshkon_2024,scraped_2026,5017,24095
english native,163,41,0.25970632472531674,0.005032748462495345,-3.9397257848417393,-22.551821821952206,uncategorized,arshkon_2024,scraped_2026,5017,24095
developer join,207,383,0.32981109949779486,0.04701323563745651,-1.9444640379325993,-22.540693209325774,uncategorized,arshkon_2024,scraped_2026,5017,24095
web services,410,1512,0.6532490376526372,0.18559794329982832,-1.254928080023416,-22.53795161243281,uncategorized,arshkon_2024,scraped_2026,5017,24095
application development,500,2130,0.7966451678690698,0.26145742012475814,-1.110754883866636,-22.35212781448653,uncategorized,arshkon_2024,scraped_2026,5017,24095
native bilingual,163,38,0.25970632472531674,0.004664498574995686,-4.015692809375164,-22.294457406639154,uncategorized,arshkon_2024,scraped_2026,5017,24095
new technologies,446,1776,0.7106074897392103,0.21800393339979834,-1.1781832715788356,-22.245074869248096,uncategorized,arshkon_2024,scraped_2026,5017,24095
solving skills,567,2631,0.903395620363525,0.32295515133720126,-1.0253074888646516,-22.144717803303763,uncategorized,arshkon_2024,scraped_2026,5017,24095
coding problem,165,35,0.26289290539679305,0.004296248687496025,-4.110106428909448,-22.088567104051506,uncategorized,arshkon_2024,scraped_2026,5017,24095
role need,166,229,0.2644861957325312,0.028109741412473997,-2.2379942234193777,-21.955521999210976,uncategorized,arshkon_2024,scraped_2026,5017,24095
front end,786,4344,1.2523262038901777,0.5332258370995068,-0.8506075111314342,-21.944673723498596,uncategorized,arshkon_2024,scraped_2026,5017,24095
development team,318,1016,0.5066663267647283,0.12471396189988465,-1.398300888440989,-21.761500767874914,uncategorized,arshkon_2024,scraped_2026,5017,24095
web development,246,617,0.39194942259158233,0.07573672686242994,-1.640278170090176,-21.753520768314438,uncategorized,arshkon_2024,scraped_2026,5017,24095
solution solves,163,32,0.25970632472531674,0.003927998799996366,-4.187494474655372,-21.660308195589497,uncategorized,arshkon_2024,scraped_2026,5017,24095
need proficient,165,31,0.26289290539679305,0.0038052488374964804,-4.231430921604094,-21.619372189840412,uncategorized,arshkon_2024,scraped_2026,5017,24095
design development,651,3358,1.0372320085655289,0.41219437407461873,-0.9195189717121686,-21.472193148638038,uncategorized,arshkon_2024,scraped_2026,5017,24095
measure progress,163,30,0.25970632472531674,0.0036824988749965936,-4.252012414605023,-21.405899871925687,uncategorized,arshkon_2024,scraped_2026,5017,24095
solves problem,163,29,0.25970632472531674,0.0035597489124967073,-4.28590259863404,-21.269146002219617,uncategorized,arshkon_2024,scraped_2026,5017,24095
produced ai,163,29,0.25970632472531674,0.0035597489124967073,-4.28590259863404,-21.269146002219617,uncategorized,arshkon_2024,scraped_2026,5017,24095
quality produced,163,29,0.25970632472531674,0.0035597489124967073,-4.28590259863404,-21.269146002219617,uncategorized,arshkon_2024,scraped_2026,5017,24095
models correctness,163,29,0.25970632472531674,0.0035597489124967073,-4.28590259863404,-21.269146002219617,uncategorized,arshkon_2024,scraped_2026,5017,24095
leetcode hackerrank,163,28,0.25970632472531674,0.003436998949996821,-4.320981730205373,-21.125484976396585,uncategorized,arshkon_2024,scraped_2026,5017,24095
problems think,163,28,0.25970632472531674,0.003436998949996821,-4.320981730205373,-21.125484976396585,uncategorized,arshkon_2024,scraped_2026,5017,24095
programming languages,568,2792,0.9049889106992633,0.342717895299683,-0.9676574342649173,-21.022636539941658,uncategorized,arshkon_2024,scraped_2026,5017,24095
think leetcode,163,27,0.25970632472531674,0.003314248987496934,-4.357336274382892,-20.97446232081208,uncategorized,arshkon_2024,scraped_2026,5017,24095
problem must,163,27,0.25970632472531674,0.003314248987496934,-4.357336274382892,-20.97446232081208,uncategorized,arshkon_2024,scraped_2026,5017,24095
hackerrank etc,163,27,0.25970632472531674,0.003314248987496934,-4.357336274382892,-20.97446232081208,uncategorized,arshkon_2024,scraped_2026,5017,24095
solve coding,163,27,0.25970632472531674,0.003314248987496934,-4.357336274382892,-20.97446232081208,uncategorized,arshkon_2024,scraped_2026,5017,24095
explain solution,163,27,0.25970632472531674,0.003314248987496934,-4.357336274382892,-20.97446232081208,uncategorized,arshkon_2024,scraped_2026,5017,24095
html css,320,1104,0.5098529074362046,0.13551595859987464,-1.3214968655556483,-20.814997900941275,tech_stack,arshkon_2024,scraped_2026,5017,24095
back end,418,1760,0.6659953603385423,0.21603993399980018,-1.1223545490978397,-20.627663726608,uncategorized,arshkon_2024,scraped_2026,5017,24095
minimum years,444,1954,0.707420909067734,0.23985342672477813,-1.0781495642674983,-20.507483838297077,uncategorized,arshkon_2024,scraped_2026,5017,24095
active directory,165,289,0.26289290539679305,0.03547473916246719,-1.9992477054255335,-20.489939742089344,uncategorized,arshkon_2024,scraped_2026,5017,24095
verbal written,320,1135,0.5098529074362046,0.13932120743737114,-1.2938006053527484,-20.441581247421556,uncategorized,arshkon_2024,scraped_2026,5017,24095
sql excellent,166,23,0.2644861957325312,0.0028232491374973884,-4.535856268665713,-20.39063914533575,tech_stack,arshkon_2024,scraped_2026,5017,24095
skills ability,696,3900,1.1089300736737453,0.4787248537495572,-0.8367323475229949,-20.334626691427427,uncategorized,arshkon_2024,scraped_2026,5017,24095
must able,346,1310,0.5512784561653963,0.16080245087485123,-1.2285425209971184,-20.32539687090263,uncategorized,arshkon_2024,scraped_2026,5017,24095
cloud based,485,2281,0.7727458128329977,0.27999266446224097,-1.0117622915842395,-20.23437397072729,tech_stack,arshkon_2024,scraped_2026,5017,24095
code role,167,22,0.2660794860682693,0.002700499174997502,-4.586295650179757,-20.225041781167683,uncategorized,arshkon_2024,scraped_2026,5017,24095
performance qualifications,109,62,0.17366864659545722,0.007610497674992961,-3.123785867002317,-19.63911169494427,uncategorized,arshkon_2024,scraped_2026,5017,24095
written communication,317,1185,0.5050730364289903,0.14545870556236545,-1.2412610289499098,-19.630110816297876,uncategorized,arshkon_2024,scraped_2026,5017,24095
azure cloud,228,655,0.36327019654829584,0.08040122543742562,-1.5044969693514778,-19.566221226724284,tech_stack,arshkon_2024,scraped_2026,5017,24095
software developer,287,1002,0.45727432635684606,0.12299546242488624,-1.3095628394076755,-19.56054978401305,uncategorized,arshkon_2024,scraped_2026,5017,24095
information technology,398,1744,0.6341295536237795,0.21407593459980198,-1.0824289683025583,-19.485390916583377,uncategorized,arshkon_2024,scraped_2026,5017,24095
object oriented,437,2031,0.696267876717567,0.2493051738372694,-1.0235884583944577,-19.41121684881622,uncategorized,arshkon_2024,scraped_2026,5017,24095
work independently,342,1370,0.5449052948224438,0.16816744862484445,-1.172117839385808,-19.390907283050904,uncategorized,arshkon_2024,scraped_2026,5017,24095
experience agile,263,872,0.4190353582991307,0.10703796729990099,-1.361178066241023,-19.349067895042914,org_scope,arshkon_2024,scraped_2026,5017,24095
qualifications fluency,104,53,0.1657021949167665,0.006505748012493982,-3.2336415520506385,-19.16155899630464,uncategorized,arshkon_2024,scraped_2026,5017,24095
technology communities,123,163,0.19597471129579117,0.020008243887481493,-2.2781058339913667,-19.074494089511326,uncategorized,arshkon_2024,scraped_2026,5017,24095
project management,276,984,0.43974813266372653,0.12078596309988827,-1.2885948295687157,-18.91863636186973,uncategorized,arshkon_2024,scraped_2026,5017,24095
web application,211,608,0.33618426084074743,0.07463197719993098,-1.5014509685119766,-18.791903808071492,uncategorized,arshkon_2024,scraped_2026,5017,24095
best practices,1439,11025,2.2927447931271825,1.353318336561248,-0.524197440231446,-18.70196454225476,uncategorized,arshkon_2024,scraped_2026,5017,24095
come diverse,163,16,0.25970632472531674,0.001963999399998183,-4.880331264988065,-18.63379507920196,uncategorized,arshkon_2024,scraped_2026,5017,24095
integration continuous,196,535,0.3122849058046754,0.06567122993743925,-1.5556021649876755,-18.631763956409962,method,arshkon_2024,scraped_2026,5017,24095
problems solutions,175,14,0.27882580875417445,0.0017184994749984105,-5.084824286924659,-18.3135513492319,uncategorized,arshkon_2024,scraped_2026,5017,24095
communication skills,928,6321,1.4785734315649937,0.7759025129617823,-0.6415822204643087,-18.250813955500877,uncategorized,arshkon_2024,scraped_2026,5017,24095
engineer responsible,229,747,0.36486348688403397,0.09169422198741518,-1.3774353800415104,-18.236114337764366,uncategorized,arshkon_2024,scraped_2026,5017,24095
azure devops,299,1194,0.4763938103857037,0.14656345522486441,-1.1752088748605285,-18.17310300987277,tech_stack,arshkon_2024,scraped_2026,5017,24095
design patterns,397,1893,0.6325362632880414,0.23236567901228505,-0.9979123362419564,-18.0779812195343,uncategorized,arshkon_2024,scraped_2026,5017,24095
good knowledge,117,177,0.1864149692813623,0.021726743362479903,-2.1456936639129705,-18.009003100748632,uncategorized,arshkon_2024,scraped_2026,5017,24095
excellent writing,163,14,0.25970632472531674,0.0017184994749984105,-5.013773677067444,-18.008591592804112,uncategorized,arshkon_2024,scraped_2026,5017,24095
years related,199,588,0.31706477681188977,0.07217697794993325,-1.476331302111781,-18.001999670408377,uncategorized,arshkon_2024,scraped_2026,5017,24095
experience apply,113,162,0.18004180793840976,0.019885493924981606,-2.19945423293548,-17.945771722478874,uncategorized,arshkon_2024,scraped_2026,5017,24095
developer responsible,105,135,0.16729548525250465,0.01657124493748467,-2.30833333711149,-17.740796158951103,uncategorized,arshkon_2024,scraped_2026,5017,24095
agile development,316,1373,0.5034797460932521,0.16853569851234412,-1.0908227114308247,-17.483325314067574,org_scope,arshkon_2024,scraped_2026,5017,24095
science information,275,1102,0.4381548423279884,0.1352704586748749,-1.1716941199864168,-17.382455939128707,uncategorized,arshkon_2024,scraped_2026,5017,24095
degree completed,164,12,0.26129961506105487,0.0014729995499986376,-5.173923086630994,-17.30794984654317,credential,arshkon_2024,scraped_2026,5017,24095
looking proficient,163,12,0.25970632472531674,0.0014729995499986376,-5.16780564674408,-17.283868753588578,uncategorized,arshkon_2024,scraped_2026,5017,24095
business requirements,316,1405,0.5034797460932521,0.17246369731234046,-1.0677797739363086,-17.150581596448347,uncategorized,arshkon_2024,scraped_2026,5017,24095
systems engineer,305,1335,0.48595355240013255,0.16387119993734842,-1.0834472467857266,-17.071925100716072,uncategorized,arshkon_2024,scraped_2026,5017,24095
agile practices,125,251,0.19916129196726745,0.030810240587471498,-1.8625450597969948,-17.014500549231077,org_scope,arshkon_2024,scraped_2026,5017,24095
test cases,213,735,0.3393708415122237,0.09022122243741655,-1.3211793690948497,-16.978513083639136,uncategorized,arshkon_2024,scraped_2026,5017,24095
rdbms nosql,104,158,0.1657021949167665,0.01939449407498206,-2.1414509202110814,-16.959800482578096,tech_stack,arshkon_2024,scraped_2026,5017,24095
