metro_area,year,n_posts,llm_text_share,entry_final_share,entry_yoe_share,ai_any_share,ai_count_mean,scope_any_share,scope_count_mean,soft_skill_any_share,soft_skill_count_mean,clean_len_mean,tech_count_mean,requirement_breadth_mean,stack_depth_mean,ai_domain_share,remote_share,domain_entropy,top_domain_family,top_domain_share,company_industry_mode
Denver Metro,2024,71,1.0,0.028169014084507043,0.07042253521126761,0.014084507042253521,0.014084507042253521,0.29577464788732394,0.323943661971831,0.29577464788732394,0.4225352112676056,761.7887323943662,3.619718309859155,5.169014084507042,2.2253521126760565,0.014084507042253521,0.0,0.7802074755877986,Requirements / Workflow,0.4647887323943662,IT Services and IT Consulting
Denver Metro,2026,550,0.14727272727272728,0.03090909090909091,0.13636363636363635,0.09454545454545454,0.15272727272727274,0.4381818181818182,0.5836363636363636,0.3418181818181818,0.4109090909090909,1448.6327272727274,3.9363636363636365,5.932727272727273,2.556363636363636,0.04181818181818182,0.0,0.806079188137931,Requirements / Workflow,0.4763636363636364,IT Services and IT Consulting
Detroit Metro,2024,63,1.0,0.0,0.2222222222222222,0.031746031746031744,0.031746031746031744,0.30158730158730157,0.38095238095238093,0.49206349206349204,0.5873015873015873,734.2539682539683,3.507936507936508,5.412698412698413,2.5238095238095237,0.015873015873015872,0.0,0.6985616344375035,Requirements / Workflow,0.5396825396825397,IT Services and IT Consulting
Detroit Metro,2026,456,0.12938596491228072,0.017543859649122806,0.1118421052631579,0.07456140350877193,0.1074561403508772,0.4057017543859649,0.5,0.3267543859649123,0.4166666666666667,1395.7368421052631,3.5548245614035086,5.368421052631579,2.4210526315789473,0.06359649122807018,0.0,0.8259830218430938,Requirements / Workflow,0.4276315789473684,IT Services and IT Consulting
Houston Metro,2024,59,1.0,0.06779661016949153,0.13559322033898305,0.0,0.0,0.15254237288135594,0.15254237288135594,0.2542372881355932,0.3389830508474576,675.0508474576271,2.593220338983051,3.7796610169491527,1.9322033898305084,0.01694915254237288,0.0,0.8013096969521251,Requirements / Workflow,0.4576271186440678,IT Services and IT Consulting
Houston Metro,2026,337,0.13353115727002968,0.02373887240356083,0.06231454005934718,0.13649851632047477,0.27299703264094954,0.3323442136498516,0.3798219584569733,0.33827893175074186,0.42136498516320475,1230.8011869436202,4.029673590504451,5.712166172106825,2.2195845697329375,0.13649851632047477,0.0,0.8494952289297586,Requirements / Workflow,0.41543026706231456,Oil and Gas
Los Angeles Metro,2024,110,0.990909090909091,0.00909090909090909,0.045454545454545456,0.02727272727272727,0.02727272727272727,0.23636363636363636,0.24545454545454545,0.37272727272727274,0.44545454545454544,744.3454545454546,3.2545454545454544,4.6454545454545455,2.1363636363636362,0.02727272727272727,0.0,0.7858721837735392,Requirements / Workflow,0.4636363636363636,IT Services and IT Consulting
Los Angeles Metro,2026,1300,0.1523076923076923,0.026923076923076925,0.14461538461538462,0.12615384615384614,0.2076923076923077,0.4107692307692308,0.5069230769230769,0.3223076923076923,0.4123076923076923,1497.16,3.6223076923076922,5.537692307692308,2.463076923076923,0.07461538461538461,0.0,0.8076246462936222,Requirements / Workflow,0.47384615384615386,Defense and Space Manufacturing
Minneapolis-Saint Paul,2024,51,0.9803921568627451,0.058823529411764705,0.13725490196078433,0.0392156862745098,0.0392156862745098,0.19607843137254902,0.21568627450980393,0.29411764705882354,0.39215686274509803,758.7254901960785,2.9411764705882355,4.294117647058823,2.0588235294117645,0.0196078431372549,0.0,0.7071829067924382,Requirements / Workflow,0.5686274509803921,IT Services and IT Consulting
Minneapolis-Saint Paul,2026,352,0.11931818181818182,0.03409090909090909,0.10795454545454546,0.12215909090909091,0.19318181818181818,0.4375,0.5028409090909091,0.4119318181818182,0.5625,1395.71875,4.099431818181818,6.130681818181818,2.5681818181818183,0.07102272727272728,0.0,0.7659128453710798,Requirements / Workflow,0.5340909090909091,IT Services and IT Consulting
Philadelphia Metro,2024,57,1.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.05263157894736842,0.07017543859649122,0.24561403508771928,0.2631578947368421,598.2105263157895,3.2982456140350878,4.298245614035087,1.736842105263158,0.0,0.0,0.8174784444940988,Requirements / Workflow,0.5087719298245614,IT Services and IT Consulting
Philadelphia Metro,2026,515,0.1533980582524272,0.02524271844660194,0.11067961165048544,0.10679611650485436,0.19611650485436893,0.3106796116504854,0.3553398058252427,0.29320388349514565,0.3611650485436893,1280.1728155339806,4.495145631067961,6.155339805825243,2.341747572815534,0.06990291262135923,0.0,0.7746167176602661,Requirements / Workflow,0.47572815533980584,Financial Services
Phoenix Metro,2024,62,1.0,0.08064516129032258,0.12903225806451613,0.016129032258064516,0.016129032258064516,0.16129032258064516,0.1774193548387097,0.2903225806451613,0.3709677419354839,610.3709677419355,3.1774193548387095,4.467741935483871,1.9838709677419355,0.016129032258064516,0.0,0.7262948760678065,Requirements / Workflow,0.5645161290322581,IT Services and IT Consulting
Phoenix Metro,2026,435,0.13793103448275862,0.02528735632183908,0.14022988505747128,0.14942528735632185,0.25287356321839083,0.39770114942528734,0.46436781609195404,0.37701149425287356,0.4482758620689655,1298.2666666666667,4.24367816091954,6.186206896551724,2.5448275862068965,0.08275862068965517,0.0,0.8157650480099871,Requirements / Workflow,0.4850574712643678,IT Services and IT Consulting
Raleigh-Durham-Chapel Hill,2024,44,1.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.18181818181818182,0.29545454545454547,0.38636363636363635,769.9318181818181,3.727272727272727,5.136363636363637,2.2045454545454546,0.022727272727272728,0.0,0.8282940440116678,Requirements / Workflow,0.45454545454545453,Financial Services
Raleigh-Durham-Chapel Hill,2026,390,0.1564102564102564,0.03333333333333333,0.10256410256410256,0.12307692307692308,0.25384615384615383,0.32564102564102565,0.4,0.3384615384615385,0.41794871794871796,1199.148717948718,4.107692307692307,5.871794871794871,2.335897435897436,0.09743589743589744,0.0,0.9024575622970411,Requirements / Workflow,0.36923076923076925,Software Development
San Diego Metro,2024,50,1.0,0.04,0.2,0.02,0.02,0.16,0.16,0.2,0.24,703.7,1.8,3.12,2.06,0.04,0.0,0.7757379379216749,Requirements / Workflow,0.44,IT Services and IT Consulting
San Diego Metro,2026,430,0.1697674418604651,0.023255813953488372,0.30697674418604654,0.12093023255813953,0.18372093023255814,0.41627906976744183,0.5093023255813953,0.39767441860465114,0.48604651162790696,1553.5581395348838,2.7953488372093025,4.8604651162790695,2.5372093023255813,0.1,0.0,0.7648670367652189,Requirements / Workflow,0.5046511627906977,Semiconductor Manufacturing
San Francisco Bay Area,2024,331,0.9939577039274925,0.054380664652567974,0.08157099697885196,0.0513595166163142,0.06646525679758308,0.29607250755287007,0.35347432024169184,0.2326283987915408,0.2809667673716012,633.7160120845922,3.2749244712990935,4.676737160120846,2.11178247734139,0.05740181268882175,0.0,0.871642656419751,Requirements / Workflow,0.3957703927492447,IT Services and IT Consulting
San Francisco Bay Area,2026,4276,0.17142188961646398,0.027595884003741813,0.17305893358278765,0.24976613657623947,0.37184284377923293,0.5313376987839102,0.7104770813844715,0.27712815715622074,0.33091674462114123,1366.3288119738072,3.7055659494855004,5.898269410664172,2.701356407857811,0.12511693171188026,0.0,0.8853560727294576,Requirements / Workflow,0.3709073900841908,Software Development
Seattle Metro,2024,161,1.0,0.037267080745341616,0.16149068322981366,0.031055900621118012,0.043478260869565216,0.3105590062111801,0.36024844720496896,0.2670807453416149,0.32298136645962733,650.6894409937888,2.7950310559006213,4.354037267080745,2.2422360248447206,0.012422360248447204,0.0,0.7903372122780639,Requirements / Workflow,0.37267080745341613,Software Development
Seattle Metro,2026,1773,0.1545403271291596,0.02086858432036097,0.20304568527918782,0.23463056965595036,0.3553299492385787,0.43034404963338974,0.560067681895093,0.25549915397631134,0.29892836999435984,1536.9616469261139,3.565707839819515,5.643542019176537,2.661590524534687,0.09531866892272983,0.0,0.7999727502248772,Embedded,0.40609137055837563,Software Development
Washington DC Metro,2024,221,1.0,0.058823529411764705,0.13122171945701358,0.03167420814479638,0.03167420814479638,0.22171945701357465,0.23076923076923078,0.29411764705882354,0.35294117647058826,779.8823529411765,3.6470588235294117,5.0633484162895925,2.2036199095022626,0.04072398190045249,0.0,0.8175975169010914,Requirements / Workflow,0.46153846153846156,IT Services and IT Consulting
Washington DC Metro,2026,2333,0.1465923703386198,0.036433776253750536,0.0904414916416631,0.09344192027432491,0.15602228889841405,0.28075439348478354,0.32533219031290184,0.2790398628375482,0.34719245606515214,1436.7998285469353,4.525075010715817,6.135019288469781,2.2906129447063868,0.07415345049292756,0.0,0.8137730033886231,Requirements / Workflow,0.4526360908701243,IT Services and IT Consulting
