bertopic_id,bertopic_terms,nmf_component,nmf_terms,jaccard
28,"16000000 usd, stellar, 16000000, wms, booz allen",12,"product, building, build, backend, end",0.034482758620689655
29,"lean, audio, game, product engineering, supportable",0,"benefits, pay, range, employees, salary",0.0
30,"devops, devops engineer, gitlab, cicd, delivery center",4,"infrastructure, cloud, devops, ci, cd",0.1111111111111111
31,"annotation, 2040, evaluation workflows, data annotation, job connects",0,"benefits, pay, range, employees, salary",0.0
32,"cloud, infrastructure, cloud engineer, hybrid cloud, cloud engineering",4,"infrastructure, cloud, devops, ci, cd",0.15384615384615385
33,"android, kotlin, android applications, mobile, android developer",0,"benefits, pay, range, employees, salary",0.0
34,"test, test engineer, test equipment, labview, equipment",2,"project, technical, requirements, support, ability",0.07142857142857142
35,"aws, terraform, infrastructure, cloud, infrastructure code",4,"infrastructure, cloud, devops, ci, cd",0.25
36,"selenium, automation, test automation, automation frameworks, test",2,"project, technical, requirements, support, ability",0.034482758620689655
37,"identity security, notification, editorial, identity, platform",4,"infrastructure, cloud, devops, ci, cd",0.034482758620689655
38,"jobs, agencies marketing, jobs staffing, promotes jobs, redirects job",0,"benefits, pay, range, employees, salary",0.0
39,"existing software, development process, software, software development, existing",0,"benefits, pay, range, employees, salary",0.0
40,"people management, meet regulatory, years people, regulatory needs, technology projects",0,"benefits, pay, range, employees, salary",0.0
41,"backend, developers expected, developers, apis, react",12,"product, building, build, backend, end",0.1111111111111111
42,"test, test cases, testing, manual, test automation",2,"project, technical, requirements, support, ability",0.034482758620689655
43,"sre, site reliability, reliability engineer, reliability, service level",0,"benefits, pay, range, employees, salary",0.0
44,"oracle, attainment, incentive, ncino, students",0,"benefits, pay, range, employees, salary",0.0
45,"frontend, react, quality features, reactjs workflows, mui",3,"web, developer, javascript, net, applications",0.034482758620689655
46,"pwc, data analytics, data architecture, akkodis, forth following",8,"data, data engineer, analytics, etl, data engineering",0.034482758620689655
47,"agile, scrum, coach, high quality, scrum master",3,"web, developer, javascript, net, applications",0.034482758620689655
48,"spacecraft, satellites, satellite, space, itar",0,"benefits, pay, range, employees, salary",0.0
49,"php, nodejs typescript, nodejs, ensuring high, typescript",0,"benefits, pay, range, employees, salary",0.0
50,"lead software, lead, bms, scout, companywide",13,"qualifications capabilities, capabilities skills, chase, banking, financial",0.034482758620689655
51,"mulesoft, ansible, devops, terraform, bash perl",4,"infrastructure, cloud, devops, ci, cd",0.1111111111111111
52,"wa usa, eligible based, available eligible, package available, based employees",6,"billions users, new problems, scale, billions, information retrieval",0.034482758620689655
53,"mobile, android, app, ios, kotlin",0,"benefits, pay, range, employees, salary",0.0
54,"operational stability, evaluation sessions, startups internal, vendors startups, lead",13,"qualifications capabilities, capabilities skills, chase, banking, financial",0.1111111111111111
55,"senior systems, electrical, verification, train control, mechanical",2,"project, technical, requirements, support, ability",0.034482758620689655
56,"anduril, ubuntu, caution, parenting, health resources",0,"benefits, pay, range, employees, salary",0.0
57,"qa, qa engineer, testing, test, quality assurance",2,"project, technical, requirements, support, ability",0.034482758620689655
58,"ml, machine learning, ml models, machine, learning",5,"ai, ml, machine learning, machine, models",0.2
59,"programmer analyst, programmer, analyst, senior software, senior",2,"project, technical, requirements, support, ability",0.034482758620689655
60,"assurance, genai, quality, quality assurance, audits",0,"benefits, pay, range, employees, salary",0.0
61,"ios, swift, ios applications, swiftui, using swift",0,"benefits, pay, range, employees, salary",0.0
62,"cloud distributed, aws, lambda, data stored, webbased user",3,"web, developer, javascript, net, applications",0.034482758620689655
63,"react, reactjs, react developer, redux, react js",3,"web, developer, javascript, net, applications",0.034482758620689655
64,"early engineering, abstractions, sophisticated ml, quickbooks, tech product",0,"benefits, pay, range, employees, salary",0.0
65,"akamai, csp, ai, observability, pioneers",12,"product, building, build, backend, end",0.07142857142857142
66,"server infrastructure, server, engineer requires, years following, infrastructure engineer",9,"server infrastructure, server, policies procedures, years following, engineer requires",0.42857142857142855
67,"position posted, typescript sql, javascript java, sql python, candidates hired",0,"benefits, pay, range, employees, salary",0.0
68,"streaming data, cassandra, data services, zookeeper, scale realtime",10,"scale, streaming data, cassandra, large scale, streaming",0.1111111111111111
69,"human capital, ai, data ai, ai engineer, ai engineering",5,"ai, ml, machine learning, machine, models",0.07142857142857142
70,"azure, microsoft, active directory, directory, azure devops",4,"infrastructure, cloud, devops, ci, cd",0.034482758620689655
71,"aem, saas, experience sponsor, trimble, demonstrated hands",0,"benefits, pay, range, employees, salary",0.0
72,"usa base, buy, responses, spending, coding software",0,"benefits, pay, range, employees, salary",0.0
73,"angular, using angular, angularjs, rxjs, frontend",3,"web, developer, javascript, net, applications",0.07142857142857142
74,"agentic, ai, rag, generative, llms",5,"ai, ml, machine learning, machine, models",0.07142857142857142
75,"autonomous, autonomous driving, driver, vehicle, selfdriving",0,"benefits, pay, range, employees, salary",0.0
76,"maintenance, equipment, optical, plant, reliability",0,"benefits, pay, range, employees, salary",0.0
77,"chatbots, javascript html, ai chatbots, python javascript, train ai",10,"scale, streaming data, cassandra, large scale, streaming",0.034482758620689655
78,"machine learning, machine, learning, learning engineer, deep learning",5,"ai, ml, machine learning, machine, models",0.42857142857142855
79,"merchants, merchants consumers, paypal, belonging, consumers",0,"benefits, pay, range, employees, salary",0.0
80,"robotics, robotic, robot, robots, perception",0,"benefits, pay, range, employees, salary",0.0
81,"senior devops, devops engineer, monitoring logging, devops, development operations",4,"infrastructure, cloud, devops, ci, cd",0.07142857142857142
82,"people connect, gender, screens, way people, sexual",0,"benefits, pay, range, employees, salary",0.0
83,"trading, traders, electronic trading, trading systems, trading firm",13,"qualifications capabilities, capabilities skills, chase, banking, financial",0.034482758620689655
84,"amazon, diverse experiences, usd annually, years noninternship, noninternship",4,"infrastructure, cloud, devops, ci, cd",0.034482758620689655
85,"medical device, medical, device, device software, surgical",14,"wisconsin, university, madison, city, academic",0.034482758620689655
86,"certified safe, tax, certified, graphql, cpa",0,"benefits, pay, range, employees, salary",0.0
87,"payment, stack ai, payments, easy apply, ai engineer",0,"benefits, pay, range, employees, salary",0.0
88,"redshift snowflake, lead data, aws microsoft, cloud years, azure google",0,"benefits, pay, range, employees, salary",0.0
89,"ruby rails, rails, ruby, django, experience ruby",0,"benefits, pay, range, employees, salary",0.0
90,"sales performance, agent, ai, canvas, reps",5,"ai, ml, machine learning, machine, models",0.034482758620689655
91,"servicenow, itsm, servicenow platform, cmdb, itom",0,"benefits, pay, range, employees, salary",0.0
92,"kubernetes, kubernetes platform, container, control plane, plane",4,"infrastructure, cloud, devops, ci, cd",0.034482758620689655
93,"fleet, vehicle, toyota, connected vehicle, browser",0,"benefits, pay, range, employees, salary",0.0
