period,uid,source,title,matched_sub,context_200c
2024,asaniczka_4dd7d68d8ca3d8e0,kaggle_asaniczka,Senior Lead Engineer- Generative AI Engineering (Remote-Eligible),fine-tune,seeking experienced help maintain apis sdks train fine-tune models responsibilities world-class researchers implement services architect well-managed apis sdks
2024,asaniczka_f0793bc39ce00766,kaggle_asaniczka,Senior Software Engineer,fine-tuning,analysis maintaining upgrading contracts dimo ecosystem writing reusable libraries dimo open-source fine-tuning contracts cost bridging token specification implementation ethereum prior systems ethereum mainnet 
2024,asaniczka_99bdbbd9eab95c62,kaggle_asaniczka,Application Developer / DBA,fine tune,c systems including identifying/removing unused application software updates upgrades bug fixes etc fine tune software procedures improve needed director backup assigned duties user setups setups qualification
2024,asaniczka_1a345cad86d91dae,kaggle_asaniczka,"SR. Engineer, Machine Learning & AI",fine-tune,s responsibilities implement models algorithms systems address specific challenges objectives train fine-tune models various techniques including reinforcement evaluate iterate improvements ensure results accu
2024,asaniczka_f10c891dd2bf49d1,kaggle_asaniczka,- Founding Lead Engineer,fine-tuning,jectives implement improvements architect ai-driven incorporating database prompt context retention fine-tuning chat-gpt apis maintain manage tech backend node.js
2026,linkedin_li-4403060486,scraped,Staff Machine Learning Engineer,fine-tuning,ow optimise models frameworks e.g pytorch ensuring scalability llm-powered systems including prompt fine-tuning establish practices experimentation including robust a/b evaluation methodologies cross-functionall
2026,linkedin_li-4399397345,scraped,Founding ML Engineer / Series A / NYC / $350k + Founding Equity,fine-tuning,aints need founding ai/ml customers systems tokens outcomes role allows multi-ton environments llms fine-tuning models handle mission-critical operational systems rag pipelines flywheels evals determinism design
2026,linkedin_li-4385745701,scraped,Machine Learning Engineer,fine-tuned,tions rigorous grasp transformer architectures pytorch internals mathematical underpinnings trained fine-tuned dissected llms structural know difference surface-level augmentation improvement mechanistic interp
2026,linkedin_li-4389409327,scraped,Senior Software Engineer,fine-tuning,t bachelor s/master degree related demonstrate hands-on frameworks pytorch tensorflow jax including fine-tuning inference optimization show proficiency quantization techniques gptq awq gguf compression impacts a
2026,linkedin_li-4403537650,scraped,"Machine Learning Engineer - LLM, AI & Robotics",fine-tune,es vehicles including vehicles evs take-off evtol dedicated reshaping cutting-edge responsibilities fine-tune pre-trained llm particular use cases driving e.g calling etc llms e.g small llms weight quantizatio
2026,linkedin_li-4394704128,scraped,Founding Software Engineer,fine-tuning,rappy startups end end looking want ownership scope comes founding role writing bonus inference llm fine-tuning
2026,linkedin_li-4376617463,scraped,"Software Engineer, AI Native",fine-tuning,tor practices ethics alignment explainability safeguards/quality outputs ai/ml techniques workflows fine-tuning few-shot/zero-shot approaches and/or distillation implementing rag embeddings knowledge-backed fami
2026,linkedin_li-4366354520,scraped,Applied AI ML Engineer-Sr. Associate,fine-tuning,echnical stakeholders qualifications services industry particularly developing solutions frameworks fine-tuning slms approaches like lora qlora dora prompt optimization frameworks autoprompt dspy prompt familiar
2026,linkedin_li-4365171140,scraped,Research Software Engineer II,fine-tuning,models helping conduct experiments analyze results co-author publications maintain improve training/fine-tuning prompting large models maintain software libraries/environment/github repositories use provide use 
2026,linkedin_li-4360579240,scraped,"Senior Software Engineer, AI/ML, Quality, Applied AI",fine tuning,ntaining software year software qualifications degree phd related llm tuning methodologies e.g lora fine tuning developing models/solutions e.g conversational text prompt utilizing llm-powered auto-evaluation op
2026,linkedin_li-4394778385,scraped,Artificial Intelligence Engineer,fine-tuning,er ai/ml conferences expertise generative multi-modal models reasoning hands-on pipelines including fine-tuning evaluation optimization degree related phd related developing and/or optimizing models systems offe
2026,linkedin_li-4402048574,scraped,ML Engineer (Generative AI) - W2,fine-tuned, systems software algorithms including llm-based architectures e.g transformer models rag pipelines fine-tuned models problems structured unstructured environments gcp artificial systems gcp managing services i
2026,linkedin_li-4399788059,scraped,AI Developer,fine-tuning,te challenges well-defined ai-enabled features workflows requirements provide expertise llms models fine-tuning techniques systems retrieval-augmented rag architectures teams practices prompt context management 
2026,linkedin_li-4397959919,scraped,Senior Machine Learning / LLM Engineer,fine-tuning,uts accurate unbiased aligned source-of-truth implement manage milvus weaviate technologies perform fine-tuning peft/lora optimization workloads high-performance backend services c# systems existing operational 
2026,linkedin_li-4391223289,scraped,"Staff Software Engineer, AI/ML GenAI, Google Cloud",fine tuning,bachelor degree practical software software software optimizing e.g deployment evaluation debugging fine tuning genai techniques e.g llms multi-modal large models genai-related qualifications degree phd related 
