period,uid,source,title,matched_sub,context_200c
2026,linkedin_li-4395376935,scraped,Senior Software Engineer,stakeholders,l cost efficiency exercise judgment software visually engaging reports dashboards internal external stakeholders internal external teams requirements manage ensure alignment goals employees role safeguarding sens
2026,linkedin_li-4203482085,scraped,"Senior Software Engineer, Backend (Product)",stakeholders,e pipelines deployment ensure backend systems effectively ai-based features communicate effectively stakeholders multiple teams clearly articulating related ai-enabled looking someone developing architecting larg
2026,linkedin_li-4371427134,scraped,"Lead Software Engineer - C#, .Net and AWS",stakeholder, automate remediation issues improve overall operational software systems leads evaluation sessions stakeholder external vendors internal teams outcomes-oriented architectural credentials applicability use exist
2026,linkedin_li-4401432707,scraped,Lead Software Engineer,stakeholders,on portfolio role defining executing modernization roadmaps ensuring continuous improvement closely stakeholders ensure technology solutions customer candidate brings hands-on expertise customer-focused demonstra
2026,linkedin_li-4388997209,scraped,Senior DevOps Engineer,stakeholders,ices responsibilities ownership management iac ci/cd containerization teams global cross-functional stakeholders alerting scripting posted kaejen surat
2026,linkedin_li-4400279840,scraped,Java Developer- OPT/H1T/USC/GC/H4EAD/GCEAD only W2,stakeholders,entation hands contribute implementation offer mentoring communication ability articulate different stakeholders flexible player someone detail large distributed systems optional transformation expertise fed chip
2026,linkedin_li-4403531729,scraped,Embedded Software Design Engineer,stakeholders,leshooting qualification prototypes systems environments software review documentation presentation stakeholders/customers program review duties assigned supervisory responsibility software c/c real-time resource
2026,linkedin_li-4380400051,scraped,Senior Software Engineer,stakeholders,ioritizing solution-oriented track record taking accountability outcomes ability distill actionable stakeholders leveling junior championing practices fostering bs/ms related salary include bonus eligibility opti
2026,linkedin_li-4391390876,scraped,Full-Stack Developer (NYC / Senior),stakeholders,ckly deliver solutions self-directed capable managing independently experienced collaborating teams stakeholders comfortable fast-moving consulting company company u.s.-based technology systems startups regulated
2026,linkedin_li-4392755892,scraped,Lead Data Engineer,stakeholders,ing enabling data-driven outcomes role define high-impact pipelines models closely cross-functional stakeholders priorities establish standards accessibility acting hands-on architect influence deliver solutions 
2026,linkedin_li-4330546452,scraped,ServiceNow Developer (TS/SCI),stakeholders,akes environments passion cleared want average tech meets successful solutions environments closely stakeholders leads deliver highly itsm capabilities module enhancements ensure configuration ts/sci protocols ju
2026,linkedin_li-4390273489,scraped,Senior Data Engineer,stakeholders,es independently recommend appropriate solutions contribute technology-specific practices standards stakeholders proficiency different stages software teamwork encouraged rewarded respected valued required qualif
