pattern,period,uid,match_text,context_200,seniority_final,programmatic_y
mgmt_strict_v1_rebuilt,2024,arshkon_3904581374,mentoring teams,standards teams share passion staying tech trends experimenting technologies participating internal external technology mentoring teams implement solutions full-stack technologies distributed microservices systems digital deliver robust cloud-based soluti,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_421f5cbb19094e3a,mentoring junior,ment libraries integrating backend services seamlessly user-friendly optimizing management demonstrated teams providing mentoring junior ability collaborative facilitate discussions among individual contributor towards problem-solving execution,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_3c2affcd6ff21491,mentors others,ensure deliver user player expected skillsets junior responsibilities principle duties responsibilities recognized role mentors others expertise influences improvements expertise improve company leads implementation efforts expertise develops/implements ,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_46ce3ab5c51cbacc,mentoring others,mpany technology focusing distributed microservices systems passion staying date tech trends experimenting technologies mentoring others collaborating digital deliver robust cloud-based solutions millions americans financially utilizing languages like java,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_63e0b2f1cb1b4657,mentoring junior,isioning managing multisite vpn solutions significant firewall load balancer comware routing switching wireshark tcp/ip mentoring junior technologies esx/ucs vdi backup technologies replication archiving etc implementing voice/video well-versed itil manage,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_d66c49a56f1107e7,mentoring junior, developing software systems java technologies writing high-quality maintainable meets industry standards practices led mentoring junior ensure standards requirements collaborating cross-functional teams including designers qa teams deliver software troubl,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_21c58ca6d99d2f9e,mentoring junior,aying consistent roadmap tdd typescript implementation iac must haves javascript especially typescript services node.js mentoring junior software multiple paired degree related software,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_814e5f12dac0d848,coach junior,ologies methodologies fundamentals algorithms software git jira etc methodologies bachelor degree comparable self-study coach junior techniques technologies enable others succeed contribute overall scalability deployment necessary diagnose issues ident,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_a91629ed3aa688b0,mentor junior,tion scalability multithreaded distributed utilize establish rooted simplicity promoting ease iteration continuous lead/mentor junior requirements qualifications bachelor degree related c++/c minimum developing production-level software practical databa,mid-senior,1
mgmt_strict_v1_rebuilt,2024,arshkon_3905878056,mentor junior, architectures simplifying management enhancing capabilities.serve among analysts integrating solutions like segment.io.mentor junior instilling practices techniques sophisticated resolution.develop sql python/scala scripts transformation tasks.work clo,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_5923672ee1c6faff,mentoring junior,gies like sql relational databases implementing measures authentication systems management demonstrated teams providing mentoring junior ability collaborative facilitate discussions among individual contributor towards problem-solving execution,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_011ef145aaf0f8e5,mentoring teams,er help hands-on coder implement practices fast-paced establish regular improvement must haves minimum hands-on minimum mentoring teams day-to-day sprint c++ java related designing systems microservices-based foundational multi-threaded concurrency primit,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_140fea29215fb3f5,coach junior,ems architectural principles communication along analytical lwc triggers external rest soap apis role candidate ability coach junior fnma individual exposure position reports,mid-senior,1
mgmt_strict_v1_rebuilt,2024,asaniczka_64db1162e8b7ee1b,mentoring others,ment solutions full-stack technologies stay up-to-date technology trends experiment technologies participate technology mentoring others encouraged digital cloud-based solutions provide powerful millions americans utilize languages like sql open-source tec,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4399148115,coach junior,validate software functionality standards keep industry trends technologies practices contribute continuous improvement coach junior fostering potentially overseeing dedicated sub-team roadmap qualifications bachelor degree related related languages bl,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4393229021,mentoring junior,onal teams improve practices systems observability standards procedures activities meetings tech huddles checks provide mentoring junior required qualifications bachelor degree configuration and/or broad software proficient ability applications/systems deb,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4393473368,mentoring others,s coder solver strategist clients role requires systems emotional teaching/coaching ability role architecting solutions mentoring others execution guiding clients impactful software sometimes messy ambiguous environments services azure gcp llm-powered tool,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4391389553,mentoring junior,ving amid ambiguity ensuring accountability deliverables direction global improvements software systems functions depth mentoring junior technician student serving recognized subject discipline responsibilities successful role need following proficiency sy,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4400299857,mentoring junior,ing software subsystems management methodologies including management tracking robust baseline configuration management mentoring junior mid-level incose standards excellent problem-solving attention detail ability fast-paced pay actual determined case-by-,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4386109098,mentoring junior,ation driving percent role direction different monetization initiatives defining high-performance discoverable features mentoring junior partnering teams ensure high-traffic subscription backend features operate mentality fast-moving results close teams la,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4402990136,mentoring peers,atures fix bugs participate update stakeholders periodic basis customer-facing features backend apis/services uis serve mentoring peers standardizing lifecycle junior review pairing tradeoffs teams translate domain requirements software write testable obs,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4392358709,mentoring junior,ntinuous ci/cd pipelines excellent problem-solving ability effectively collaborative communication written verbal prior mentoring junior,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4389222576,mentoring junior,x rtos systems toolchains teams software lifecycle software methodologies e.g git jira jenkins etc software simulations mentoring junior must us position located requires clearance updated last considered description skunk programs looking world-class soft,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4393884664,mentoring teams,a ddd architectural principles low-code systems familiarity ci/cd pipelines like terraform ansible track record driving mentoring teams qualifications certifications kubernetes azure low-code kubernetes application ckad software architect international so,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4395381490,mentoring junior,ns bachelor degree wear athletes ability manage multiple fast-paced communication stakeholder management qualifications mentoring junior familiarity visualization methodologies prior environments traits analytical problem-solving mindset ability influence ,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4342805809,mentoring junior,tus vivado like modelsim/questa competent altium designer pspice verification methodologies including systemverilog uvm mentoring junior workflows foundational converter topologies system-level behavior mv environments,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4399750867,mentoring teams,s countries global seeking highly scaling generative solutions role hands-on driving initiatives establishing standards mentoring teams ensure additional salary position vary geography factors accordance salary role filled k/year see role responsibilities,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4393934280,mentoring junior,ul apis standardized principles robust authentication protocols web3 familiarity indexing privacy-preserving techniques mentoring junior high-performing successful vianeer let break vianeers self-motivated passionate leaving everything touch believers eage,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4403459401,coach junior,w established configuration/change customers internal/external teams identify software problems communicate remediation coach junior requirements technology scala kafka microservices rest scala back end implementation nosql databases mindset willingnes,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4395369566,mentoring teams,ely mondays unless accommodation believe fuels in-office designed meaningful teamwork mentorship reviews reviews enjoys mentoring teams solutions delight customers improve including long-term sprint stand-ups services adhere availability latency mission-c,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4343502942,mentoring junior,fka kinesis track record delivering technology solutions excellent problem-solving communication stakeholder management mentoring junior collaborating cross-functional teams ability coach teams goals aligned initiatives developing recognizing familiarity f,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4385768929,mentor junior,seeking looking technologies web-based ensure owning discussions multiple languages willing assist/mentor junior expertise software enterprise-wide bachelor degree similar subject proficiency ci/cd jenkinscore udeploy rdbms mysql tr,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4381140571,coach junior,unication capabilities ai-assisted e.g claude codex sdlc generating specifications implementing delivering timely fixes coach junior colleagues unfamiliar areas expertise ensure adherence sdlc practices promoting documentation software practices influe,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4393005283,mentors junior,ology stacks deliver highly available performant influence application functionality serves function-wide subject areas mentors junior mid-level providing reviews workshops contributes advocate firmwide frameworks practices software influences peers deci,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4391672725,mentoring junior,d relevant study minimum and/or linux rtos systems toolchains software reviews configuration management defect tracking mentoring junior position located requires clearance updated last considered desired sme various subsystems developing software systems ,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4402991484,mentoring junior,lems significant systems interact broader including dependencies primitives ability languages frameworks owning initial mentoring junior offer accelerated designed enhancement experiments tests package competitive tracks flexible enjoy giving flexibility m,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4394729826,mentoring others,rgocd observability tooling grafana loki tempo opentelemetry registries image pipelines vulnerability scanning interest mentoring others responsibilities services-based organizations environments require client-facing cross-functional communication,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4398023241,mentoring junior,ity cost use software practices ensure deliverables teams direction participate reviews providing constructive feedback mentoring junior low requirements colleagues less continuous improvement improvements testability operational documentation promote prac,mid-senior,1
mgmt_strict_v1_rebuilt,2026,linkedin_li-4387944470,mentors junior,methodologies abilities abilities accessible user translates requirements solutions analytical problem-solving provides mentors junior communicates clearly non-technical audiences adapts quickly technologies practices handle multiple tasks meeting assign,mid-senior,1
