comparison,text_scope,ngram_n,term,category,category_note,z_b_minus_a,log_odds_delta_b_minus_a,direction,count_a,count_b,rate_a_per_10k_terms,rate_b_per_10k_terms,doc_count_a,doc_count_b,doc_prev_a,doc_prev_b,distinct_companies_total,distinct_companies_a,distinct_companies_b,label_a,label_b,n_docs_a,n_docs_b,tokens_a,tokens_b,companies_a,companies_b
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,uat,noise,uncategorized_or_context_needed,-0.2034533040102361,-0.06195135573543453,arshkon_2024_heavy,14,42,0.9368621808813197,0.8825884217007479,6,36,0.002403846153846154,0.005343624758794715,36,6,30,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,attendance,noise,uncategorized_or_context_needed,-0.9428531385806327,-0.2973588420011666,arshkon_2024_heavy,14,33,0.9368621808813197,0.693462331336302,14,31,0.005608974358974359,0.004601454653406561,39,13,26,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,offering,noise,uncategorized_or_context_needed,-1.6916090911996433,-0.4857889260302919,arshkon_2024_heavy,18,35,1.2045370897045538,0.7354903514172899,16,35,0.00641025641025641,0.005195190737717085,44,16,28,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,securely,noise,uncategorized_or_context_needed,0.8142095317629089,0.3921938018678368,scraped_2026_heavy,5,24,0.33459363602904274,0.5043362409718559,5,23,0.002003205128205128,0.003413982484785513,22,4,18,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,bachelors,credential,,0.6862878625358628,0.09725492302571581,scraped_2026_heavy,62,219,4.14896108676013,4.602068198868185,59,188,0.023637820512820512,0.027905595962594627,163,45,126,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,gitlab,noise,uncategorized_or_context_needed,4.590419034016544,0.5545556214725886,scraped_2026_heavy,77,437,5.152741994847258,9.183122387695876,71,376,0.02844551282051282,0.055811191925189255,288,61,241,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,algorithm,tech_stack,,-0.346477430992686,-0.061661696059664095,arshkon_2024_heavy,41,123,2.74366781543815,2.584723234980762,36,101,0.014423076923076924,0.01499183612884073,79,22,64,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,scikit-learn,noise,uncategorized_or_context_needed,2.09847849255018,0.55591001774137,scraped_2026_heavy,16,91,1.0706996352929368,1.9122749136849537,16,87,0.00641025641025641,0.012913759833753896,82,13,70,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,exercises,noise,uncategorized_or_context_needed,-1.2036002649096238,-0.41828994157554256,arshkon_2024_heavy,12,25,0.8030247264697026,0.5253502510123499,11,22,0.004407051282051282,0.003265548463707882,31,10,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,present,noise,uncategorized_or_context_needed,-3.173089085985466,-0.4279421315801182,arshkon_2024_heavy,80,165,5.353498176464684,3.467311656681509,76,157,0.030448717948717948,0.023304141309188064,181,66,125,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,algebra,noise,uncategorized_or_context_needed,2.008062521398016,1.3910325724251145,scraped_2026_heavy,2,28,0.1338374544116171,0.5883922811338319,2,25,0.0008012820512820513,0.0037108505269407748,23,2,22,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,configure,noise,uncategorized_or_context_needed,-2.210617656520575,-0.30150089961026616,arshkon_2024_heavy,75,176,5.018904540435641,3.698465767126944,65,156,0.026041666666666668,0.023155707288110436,188,63,128,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,virtualized,noise,uncategorized_or_context_needed,1.2056102068588437,0.5230069626910598,scraped_2026_heavy,6,33,0.4015123632348513,0.693462331336302,6,28,0.002403846153846154,0.0041561525901736675,22,5,17,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,dataflow,noise,uncategorized_or_context_needed,0.89898707851156,0.30916581436744117,scraped_2026_heavy,10,44,0.6691872720580855,0.924616441781736,8,37,0.003205128205128205,0.005492058779872347,43,7,36,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,remains,noise,uncategorized_or_context_needed,0.34625222091910884,0.145070601580219,scraped_2026_heavy,7,26,0.46843109044065984,0.546364261052844,7,26,0.0028044871794871795,0.003859284548018406,22,7,16,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,certificates,noise,uncategorized_or_context_needed,-1.8961209278041145,-0.5059808520731544,arshkon_2024_heavy,21,40,1.4052932713219795,0.84056040161976,21,35,0.008413461538461538,0.005195190737717085,53,19,35,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,modified,noise,uncategorized_or_context_needed,0.8470788809635668,0.232388301705166,scraped_2026_heavy,16,65,1.0706996352929368,1.3659106526321099,14,54,0.005608974358974359,0.008015437138192074,42,14,29,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,iteratively,noise,uncategorized_or_context_needed,1.252814282978786,0.751145075588779,scraped_2026_heavy,3,21,0.20075618161742564,0.44129421085037396,3,20,0.001201923076923077,0.0029686804215526197,20,3,18,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,interoperability,noise,uncategorized_or_context_needed,0.6189280916294166,0.19687126209908,scraped_2026_heavy,12,47,0.8030247264697026,0.9876584719032179,11,41,0.004407051282051282,0.0060857948641828705,47,10,37,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,postmortems,noise,uncategorized_or_context_needed,2.0385079279917044,1.891249286739102,scraped_2026_heavy,1,25,0.06691872720580855,0.5253502510123499,1,24,0.00040064102564102563,0.003562416505863144,21,1,20,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,promptly,noise,uncategorized_or_context_needed,-2.892774558713857,-0.8218221513414647,arshkon_2024_heavy,21,29,1.4052932713219795,0.6094062911743259,20,29,0.008012820512820512,0.004304586611251299,42,20,22,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,redis,noise,uncategorized_or_context_needed,0.7259289264214874,0.12312157389771272,scraped_2026_heavy,43,156,2.877505269849767,3.2781855663170636,38,143,0.015224358974358974,0.021226065014101233,138,35,108,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,rich,noise,uncategorized_or_context_needed,0.8142095317629089,0.3921938018678368,scraped_2026_heavy,5,24,0.33459363602904274,0.5043362409718559,4,21,0.0016025641025641025,0.003117114442630251,24,4,20,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,filtering,noise,uncategorized_or_context_needed,0.15938460830430415,0.06743401410438032,scraped_2026_heavy,7,24,0.46843109044065984,0.5043362409718559,5,22,0.002003205128205128,0.003265548463707882,26,4,22,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,scenarios,tech_stack,,2.237225011103106,0.46075325665445277,scraped_2026_heavy,27,139,1.8068056345568309,2.920947395628666,26,120,0.010416666666666666,0.01781208252931572,118,26,94,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,onboarding,noise,uncategorized_or_context_needed,3.5428643542243705,0.8187190574088863,scraped_2026_heavy,20,150,1.338374544116171,3.1521015060740996,20,117,0.008012820512820512,0.017366780466082827,102,19,86,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,real-time,sys_design,,6.4062586064893265,0.6532762298720352,scraped_2026_heavy,106,667,7.093385083815706,14.016344697009497,77,523,0.030849358974358976,0.077630993023601,390,65,341,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,clients,noise,uncategorized_or_context_needed,-1.292795885066584,-0.1448033230337611,arshkon_2024_heavy,106,292,7.093385083815706,6.136090931824247,77,226,0.030849358974358976,0.033546088763544604,212,67,150,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,terraform,tech_stack,,5.454437215470901,0.44340276170595594,scraped_2026_heavy,174,879,11.643858533810688,18.471314825594224,138,677,0.055288461538461536,0.10048983226955618,577,121,478,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,calling,noise,uncategorized_or_context_needed,2.1985331751763226,3.669836294947249,scraped_2026_heavy,0,44,0.0,0.924616441781736,0,38,0.0,0.005640492800949978,31,0,31,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,kanban,noise,uncategorized_or_context_needed,-1.0700184549097969,-0.256105374323214,arshkon_2024_heavy,24,59,1.6060494529394052,1.2398265923891458,23,58,0.00921474358974359,0.008609173222502597,72,22,51,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,disaster,noise,uncategorized_or_context_needed,-0.9875864294004051,-0.17654521784004196,arshkon_2024_heavy,42,112,2.810586542643959,2.3535691245353276,36,90,0.014423076923076924,0.013359061896986789,107,34,73,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,interacting,noise,uncategorized_or_context_needed,1.1553031670859857,0.3239227008688417,scraped_2026_heavy,15,67,1.0037809080871283,1.4079386727130978,15,67,0.006009615384615385,0.009945079412201277,58,14,45,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,domestic,noise,uncategorized_or_context_needed,-0.4342428040406627,-0.12479732873976701,arshkon_2024_heavy,16,45,1.0706996352929368,0.9456304518222299,14,45,0.005608974358974359,0.006679530948493394,52,12,40,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,completed,noise,uncategorized_or_context_needed,-1.1515622916854473,-0.21486257875621462,arshkon_2024_heavy,39,100,2.609830361026533,2.1014010040493996,38,94,0.015224358974358974,0.013952797981297314,88,33,59,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,up-to-date,noise,uncategorized_or_context_needed,-4.330051493736755,-0.7405644398607798,arshkon_2024_heavy,56,84,3.7474487235252787,1.7651768434014958,54,83,0.021634615384615384,0.012320023749443373,113,53,62,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,subject,noise,uncategorized_or_context_needed,0.9934614099298064,0.10803953104006858,scraped_2026_heavy,105,375,7.026466356609897,7.880253765185249,99,335,0.039663461538461536,0.049725397061006385,248,82,176,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,grasp,noise,uncategorized_or_context_needed,-0.4699960463030017,-0.08837806834185358,arshkon_2024_heavy,37,108,2.4759929066149162,2.2695130843733518,35,103,0.014022435897435898,0.015288704170995992,116,34,84,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,preventive,noise,uncategorized_or_context_needed,0.47749816629278113,0.18621953393854618,scraped_2026_heavy,8,31,0.5353498176464684,0.6514343112553139,6,30,0.002403846153846154,0.00445302063232893,33,5,28,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,develops,noise,uncategorized_or_context_needed,-0.7594165348502209,-0.1055996767681755,arshkon_2024_heavy,68,195,4.550473449994981,4.097731957896329,53,127,0.02123397435897436,0.018851120676859137,138,48,92,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,kubeflow,noise,uncategorized_or_context_needed,1.2131385063836677,0.5734923612899419,scraped_2026_heavy,5,29,0.33459363602904274,0.6094062911743259,5,26,0.002003205128205128,0.003859284548018406,28,4,24,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,triage,noise,uncategorized_or_context_needed,2.9099091389983704,0.665719564355042,scraped_2026_heavy,21,134,1.4052932713219795,2.8158773454261956,21,122,0.008413461538461538,0.01810895057147098,103,16,89,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,consistency,noise,uncategorized_or_context_needed,2.4911220117855053,0.4232055217428723,scraped_2026_heavy,40,198,2.676749088232342,4.160773988017811,40,187,0.016025641025641024,0.027757161941516995,182,36,149,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,test-driven,org_scope,,-1.6555296968229491,-0.2944489526030516,arshkon_2024_heavy,44,104,2.9444239970555763,2.185457044211376,40,103,0.016025641025641024,0.015288704170995992,117,37,82,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,conferences,noise,uncategorized_or_context_needed,0.35530529966154073,0.0961493181758577,scraped_2026_heavy,17,60,1.1376183624987453,1.26084060242964,17,55,0.006810897435897436,0.008163871159269705,54,15,40,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,efficiency,noise,uncategorized_or_context_needed,4.27640883341508,0.38977202179613535,scraped_2026_heavy,140,669,9.368621808813197,14.058372717090483,120,583,0.04807692307692308,0.08653703428825887,466,108,372,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,transforming,noise,uncategorized_or_context_needed,-0.35719045734031457,-0.10949528064536374,arshkon_2024_heavy,14,40,0.9368621808813197,0.84056040161976,13,39,0.005208333333333333,0.005788926822027609,47,13,35,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,modelling,ai_domain,,-3.003389366998461,-1.0234334427650857,arshkon_2024_heavy,16,18,1.0706996352929368,0.378252180728892,13,16,0.005208333333333333,0.0023749443372420957,29,13,16,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,typescript/javascript,tech_stack,,1.8294265836391053,0.9345384070018596,scraped_2026_heavy,4,34,0.2676749088232342,0.7144763413767959,4,33,0.0016025641025641025,0.004898322695561823,32,4,29,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,technological,noise,uncategorized_or_context_needed,-0.8201510673000582,-0.23978538975862485,arshkon_2024_heavy,16,40,1.0706996352929368,0.84056040161976,14,37,0.005608974358974359,0.005492058779872347,43,13,30,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,informed,noise,uncategorized_or_context_needed,-1.2070889188180711,-0.2679868875531568,arshkon_2024_heavy,28,68,1.8737243617626393,1.4289526827535919,28,66,0.011217948717948718,0.009796645391123645,76,26,52,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,modernization,noise,uncategorized_or_context_needed,4.2590485805298846,1.1817131201882987,scraped_2026_heavy,13,144,0.8699434536755112,3.026017445831136,12,116,0.004807692307692308,0.017218346445005195,108,12,97,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,aws/gcp,tech_stack,,1.745203731233165,1.0211106963125545,scraped_2026_heavy,3,28,0.20075618161742564,0.5883922811338319,3,26,0.001201923076923077,0.003859284548018406,23,2,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,supporting,noise,uncategorized_or_context_needed,5.432036507933627,0.3982465767763568,scraped_2026_heavy,216,1041,14.454445076454647,21.875584452154254,187,848,0.07491987179487179,0.12587204987383108,675,164,545,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,close,noise,uncategorized_or_context_needed,0.6370738122150592,0.14423861262271842,scraped_2026_heavy,24,89,1.6060494529394052,1.8702468936039658,23,80,0.00921474358974359,0.011874721686210479,84,21,66,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,functional,noise,uncategorized_or_context_needed,-4.103452153981966,-0.24350336509235238,arshkon_2024_heavy,389,969,26.031384883059527,20.36257572923868,315,783,0.12620192307692307,0.11622383850378507,698,255,492,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,spoken,noise,uncategorized_or_context_needed,-1.5256782243033136,-0.6372412440914736,arshkon_2024_heavy,9,15,0.6022685448522769,0.31521015060741,9,15,0.003605769230769231,0.002226510316164465,21,8,14,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,capable,noise,uncategorized_or_context_needed,-0.09647239275605343,-0.014100931561874752,arshkon_2024_heavy,60,189,4.015123632348513,3.9716478976533653,54,172,0.021634615384615384,0.02553065162535253,183,48,139,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,requires,noise,uncategorized_or_context_needed,0.007878531588308738,0.0006510403615918037,scraped_2026_heavy,187,598,12.513801987486199,12.56637800421541,153,471,0.06129807692307692,0.0699124239275642,298,105,221,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,researches,noise,uncategorized_or_context_needed,-0.4834424974282171,-0.21272202139511798,arshkon_2024_heavy,7,18,0.46843109044065984,0.378252180728892,7,17,0.0028044871794871795,0.002523378358319727,20,7,14,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,socket,noise,uncategorized_or_context_needed,1.0613150420049382,0.5051880620429987,scraped_2026_heavy,5,27,0.33459363602904274,0.5673782710933379,5,24,0.002003205128205128,0.003562416505863144,21,4,17,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,attention,soft_skill,,-7.217340388244879,-0.6364632718541197,arshkon_2024_heavy,202,337,13.517582895573325,7.081721383646477,198,327,0.07932692307692307,0.048537924892385335,408,159,258,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,analyzers,noise,uncategorized_or_context_needed,2.7452127092711995,0.69597557469557,scraped_2026_heavy,17,112,1.1376183624987453,2.3535691245353276,14,80,0.005608974358974359,0.011874721686210479,79,13,68,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,handling,noise,uncategorized_or_context_needed,3.351203258217291,0.4330486442511621,scraped_2026_heavy,69,345,4.61739217720079,7.249833463970429,59,307,0.023637820512820512,0.045569244470832715,282,55,229,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,sci,noise,uncategorized_or_context_needed,1.5819712321696837,0.3912309366858029,scraped_2026_heavy,19,91,1.2714558169103625,1.9122749136849537,14,86,0.005608974358974359,0.012765325812676266,53,10,47,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,enterprise-level,noise,uncategorized_or_context_needed,-0.3551559726112126,-0.11772667978119422,arshkon_2024_heavy,12,34,0.8030247264697026,0.7144763413767959,11,32,0.004407051282051282,0.0047498886744841914,41,11,30,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
